geo,year,gdp_const_ppp2011_dollar
afg,1800,1977840000
afg,1801,1977840000
afg,1802,1977840000
afg,1803,1977840000
afg,1804,1977840000
afg,1805,1977840000
afg,1806,1977840000
afg,1807,1977840000
afg,1808,1977840000
afg,1809,1977840000
afg,1810,1981120000
afg,1811,1981590516
afg,1812,1982534568
afg,1813,1983953968
afg,1814,1985851736
afg,1815,1988229080
afg,1816,1991089624
afg,1817,1994434576
afg,1818,1998267560
afg,1819,2002590388
afg,1820,2007405476
afg,1821,2022712777
afg,1822,2035232934
afg,1823,2048296848
afg,1824,2061912546
afg,1825,2076086865
afg,1826,2090828517
afg,1827,2106143786
afg,1828,2122041456
afg,1829,2138528490
afg,1830,2155613750
afg,1831,2173303638
afg,1832,2194599960
afg,1833,2212554264
afg,1834,2230632632
afg,1835,2248836216
afg,1836,2267166176
afg,1837,2285623040
afg,1838,2307797087
afg,1839,2326528545
afg,1840,2345389234
afg,1841,2364379688
afg,1842,2383502394
afg,1843,2406435510
afg,1844,2425840768
afg,1845,2445380014
afg,1846,2465053800
afg,1847,2488616247
afg,1848,2508580165
afg,1849,2528681709
afg,1850,2548921443
afg,1851,2571166080
afg,1852,2589709526
afg,1853,2608362224
afg,1854,2627124570
afg,1855,2649888813
afg,1856,2668889434
afg,1857,2688000965
afg,1858,2711165824
afg,1859,2730519060
afg,1860,2749985856
afg,1861,2773864540
afg,1862,2794195633
afg,1863,2814960375
afg,1864,2840209866
afg,1865,2861879680
afg,1866,2888087223
afg,1867,2910690314
afg,1868,2933760195
afg,1869,2961452088
afg,1870,2985498040
afg,1871,3014224155
afg,1872,3039276002
afg,1873,3067110884
afg,1874,3093289980
afg,1875,3124307376
afg,1876,3151624628
afg,1877,3182702538
afg,1878,3211491104
afg,1879,3245302242
afg,1880,3274993995
afg,1881,3308924376
afg,1882,3339133300
afg,1883,3374096698
afg,1884,3404425690
afg,1885,3439977216
afg,1886,3471251112
afg,1887,3507041472
afg,1888,3538858514
afg,1889,3575617792
afg,1890,3612701157
afg,1891,3645370676
afg,1892,3683079216
afg,1893,3716317656
afg,1894,3754660581
afg,1895,3793341240
afg,1896,3827466156
afg,1897,3866796175
afg,1898,3906470600
afg,1899,3941503550
afg,1900,3981844113
afg,1901,4022537444
afg,1902,4058151594
afg,1903,4099522005
afg,1904,4141254456
afg,1905,4183350003
afg,1906,4220595877
afg,1907,4262881448
afg,1908,4306048425
afg,1909,4349589846
afg,1910,4388158660
afg,1911,4432273907
afg,1912,4476923304
afg,1913,4525519290
afg,1914,4583656637
afg,1915,4646023785
afg,1916,4709129040
afg,1917,4772979965
afg,1918,4842774108
afg,1919,4912164276
afg,1920,4982438598
afg,1921,5059477968
afg,1922,5143461596
afg,1923,5228589632
afg,1924,5308835649
afg,1925,5396237055
afg,1926,5478669120
afg,1927,5568398976
afg,1928,5659345538
afg,1929,5751522608
afg,1930,5838551004
afg,1931,5933174280
afg,1932,6029074150
afg,1933,6126266748
afg,1934,6224767415
afg,1935,6324592555
afg,1936,6425757767
afg,1937,6528280680
afg,1938,6632178130
afg,1939,6737465163
afg,1940,6844160813
afg,1941,6952282348
afg,1942,7061846195
afg,1943,7172869892
afg,1944,7285373115
afg,1945,7406749964
afg,1946,7522334560
afg,1947,7639453352
afg,1948,7758124640
afg,1949,7886032707
afg,1950,8023442130
afg,1951,8231397300
afg,1952,8482299062
afg,1953,8970756192
afg,1954,9144341514
afg,1955,9303777000
afg,1956,9700046895
afg,1957,9678591342
afg,1958,10207501248
afg,1959,10484921749
afg,1960,10847720358
afg,1961,10924614440
afg,1962,11100401136
afg,1963,11294892675
afg,1964,11499258390
afg,1965,11743593156
afg,1966,11853846288
afg,1967,12162367800
afg,1968,12581950730
afg,1969,12780722780
afg,1970,13056167878
afg,1971,12462800532
afg,1972,12255873216
afg,1973,13669598418
afg,1974,14409197010
afg,1975,15112127754
afg,1976,15795405391
afg,1977,14610222381
afg,1978,15589382913
afg,1979,15342187245
afg,1980,15298815096
afg,1981,16688049132
afg,1982,17759135402
afg,1983,17853804130
afg,1984,17022976790
afg,1985,16096609232
afg,1986,16998278214
afg,1987,13945656360
afg,1988,12661229784
afg,1989,12618277537
afg,1990,12405461960
afg,1991,13070740228
afg,1992,12934637830
afg,1993,12007740510
afg,1994,11505726075
afg,1995,14625639184
afg,1996,15646211000
afg,1997,16609433730
afg,1998,17530371560
afg,1999,18505344240
afg,2000,18953266280
afg,2001,17697859920
afg,2002,22625894187
afg,2003,24690582696
afg,2004,25074339950
afg,2005,27962340408
afg,2006,29540380395
afg,2007,33589052112
afg,2008,34779179451
afg,2009,42116886468
afg,2010,45774132859
afg,2011,48831538065
afg,2012,56272838079
afg,2013,57805830000
afg,2014,59364828762
afg,2015,62613631850
afg,2016,66606410220
afg,2017,70456826478
afg,2018,74657618681
afg,2019,78622474866
afg,2020,82907185725
afg,2021,87381045297
afg,2022,92151241252
afg,2023,97073288664
afg,2024,1.02E+11
afg,2025,1.07E+11
afg,2026,1.13E+11
afg,2027,1.18E+11
afg,2028,1.24E+11
afg,2029,1.30E+11
afg,2030,1.36E+11
afg,2031,1.43E+11
afg,2032,1.49E+11
afg,2033,1.56E+11
afg,2034,1.63E+11
afg,2035,1.70E+11
afg,2036,1.77E+11
afg,2037,1.84E+11
afg,2038,1.92E+11
afg,2039,2.00E+11
afg,2040,2.08E+11
alb,1800,273766815
alb,1801,274626578
alb,1802,275901368
alb,1803,276767764
alb,1804,277636832
alb,1805,278508572
alb,1806,279382316
alb,1807,280259400
alb,1808,281139824
alb,1809,282022252
alb,1810,282958788
alb,1811,283865932
alb,1812,285221460
alb,1813,286173447
alb,1814,287148180
alb,1815,288145659
alb,1816,289165215
alb,1817,290206848
alb,1818,291271896
alb,1819,292359690
alb,1820,293470899
alb,1821,295486257
alb,1822,297089184
alb,1823,299163662
alb,1824,301269540
alb,1825,302958854
alb,1826,305125625
alb,1827,306873800
alb,1828,309103542
alb,1829,310911162
alb,1830,313205290
alb,1831,315073626
alb,1832,317413616
alb,1833,319305337
alb,1834,321672938
alb,1835,324055809
alb,1836,325982904
alb,1837,328393680
alb,1838,330345241
alb,1839,332783415
alb,1840,335237127
alb,1841,337308192
alb,1842,339956672
alb,1843,342220395
alb,1844,345071146
alb,1845,348026121
alb,1846,350595160
alb,1847,353763608
alb,1848,356544206
alb,1849,359933860
alb,1850,363439413
alb,1851,366740040
alb,1852,370671120
alb,1853,374728108
alb,1854,378390003
alb,1855,382701400
alb,1856,387146402
alb,1857,391189344
alb,1858,395903090
alb,1859,400210073
alb,1860,405202400
alb,1861,410339475
alb,1862,414972256
alb,1863,420223842
alb,1864,425537740
alb,1865,430912790
alb,1866,435765042
alb,1867,441260520
alb,1868,446821038
alb,1869,451842116
alb,1870,457527000
alb,1871,468822421
alb,1872,480916539
alb,1873,492439808
alb,1874,504908372
alb,1875,517572480
alb,1876,530435040
alb,1877,543362560
alb,1878,556623908
alb,1879,570756858
alb,1880,585113280
alb,1881,598880646
alb,1882,614371072
alb,1883,629414325
alb,1884,644565590
alb,1885,660811320
alb,1886,677337650
alb,1887,693971068
alb,1888,711785866
alb,1889,729179760
alb,1890,747621504
alb,1891,765640498
alb,1892,783976424
alb,1893,803399114
alb,1894,822394065
alb,1895,842502600
alb,1896,862898325
alb,1897,883550010
alb,1898,904457250
alb,1899,926433809
alb,1900,948682150
alb,1901,970374980
alb,1902,993202452
alb,1903,1015376511
alb,1904,1038639198
alb,1905,1063013148
alb,1906,1086884988
alb,1907,1111784859
alb,1908,1136373045
alb,1909,1162261548
alb,1910,1189481040
alb,1911,1220685884
alb,1912,1253493150
alb,1913,1286134827
alb,1914,1311072504
alb,1915,1335589536
alb,1916,1360348192
alb,1917,1385348740
alb,1918,1410613998
alb,1919,1436340822
alb,1920,1461357296
alb,1921,1487576175
alb,1922,1514024904
alb,1923,1539690684
alb,1924,1565979934
alb,1925,1593006450
alb,1926,1620231093
alb,1927,1647219051
alb,1928,1674836464
alb,1929,1702650375
alb,1930,1723120736
alb,1931,1743712449
alb,1932,1763400208
alb,1933,1783632960
alb,1934,1803541718
alb,1935,1823560796
alb,1936,1850356530
alb,1937,1879778264
alb,1938,1924736562
alb,1939,1971314700
alb,1940,2018408370
alb,1941,2058919291
alb,1942,2088583416
alb,1943,2112775125
alb,1944,2136472450
alb,1945,2168019264
alb,1946,2212433664
alb,1947,2256602920
alb,1948,2301716014
alb,1949,2337436875
alb,1950,2378550993
alb,1951,2529935535
alb,1952,2590057248
alb,1953,2760902656
alb,1954,2915113148
alb,1955,3155171118
alb,1956,3274195716
alb,1957,3580862824
alb,1958,3847257432
alb,1959,4120511932
alb,1960,4456611096
alb,1961,4626112344
alb,1962,4921010640
alb,1963,5239099558
alb,1964,5573190708
alb,1965,5932975125
alb,1966,6314722212
alb,1967,6713616505
alb,1968,7120785825
alb,1969,7531469659
alb,1970,7983034624
alb,1971,8475651960
alb,1972,8988321896
alb,1973,9625239826
alb,1974,9851316659
alb,1975,10074114762
alb,1976,10305861516
alb,1977,10544835372
alb,1978,10786317930
alb,1979,11033044290
alb,1980,11309491410
alb,1981,11562235683
alb,1982,11814090655
alb,1983,12075449760
alb,1984,12357871810
alb,1985,12659331333
alb,1986,13018533843
alb,1987,13403016784
alb,1988,13769754648
alb,1989,14072075175
alb,1990,14274320550
alb,1991,10091624478
alb,1992,9323243601
alb,1993,10117484156
alb,1994,10857171738
alb,1995,12243611107
alb,1996,13376139084
alb,1997,12088469139
alb,1998,13758249732
alb,1999,15300148112
alb,2000,16562024325
alb,2001,17901052890
alb,2002,18466961256
alb,2003,19556340330
alb,2004,20708273376
alb,2005,21806366900
alb,2006,22807339716
alb,2007,24017542473
alb,2008,25655616744
alb,2009,26351394684
alb,2010,27202251242
alb,2011,27821136400
alb,2012,28262223937
alb,2013,28720362041
alb,2014,29359108160
alb,2015,30762730980
alb,2016,32387869800
alb,2017,34104467592
alb,2018,35917648866
alb,2019,37825116294
alb,2020,39791774322
alb,2021,41852766550
alb,2022,43993100088
alb,2023,46180265040
alb,2024,48406705947
alb,2025,50670369945
alb,2026,52964015158
alb,2027,55288397161
alb,2028,57630985830
alb,2029,59985491841
alb,2030,62345895898
alb,2031,64705637796
alb,2032,67058924812
alb,2033,69398825410
alb,2034,71725616949
alb,2035,74030848866
alb,2036,76313475355
alb,2037,78563841265
alb,2038,80780302922
alb,2039,82959320286
alb,2040,85100034586
dza,1800,1792304088
dza,1801,1798731620
dza,1802,1807702551
dza,1803,1816715910
dza,1804,1825769642
dza,1805,1834865280
dza,1806,1844002923
dza,1807,1853181948
dza,1808,1862403897
dza,1809,1871667424
dza,1810,1881415600
dza,1811,1891066650
dza,1812,1901065015
dza,1813,1911415688
dza,1814,1922122224
dza,1815,1933189650
dza,1816,1944623744
dza,1817,1956428112
dza,1818,1968607838
dza,1819,1981167292
dza,1820,1994113065
dza,1821,2026540673
dza,1822,2059573191
dza,1823,2093224848
dza,1824,2130286080
dza,1825,2165241760
dza,1826,2200865184
dza,1827,2239997409
dza,1828,2279867054
dza,1829,2317631130
dza,1830,2359010745
dza,1831,2401182612
dza,1832,2443819869
dza,1833,2486926134
dza,1834,2530506735
dza,1835,2577545165
dza,1836,2622107502
dza,1837,2670176808
dza,1838,2715739806
dza,1839,2764860483
dza,1840,2814524273
dza,1841,2864737252
dza,1842,2915503710
dza,1843,2966828880
dza,1844,3018718035
dza,1845,3074364700
dza,1846,3127419522
dza,1847,3184287315
dza,1848,3241784784
dza,1849,3299917853
dza,1850,3355393185
dza,1851,3418634352
dza,1852,3479248240
dza,1853,3540539434
dza,1854,3605909663
dza,1855,3668601420
dza,1856,3735431664
dza,1857,3803014134
dza,1858,3871358100
dza,1859,3940468488
dza,1860,4010354712
dza,1861,4081426284
dza,1862,4157299389
dza,1863,4234464128
dza,1864,4309312448
dza,1865,4389123690
dza,1866,4470315960
dza,1867,4552920804
dza,1868,4640719304
dza,1869,4726270000
dza,1870,4817139392
dza,1871,4909609530
dza,1872,5003715740
dza,1873,5096141294
dza,1874,5193716880
dza,1875,5293089222
dza,1876,5398301394
dza,1877,5503223044
dza,1878,5608724576
dza,1879,5720376788
dza,1880,5837716667
dza,1881,5951304688
dza,1882,6071880960
dza,1883,6189879915
dza,1884,6312669994
dza,1885,6438280257
dza,1886,6565630050
dza,1887,6698124720
dza,1888,6829034496
dza,1889,6966233086
dza,1890,7105334870
dza,1891,7246365786
dza,1892,7389347300
dza,1893,7538952192
dza,1894,7690638960
dza,1895,7839699477
dza,1896,8000355832
dza,1897,8158439520
dza,1898,8318705584
dza,1899,8486085558
dza,1900,8655790500
dza,1901,8827847776
dza,1902,9001142448
dza,1903,9183047152
dza,1904,9362357361
dza,1905,9549307684
dza,1906,9738847036
dza,1907,9934504960
dza,1908,10129333500
dza,1909,10332202392
dza,1910,10537887750
dza,1911,10893076020
dza,1912,11254311486
dza,1913,11647270784
dza,1914,11983844080
dza,1915,12347928297
dza,1916,12719372448
dza,1917,13104140940
dza,1918,13488061663
dza,1919,13886260122
dza,1920,14298440400
dza,1921,14847777360
dza,1922,15402508647
dza,1923,15975197245
dza,1924,16553534184
dza,1925,17137493728
dza,1926,17740117090
dza,1927,18348622631
dza,1928,18962984320
dza,1929,19589952030
dza,1930,20229750980
dza,1931,20875637624
dza,1932,21534633552
dza,1933,22206961220
dza,1934,22885624425
dza,1935,23577905820
dza,1936,24276624876
dza,1937,24989253120
dza,1938,25708420752
dza,1939,26441789698
dza,1940,27181799148
dza,1941,27936306274
dza,1942,28697554275
dza,1943,29473596880
dza,1944,30256479720
dza,1945,31054457940
dza,1946,31859374554
dza,1947,32679687260
dza,1948,33507035000
dza,1949,34341359202
dza,1950,35311543060
dza,1951,35770935741
dza,1952,37510727650
dza,1953,38345999265
dza,1954,41388146649
dza,1955,42847736403
dza,1956,47430186248
dza,1957,53293943808
dza,1958,55780182669
dza,1959,66688624737
dza,1960,71978051240
dza,1961,63890020118
dza,1962,52383571112
dza,1963,66529456630
dza,1964,70000974289
dza,1965,74701053948
dza,1966,71105913582
dza,1967,77601238767
dza,1968,86850756177
dza,1969,95432516439
dza,1970,1.05E+11
dza,1971,96148633397
dza,1972,1.16E+11
dza,1973,1.20E+11
dza,1974,1.27E+11
dza,1975,1.36E+11
dza,1976,1.44E+11
dza,1977,1.57E+11
dza,1978,1.77E+11
dza,1979,1.93E+11
dza,1980,1.97E+11
dza,1981,2.03E+11
dza,1982,2.16E+11
dza,1983,2.27E+11
dza,1984,2.40E+11
dza,1985,2.49E+11
dza,1986,2.49E+11
dza,1987,2.48E+11
dza,1988,2.43E+11
dza,1989,2.55E+11
dza,1990,2.62E+11
dza,1991,2.59E+11
dza,1992,2.63E+11
dza,1993,2.58E+11
dza,1994,2.55E+11
dza,1995,2.65E+11
dza,1996,2.76E+11
dza,1997,2.79E+11
dza,1998,2.93E+11
dza,1999,3.02E+11
dza,2000,3.08E+11
dza,2001,3.22E+11
dza,2002,3.40E+11
dza,2003,3.64E+11
dza,2004,3.80E+11
dza,2005,4.02E+11
dza,2006,4.08E+11
dza,2007,4.21E+11
dza,2008,4.29E+11
dza,2009,4.35E+11
dza,2010,4.50E+11
dza,2011,4.63E+11
dza,2012,4.78E+11
dza,2013,4.92E+11
dza,2014,5.13E+11
dza,2015,5.33E+11
dza,2016,5.55E+11
dza,2017,5.77E+11
dza,2018,5.97E+11
dza,2019,6.18E+11
dza,2020,6.40E+11
dza,2021,6.62E+11
dza,2022,6.85E+11
dza,2023,7.08E+11
dza,2024,7.31E+11
dza,2025,7.55E+11
dza,2026,7.79E+11
dza,2027,8.04E+11
dza,2028,8.29E+11
dza,2029,8.55E+11
dza,2030,8.82E+11
dza,2031,9.10E+11
dza,2032,9.38E+11
dza,2033,9.67E+11
dza,2034,9.97E+11
dza,2035,1.03E+12
dza,2036,1.06E+12
dza,2037,1.09E+12
dza,2038,1.13E+12
dza,2039,1.16E+12
dza,2040,1.20E+12
and,1800,3176838
and,1801,3182146
and,1802,3187454
and,1803,3195416
and,1804,3200724
and,1805,3206032
and,1806,3211340
and,1807,3216648
and,1808,3224610
and,1809,3229918
and,1810,3235226
and,1811,3241755
and,1812,3250944
and,1813,3259934
and,1814,3268936
and,1815,3280410
and,1816,3294576
and,1817,3306095
and,1818,3320108
and,1819,3335388
and,1820,3353400
and,1821,3403760
and,1822,3457120
and,1823,3512066
and,1824,3571386
and,1825,3629652
and,1826,3692410
and,1827,3756965
and,1828,3823365
and,1829,3890277
and,1830,3960495
and,1831,4035556
and,1832,4109832
and,1833,4186168
and,1834,4263150
and,1835,4340778
and,1836,4422000
and,1837,4505424
and,1838,4588032
and,1839,4672878
and,1840,4759898
and,1841,4846186
and,1842,4936260
and,1843,5027094
and,1844,5121794
and,1845,5215836
and,1846,5312136
and,1847,5410944
and,1848,5508864
and,1849,5612541
and,1850,5717100
and,1851,5820750
and,1852,5925240
and,1853,6033860
and,1854,6141905
and,1855,6252287
and,1856,6368800
and,1857,6482906
and,1858,6599385
and,1859,6718752
and,1860,6844512
and,1861,6965855
and,1862,7091642
and,1863,7224000
and,1864,7351848
and,1865,7486359
and,1866,7621970
and,1867,7762268
and,1868,7900101
and,1869,8044880
and,1870,8192268
and,1871,8339436
and,1872,8489205
and,1873,8642484
and,1874,8800750
and,1875,8960304
and,1876,9121146
and,1877,9287090
and,1878,9456832
and,1879,9625473
and,1880,9801855
and,1881,9979677
and,1882,10158939
and,1883,10343598
and,1884,10529745
and,1885,10720056
and,1886,10915948
and,1887,11110700
and,1888,11313840
and,1889,11518630
and,1890,11727909
and,1891,11940188
and,1892,12157074
and,1893,12379936
and,1894,12604618
and,1895,12831120
and,1896,13063728
and,1897,13301292
and,1898,13542019
and,1899,13787828
and,1900,14035635
and,1901,14289860
and,1902,14550584
and,1903,14812250
and,1904,15081700
and,1905,15356700
and,1906,15633940
and,1907,15918006
and,1908,16204368
and,1909,16501222
and,1910,16796916
and,1911,17103300
and,1912,17412178
and,1913,17728308
and,1914,18136944
and,1915,18555084
and,1916,18980852
and,1917,19420214
and,1918,19880590
and,1919,20346214
and,1920,20821164
and,1921,21319806
and,1922,21828948
and,1923,22352304
and,1924,22885715
and,1925,23433840
and,1926,23997547
and,1927,24567114
and,1928,25152000
and,1929,25757825
and,1930,26369803
and,1931,26997888
and,1932,27642681
and,1933,28304392
and,1934,28983100
and,1935,29673850
and,1936,30382063
and,1937,31102529
and,1938,31846642
and,1939,32603330
and,1940,33384297
and,1941,34178368
and,1942,34997490
and,1943,35829800
and,1944,36682002
and,1945,37553970
and,1946,38445932
and,1947,39364752
and,1948,40304250
and,1949,41264660
and,1950,43279848
and,1951,50524600
and,1952,59181750
and,1953,69390975
and,1954,81346566
and,1955,95259025
and,1956,111375024
and,1957,129975736
and,1958,151402944
and,1959,176052954
and,1960,204348876
and,1961,236758344
and,1962,273769680
and,1963,315859680
and,1964,363533230
and,1965,417323296
and,1966,477790720
and,1967,545669705
and,1968,622100736
and,1969,708572286
and,1970,806451264
and,1971,844297920
and,1972,913494348
and,1973,985036052
and,1974,1040781696
and,1975,1046828952
and,1976,1081857021
and,1977,1112966316
and,1978,1129681096
and,1979,1130607749
and,1980,1155999465
and,1981,1154874090
and,1982,1169722584
and,1983,1190841266
and,1984,1212537376
and,1985,1241089913
and,1986,1281953400
and,1987,1353528856
and,1988,1422961096
and,1989,1492121601
and,1990,1549039087
and,1991,1588515546
and,1992,1603249072
and,1993,1586749033
and,1994,1624550249
and,1995,1669335122
and,1996,1747429380
and,1997,1907026163
and,1998,1968964272
and,1999,2049302340
and,2000,2070663138
and,2001,2154679380
and,2002,2263951836
and,2003,2580013500
and,2004,2845983210
and,2005,3231619501
and,2006,3563195274
and,2007,3687270076
and,2008,3546728416
and,2009,3567257390
and,2010,3290821458
and,2011,3454234308
and,2012,3325402616
and,2013,3319573970
and,2014,3270202194
and,2015,3282420921
and,2016,3332715525
and,2017,3420386376
and,2018,3548640095
and,2019,3691156380
and,2020,3834243738
and,2021,3975504960
and,2022,4119427827
and,2023,4264348350
and,2024,4413102368
and,2025,4567451112
and,2026,4726180396
and,2027,4887670924
and,2028,5052068628
and,2029,5220139158
and,2030,5392371249
and,2031,5568760736
and,2032,5748992535
and,2033,5932691100
and,2034,6119718990
and,2035,6309644068
and,2036,6502361544
and,2037,6697579636
and,2038,6894889200
and,2039,7093847802
and,2040,7293878722
ago,1800,968423304
ago,1801,971557360
ago,1802,976258444
ago,1803,980959528
ago,1804,984093584
ago,1805,988794668
ago,1806,993495752
ago,1807,998196836
ago,1808,1002897920
ago,1809,1006031976
ago,1810,1010733060
ago,1811,1015786008
ago,1812,1021197660
ago,1813,1026975546
ago,1814,1033127901
ago,1815,1039662360
ago,1816,1045007382
ago,1817,1052324595
ago,1818,1060046528
ago,1819,1068180333
ago,1820,1076735220
ago,1821,1085718440
ago,1822,1095137960
ago,1823,1105003161
ago,1824,1115321438
ago,1825,1126100911
ago,1826,1137350440
ago,1827,1149078250
ago,1828,1161293312
ago,1829,1174003956
ago,1830,1187218560
ago,1831,1202645616
ago,1832,1216523133
ago,1833,1230539016
ago,1834,1244694075
ago,1835,1258990560
ago,1836,1273428576
ago,1837,1288009668
ago,1838,1304523140
ago,1839,1319408796
ago,1840,1334441600
ago,1841,1349623137
ago,1842,1366794566
ago,1843,1382291002
ago,1844,1397941090
ago,1845,1413745712
ago,1846,1431599400
ago,1847,1447731021
ago,1848,1464021456
ago,1849,1482407628
ago,1850,1499034001
ago,1851,1518870792
ago,1852,1536947152
ago,1853,1555214296
ago,1854,1575687276
ago,1855,1594358556
ago,1856,1615271920
ago,1857,1634354761
ago,1858,1655717289
ago,1859,1675220800
ago,1860,1697040588
ago,1861,1716974007
ago,1862,1739260868
ago,1863,1759631126
ago,1864,1782394188
ago,1865,1805407920
ago,1866,1826460900
ago,1867,1849964898
ago,1868,1871478336
ago,1869,1895482864
ago,1870,1919750280
ago,1871,1944283976
ago,1872,1966763645
ago,1873,1991469352
ago,1874,2016792810
ago,1875,2040015120
ago,1876,2065875234
ago,1877,2091687038
ago,1878,2118108960
ago,1879,2144818724
ago,1880,2171818166
ago,1881,2196310094
ago,1882,2223875790
ago,1883,2251739210
ago,1884,2279626289
ago,1885,2308093125
ago,1886,2336868739
ago,1887,2365706200
ago,1888,2395103193
ago,1889,2424817527
ago,1890,2454852099
ago,1891,2485209822
ago,1892,2515894550
ago,1893,2546910169
ago,1894,2578257798
ago,1895,2609943225
ago,1896,2641967597
ago,1897,2677165810
ago,1898,2709903500
ago,1899,2742991362
ago,1900,2776432490
ago,1901,2810231918
ago,1902,2847087816
ago,1903,2881631845
ago,1904,2916545775
ago,1905,2951830871
ago,1906,2990530488
ago,1907,3026224240
ago,1908,3062667072
ago,1909,3102609165
ago,1910,3139854718
ago,1911,3180546462
ago,1912,3218609420
ago,1913,3257075484
ago,1914,3383366195
ago,1915,3511458212
ago,1916,3644662956
ago,1917,3783079062
ago,1918,3919906168
ago,1919,4066119681
ago,1920,4217640435
ago,1921,4381386780
ago,1922,4550728344
ago,1923,4729225868
ago,1924,4910077568
ago,1925,5100334404
ago,1926,5300174166
ago,1927,5502652336
ago,1928,5718562551
ago,1929,5937322578
ago,1930,6166244600
ago,1931,6405520518
ago,1932,6655339758
ago,1933,6912175539
ago,1934,7179894180
ago,1935,7454915622
ago,1936,7744968432
ago,1937,8042679528
ago,1938,8352027248
ago,1939,8677112040
ago,1940,9019945311
ago,1941,9389619288
ago,1942,9783605188
ago,1943,10192884678
ago,1944,10617810003
ago,1945,11062879884
ago,1946,11524425990
ago,1947,12007049222
ago,1948,12511264080
ago,1949,13033306062
ago,1950,13609006250
ago,1951,14215935410
ago,1952,14860899061
ago,1953,15524260069
ago,1954,15205778250
ago,1955,16525487818
ago,1956,16299375644
ago,1957,17932840888
ago,1958,18953770848
ago,1959,19086352794
ago,1960,19897436100
ago,1961,22607012844
ago,1962,22049460770
ago,1963,23242814208
ago,1964,25909250673
ago,1965,27902721000
ago,1966,29569973424
ago,1967,31322751243
ago,1968,30894616742
ago,1969,31864592074
ago,1970,34006329693
ago,1971,36140939030
ago,1972,36304522617
ago,1973,39360503665
ago,1974,40711644120
ago,1975,38763399636
ago,1976,36818718352
ago,1977,37176541920
ago,1978,35282759508
ago,1979,35453947956
ago,1980,36485693850
ago,1981,34926574500
ago,1982,34965818670
ago,1983,36478105380
ago,1984,38714718882
ago,1985,40121025453
ago,1986,41447999500
ago,1987,44423990128
ago,1988,46977547320
ago,1989,47233630080
ago,1990,47093145840
ago,1991,46531133688
ago,1992,43319837976
ago,1993,32613191118
ago,1994,33758801127
ago,1995,37288982094
ago,1996,41496096983
ago,1997,44800863528
ago,1998,47897708960
ago,1999,49486120387
ago,2000,51003606906
ago,2001,53178056847
ago,2002,60556347264
ago,2003,63744437505
ago,2004,70686708500
ago,2005,83599700314
ago,2006,1.01E+11
ago,2007,1.24E+11
ago,2008,1.41E+11
ago,2009,1.44E+11
ago,2010,1.50E+11
ago,2011,1.56E+11
ago,2012,1.64E+11
ago,2013,1.76E+11
ago,2014,1.83E+11
ago,2015,1.91E+11
ago,2016,2.01E+11
ago,2017,2.12E+11
ago,2018,2.24E+11
ago,2019,2.37E+11
ago,2020,2.50E+11
ago,2021,2.63E+11
ago,2022,2.78E+11
ago,2023,2.93E+11
ago,2024,3.09E+11
ago,2025,3.26E+11
ago,2026,3.44E+11
ago,2027,3.63E+11
ago,2028,3.82E+11
ago,2029,4.03E+11
ago,2030,4.25E+11
ago,2031,4.47E+11
ago,2032,4.71E+11
ago,2033,4.96E+11
ago,2034,5.22E+11
ago,2035,5.50E+11
ago,2036,5.78E+11
ago,2037,6.08E+11
ago,2038,6.39E+11
ago,2039,6.72E+11
ago,2040,7.06E+11
atg,1800,28009000
atg,1801,28009000
atg,1802,28009000
atg,1803,28009000
atg,1804,28009000
atg,1805,28009000
atg,1806,28009000
atg,1807,28046000
atg,1808,28046000
atg,1809,28046000
atg,1810,28046000
atg,1811,28046000
atg,1812,28046000
atg,1813,28046000
atg,1814,28046000
atg,1815,28046000
atg,1816,28083000
atg,1817,28083000
atg,1818,28083000
atg,1819,28083000
atg,1820,28083000
atg,1821,28268000
atg,1822,28453000
atg,1823,28675000
atg,1824,28860000
atg,1825,29045000
atg,1826,29230000
atg,1827,29452000
atg,1828,29637000
atg,1829,29822000
atg,1830,30044000
atg,1831,30229000
atg,1832,30451000
atg,1833,30636000
atg,1834,30858000
atg,1835,31080000
atg,1836,31265000
atg,1837,31487000
atg,1838,31709000
atg,1839,31931000
atg,1840,32116000
atg,1841,32338000
atg,1842,32560000
atg,1843,32782000
atg,1844,33004000
atg,1845,33226000
atg,1846,33448000
atg,1847,33670000
atg,1848,33929000
atg,1849,34151000
atg,1850,34373000
atg,1851,34591260
atg,1852,34837986
atg,1853,35038080
atg,1854,35228358
atg,1855,35446485
atg,1856,35617511
atg,1857,35815928
atg,1858,35966980
atg,1859,36144927
atg,1860,36312808
atg,1861,36433000
atg,1862,36588338
atg,1863,36743304
atg,1864,36895877
atg,1865,37048092
atg,1866,37197900
atg,1867,37346322
atg,1868,37494407
atg,1869,37640064
atg,1870,37785398
atg,1871,37928290
atg,1872,38080566
atg,1873,38215870
atg,1874,38402364
atg,1875,38610068
atg,1876,38875626
atg,1877,39054612
atg,1878,39370980
atg,1879,39677576
atg,1880,40047414
atg,1881,40374990
atg,1882,40740480
atg,1883,41156800
atg,1884,41543424
atg,1885,42004368
atg,1886,42448768
atg,1887,42942992
atg,1888,43378800
atg,1889,43771880
atg,1890,44123776
atg,1891,44432424
atg,1892,44732007
atg,1893,44950261
atg,1894,45123872
atg,1895,45285484
atg,1896,45363312
atg,1897,45414225
atg,1898,45414351
atg,1899,45434472
