geo,year,gdp_const_ppp2011_dollar
bol,1961,10161235685
bol,1962,10696773552
bol,1963,11344937903
bol,1964,11856830205
bol,1965,12399017140
bol,1966,13251154015
bol,1967,14033361312
bol,1968,15177471660
bol,1969,15805044304
bol,1970,16572236772
bol,1971,17146421292
bol,1972,17960798070
bol,1973,19136457880
bol,1974,20064594089
bol,1975,21339443340
bol,1976,22957331172
bol,1977,23865567120
bol,1978,24622172640
bol,1979,24589177008
bol,1980,24387302636
bol,1981,24685526556
bol,1982,23714195904
bol,1983,22761094878
bol,1984,23094468705
bol,1985,23020000594
bol,1986,22341072825
bol,1987,22956277536
bol,1988,23819739431
bol,1989,24458441348
bol,1990,25642360040
bol,1991,26886243245
bol,1992,27221695083
bol,1993,28273353888
bol,1994,29489984400
bol,1995,30781400688
bol,1996,32042831640
bol,1997,33561347040
bol,1998,35187110688
bol,1999,35283845520
bol,2000,36110086960
bol,2001,36661871070
bol,2002,37512241905
bol,2003,38475104140
bol,2004,40031991360
bol,2005,41776104090
bol,2006,43780255020
bol,2007,45791187700
bol,2008,48633174456
bol,2009,50277332448
bol,2010,52358415355
bol,2011,55047335956
bol,2012,57849005300
bol,2013,61713190554
bol,2014,64987290711
bol,2015,67512017975
bol,2016,69990648056
bol,2017,72506787840
bol,2018,75103606175
bol,2019,77029397098
bol,2020,79648604409
bol,2021,82344780200
bol,2022,85059539565
bol,2023,87827192310
bol,2024,90647503724
bol,2025,93507717538
bol,2026,96557059368
bol,2027,99698531094
bol,2028,1.03E+11
bol,2029,1.06E+11
bol,2030,1.10E+11
bol,2031,1.13E+11
bol,2032,1.17E+11
bol,2033,1.21E+11
bol,2034,1.25E+11
bol,2035,1.29E+11
bol,2036,1.33E+11
bol,2037,1.37E+11
bol,2038,1.42E+11
bol,2039,1.46E+11
bol,2040,1.51E+11
bih,1800,569858214
bih,1801,569858214
bih,1802,569858214
bih,1803,569858214
bih,1804,569858214
bih,1805,569858214
bih,1806,569858214
bih,1807,569858214
bih,1808,569858214
bih,1809,569858214
bih,1810,570710020
bih,1811,570949210
bih,1812,571429600
bih,1813,572153870
bih,1814,573123360
bih,1815,574340080
bih,1816,575807380
bih,1817,577526600
bih,1818,579500420
bih,1819,581730850
bih,1820,585091870
bih,1821,590473876
bih,1822,596147244
bih,1823,603002346
bih,1824,609280524
bih,1825,616763792
bih,1826,623671724
bih,1827,631810600
bih,1828,639374980
bih,1829,648198018
bih,1830,657377074
bih,1831,665980716
bih,1832,675633096
bih,1833,684447312
bih,1834,694329120
bih,1835,704331816
bih,1836,713474892
bih,1837,723714854
bih,1838,734079780
bih,1839,744571321
bih,1840,754173994
bih,1841,764913338
bih,1842,775783500
bih,1843,786785428
bih,1844,797920828
bih,1845,809192184
bih,1846,819527670
bih,1847,831063683
bih,1848,842739287
bih,1849,854556255
bih,1850,866515595
bih,1851,875202670
bih,1852,882846720
bih,1853,891696060
bih,1854,899483778
bih,1855,907339617
bih,1856,916433280
bih,1857,924437136
bih,1858,933700195
bih,1859,941854775
bih,1860,951291084
bih,1861,959599104
bih,1862,969211749
bih,1863,977675934
bih,1864,986214884
bih,1865,996092676
bih,1866,1004792196
bih,1867,1014853617
bih,1868,1023717243
bih,1869,1033966220
bih,1870,1042996710
bih,1871,1066755780
bih,1872,1090849732
bih,1873,1114997931
bih,1874,1141135215
bih,1875,1166265990
bih,1876,1193139090
bih,1877,1220111490
bih,1878,1246328675
bih,1879,1275764820
bih,1880,1304180658
bih,1881,1332723024
bih,1882,1363400157
bih,1883,1394511728
bih,1884,1425807504
bih,1885,1457797480
bih,1886,1490236847
bih,1887,1524427955
bih,1888,1559334048
bih,1889,1594734975
bih,1890,1630634653
bih,1891,1649624586
bih,1892,1668823200
bih,1893,1688230536
bih,1894,1709474752
bih,1895,1729321185
bih,1896,1749385014
bih,1897,1771335288
bih,1898,1791852915
bih,1899,1812593580
bih,1900,1835271504
bih,1901,1873750515
bih,1902,1912516164
bih,1903,1952060330
bih,1904,1993921875
bih,1905,2036365706
bih,1906,2077595136
bih,1907,2120829238
bih,1908,2166872818
bih,1909,2211708390
bih,1910,2257161894
bih,1911,2269225875
bih,1912,2279545200
bih,1913,2291789552
bih,1914,2294408089
bih,1915,2296897384
bih,1916,2299255833
bih,1917,2301479440
bih,1918,2305776384
bih,1919,2307898737
bih,1920,2311916685
bih,1921,2334319824
bih,1922,2367303190
bih,1923,2455058234
bih,1924,2594804310
bih,1925,2683614804
bih,1926,2829608928
bih,1927,2741892672
bih,1928,2940814830
bih,1929,3050453640
bih,1930,2948341110
bih,1931,2817277080
bih,1932,2518493061
bih,1933,2561205108
bih,1934,2618289285
bih,1935,2541442956
bih,1936,2828629847
bih,1937,2834613452
bih,1938,3016969340
bih,1939,3137356192
bih,1940,3106718720
bih,1941,3075299672
bih,1942,3045555621
bih,1943,3015051380
bih,1944,2986287480
bih,1945,2956782444
bih,1946,2926528176
bih,1947,2898092410
bih,1948,3405226272
bih,1949,3687322392
bih,1950,3417100212
bih,1951,3533726552
bih,1952,3244111852
bih,1953,3715583026
bih,1954,3910871760
bih,1955,4139770788
bih,1956,4044877316
bih,1957,4715763400
bih,1958,4903947206
bih,1959,5495834058
bih,1960,5834353800
bih,1961,6088844368
bih,1962,6192372077
bih,1963,6826557864
bih,1964,7463314616
bih,1965,7627225744
bih,1966,7986487448
bih,1967,8061733319
bih,1968,8161800018
bih,1969,9001589454
bih,1970,9364092500
bih,1971,10356869936
bih,1972,10623589536
bih,1973,10890296887
bih,1974,12183877300
bih,1975,12057801888
bih,1976,12281771304
bih,1977,13001901191
bih,1978,13544321000
bih,1979,14292829800
bih,1980,14846408532
bih,1981,14978379846
bih,1982,14953933694
bih,1983,14964175392
bih,1984,15234965928
bih,1985,15267127338
bih,1986,15818459120
bih,1987,15590846895
bih,1988,15277291791
bih,1989,14876852328
bih,1990,13463286104
bih,1991,11596227474
bih,1992,8473302930
bih,1993,6070950822
bih,1994,6283810944
bih,1995,7665453328
bih,1996,14369957379
bih,1997,18881652584
bih,1998,21179011882
bih,1999,22573880385
bih,2000,23356542724
bih,2001,24143592438
bih,2002,25363591020
bih,2003,26450161777
bih,2004,28192850768
bih,2005,29712505127
bih,2006,31636949968
bih,2007,33872486760
bih,2008,35771101684
bih,2009,34781365116
bih,2010,35073434410
bih,2011,35441202880
bih,2012,35026205431
bih,2013,35891504271
bih,2014,36327843864
bih,2015,37467820528
bih,2016,38831194542
bih,2017,40282893339
bih,2018,41805728741
bih,2019,43412679289
bih,2020,44951196267
bih,2021,46528933332
bih,2022,48166533888
bih,2023,49832938388
bih,2024,51516495720
bih,2025,53209176441
bih,2026,54899131092
bih,2027,56603152914
bih,2028,58315283672
bih,2029,60029085753
bih,2030,61734883320
bih,2031,63438204687
bih,2032,65130884800
bih,2033,66812168385
bih,2034,68478010425
bih,2035,70131603181
bih,2036,71765098132
bih,2037,73377909315
bih,2038,74970237563
bih,2039,76535827624
bih,2040,78075402930
bwa,1800,48037000
bwa,1801,48037000
bwa,1802,48037000
bwa,1803,48037000
bwa,1804,48037000
bwa,1805,48158000
bwa,1806,48158000
bwa,1807,48158000
bwa,1808,48158000
bwa,1809,48158000
bwa,1810,48158000
bwa,1811,48158000
bwa,1812,48158000
bwa,1813,48158000
bwa,1814,48158000
bwa,1815,48158000
bwa,1816,48158000
bwa,1817,48158000
bwa,1818,48158000
bwa,1819,48158000
bwa,1820,48158000
bwa,1821,48400000
bwa,1822,48642000
bwa,1823,48884000
bwa,1824,49126000
bwa,1825,49368000
bwa,1826,49610000
bwa,1827,49852000
bwa,1828,50094000
bwa,1829,50336000
bwa,1830,50578000
bwa,1831,50820000
bwa,1832,51062000
bwa,1833,51304000
bwa,1834,51546000
bwa,1835,51788000
bwa,1836,52030000
bwa,1837,52272000
bwa,1838,52635000
bwa,1839,52877000
bwa,1840,53119000
bwa,1841,53361000
bwa,1842,53603000
bwa,1843,53845000
bwa,1844,54087000
bwa,1845,54329000
bwa,1846,54692000
bwa,1847,54934000
bwa,1848,55176000
bwa,1849,55418000
bwa,1850,55660000
bwa,1851,56036890
bwa,1852,56292900
bwa,1853,56549030
bwa,1854,56805280
bwa,1855,57182800
bwa,1856,57439320
bwa,1857,57695960
bwa,1858,58073960
bwa,1859,58330870
bwa,1860,58587900
bwa,1861,58966380
bwa,1862,59223680
bwa,1863,59481100
bwa,1864,59860060
bwa,1865,60117750
bwa,1866,60375560
bwa,1867,60755000
bwa,1868,61013080
bwa,1869,61392850
bwa,1870,61651200
bwa,1871,62031300
bwa,1872,62289920
bwa,1873,62670350
bwa,1874,62929240
bwa,1875,63310000
bwa,1876,63569160
bwa,1877,63950250
bwa,1878,64209680
bwa,1879,64591100
bwa,1880,64850800
bwa,1881,65232550
bwa,1882,65492520
bwa,1883,65874600
bwa,1884,66256860
bwa,1885,66517250
bwa,1886,66899840
bwa,1887,67160500
bwa,1888,67543420
bwa,1889,67926520
bwa,1890,68309800
bwa,1891,68571030
bwa,1892,68954640
bwa,1893,69338430
bwa,1894,69600080
bwa,1895,69984200
bwa,1896,70368500
bwa,1897,70752980
bwa,1898,71137640
bwa,1899,71400010
bwa,1900,71814886
bwa,1901,72261465
bwa,1902,72668000
bwa,1903,73167745
bwa,1904,73707686
bwa,1905,74164200
bwa,1906,74785869
bwa,1907,75407610
bwa,1908,76152405
bwa,1909,76902696
bwa,1910,77904510
bwa,1911,78830844
bwa,1912,80438130
bwa,1913,82497168
bwa,1914,84876631
bwa,1915,87181824
bwa,1916,89686850
bwa,1917,92257640
bwa,1918,94865904
bwa,1919,97549711
bwa,1920,100303546
bwa,1921,103718394
bwa,1922,107843924
bwa,1923,112899044
bwa,1924,118008842
bwa,1925,123342300
bwa,1926,129097620
bwa,1927,135111000
bwa,1928,141192616
bwa,1929,147749567
bwa,1930,154382960
bwa,1931,161531332
bwa,1932,168998976
bwa,1933,176799430
bwa,1934,184696680
bwa,1935,193197966
bwa,1936,200271447
bwa,1937,205803183
bwa,1938,209671473
bwa,1939,213599475
bwa,1940,217587765
bwa,1941,221922166
bwa,1942,226036608
bwa,1943,230213110
bwa,1944,234453840
bwa,1945,239056312
bwa,1946,249579736
bwa,1947,267057570
bwa,1948,292659126
bwa,1949,320303520
bwa,1950,344465055
bwa,1951,361904770
bwa,1952,376850884
bwa,1953,393279249
bwa,1954,410070958
bwa,1955,425991597
bwa,1956,441614720
bwa,1957,457573989
bwa,1958,473054448
bwa,1959,491765760
bwa,1960,508308130
bwa,1961,530673664
bwa,1962,551089980
bwa,1963,575038004
bwa,1964,601583280
bwa,1965,628506755
bwa,1966,699988900
bwa,1967,782782240
bwa,1968,876533310
bwa,1969,976748775
bwa,1970,1085963907
bwa,1971,1295617910
bwa,1972,1714010018
bwa,1973,2082811794
bwa,1974,2498000976
bwa,1975,2440604101
bwa,1976,2863846440
bwa,1977,2927941314
bwa,1978,3449467480
bwa,1979,3761890720
bwa,1980,4276252652
bwa,1981,4669489960
bwa,1982,5006352198
bwa,1983,5783506072
bwa,1984,6419567328
bwa,1985,6887088324
bwa,1986,7409416420
bwa,1987,8059782960
bwa,1988,9325595781
bwa,1989,10525570928
bwa,1990,11141998050
bwa,1991,11971426140
bwa,1992,12320381508
bwa,1993,12554979008
bwa,1994,13004151615
bwa,1995,13907615493
bwa,1996,14701474067
bwa,1997,15861017902
bwa,1998,15953801277
bwa,1999,17473187904
bwa,2000,17799934750
bwa,2001,17828001065
bwa,2002,18897629744
bwa,2003,19775414274
bwa,2004,20349288750
bwa,2005,21361474380
bwa,2006,23204908711
bwa,2007,25423776270
bwa,2008,27270687028
bwa,2009,25451448160
bwa,2010,27936510502
bwa,2011,29968473746
bwa,2012,31789711910
bwa,2013,35161519050
bwa,2014,37128446325
bwa,2015,38905692060
bwa,2016,40773006360
bwa,2017,42686237991
bwa,2018,44491662096
bwa,2019,46206189965
bwa,2020,48190848124
bwa,2021,50244618515
bwa,2022,52347743305
bwa,2023,54483410812
bwa,2024,56645915150
bwa,2025,58867052549
bwa,2026,61178936480
bwa,2027,63546039372
bwa,2028,65966704962
bwa,2029,68453814130
bwa,2030,71009196648
bwa,2031,73639363200
bwa,2032,76339305840
bwa,2033,79110420176
bwa,2034,81960351880
bwa,2035,84887642576
bwa,2036,87899246050
bwa,2037,90989725794
bwa,2038,94168317672
bwa,2039,97428882980
bwa,2040,1.01E+11
bra,1800,4036356324
bra,1801,4079725987
bra,1802,4123561430
bra,1803,4167868198
bra,1804,4212650727
bra,1805,4261753980
bra,1806,4307544810
bra,1807,4353828480
bra,1808,4400609430
bra,1809,4447892100
bra,1810,4505103720
bra,1811,4558840737
bra,1812,4610300035
bra,1813,4663581373
bra,1814,4718722525
bra,1815,4775765709
bra,1816,4834749810
bra,1817,4900125856
bra,1818,4963178480
bra,1819,5028302760
bra,1820,5095545400
bra,1821,5174239246
bra,1822,5260108263
bra,1823,5343858354
bra,1824,5435042052
bra,1825,5524100320
bra,1826,5615873204
bra,1827,5715485728
bra,1828,5812958853
bra,1829,5918563728
bra,1830,6022013248
bra,1831,6128515782
bra,1832,6242353950
bra,1833,6352704846
bra,1834,6470632296
bra,1835,6584969328
bra,1836,6707132522
bra,1837,6825595121
bra,1838,6946129575
bra,1839,7074882060
bra,1840,7199765040
bra,1841,7332888287
bra,1842,7461771410
bra,1843,7599155168
bra,1844,7732160280
bra,1845,7873934931
bra,1846,8011187600
bra,1847,8157485080
bra,1848,8299117000
bra,1849,8450076726
bra,1850,8596219890
bra,1851,9335294010
bra,1852,9227080287
bra,1853,8793713708
bra,1854,8629915788
bra,1855,8850600183
bra,1856,9314662500
bra,1857,10122239712
bra,1858,10944153944
bra,1859,11030128830
bra,1860,11496834790
bra,1861,11573130090
bra,1862,11197000820
bra,1863,11633355150
bra,1864,11992809500
bra,1865,13096171959
bra,1866,13797096708
bra,1867,15192608404
bra,1868,15449047904
bra,1869,15722254185
bra,1870,14827055472
bra,1871,15084738384
bra,1872,15885743720
bra,1873,15656281866
bra,1874,16192616814
bra,1875,16735024227
bra,1876,16398889428
bra,1877,16217611620
bra,1878,17322781392
bra,1879,17801418025
bra,1880,17304885360
bra,1881,17760596382
bra,1882,18539811612
bra,1883,18374433544
bra,1884,19972810802
bra,1885,18910963800
bra,1886,19909552098
bra,1887,18934772028
bra,1888,18588525425
bra,1889,19244896968
bra,1890,21500821096
bra,1891,23354747676
bra,1892,20699397125
bra,1893,18014285250
bra,1894,18448041732
bra,1895,22383529256
bra,1896,20805607620
bra,1897,20976616795
bra,1898,21986240980
bra,1899,22087782912
bra,1900,21742290289
bra,1901,25066894464
bra,1902,24884998195
bra,1903,25492058778
bra,1904,25711401499
bra,1905,26688160552
bra,1906,30020971344
bra,1907,30399223625
bra,1908,29415295038
bra,1909,32369588900
bra,1910,33329728038
bra,1911,35084169015
bra,1912,37212543096
bra,1913,38150166208
bra,1914,37331264042
bra,1915,37306247426
bra,1916,37416467796
bra,1917,40813057701
bra,1918,39581212796
bra,1919,42506638812
bra,1920,47632004364
bra,1921,48056349546
bra,1922,51434118120
bra,1923,55251632353
bra,1924,55603148888
bra,1925,55027435698
bra,1926,57310706348
bra,1927,63044543115
bra,1928,69737703156
bra,1929,69704950053
bra,1930,67710216006
bra,1931,64670477410
bra,1932,66912534216
bra,1933,72460506016
bra,1934,78392133315
bra,1935,80148364508
bra,1936,89176684150
bra,1937,92565656430
bra,1938,95936701625
bra,1939,97495570809
bra,1940,95886157732
bra,1941,99871718977
bra,1942,96271102962
bra,1943,1.04E+11
bra,1944,1.12E+11
bra,1945,1.15E+11
bra,1946,1.27E+11
bra,1947,1.29E+11
bra,1948,1.41E+11
bra,1949,1.52E+11
bra,1950,1.64E+11
bra,1951,1.71E+11
bra,1952,1.83E+11
bra,1953,1.91E+11
bra,1954,2.05E+11
bra,1955,2.22E+11
bra,1956,2.27E+11
bra,1957,2.44E+11
bra,1958,2.69E+11
bra,1959,2.94E+11
bra,1960,3.21E+11
bra,1961,3.48E+11
bra,1962,3.71E+11
bra,1963,3.73E+11
bra,1964,3.85E+11
bra,1965,3.93E+11
bra,1966,4.18E+11
bra,1967,4.34E+11
bra,1968,4.76E+11
bra,1969,5.19E+11
bra,1970,5.69E+11
bra,1971,6.36E+11
bra,1972,7.14E+11
bra,1973,8.17E+11
bra,1974,8.85E+11
bra,1975,9.32E+11
bra,1976,1.03E+12
bra,1977,1.08E+12
bra,1978,1.14E+12
bra,1979,1.22E+12
bra,1980,1.33E+12
bra,1981,1.28E+12
bra,1982,1.29E+12
bra,1983,1.26E+12
bra,1984,1.33E+12
bra,1985,1.44E+12
bra,1986,1.55E+12
bra,1987,1.60E+12
bra,1988,1.61E+12
bra,1989,1.66E+12
bra,1990,1.55E+12
bra,1991,1.58E+12
bra,1992,1.57E+12
bra,1993,1.64E+12
bra,1994,1.73E+12
bra,1995,1.81E+12
bra,1996,1.85E+12
bra,1997,1.91E+12
bra,1998,1.92E+12
bra,1999,1.93E+12
bra,2000,2.01E+12
bra,2001,2.04E+12
bra,2002,2.11E+12
bra,2003,2.14E+12
bra,2004,2.26E+12
bra,2005,2.33E+12
bra,2006,2.43E+12
bra,2007,2.58E+12
bra,2008,2.71E+12
bra,2009,2.70E+12
bra,2010,2.91E+12
bra,2011,3.03E+12
bra,2012,3.08E+12
bra,2013,3.17E+12
bra,2014,3.18E+12
bra,2015,3.21E+12
bra,2016,3.28E+12
bra,2017,3.36E+12
bra,2018,3.45E+12
bra,2019,3.53E+12
bra,2020,3.61E+12
bra,2021,3.68E+12
bra,2022,3.77E+12
bra,2023,3.85E+12
bra,2024,3.94E+12
bra,2025,4.03E+12
bra,2026,4.13E+12
bra,2027,4.22E+12
bra,2028,4.32E+12
bra,2029,4.42E+12
bra,2030,4.53E+12
bra,2031,4.63E+12
bra,2032,4.74E+12
bra,2033,4.86E+12
bra,2034,4.97E+12
bra,2035,5.09E+12
bra,2036,5.21E+12
bra,2037,5.34E+12
bra,2038,5.47E+12
bra,2039,5.60E+12
bra,2040,5.74E+12
brn,1800,3217536
brn,1801,3217536
brn,1802,3217536
brn,1803,3219664
brn,1804,3219664
brn,1805,3219664
brn,1806,3219664
brn,1807,3219664
brn,1808,3221792
brn,1809,3221792
brn,1810,3221792
brn,1811,3224820
brn,1812,3233010
brn,1813,3243615
brn,1814,3255735
brn,1815,3272400
brn,1816,3293610
brn,1817,3318524
brn,1818,3345812
brn,1819,3377648
brn,1820,3412516
brn,1821,3465594
brn,1822,3519735
brn,1823,3578752
brn,1824,3641153
brn,1825,3710052
brn,1826,3784860
brn,1827,3863864
brn,1828,3946414
brn,1829,4034103
brn,1830,4129608
brn,1831,4229338
brn,1832,4331197
brn,1833,4436415
brn,1834,4542630
brn,1835,4653936
brn,1836,4766177
brn,1837,4880634
brn,1838,4998812
brn,1839,5119422
brn,1840,5243913
brn,1841,5369144
brn,1842,5501678
brn,1843,5631604
brn,1844,5769015
brn,1845,5910580
brn,1846,6051024
brn,1847,6199260
brn,1848,6346269
brn,1849,6501278
brn,1850,6658914
brn,1851,6816832
brn,1852,6983080
brn,1853,7152032
brn,1854,7325408
brn,1855,7498851
brn,1856,7681092
brn,1857,7867863
brn,1858,8057475
brn,1859,8251677
brn,1860,8452242
brn,1861,8662710
brn,1862,8878092
brn,1863,9110276
brn,1864,9354400
brn,1865,9612338
brn,1866,9882444
brn,1867,10166604
brn,1868,10464944
brn,1869,10777590
brn,1870,11112648
brn,1871,11456262
brn,1872,11818197
brn,1873,12135090
brn,1874,12532122
brn,1875,12949776
brn,1876,13388232
brn,1877,13801840
brn,1878,14288040
brn,1879,14799332
brn,1880,15336750
brn,1881,15843175
brn,1882,16408670
brn,1883,17003412
brn,1884,17570184
brn,1885,18196920
brn,1886,18856180
brn,1887,19490526
brn,1888,20196340
brn,1889,20916972
brn,1890,21674133
brn,1891,22445844
brn,1892,23257168
brn,1893,24086626
brn,1894,24956945
brn,1895,25845100
brn,1896,26779338
brn,1897,27745179
brn,1898,28732300
brn,1899,29769640
brn,1900,30843423
brn,1901,31955960
brn,1902,33035002
brn,1903,34225324
brn,1904,35457408
brn,1905,36733634
brn,1906,38056410
brn,1907,39332433
brn,1908,40747140
brn,1909,42211631
brn,1910,43567260
brn,1911,45011712
brn,1912,46152235
brn,1913,47085402
brn,1914,48059354
brn,1915,49028525
brn,1916,50019900
brn,1917,51027326
brn,1918,52061478
brn,1919,53114082
brn,1920,54185264
brn,1921,55260456
brn,1922,56285895
brn,1923,57284600
brn,1924,58326424
brn,1925,59357805
brn,1926,60407664
brn,1927,61504340
brn,1928,62591940
brn,1929,63725240
brn,1930,75306207
brn,1931,89155512
brn,1932,105747486
brn,1933,125634948
brn,1934,149239769
brn,1935,177316656
brn,1936,210651300
brn,1937,250279090
brn,1938,297307360
brn,1939,353216751
brn,1940,419627712
brn,1941,498537186
brn,1942,592247728
brn,1943,703581084
brn,1944,835876354
brn,1945,993009184
brn,1946,1179677362
brn,1947,1417471254
brn,1948,1722157034
brn,1949,2114587512
brn,1950,2605062271
brn,1951,2809827346
brn,1952,3019868408
brn,1953,3239543208
brn,1954,3472268184
brn,1955,3720370680
brn,1956,3985063836
brn,1957,4266021565
brn,1958,4562104177
brn,1959,4871192940
brn,1960,5191141650
brn,1961,5521584593
brn,1962,5864605953
brn,1963,6225758350
brn,1964,6612632026
brn,1965,7031369550
brn,1966,7484752100
brn,1967,7972222680
brn,1968,8492245536
brn,1969,9041388500
brn,1970,9617070228
brn,1971,10617062680
brn,1972,11717355632
brn,1973,12870427841
brn,1974,14394400245
brn,1975,14446503758
brn,1976,17354607552
brn,1977,19247579154
brn,1978,20558533716
brn,1979,25190707104
brn,1980,23428625292
brn,1981,18781312704
brn,1982,19523242627
brn,1983,19620143928
brn,1984,19735527856
brn,1985,19439612546
brn,1986,18909778650
brn,1987,19282161780
brn,1988,19486756250
brn,1989,19275777792
brn,1990,19803830364
brn,1991,20428805375
brn,1992,21402270432
brn,1993,21468279750
brn,1994,22142493074
brn,1995,23130554060
brn,1996,23790940789
brn,1997,23433523884
brn,1998,23289531754
brn,1999,23975364292
brn,2000,24618009150
brn,2001,25236056232
brn,2002,26141747790
brn,2003,26823955509
brn,2004,26889497200
brn,2005,26939379049
brn,2006,28085059050
brn,2007,28104645786
brn,2008,27550247886
brn,2009,27066181920
brn,2010,27781280072
brn,2011,28756301013
brn,2012,29060611968
brn,2013,28588481526
brn,2014,30143777286
brn,2015,30893993564
brn,2016,31851185358
brn,2017,33822211248
brn,2018,37465204728
brn,2019,39174430750
brn,2020,41247117114
brn,2021,43412239065
brn,2022,45896261070
brn,2023,48711799140
brn,2024,51663030812
brn,2025,54356171508
brn,2026,57231434754
brn,2027,60244609270
brn,2028,63355036479
brn,2029,66512528930
brn,2030,69698955984
brn,2031,72969670144
brn,2032,76304039125
brn,2033,79688079269
brn,2034,83113042230
brn,2035,86576995293
brn,2036,90079430463
brn,2037,93609263460
brn,2038,97158281820
brn,2039,1.01E+11
brn,2040,1.04E+11
bgr,1800,2169636480
bgr,1801,2179773981
bgr,1802,2189958309
bgr,1803,2200191642
bgr,1804,2212501620
bgr,1805,2222839180
bgr,1806,2233224700
bgr,1807,2243659270
bgr,1808,2254142890
bgr,1809,2264675560
bgr,1810,2278251293
bgr,1811,2288873269
bgr,1812,2299521429
bgr,1813,2310195773
bgr,1814,2320897392
bgr,1815,2331624104
bgr,1816,2344525092
bgr,1817,2355315144
bgr,1818,2366132496
bgr,1819,2376976056
bgr,1820,2387845824
bgr,1821,2411921700
bgr,1822,2433937156
bgr,1823,2456080332
bgr,1824,2480578334
bgr,1825,2502985914
bgr,1826,2527770375
bgr,1827,2552702061
bgr,1828,2575516480
bgr,1829,2600737126
bgr,1830,2623820997
bgr,1831,2649332269
bgr,1832,2675019519
bgr,1833,2698565220
bgr,1834,2724596550
bgr,1835,2750806296
bgr,1836,2777196468
bgr,1837,2803766724
bgr,1838,2830519086
bgr,1839,2855074387
bgr,1840,2882182865
bgr,1841,2909077521
bgr,1842,2935749628
bgr,1843,2962192833
bgr,1844,2988398301
bgr,1845,3014358360
bgr,1846,3042517464
bgr,1847,3067974624
bgr,1848,3093165306
bgr,1849,3118080420
bgr,1850,3142712070
bgr,1851,3167107008
bgr,1852,3193700091
bgr,1853,3217497365
bgr,1854,3240980622
bgr,1855,3266658428
bgr,1856,3289493872
bgr,1857,3314520018
bgr,1858,3336676131
bgr,1859,3361013720
bgr,1860,3382454670
bgr,1861,3408169429
bgr,1862,3433564834
bgr,1863,3463813800
bgr,1864,3496438058
bgr,1865,3528918766
bgr,1866,3566492230
bgr,1867,3606654924
bgr,1868,3649482056
bgr,1869,3695049618
bgr,1870,3740758076
bgr,1871,3832530273
bgr,1872,3925304640
bgr,1873,4011742620
bgr,1874,4115629140
bgr,1875,4224033318
bgr,1876,4339985463
bgr,1877,4453224992
bgr,1878,4584429552
bgr,1879,4721548800
bgr,1880,4861674608
bgr,1881,5002123312
bgr,1882,5151438026
bgr,1883,5307149310
bgr,1884,5460499332
bgr,1885,5626498806
bgr,1886,5793192369
bgr,1887,5963959056
bgr,1888,6141813019
bgr,1889,6327351888
bgr,1890,6517377210
bgr,1891,6666428214
bgr,1892,6818830344
bgr,1893,6978265310
bgr,1894,7137645372
bgr,1895,7304324184
bgr,1896,7472791260
bgr,1897,7638823080
bgr,1898,7809979930
bgr,1899,7986387708
bgr,1900,8160177396
bgr,1901,8416116800
bgr,1902,8681975775
bgr,1903,8951805350
bgr,1904,9224475111
bgr,1905,9504130536
bgr,1906,9789274947
bgr,1907,10085212192
bgr,1908,10390447990
bgr,1909,10706525802
bgr,1910,11042990119
bgr,1911,11385047600
bgr,1912,11751018834
bgr,1913,12112943972
bgr,1914,11686913568
bgr,1915,11257943970
bgr,1916,10848086004
bgr,1917,10453163710
bgr,1918,10068582304
bgr,1919,9700129820
bgr,1920,9357805760
bgr,1921,9063056925
bgr,1922,8803177103
bgr,1923,8567331960
bgr,1924,8339886360
bgr,1925,8641182824
bgr,1926,11162874775
bgr,1927,12176879400
bgr,1928,11995756920
bgr,1929,11764466700
bgr,1930,12968024454
bgr,1931,14873418033
bgr,1932,14969184347
bgr,1933,15215376350
bgr,1934,13908254190
bgr,1935,13272858280
bgr,1936,16170233456
bgr,1937,17096769895
bgr,1938,17532447176
bgr,1939,17753866186
bgr,1940,17281764640
bgr,1941,17625931448
bgr,1942,16777898775
bgr,1943,17301103549
bgr,1944,15991166080
bgr,1945,12468552954
bgr,1946,13711315500
bgr,1947,15078808784
bgr,1948,16580842255
bgr,1949,18237822904
bgr,1950,20020008239
bgr,1951,24285045225
bgr,1952,23294390505
bgr,1953,25861814790
bgr,1954,25317657295
bgr,1955,27073249050
bgr,1956,27048320807
bgr,1957,29867401405
bgr,1958,32416844992
bgr,1959,34978941075
bgr,1960,38278252752
bgr,1961,40730652714
bgr,1962,44072044702
bgr,1963,46107581459
bgr,1964,49742554810
bgr,1965,52784619648
bgr,1966,56982492138
bgr,1967,60100895008
bgr,1968,61184372736
bgr,1969,64085696688
bgr,1970,67711771815
bgr,1971,69964186660
bgr,1972,73366473708
bgr,1973,76278353256
bgr,1974,78540532480
bgr,1975,84969304352
bgr,1976,87498413997
bgr,1977,86529468768
bgr,1978,88578797120
bgr,1979,92158365675
bgr,1980,89432490680
bgr,1981,91802104625
bgr,1982,94793575903
bgr,1983,93037184856
bgr,1984,96081978140
bgr,1985,93080500156
bgr,1986,95326594463
bgr,1987,95214853766
bgr,1988,94243480220
bgr,1989,92041833716
bgr,1990,82327428963
bgr,1991,75472871040
bgr,1992,69998379903
bgr,1993,68701662157
bgr,1994,69362494582
bgr,1995,70868465564
bgr,1996,71650298258
bgr,1997,70658736491
bgr,1998,72990525168
bgr,1999,68691921004
