energy_production_total,geo,time
26810,vnm,1991
28770,vnm,1992
30570,vnm,1993
31800,vnm,1994
34530,vnm,1995
37720,vnm,1996
40550,vnm,1997
43940,vnm,1998
45590,vnm,1999
48110,vnm,2000
50060,vnm,2001
53160,vnm,2002
54380,vnm,2003
65230,vnm,2004
69710,vnm,2005
72540,vnm,2006
73600,vnm,2007
71400,vnm,2008
76640,vnm,2009
48.72,yem,1971
50.15,yem,1972
50.15,yem,1973
51.58,yem,1974
53.01,yem,1975
54.45,yem,1976
55.88,yem,1977
57.31,yem,1978
58.74,yem,1979
60.18,yem,1980
61.61,yem,1981
63.04,yem,1982
64.48,yem,1983
65.91,yem,1984
68.77,yem,1985
426.6,yem,1986
1006,yem,1987
8046,yem,1988
9056,yem,1989
9384,yem,1990
10320,yem,1991
8929,yem,1992
10950,yem,1993
16950,yem,1994
17290,yem,1995
17470,yem,1996
18280,yem,1997
18630,yem,1998
19740,yem,1999
22030,yem,2000
22100,yem,2001
22230,yem,2002
21910,yem,2003
20640,yem,2004
20450,yem,2005
18730,yem,2006
16520,yem,2007
15270,yem,2008
15220,yem,2009
2692,zmb,1971
3047,zmb,1972
3119,zmb,1973
3364,zmb,1974
3469,zmb,1975
3614,zmb,1976
3796,zmb,1977
3804,zmb,1978
3894,zmb,1979
4029,zmb,1980
4156,zmb,1981
4350,zmb,1982
4328,zmb,1983
4445,zmb,1984
4584,zmb,1985
4699,zmb,1986
4618,zmb,1987
4795,zmb,1988
4692,zmb,1989
4918,zmb,1990
5103,zmb,1991
5050,zmb,1992
5250,zmb,1993
5258,zmb,1994
5352,zmb,1995
5350,zmb,1996
5490,zmb,1997
5641,zmb,1998
5788,zmb,1999
5925,zmb,2000
6069,zmb,2001
6215,zmb,2002
6355,zmb,2003
6436,zmb,2004
6621,zmb,2005
6791,zmb,2006
6903,zmb,2007
7034,zmb,2008
7241,zmb,2009
5103,zwe,1971
5023,zwe,1972
5283,zwe,1973
5449,zwe,1974
5358,zwe,1975
5736,zwe,1976
5618,zwe,1977
5594,zwe,1978
5738,zwe,1979
5793,zwe,1980
5685,zwe,1981
5834,zwe,1982
5949,zwe,1983
6091,zwe,1984
6436,zwe,1985
6815,zwe,1986
7639,zwe,1987
7777,zwe,1988
8000,zwe,1989
8550,zwe,1990
8978,zwe,1991
9026,zwe,1992
8622,zwe,1993
8462,zwe,1994
8381,zwe,1995
8255,zwe,1996
8058,zwe,1997
8244,zwe,1998
8723,zwe,1999
8618,zwe,2000
8605,zwe,2001
8643,zwe,2002
8596,zwe,2003
8611,zwe,2004
8860,zwe,2005
8678,zwe,2006
8630,zwe,2007
8533,zwe,2008
8530,zwe,2009
