energy_production_total,geo,time
212600,nor,1997
205700,nor,1998
209400,nor,1999
227000,nor,2000
225900,nor,2001
234800,nor,2002
234400,nor,2003
228400,nor,2004
223700,nor,2005
215000,nor,2006
214900,nor,2007
219000,nor,2008
213600,nor,2009
205100,nor,2010
15200,omn,1971
14640,omn,1972
15200,omn,1973
15060,omn,1974
17760,omn,1975
19040,omn,1976
17620,omn,1977
16470,omn,1978
15600,omn,1979
15090,omn,1980
17440,omn,1981
17930,omn,1982
20740,omn,1983
22400,omn,1984
26750,omn,1985
30270,omn,1986
31560,omn,1987
33620,omn,1988
34680,omn,1989
38310,omn,1990
39510,omn,1991
41740,omn,1992
44330,omn,1993
46250,omn,1994
48660,omn,1995
50160,omn,1996
51530,omn,1997
51770,omn,1998
54010,omn,1999
61010,omn,2000
65340,omn,2001
63340,omn,2002
60530,omn,2003
58870,omn,2004
60260,omn,2005
61670,omn,2006
60500,omn,2007
63440,omn,2008
67200,omn,2009
14360,pak,1971
14820,pak,1972
15590,pak,1973
16390,pak,1974
17080,pak,1975
17350,pak,1976
18250,pak,1977
18970,pak,1978
19800,pak,1979
20920,pak,1980
22070,pak,1981
23090,pak,1982
24030,pak,1983
24420,pak,1984
26000,pak,1985
27510,pak,1986
30220,pak,1987
31370,pak,1988
33100,pak,1989
34180,pak,1990
36170,pak,1991
37720,pak,1992
38960,pak,1993
39520,pak,1994
41040,pak,1995
41980,pak,1996
42210,pak,1997
43330,pak,1998
45110,pak,1999
46920,pak,2000
48980,pak,2001
50060,pak,2002
55280,pak,2003
58830,pak,2004
61480,pak,2005
61910,pak,2006
64210,pak,2007
63260,pak,2008
64860,pak,2009
342.3,pan,1971
339.1,pan,1972
342.4,pan,1973
366.4,pan,1974
380,pan,1975
404.9,pan,1976
441.8,pan,1977
486.9,pan,1978
499,pan,1979
527.3,pan,1980
568.4,pan,1981
568.1,pan,1982
539.4,pan,1983
593.9,pan,1984
604,pan,1985
605.1,pan,1986
599.6,pan,1987
610,pan,1988
612.4,pan,1989
612.3,pan,1990
602.6,pan,1991
623.6,pan,1992
662.6,pan,1993
650.9,pan,1994
604.2,pan,1995
701.3,pan,1996
704,pan,1997
643.1,pan,1998
730.3,pan,1999
755.5,pan,2000
678,pan,2001
737.7,pan,2002
688.6,pan,2003
752.6,pan,2004
735.4,pan,2005
750.8,pan,2006
695.2,pan,2007
697.9,pan,2008
666.2,pan,2009
1168,pry,1971
1187,pry,1972
1273,pry,1973
1300,pry,1974
1250,pry,1975
1313,pry,1976
1326,pry,1977
1416,pry,1978
1472,pry,1979
1605,pry,1980
1631,pry,1981
1667,pry,1982
1752,pry,1983
1757,pry,1984
2034,pry,1985
2780,pry,1986
3667,pry,1987
3876,pry,1988
4307,pry,1989
4577,pry,1990
4876,pry,1991
4520,pry,1992
4821,pry,1993
5381,pry,1994
6026,pry,1995
6389,pry,1996
7011,pry,1997
6864,pry,1998
6741,pry,1999
6838,pry,2000
6157,pry,2001
6293,pry,2002
6623,pry,2003
6631,pry,2004
6733,pry,2005
7130,pry,2006
7287,pry,2007
7532,pry,2008
7435,pry,2009
7354,per,1971
7524,per,1972
7873,per,1973
8296,per,1974
8049,per,1975
8359,per,1976
9232,per,1977
12290,per,1978
14190,per,1979
14470,per,1980
14570,per,1981
14950,per,1982
13580,per,1983
14620,per,1984
14660,per,1985
13940,per,1986
12900,per,1987
11560,per,1988
10790,per,1989
10600,per,1990
9829,per,1991
9597,per,1992
10070,per,1993
10110,per,1994
10020,per,1995
9959,per,1996
9744,per,1997
9786,per,1998
9527,per,1999
9361,per,2000
9414,per,2001
9291,per,2002
9506,per,2003
9608,per,2004
10910,per,2005
11650,per,2006
12480,per,2007
12650,per,2008
15140,per,2009
7526,phl,1971
7700,phl,1972
8070,phl,1973
8353,phl,1974
8599,phl,1975
8902,phl,1976
9099,phl,1977
9406,phl,1978
11280,phl,1979
12220,phl,1980
12900,phl,1981
14080,phl,1982
15380,phl,1983
16000,phl,1984
16460,phl,1985
16420,phl,1986
15950,phl,1987
16510,phl,1988
16960,phl,1989
17230,phl,1990
16820,phl,1991
16850,phl,1992
16450,phl,1993
16480,phl,1994
15820,phl,1995
15820,phl,1996
16090,phl,1997
17250,phl,1998
18660,phl,1999
19550,phl,2000
18370,phl,2001
20110,phl,2002
20600,phl,2003
20890,phl,2004
21400,phl,2005
21400,phl,2006
22150,phl,2007
22980,phl,2008
23470,phl,2009
64810,pol,1960
66800,pol,1961
68730,pol,1962
71340,pol,1963
75730,pol,1964
77290,pol,1965
79870,pol,1966
81500,pol,1967
85850,pol,1968
91590,pol,1969
95760,pol,1970
99250,pol,1971
103700,pol,1972
107400,pol,1973
110800,pol,1974
115700,pol,1975
119600,pol,1976
122800,pol,1977
131800,pol,1978
135300,pol,1979
126600,pol,1980
108200,pol,1981
124500,pol,1982
126800,pol,1983
127800,pol,1984
128800,pol,1985
131200,pol,1986
132300,pol,1987
132300,pol,1988
122100,pol,1989
103900,pol,1990
99840,pol,1991
97670,pol,1992
97350,pol,1993
97430,pol,1994
99360,pol,1995
98960,pol,1996
100000,pol,1997
87600,pol,1998
83920,pol,1999
79580,pol,2000
80280,pol,2001
80200,pol,2002
79860,pol,2003
78820,pol,2004
78650,pol,2005
77630,pol,2006
72510,pol,2007
71360,pol,2008
67520,pol,2009
67790,pol,2010
1266,prt,1960
1315,prt,1961
1279,prt,1962
1323,prt,1963
1347,prt,1964
1367,prt,1965
1454,prt,1966
1467,prt,1967
1417,prt,1968
1535,prt,1969
1408,prt,1970
1384,prt,1971
1407,prt,1972
1401,prt,1973
1440,prt,1974
1327,prt,1975
1161,prt,1976
1639,prt,1977
1735,prt,1978
1809,prt,1979
1481,prt,1980
1247,prt,1981
1450,prt,1982
1595,prt,1983
1742,prt,1984
1943,prt,1985
1848,prt,1986
1949,prt,1987
2215,prt,1988
2492,prt,1989
3393,prt,1990
3395,prt,1991
2943,prt,1992
3277,prt,1993
3486,prt,1994
3318,prt,1995
3793,prt,1996
3748,prt,1997
3732,prt,1998
3370,prt,1999
3846,prt,2000
4096,prt,2001
3643,prt,2002
4336,prt,2003
3895,prt,2004
3614,prt,2005
4365,prt,2006
4649,prt,2007
4487,prt,2008
4885,prt,2009
5964,prt,2010
22030,qat,1971
25030,qat,1972
29530,qat,1973
26430,qat,1974
23650,qat,1975
26190,qat,1976
23350,qat,1977
25220,qat,1978
27520,qat,1979
26470,qat,1980
24220,qat,1981
21000,qat,1982
19610,qat,1983
25830,qat,1984
20810,qat,1985
21980,qat,1986
20520,qat,1987
22130,qat,1988
25450,qat,1989
26570,qat,1990
26770,qat,1991
29200,qat,1992
28680,qat,1993
28300,qat,1994
28720,qat,1995
29490,qat,1996
40150,qat,1997
45950,qat,1998
53210,qat,1999
59240,qat,2000
63050,qat,2001
67740,qat,2002
71920,qat,2003
87860,qat,2004
93130,qat,2005
102000,qat,2006
112500,qat,2007
133100,qat,2008
139900,qat,2009
42810,rou,1971
44400,rou,1972
46240,rou,1973
47530,rou,1974
49960,rou,1975
52100,rou,1976
54070,rou,1977
54030,rou,1978
51860,rou,1979
52590,rou,1980
54700,rou,1981
55150,rou,1982
55930,rou,1983
55680,rou,1984
54320,rou,1985
54020,rou,1986
52560,rou,1987
53510,rou,1988
49780,rou,1989
40830,rou,1990
35970,rou,1991
34470,rou,1992
33390,rou,1993
31710,rou,1994
32320,rou,1995
32820,rou,1996
31450,rou,1997
28810,rou,1998
27840,rou,1999
28280,rou,2000
27650,rou,2001
29110,rou,2002
29260,rou,2003
28360,rou,2004
27790,rou,2005
27920,rou,2006
27700,rou,2007
28930,rou,2008
28300,rou,2009
1293000,rus,1990
1218000,rus,1991
1139000,rus,1992
1057000,rus,1993
991400,rus,1994
967600,rus,1995
965000,rus,1996
933400,rus,1997
939800,rus,1998
962100,rus,1999
978000,rus,2000
1008000,rus,2001
1046000,rus,2002
1119000,rus,2003
1172000,rus,2004
1203000,rus,2005
1227000,rus,2006
1239000,rus,2007
1254000,rus,2008
1182000,rus,2009
244100,sau,1971
308100,sau,1972
388500,sau,1973
434800,sau,1974
364600,sau,1975
443900,sau,1976
475300,sau,1977
437000,sau,1978
497400,sau,1979
533600,sau,1980
531100,sau,1981
361300,sau,1982
283900,sau,1983
264300,sau,1984
200700,sau,1985
285800,sau,1986
248500,sau,1987
297500,sau,1988
299500,sau,1989
370200,sau,1990
465700,sau,1991
479500,sau,1992
472900,sau,1993
464300,sau,1994
467300,sau,1995
471700,sau,1996
467400,sau,1997
481500,sau,1998
445400,sau,1999
479300,sau,2000
470200,sau,2001
440400,sau,2002
515200,sau,2003
552900,sau,2004
580600,sau,2005
576000,sau,2006
554500,sau,2007
579300,sau,2008
528400,sau,2009
825,sen,1971
831.9,sen,1972
838.8,sen,1973
845.7,sen,1974
852.7,sen,1975
859.3,sen,1976
865.8,sen,1977
872.4,sen,1978
879,sen,1979
885.7,sen,1980
892.2,sen,1981
898.7,sen,1982
905.2,sen,1983
912,sen,1984
919.1,sen,1985
926.4,sen,1986
935.1,sen,1987
952.4,sen,1988
958.7,sen,1989
963.5,sen,1990
969.5,sen,1991
974.9,sen,1992
991.6,sen,1993
1006,sen,1994
1061,sen,1995
1086,sen,1996
1096,sen,1997
1124,sen,1998
1141,sen,1999
1192,sen,2000
1211,sen,2001
1259,sen,2002
1259,sen,2003
1256,sen,2004
1265,sen,2005
1231,sen,2006
1222,sen,2007
1230,sen,2008
1256,sen,2009
13400,srb,1990
12140,srb,1991
11840,srb,1992
11370,srb,1993
10530,srb,1994
12190,srb,1995
12090,srb,1996
12480,srb,1997
12730,srb,1998
10530,srb,1999
11430,srb,2000
11090,srb,2001
11290,srb,2002
11410,srb,2003
11550,srb,2004
10290,srb,2005
10560,srb,2006
10570,srb,2007
10790,srb,2008
9440,srb,2009
0,sgp,1971
0,sgp,1972
0,sgp,1973
0,sgp,1974
0,sgp,1975
0,sgp,1976
0,sgp,1977
0,sgp,1978
0,sgp,1979
0,sgp,1980
0,sgp,1981
0,sgp,1982
0,sgp,1983
0,sgp,1984
0,sgp,1985
0,sgp,1986
0,sgp,1987
0,sgp,1988
0,sgp,1989
0,sgp,1990
0,sgp,1991
0,sgp,1992
0,sgp,1993
0,sgp,1994
0,sgp,1995
0,sgp,1996
0,sgp,1997
14.42,sgp,1998
15.14,sgp,1999
22.69,sgp,2000
24.07,sgp,2001
33.72,sgp,2002
28.18,sgp,2003
26.84,sgp,2004
46.09,sgp,2005
34.39,sgp,2006
24.74,sgp,2007
32.33,sgp,2008
28.89,sgp,2009
2690,svk,1971
2655,svk,1972
2575,svk,1973
2590,svk,1974
2594,svk,1975
2535,svk,1976
2504,svk,1977
2629,svk,1978
2895,svk,1979
3466,svk,1980
3555,svk,1981
3739,svk,1982
3829,svk,1983
4044,svk,1984
4682,svk,1985
5154,svk,1986
5232,svk,1987
5301,svk,1988
5423,svk,1989
5284,svk,1990
4830,svk,1991
4483,svk,1992
4988,svk,1993
5476,svk,1994
5043,svk,1995
4978,svk,1996
4947,svk,1997
4993,svk,1998
5513,svk,1999
6326,svk,2000
6685,svk,2001
6821,svk,2002
6590,svk,2003
6452,svk,2004
6609,svk,2005
6619,svk,2006
5975,svk,2007
6420,svk,2008
5936,svk,2009
6136,svk,2010
3069,svn,1990
3104,svn,1991
2948,svn,1992
2771,svn,1993
2894,svn,1994
2968,svn,1995
2876,svn,1996
2998,svn,1997
3046,svn,1998
2868,svn,1999
3098,svn,2000
3160,svn,2001
3338,svn,2002
3266,svn,2003
3460,svn,2004
3508,svn,2005
3442,svn,2006
3465,svn,2007
3672,svn,2008
3541,svn,2009
3545,svn,2010
37770,zaf,1971
37940,zaf,1972
40360,zaf,1973
42780,zaf,1974
45210,zaf,1975
49030,zaf,1976
54060,zaf,1977
58660,zaf,1978
66480,zaf,1979
73170,zaf,1980
80930,zaf,1981
87190,zaf,1982
91140,zaf,1983
103000,zaf,1984
109500,zaf,1985
112600,zaf,1986
112300,zaf,1987
116900,zaf,1988
114600,zaf,1989
114500,zaf,1990
116900,zaf,1991
115000,zaf,1992
123000,zaf,1993
128300,zaf,1994
134800,zaf,1995
135000,zaf,1996
143400,zaf,1997
145000,zaf,1998
145000,zaf,1999
145600,zaf,2000
144900,zaf,2001
143800,zaf,2002
153400,zaf,2003
157600,zaf,2004
157900,zaf,2005
157400,zaf,2006
158800,zaf,2007
162000,zaf,2008
160600,zaf,2009
9842,esp,1960
9949,esp,1961
9313,esp,1962
9998,esp,1963
9458,esp,1964
9850,esp,1965
10490,esp,1966
9779,esp,1967
10050,esp,1968
10370,esp,1969
9685,esp,1970
10450,esp,1971
11580,esp,1972
11350,esp,1973
13140,esp,1974
13360,esp,1975
12620,esp,1976
14450,esp,1977
14540,esp,1978
15660,esp,1979
15770,esp,1980
17700,esp,1981
19650,esp,1982
21940,esp,1983
25070,esp,1984
26470,esp,1985
28320,esp,1986
27900,esp,1987
30260,esp,1988
34550,esp,1989
34580,esp,1990
34340,esp,1991
33710,esp,1992
32910,esp,1993
32250,esp,1994
31510,esp,1995
32700,esp,1996
31700,esp,1997
32330,esp,1998
30660,esp,1999
31680,esp,2000
33500,esp,2001
31800,esp,2002
32990,esp,2003
32590,esp,2004
30130,esp,2005
31310,esp,2006
30250,esp,2007
30440,esp,2008
29720,esp,2009
33900,esp,2010
2810,lka,1971
2812,lka,1972
2848,lka,1973
2893,lka,1974
3120,lka,1975
3163,lka,1976
3056,lka,1977
3136,lka,1978
3194,lka,1979
3209,lka,1980
3300,lka,1981
3420,lka,1982
3419,lka,1983
3726,lka,1984
3775,lka,1985
3915,lka,1986
3983,lka,1987
4102,lka,1988
4183,lka,1989
4191,lka,1990
4200,lka,1991
4328,lka,1992
4259,lka,1993
3997,lka,1994
4022,lka,1995
4204,lka,1996
4346,lka,1997
4319,lka,1998
4548,lka,1999
4748,lka,2000
4563,lka,2001
4544,lka,2002
4655,lka,2003
4765,lka,2004
4920,lka,2005
5155,lka,2006
5076,lka,2007
5072,lka,2008
5087,lka,2009
5668,sdn,1971
5787,sdn,1972
5912,sdn,1973
6043,sdn,1974
6181,sdn,1975
6358,sdn,1976
6532,sdn,1977
6715,sdn,1978
6904,sdn,1979
7089,sdn,1980
7281,sdn,1981
7475,sdn,1982
7815,sdn,1983
7854,sdn,1984
8033,sdn,1985
8201,sdn,1986
8354,sdn,1987
8496,sdn,1988
8635,sdn,1989
8775,sdn,1990
8903,sdn,1991
9029,sdn,1992
9152,sdn,1993
10290,sdn,1994
10400,sdn,1995
10780,sdn,1996
11010,sdn,1997
11350,sdn,1998
14430,sdn,1999
20170,sdn,2000
22260,sdn,2001
24420,sdn,2002
25400,sdn,2003
27020,sdn,2004
26980,sdn,2005
29140,sdn,2006
34930,sdn,2007
34090,sdn,2008
35200,sdn,2009
5483,swe,1960
5934,swe,1961
6105,swe,1962
6003,swe,1963
6490,swe,1964
6766,swe,1965
6588,swe,1966
6929,swe,1967
6867,swe,1968
6453,swe,1969
6492,swe,1970
7386,swe,1971
7893,swe,1972
9251,swe,1973
9007,swe,1974
11700,swe,1975
12410,swe,1976
13180,swe,1977
14880,swe,1978
14680,swe,1979
16130,swe,1980
19260,swe,1981
19100,swe,1982
20870,swe,1983
24290,swe,1984
26860,swe,1985
29070,swe,1986
29410,swe,1987
29850,swe,1988
28980,swe,1989
29680,swe,1990
31430,swe,1991
29480,swe,1992
29320,swe,1993
31260,swe,1994
31840,swe,1995
31970,swe,1996
32450,swe,1997
33990,swe,1998
33240,swe,1999
30520,swe,2000
33900,swe,2001
31830,swe,2002
30920,swe,2003
34330,swe,2004
34670,swe,2005
32830,swe,2006
33580,swe,2007
33230,swe,2008
30350,swe,2009
32550,swe,2010
2111,che,1960
2197,che,1961
2205,che,1962
2322,che,1963
2281,che,1964
2527,che,1965
2729,che,1966
2903,che,1967
2848,che,1968
2773,che,1969
3360,che,1970
2905,che,1971
3325,che,1972
4280,che,1973
4429,che,1974
5101,che,1975
4500,che,1976
5379,che,1977
5319,che,1978
6246,che,1979
7030,che,1980
7639,che,1981
7724,che,1982
7796,che,1983
8097,che,1984
9413,che,1985
9547,che,1986
9815,che,1987
9860,che,1988
9359,che,1989
10250,che,1990
10400,che,1991
10570,che,1992
10860,che,1993
11370,che,1994
11210,che,1995
10810,che,1996
11280,che,1997
11420,che,1998
12060,che,1999
12020,che,2000
12560,che,2001
12150,che,2002
12260,che,2003
12070,che,2004
10980,che,2005
12240,che,2006
12660,che,2007
12800,che,2008
12770,che,2009
12710,che,2010
5315,syr,1971
5892,syr,1972
5570,syr,1973
6481,syr,1974
9677,syr,1975
10220,syr,1976
9340,syr,1977
10170,syr,1978
8972,syr,1979
9501,syr,1980
9805,syr,1981
9346,syr,1982
9707,syr,1983
9853,syr,1984
9702,syr,1985
9917,syr,1986
12980,syr,1987
15230,syr,1988
19050,syr,1989
22320,syr,1990
26580,syr,1991
27740,syr,1992
28740,syr,1993
31110,syr,1994
33080,syr,1995
31780,syr,1996
32570,syr,1997
33680,syr,1998
33900,syr,1999
32670,syr,2000
33900,syr,2001
37100,syr,2002
36030,syr,2003
28400,syr,2004
26070,syr,2005
24830,syr,2006
23880,syr,2007
23750,syr,2008
23580,syr,2009
2026,tjk,1990
1834,tjk,1991
1655,tjk,1992
1702,tjk,1993
1537,tjk,1994
1329,tjk,1995
1347,tjk,1996
1244,tjk,1997
1269,tjk,1998
1382,tjk,1999
1264,tjk,2000
1288,tjk,2001
1361,tjk,2002
1466,tjk,2003
1492,tjk,2004
1546,tjk,2005
1519,tjk,2006
1574,tjk,2007
1488,tjk,2008
1502,tjk,2009
6872,tza,1971
6884,tza,1972
6910,tza,1973
6953,tza,1974
7023,tza,1975
7046,tza,1976
7083,tza,1977
7136,tza,1978
7203,tza,1979
7296,tza,1980
7448,tza,1981
7603,tza,1982
7772,tza,1983
7944,tza,1984
8128,tza,1985
8300,tza,1986
8481,tza,1987
8667,tza,1988
8864,tza,1989
9064,tza,1990
9264,tza,1991
9449,tza,1992
9674,tza,1993
9857,tza,1994
10060,tza,1995
10270,tza,1996
10410,tza,1997
11230,tza,1998
12090,tza,1999
12690,tza,2000
13360,tza,2001
13940,tza,2002
14440,tza,2003
15050,tza,2004
15780,tza,2005
16360,tza,2006
16950,tza,2007
17470,tza,2008
18050,tza,2009
7893,tha,1971
7968,tha,1972
8163,tha,1973
8776,tha,1974
10110,tha,1975
10610,tha,1976
11020,tha,1977
10800,tha,1978
11720,tha,1979
11180,tha,1980
12090,tha,1981
13520,tha,1982
11200,tha,1983
13140,tha,1984
16550,tha,1985
17510,tha,1986
19400,tha,1987
21460,tha,1988
24330,tha,1989
26580,tha,1990
29620,tha,1991
30860,tha,1992
30220,tha,1993
31700,tha,1994
33190,tha,1995
37150,tha,1996
40020,tha,1997
39670,tha,1998
41530,tha,1999
44030,tha,2000
43210,tha,2001
45860,tha,2002
49190,tha,2003
51150,tha,2004
54960,tha,2005
56850,tha,2006
59970,tha,2007
64390,tha,2008
61710,tha,2009
614.2,tgo,1971
628.5,tgo,1972
642.6,tgo,1973
651.6,tgo,1974
667.7,tgo,1975
683.3,tgo,1976
705.6,tgo,1977
724.7,tgo,1978
731.9,tgo,1979
750.7,tgo,1980
772.2,tgo,1981
796.8,tgo,1982
816.7,tgo,1983
844.2,tgo,1984
873.3,tgo,1985
902.2,tgo,1986
949.7,tgo,1987
978.4,tgo,1988
1010,tgo,1989
1054,tgo,1990
1114,tgo,1991
1165,tgo,1992
1230,tgo,1993
1281,tgo,1994
1357,tgo,1995
1422,tgo,1996
1481,tgo,1997
1553,tgo,1998
1721,tgo,1999
1765,tgo,2000
1804,tgo,2001
1851,tgo,2002
1899,tgo,2003
1942,tgo,2004
2001,tgo,2005
2039,tgo,2006
2099,tgo,2007
2138,tgo,2008
2191,tgo,2009
8149,tto,1971
8751,tto,1972
9975,tto,1973
10870,tto,1974
12190,tto,1975
12210,tto,1976
13290,tto,1977
13650,tto,1978
12960,tto,1979
13140,tto,1980
12220,tto,1981
12180,tto,1982
11430,tto,1983
12380,tto,1984
12820,tto,1985
12540,tto,1986
12010,tto,1987
12430,tto,1988
12340,tto,1989
12610,tto,1990
12230,tto,1991
12360,tto,1992
11570,tto,1993
12270,tto,1994
12170,tto,1995
12900,tto,1996
12860,tto,1997
13870,tto,1998
16080,tto,1999
19990,tto,2000
20640,tto,2001
23950,tto,2002
30990,tto,2003
33040,tto,2004
36430,tto,2005
42770,tto,2006
43160,tto,2007
42730,tto,2008
44000,tto,2009
4653,tun,1971
4541,tun,1972
4541,tun,1973
4899,tun,1974
5401,tun,1975
4491,tun,1976
5128,tun,1977
5855,tun,1978
6522,tun,1979
6672,tun,1980
6477,tun,1981
6251,tun,1982
6673,tun,1983
6633,tun,1984
6551,tun,1985
6373,tun,1986
6123,tun,1987
6064,tun,1988
6108,tun,1989
5728,tun,1990
6362,tun,1991
6604,tun,1992
5732,tun,1993
5468,tun,1994
5330,tun,1995
5908,tun,1996
6354,tun,1997
6781,tun,1998
6732,tun,1999
6634,tun,2000
6636,tun,2001
6706,tun,2002
6452,tun,2003
6805,tun,2004
6681,tun,2005
6632,tun,2006
7901,tun,2007
7552,tun,2008
7811,tun,2009
9371,tur,1960
9484,tur,1961
9727,tur,1962
10210,tur,1963
10600,tur,1964
11210,tur,1965
12230,tur,1966
13160,tur,1967
13540,tur,1968
14040,tur,1969
13990,tur,1970
13810,tur,1971
15120,tur,1972
15520,tur,1973
15890,tur,1974
16260,tur,1975
16610,tur,1976
16940,tur,1977
17610,tur,1978
17420,tur,1979
17140,tur,1980
18060,tur,1981
18960,tur,1982
19280,tur,1983
20250,tur,1984
21860,tur,1985
23510,tur,1986
25030,tur,1987
24800,tur,1988
25640,tur,1989
25810,tur,1990
25630,tur,1991
26350,tur,1992
26170,tur,1993
26300,tur,1994
26480,tur,1995
27120,tur,1996
27960,tur,1997
29070,tur,1998
27490,tur,1999
25860,tur,2000
24420,tur,2001
24110,tur,2002
23590,tur,2003
24110,tur,2004
23930,tur,2005
26350,tur,2006
27270,tur,2007
28980,tur,2008
30280,tur,2009
30290,tur,2010
74860,tkm,1990
74120,tkm,1991
48820,tkm,1992
57420,tkm,1993
32850,tkm,1994
32840,tkm,1995
32860,tkm,1996
19800,tkm,1997
18110,tkm,1998
26330,tkm,1999
45970,tkm,2000
50390,tkm,2001
52860,tkm,2002
58550,tkm,2003
57830,tkm,2004
61140,tkm,2005
59990,tkm,2006
65820,tkm,2007
68410,tkm,2008
40900,tkm,2009
135800,ukr,1990
118600,ukr,1991
111700,ukr,1992
100400,ukr,1993
87420,ukr,1994
81610,ukr,1995
73660,ukr,1996
74740,ukr,1997
74580,ukr,1998
75540,ukr,1999
76440,ukr,2000
76310,ukr,2001
76750,ukr,2002
79460,ukr,2003
80200,ukr,2004
80970,ukr,2005
83010,ukr,2006
81600,ukr,2007
81290,ukr,2008
76910,ukr,2009
52790,are,1971
59790,are,1972
76140,are,1973
83250,are,1974
84430,are,1975
97020,are,1976
101300,are,1977
94610,are,1978
95380,are,1979
90210,are,1980
82500,are,1981
71010,are,1982
66240,are,1983
64300,are,1984
63410,are,1985
73230,are,1986
80110,are,1987
83690,are,1988
101100,are,1989
110200,are,1990
127300,are,1991
134000,are,1992
131300,are,1993
133600,are,1994
137000,are,1995
142100,are,1996
147200,are,1997
150900,are,1998
142700,are,1999
156400,are,2000
152300,are,2001
149000,are,2002
163300,are,2003
171100,are,2004
174400,are,2005
185100,are,2006
185500,are,2007
187000,are,2008
168800,are,2009
114800,gbr,1960
113400,gbr,1961
118000,gbr,1962
117500,gbr,1963
116600,gbr,1964
114700,gbr,1965
108700,gbr,1966
109200,gbr,1967
106700,gbr,1968
101900,gbr,1969
101300,gbr,1970
109800,gbr,1971
101100,gbr,1972
108500,gbr,1973
102700,gbr,1974
114800,gbr,1975
126600,gbr,1976
154700,gbr,1977
167400,gbr,1978
193000,gbr,1979
197800,gbr,1980
207400,gbr,1981
221600,gbr,1982
233400,gbr,1983
205300,gbr,1984
238200,gbr,1985
247400,gbr,1986
242300,gbr,1987
233900,gbr,1988
209000,gbr,1989
208000,gbr,1990
214700,gbr,1991
215000,gbr,1992
223400,gbr,1993
244600,gbr,1994
257500,gbr,1995
268900,gbr,1996
268300,gbr,1997
271900,gbr,1998
281600,gbr,1999
272500,gbr,2000
262300,gbr,2001
258400,gbr,2002
246600,gbr,2003
225700,gbr,2004
205300,gbr,2005
186900,gbr,2006
176600,gbr,2007
166800,gbr,2008
158900,gbr,2009
149700,gbr,2010
964900,usa,1960
973400,usa,1961
1014000,usa,1962
1062000,usa,1963
1101000,usa,1964
1137000,usa,1965
1203000,usa,1966
1296000,usa,1967
1341000,usa,1968
1372000,usa,1969
1451000,usa,1970
1436000,usa,1971
1465000,usa,1972
1456000,usa,1973
1428000,usa,1974
1408000,usa,1975
1418000,usa,1976
1445000,usa,1977
1466000,usa,1978
1526000,usa,1979
1553000,usa,1980
1548000,usa,1981
1529000,usa,1982
1468000,usa,1983
1588000,usa,1984
1569000,usa,1985
1558000,usa,1986
1591000,usa,1987
1619000,usa,1988
1616000,usa,1989
1653000,usa,1990
1642000,usa,1991
1648000,usa,1992
1597000,usa,1993
1658000,usa,1994
1659000,usa,1995
1678000,usa,1996
1675000,usa,1997
1688000,usa,1998
1670000,usa,1999
1667000,usa,2000
1689000,usa,2001
1656000,usa,2002
1634000,usa,2003
1646000,usa,2004
1631000,usa,2005
1654000,usa,2006
1669000,usa,2007
1702000,usa,2008
1686000,usa,2009
1741000,usa,2010
519.7,ury,1971
492.6,ury,1972
537.8,ury,1973
524.7,ury,1974
520.8,ury,1975
537,ury,1976
580.4,ury,1977
594.6,ury,1978
565.6,ury,1979
766.2,ury,1980
838.4,ury,1981
910,ury,1982
1117,ury,1983
1132,ury,1984
1114,ury,1985
1235,ury,1986
1239,ury,1987
1024,ury,1988
899.6,ury,1989
1149,ury,1990
1089,ury,1991
1261,ury,1992
1193,ury,1993
1179,ury,1994
1013,ury,1995
980.1,ury,1996
1044,ury,1997
1234,ury,1998
920.1,ury,1999
1028,ury,2000
1210,ury,2001
1237,ury,2002
1163,ury,2003
852.5,ury,2004
1020,ury,2005
784.9,ury,2006
1225,ury,2007
1385,ury,2008
1519,ury,2009
38640,uzb,1990
39630,uzb,1991
40760,uzb,1992
42810,uzb,1993
46100,uzb,1994
48650,uzb,1995
49090,uzb,1996
51300,uzb,1997
54400,uzb,1998
55030,uzb,1999
54940,uzb,2000
55510,uzb,2001
56220,uzb,2002
56290,uzb,2003
57140,uzb,2004
56400,uzb,2005
58480,uzb,2006
59790,uzb,2007
62020,uzb,2008
60690,uzb,2009
209900,ven,1971
192000,ven,1972
203200,ven,1973
181500,ven,1974
144700,ven,1975
142800,ven,1976
141100,ven,1977
136800,ven,1978
149900,ven,1979
140100,ven,1980
136400,ven,1981
125600,ven,1982
120300,ven,1983
122900,ven,1984
115300,ven,1985
123000,ven,1986
125000,ven,1987
130100,ven,1988
131500,ven,1989
148800,ven,1990
164500,ven,1991
165900,ven,1992
174900,ven,1993
182300,ven,1994
197200,ven,1995
222500,ven,1996
234600,ven,1997
232200,ven,1998
211200,ven,1999
221100,ven,2000
217000,ven,2001
203400,ven,2002
178900,ven,2003
218300,ven,2004
233300,ven,2005
233900,ven,2006
210500,ven,2007
208000,ven,2008
203500,ven,2009
14200,vnm,1971
13930,vnm,1972
14790,vnm,1973
15660,vnm,1974
16660,vnm,1975
17210,vnm,1976
17880,vnm,1977
18110,vnm,1978
18170,vnm,1979
18360,vnm,1980
19110,vnm,1981
19560,vnm,1982
19860,vnm,1983
19450,vnm,1984
20090,vnm,1985
20770,vnm,1986
21320,vnm,1987
22320,vnm,1988
23210,vnm,1989
24710,vnm,1990
