alternative_gdp_per_capita_ppp_wb,geo,time
3007,lka,2001
3106,lka,2002
3247,lka,2003
3378,lka,2004
3550,lka,2005
3781,lka,2006
4002,lka,2007
4203,lka,2008
4302,lka,2009
4601,lka,2010
4929,lka,2011
1063,sdn,1980
1105,sdn,1981
1132,sdn,1982
1118,sdn,1983
1029,sdn,1984
937.5,sdn,1985
963,sdn,1986
1074,sdn,1987
1047,sdn,1988
1115,sdn,1989
1029,sdn,1990
1080,sdn,1991
1121,sdn,1992
1142,sdn,1993
1124,sdn,1994
1161,sdn,1995
1198,sdn,1996
1291,sdn,1997
1313,sdn,1998
1321,sdn,1999
1397,sdn,2000
1449,sdn,2001
1491,sdn,2002
1562,sdn,2003
1554,sdn,2004
1613,sdn,2005
1751,sdn,2006
1881,sdn,2007
1960,sdn,2008
1986,sdn,2009
2023,sdn,2010
1878,sdn,2011
6588,sur,1980
6578,sur,1981
6435,sur,1982
6211,sur,1983
5931,sur,1984
5775,sur,1985
5511,sur,1986
4697,sur,1987
5008,sur,1988
5437,sur,1989
5324,sur,1990
5391,sur,1991
5305,sur,1992
4855,sur,1993
4947,sur,1994
4935,sur,1995
4930,sur,1996
5142,sur,1997
5151,sur,1998
5036,sur,1999
4964,sur,2000
5118,sur,2001
5290,sur,2002
5531,sur,2003
5933,sur,2004
6129,sur,2005
6293,sur,2006
6547,sur,2007
6753,sur,2008
6893,sur,2009
7110,sur,2010
2298,swz,1980
2559,swz,1981
2516,swz,1982
2472,swz,1983
2540,swz,1984
2542,swz,1985
2740,swz,1986
3006,swz,1987
3068,swz,1988
3330,swz,1989
3894,swz,1990
3853,swz,1991
3887,swz,1992
3929,swz,1993
3946,swz,1994
4054,swz,1995
4120,swz,1996
4154,swz,1997
4257,swz,1998
4377,swz,1999
4448,swz,2000
4494,swz,2001
4568,swz,2002
4664,swz,2003
4793,swz,2004
4905,swz,2005
5060,swz,2006
5231,swz,2007
5293,swz,2008
5297,swz,2009
5342,swz,2010
5349,swz,2011
20360,swe,1980
20300,swe,1981
20530,swe,1982
20890,swe,1983
21760,swe,1984
22200,swe,1985
22780,swe,1986
23490,swe,1987
24010,swe,1988
24510,swe,1989
24570,swe,1990
24130,swe,1991
23700,swe,1992
23080,swe,1993
23830,swe,1994
24640,swe,1995
25000,swe,1996
25660,swe,1997
26720,swe,1998
27950,swe,1999
29150,swe,2000
29430,swe,2001
30070,swe,2002
30660,swe,2003
31830,swe,2004
32700,swe,2005
33920,swe,2006
34780,swe,2007
34300,swe,2008
32300,swe,2009
34000,swe,2010
35050,swe,2011
28490,che,1980
28790,che,1981
28250,che,1982
28310,che,1983
29060,che,1984
29990,che,1985
30390,che,1986
30680,che,1987
31450,che,1988
32550,che,1989
33400,che,1990
32670,che,1991
32350,che,1992
31990,che,1993
32120,che,1994
32020,che,1995
32080,che,1996
32660,che,1997
33420,che,1998
33700,che,1999
34710,che,2000
34890,che,2001
34780,che,2002
34460,che,2003
35090,che,2004
35780,che,2005
36850,che,2006
37850,che,2007
38160,che,2008
36980,che,2009
37580,che,2010
37980,che,2011
3308,syr,1980
3499,syr,1981
3451,syr,1982
3380,syr,1983
3133,syr,1984
3216,syr,1985
2960,syr,1986
2924,syr,1987
3213,syr,1988
2840,syr,1989
2968,syr,1990
3110,syr,1991
3428,syr,1992
3505,syr,1993
3672,syr,1994
3784,syr,1995
3856,syr,1996
3836,syr,1997
3987,syr,1998
3753,syr,1999
3756,syr,2000
3839,syr,2001
3944,syr,2002
3848,syr,2003
3996,syr,2004
4133,syr,2005
4253,syr,2006
4406,syr,2007
4512,syr,2008
4687,syr,2009
4741,syr,2010
3176,tjk,1985
3185,tjk,1986
3047,tjk,1987
3363,tjk,1988
3055,tjk,1989
2961,tjk,1990
2692,tjk,1991
1877,tjk,1992
1544,tjk,1993
1197,tjk,1994
1034,tjk,1995
848.4,tjk,1996
850.6,tjk,1997
883.4,tjk,1998
904.6,tjk,1999
968.8,tjk,2000
1057,tjk,2001
1144,tjk,2002
1250,tjk,2003
1371,tjk,2004
1500,tjk,2005
1251,tjk,2006
1505,tjk,2007
1801,tjk,2008
1846,tjk,2009
1938,tjk,2010
2052,tjk,2011
823,tza,1988
828,tza,1989
858.6,tza,1990
848.1,tza,1991
824.9,tza,1992
807.6,tza,1993
794.6,tza,1994
798.8,tza,1995
812.4,tza,1996
819.6,tza,1997
829.1,tza,1998
848.1,tza,1999
868.1,tza,2000
897,tza,2001
936.8,tza,2002
975.4,tza,2003
1024,tza,2004
1070,tza,2005
1111,tza,2006
1158,tza,2007
1208,tza,2008
1244,tza,2009
1293,tza,2010
1334,tza,2011
2221,tha,1980
2304,tha,1981
2380,tha,1982
2466,tha,1983
2558,tha,1984
2627,tha,1985
2720,tha,1986
2922,tha,1987
3251,tha,1988
3588,tha,1989
3933,tha,1990
4223,tha,1991
4524,tha,1992
4860,tha,1993
5256,tha,1994
5691,tha,1995
5966,tha,1996
5819,tha,1997
5146,tha,1998
5310,tha,1999
5497,tha,2000
5551,tha,2001
5778,tha,2002
6122,tha,2003
6443,tha,2004
6675,tha,2005
6954,tha,2006
7249,tha,2007
7378,tha,2008
7160,tha,2009
7673,tha,2010
7633,tha,2011
1041,tls,1999
1174,tls,2000
1001,tls,2001
984.3,tls,2002
939.6,tls,2003
935.7,tls,2004
984.8,tls,2005
924.3,tls,2006
1001,tls,2007
1113,tls,2008
1219,tls,2009
1296,tls,2010
1393,tls,2011
1194,tgo,1980
1119,tgo,1981
1043,tgo,1982
952.3,tgo,1983
970.3,tgo,1984
989.9,tgo,1985
973.1,tgo,1986
947.4,tgo,1987
980.3,tgo,1988
992.1,tgo,1989
965,tgo,1990
937.2,tgo,1991
882.3,tgo,1992
734.7,tgo,1993
826.7,tgo,1994
869.2,tgo,1995
918.3,tgo,1996
1016,tgo,1997
959.7,tgo,1998
951.6,tgo,1999
916.1,tgo,2000
876.9,tgo,2001
847.4,tgo,2002
868.8,tgo,2003
867.4,tgo,2004
858.2,tgo,2005
873.3,tgo,2006
873.9,tgo,2007
875.5,tgo,2008
884.6,tgo,2009
898.2,tgo,2010
914,tgo,2011
2598,ton,1981
2714,ton,1982
2765,ton,1983
2812,ton,1984
2992,ton,1985
3049,ton,1986
3132,ton,1987
3064,ton,1988
3067,ton,1989
2998,ton,1990
3185,ton,1991
3189,ton,1992
3304,ton,1993
3463,ton,1994
3583,ton,1995
3573,ton,1996
3555,ton,1997
3636,ton,1998
3759,ton,1999
3866,ton,2000
3983,ton,2001
4108,ton,2002
4189,ton,2003
4205,ton,2004
4139,ton,2005
4117,ton,2006
4051,ton,2007
4133,ton,2008
4103,ton,2009
4063,ton,2010
4092,ton,2011
15310,tto,1980
15740,tto,1981
16070,tto,1982
14330,tto,1983
13280,tto,1984
12570,tto,1985
12030,tto,1986
11390,tto,1987
10880,tto,1988
10730,tto,1989
10820,tto,1990
11030,tto,1991
10770,tto,1992
10530,tto,1993
10820,tto,1994
11180,tto,1995
11550,tto,1996
11800,tto,1997
12660,tto,1998
13160,tto,1999
13910,tto,2000
14420,tto,2001
15520,tto,2002
17700,tto,2003
19030,tto,2004
20060,tto,2005
22620,tto,2006
23610,tto,2007
24150,tto,2008
23260,tto,2009
23170,tto,2010
22760,tto,2011
4047,tun,1980
4158,tun,1981
4031,tun,1982
4112,tun,1983
4264,tun,1984
4369,tun,1985
4173,tun,1986
4341,tun,1987
4249,tun,1988
4268,tun,1989
4497,tun,1990
4580,tun,1991
4838,tun,1992
4848,tun,1993
4912,tun,1994
4948,tun,1995
5225,tun,1996
5434,tun,1997
5632,tun,1998
5893,tun,1999
6077,tun,2000
6300,tun,2001
6336,tun,2002
6643,tun,2003
6973,tun,2004
7182,tun,2005
7514,tun,2006
7909,tun,2007
8183,tun,2008
8347,tun,2009
8508,tun,2010
8258,tun,2011
5959,tur,1980
6107,tur,1981
6178,tur,1982
6336,tur,1983
6611,tur,1984
6746,tur,1985
7077,tur,1986
7604,tur,1987
7642,tur,1988
7532,tur,1989
8088,tur,1990
8008,tur,1991
8269,tur,1992
8754,tur,1993
8208,tur,1994
8711,tur,1995
9205,tur,1996
9745,tur,1997
9815,tur,1998
9341,tur,1999
9828,tur,2000
9136,tur,2001
9566,tur,2002
9934,tur,2003
10720,tur,2004
11460,tur,2005
12090,tur,2006
12490,tur,2007
12410,tur,2008
11660,tur,2009
12560,tur,2010
13470,tur,2011
3785,tkm,1987
4098,tkm,1988
3823,tkm,1989
3749,tkm,1990
3474,tkm,1991
3197,tkm,1992
2798,tkm,1993
2255,tkm,1994
2047,tkm,1995
1874,tkm,1996
1636,tkm,1997
1722,tkm,1998
1981,tkm,1999
2322,tkm,2000
2766,tkm,2001
3169,tkm,2002
3673,tkm,2003
4260,tkm,2004
4762,tkm,2005
5245,tkm,2006
5795,tkm,2007
6567,tkm,2008
6881,tkm,2009
7422,tkm,2010
8055,tkm,2011
568,uga,1982
582.5,uga,1983
562.3,uga,1984
525.8,uga,1985
509.7,uga,1986
511.1,uga,1987
533.5,uga,1988
547.4,uga,1989
562.7,uga,1990
574,uga,1991
574.1,uga,1992
602,uga,1993
620.5,uga,1994
670.9,uga,1995
709.8,uga,1996
724.1,uga,1997
737.5,uga,1998
773.3,uga,1999
773.5,uga,2000
788.5,uga,2001
830.5,uga,2002
856.1,uga,2003
885.1,uga,2004
911.1,uga,2005
977.1,uga,2006
1025,uga,2007
1079,uga,2008
1121,uga,2009
1149,uga,2010
1188,uga,2011
8175,ukr,1987
8348,ukr,1988
8629,ukr,1989
8063,ukr,1990
7369,ukr,1991
6635,ukr,1992
5688,ukr,1993
4405,ukr,1994
3899,ukr,1995
3540,ukr,1996
3465,ukr,1997
3430,ukr,1998
3456,ukr,1999
3696,ukr,2000
4077,ukr,2001
4332,ukr,2002
4778,ukr,2003
5397,ukr,2004
5583,ukr,2005
6032,ukr,2006
6547,ukr,2007
6734,ukr,2008
5763,ukr,2009
6023,ukr,2010
6359,ukr,2011
123300,are,1980
120000,are,1981
105700,are,1982
95710,are,1983
94730,are,1984
86590,are,1985
69530,are,1986
67710,are,1987
62070,are,1988
65730,are,1989
73500,are,1990
70210,are,1991
68800,are,1992
66130,are,1993
67170,are,1994
68140,are,1995
68430,are,1996
70140,are,1997
66670,are,1998
65250,are,1999
69080,are,2000
67470,are,2001
66870,are,2002
69630,are,2003
70930,are,2004
66850,are,2005
64130,are,2006
57090,are,2007
51360,are,2008
45200,are,2009
42350,are,2010
42290,are,2011
17380,gbr,1980
17160,gbr,1981
17550,gbr,1982
18190,gbr,1983
18650,gbr,1984
19280,gbr,1985
20010,gbr,1986
20880,gbr,1987
21880,gbr,1988
22320,gbr,1989
22430,gbr,1990
22050,gbr,1991
22020,gbr,1992
22460,gbr,1993
23360,gbr,1994
24010,gbr,1995
24640,gbr,1996
26100,gbr,1997
27020,gbr,1998
27920,gbr,1999
29060,gbr,2000
29860,gbr,2001
30540,gbr,2002
31490,gbr,2003
32260,gbr,2004
32740,gbr,2005
33390,gbr,2006
34320,gbr,2007
33720,gbr,2008
32030,gbr,2009
32470,gbr,2010
32470,gbr,2011
25510,usa,1980
25900,usa,1981
25150,usa,1982
26040,usa,1983
27680,usa,1984
28560,usa,1985
29270,usa,1986
29930,usa,1987
30870,usa,1988
31670,usa,1989
31900,usa,1990
31390,usa,1991
32010,usa,1992
32500,usa,1993
33430,usa,1994
33870,usa,1995
34750,usa,1996
35880,usa,1997
37030,usa,1998
38390,usa,1999
39540,usa,2000
39580,usa,2001
39930,usa,2002
40600,usa,2003
41630,usa,2004
42520,usa,2005
43230,usa,2006
43640,usa,2007
43070,usa,2008
41190,usa,2009
42080,usa,2010
42490,usa,2011
7809,ury,1980
7878,ury,1981
7063,ury,1982
6297,ury,1983
6185,ury,1984
6235,ury,1985
6742,ury,1986
7235,ury,1987
7296,ury,1988
7329,ury,1989
7301,ury,1990
7507,ury,1991
8044,ury,1992
8197,ury,1993
8730,ury,1994
8542,ury,1995
8985,ury,1996
9691,ury,1997
10070,ury,1998
9834,ury,1999
9609,ury,2000
9219,ury,2001
8505,ury,2002
8587,ury,2003
9021,ury,2004
9683,ury,2005
10050,ury,2006
10680,ury,2007
11410,ury,2008
11650,ury,2009
12640,ury,2010
13310,ury,2011
1881,uzb,1987
2004,uzb,1988
2018,uzb,1989
2002,uzb,1990
1950,uzb,1991
1692,uzb,1992
1616,uzb,1993
1502,uzb,1994
1462,uzb,1995
1458,uzb,1996
1506,uzb,1997
1545,uzb,1998
1594,uzb,1999
1632,uzb,2000
1679,uzb,2001
1725,uzb,2002
1777,uzb,2003
1892,uzb,2004
2001,uzb,2005
2121,uzb,2006
2290,uzb,2007
2456,uzb,2008
2611,uzb,2009
2754,uzb,2010
2903,uzb,2011
2766,vut,1980
2810,vut,1981
3038,vut,1982
3380,vut,1983
3621,vut,1984
3574,vut,1985
3489,vut,1986
3311,vut,1987
3179,vut,1988
3149,vut,1989
3427,vut,1990
3437,vut,1991
3424,vut,1992
3351,vut,1993
3556,vut,1994
3507,vut,1995
3515,vut,1996
3622,vut,1997
3713,vut,1998
3658,vut,1999
3794,vut,2000
3575,vut,2001
3330,vut,2002
3361,vut,2003
3416,vut,2004
3500,vut,2005
3661,vut,2006
3800,vut,2007
3935,vut,2008
3971,vut,2009
3991,vut,2010
4062,vut,2011
11590,ven,1980
11160,ven,1981
10600,ven,1982
9908,ven,1983
9772,ven,1984
9529,ven,1985
9887,ven,1986
9986,ven,1987
10310,ven,1988
9205,ven,1989
9574,ven,1990
10270,ven,1991
10650,ven,1992
10450,ven,1993
9984,ven,1994
10160,ven,1995
9935,ven,1996
10360,ven,1997
10190,ven,1998
9396,ven,1999
9564,ven,2000
9708,ven,2001
8689,ven,2002
7873,ven,2003
9151,ven,2004
9924,ven,2005
10720,ven,2006
11470,ven,2007
11880,ven,2008
11320,ven,2009
10970,ven,2010
11260,ven,2011
2868,pse,1994
2907,pse,1995
2860,pse,1996
3081,pse,1997
3334,pse,1998
3503,pse,1999
3195,pse,2000
2630,pse,2001
2284,pse,2002
2340,pse,2003
2402,pse,2004
2465,pse,2005
789.7,vnm,1984
803.3,vnm,1985
806.8,vnm,1986
815.4,vnm,1987
836.8,vnm,1988
877.5,vnm,1989
904.9,vnm,1990
941.3,vnm,1991
1005,vnm,1992
1067,vnm,1993
1142,vnm,1994
1231,vnm,1995
1324,vnm,1996
1410,vnm,1997
1469,vnm,1998
1516,vnm,1999
1597,vnm,2000
1686,vnm,2001
1784,vnm,2002
1893,vnm,2003
2016,vnm,2004
2161,vnm,2005
2313,vnm,2006
2482,vnm,2007
2611,vnm,2008
2721,vnm,2009
2875,vnm,2010
3013,vnm,2011
1812,yem,1990
1836,yem,1991
1888,yem,1992
1868,yem,1993
1903,yem,1994
1928,yem,1995
1946,yem,1996
1982,yem,1997
2040,yem,1998
2056,yem,1999
2120,yem,2000
2135,yem,2001
2153,yem,2002
2166,yem,2003
2183,yem,2004
2236,yem,2005
2238,yem,2006
2243,yem,2007
2255,yem,2008
2272,yem,2009
2373,yem,2010
2060,yem,2011
1532,zmb,1980
1574,zmb,1981
1481,zmb,1982
1405,zmb,1983
1357,zmb,1984
1336,zmb,1985
1305,zmb,1986
1299,zmb,1987
1341,zmb,1988
1289,zmb,1989
1249,zmb,1990
1216,zmb,1991
1165,zmb,1992
1214,zmb,1993
1082,zmb,1994
1025,zmb,1995
1067,zmb,1996
1072,zmb,1997
1024,zmb,1998
1019,zmb,1999
1029,zmb,2000
1054,zmb,2001
1064,zmb,2002
1093,zmb,2003
1125,zmb,2004
1158,zmb,2005
1200,zmb,2006
1242,zmb,2007
1278,zmb,2008
1323,zmb,2009
1401,zmb,2010
1423,zmb,2011
