geo,alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,time
png,3248,1990
png,3417,1991
png,3543,1992
png,4469,1993
png,4544,1994
png,4251,1995
png,4292,1996
png,4148,1997
png,4331,1998
png,4784,1999
png,4355,2000
png,4433,2001
png,4445,2002
png,4492,2003
pry,2536,1951
pry,2464,1952
pry,2334,1953
pry,2422,1954
pry,2576,1955
pry,2511,1956
pry,2545,1957
pry,2636,1958
pry,2558,1959
pry,2521,1960
pry,2626,1961
pry,2631,1962
pry,2658,1963
pry,2716,1964
pry,2733,1965
pry,2692,1966
pry,2827,1967
pry,2859,1968
pry,2906,1969
pry,2986,1970
pry,3049,1971
pry,3138,1972
pry,3172,1973
pry,3301,1974
pry,3491,1975
pry,3596,1976
pry,3896,1977
pry,4189,1978
pry,4522,1979
pry,4854,1980
pry,5097,1981
pry,5046,1982
pry,4881,1983
pry,4871,1984
pry,4944,1985
pry,4787,1986
pry,4849,1987
pry,5029,1988
pry,5167,1989
pry,5111,1990
pry,5098,1991
pry,5107,1992
pry,5183,1993
pry,5158,1994
pry,5264,1995
pry,5227,1996
pry,5248,1997
pry,5119,1998
pry,5057,1999
pry,4965,2000
pry,4995,2001
pry,4773,2002
pry,4718,2003
per,2398,1950
per,2684,1951
per,2749,1952
per,2725,1953
per,2749,1954
per,2862,1955
per,3000,1956
per,2975,1957
per,2901,1958
per,2788,1959
per,3048,1960
per,3219,1961
per,3441,1962
per,3612,1963
per,3723,1964
per,3857,1965
per,4083,1966
per,4124,1967
per,4203,1968
per,4291,1969
per,4629,1970
per,4706,1971
per,4717,1972
per,4868,1973
per,5123,1974
per,5205,1975
per,5182,1976
per,5114,1977
per,4784,1978
per,4777,1979
per,4970,1980
per,5051,1981
per,4987,1982
per,4323,1983
per,4338,1984
per,4337,1985
per,4714,1986
per,5034,1987
per,4488,1988
per,3776,1989
per,3523,1990
per,3510,1991
per,3417,1992
per,3494,1993
per,3827,1994
per,4047,1995
per,4079,1996
per,4261,1997
per,4158,1998
per,4152,1999
per,4205,2000
per,4145,2001
per,4265,2002
per,4351,2003
phl,1372,1950
phl,1394,1951
phl,1550,1952
phl,1601,1953
phl,1709,1954
phl,1721,1955
phl,1895,1956
phl,1817,1957
phl,1901,1958
phl,2017,1959
phl,2037,1960
phl,2080,1961
phl,2137,1962
phl,2237,1963
phl,2226,1964
phl,2286,1965
phl,2311,1966
phl,2308,1967
phl,2330,1968
phl,2360,1969
phl,2427,1970
phl,2493,1971
phl,2592,1972
phl,2772,1973
phl,2745,1974
phl,2867,1975
phl,3043,1976
phl,3135,1977
phl,3160,1978
phl,3153,1979
phl,3293,1980
phl,3382,1981
phl,3313,1982
phl,3331,1983
phl,3201,1984
phl,2928,1985
phl,3028,1986
phl,2973,1987
phl,3086,1988
phl,3165,1989
phl,3209,1990
phl,3187,1991
phl,3167,1992
phl,3156,1993
phl,3290,1994
phl,3274,1995
phl,3340,1996
phl,3515,1997
phl,3317,1998
phl,3458,1999
phl,3826,2000
phl,3644,2001
phl,3617,2002
phl,3576,2003
phl,3938,2004
pol,3898,1970
pol,4150,1971
pol,4530,1972
pol,4991,1973
pol,5339,1974
pol,5821,1975
pol,6299,1976
pol,6639,1977
pol,6762,1978
pol,6582,1979
pol,6236,1980
pol,5653,1981
pol,5118,1982
pol,5318,1983
pol,5539,1984
pol,5839,1985
pol,6057,1986
pol,6161,1987
pol,6338,1988
pol,6292,1989
pol,5897,1990
pol,5793,1991
pol,5906,1992
pol,6133,1993
pol,6384,1994
pol,6792,1995
pol,7180,1996
pol,7631,1997
pol,7969,1998
pol,8305,1999
pol,8611,2000
pol,8728,2001
pol,8867,2002
pol,9217,2003
pol,9708,2004
prt,2386,1950
prt,2611,1951
prt,2697,1952
prt,2815,1953
prt,2919,1954
prt,3017,1955
prt,3130,1956
prt,3258,1957
prt,3275,1958
prt,3442,1959
prt,3677,1960
prt,3909,1961
prt,4135,1962
prt,4343,1963
prt,4586,1964
prt,4922,1965
prt,5126,1966
prt,5562,1967
prt,6267,1968
prt,6488,1969
prt,6988,1970
prt,7469,1971
prt,8002,1972
prt,8849,1973
prt,8988,1974
prt,8335,1975
prt,8786,1976
prt,9208,1977
prt,9235,1978
prt,9561,1979
prt,9957,1980
prt,10110,1981
prt,10280,1982
prt,10160,1983
prt,9886,1984
prt,10130,1985
prt,10730,1986
prt,11400,1987
prt,12290,1988
prt,12910,1989
prt,13620,1990
prt,14040,1991
prt,14160,1992
prt,14000,1993
prt,14460,1994
prt,14680,1995
prt,15150,1996
prt,15660,1997
prt,16290,1998
prt,16830,1999
prt,17320,2000
prt,17550,2001
prt,17570,2002
prt,17330,2003
prt,17400,2004
pri,8415,1970
pri,8855,1971
pri,9379,1972
pri,9417,1973
pri,8701,1974
pri,8904,1975
pri,9785,1976
pri,10250,1977
pri,10900,1978
pri,10770,1979
pri,10720,1980
pri,10420,1981
pri,10160,1982
pri,10860,1983
pri,10990,1984
pri,11870,1985
pri,12360,1986
pri,13130,1987
pri,13950,1988
pri,14680,1989
pri,15120,1990
pri,15430,1991
pri,15650,1992
pri,16150,1993
pri,16690,1994
pri,16420,1995
pri,16780,1996
pri,17860,1997
pri,18570,1998
pri,19340,1999
pri,21210,2000
pri,21010,2001
pri,21490,2002
pri,22230,2003
qat,66880,1970
qat,72330,1971
qat,73110,1972
qat,78910,1973
qat,84690,1974
qat,67410,1975
qat,65180,1976
qat,60370,1977
qat,60540,1978
qat,58590,1979
qat,52380,1980
qat,49640,1981
qat,44470,1982
qat,39380,1983
qat,36920,1984
qat,32660,1985
qat,31460,1986
qat,29460,1987
qat,28930,1988
qat,29380,1989
qat,28740,1990
qat,27020,1991
qat,28490,1992
qat,26850,1993
qat,25640,1994
qat,24530,1995
qat,23440,1996
qat,27480,1997
qat,30930,1998
qat,32110,1999
qat,32260,2000
qat,31820,2001
qat,33440,2002
qat,36180,2003
rou,1263,1960
rou,1346,1961
rou,1394,1962
rou,1502,1963
rou,1575,1964
rou,1787,1965
rou,1841,1966
rou,2011,1967
rou,2100,1968
rou,2232,1969
rou,2375,1970
rou,2641,1971
rou,2879,1972
rou,3408,1973
rou,3244,1974
rou,3548,1975
rou,4246,1976
rou,4484,1977
rou,5152,1978
rou,5403,1979
rou,5627,1980
rou,5827,1981
rou,5956,1982
rou,6217,1983
rou,6580,1984
rou,6533,1985
rou,6644,1986
rou,6678,1987
rou,6573,1988
rou,6011,1989
rou,5637,1990
rou,4914,1991
rou,4511,1992
rou,4582,1993
rou,4801,1994
rou,5236,1995
rou,5519,1996
rou,5282,1997
rou,5145,1998
rou,5147,1999
rou,5211,2000
rou,5475,2001
rou,5789,2002
rou,6058,2003
rou,6586,2004
rus,12310,1990
rus,10730,1991
rus,9823,1992
rus,9489,1993
rus,8894,1994
rus,8462,1995
rus,7934,1996
rus,8340,1997
rus,8131,1998
rus,8533,1999
rus,9263,2000
rus,10050,2001
rus,10880,2002
rus,11790,2003
rwa,1023,1960
rwa,969.3,1961
rwa,1062,1962
rwa,922,1963
rwa,813.6,1964
rwa,855.8,1965
rwa,890.5,1966
rwa,922,1967
rwa,935.5,1968
rwa,1010,1969
rwa,1057,1970
rwa,1023,1971
rwa,993.6,1972
rwa,1019,1973
rwa,985.2,1974
rwa,925,1975
rwa,1089,1976
rwa,1075,1977
rwa,1147,1978
rwa,1246,1979
rwa,1255,1980
rwa,1339,1981
rwa,1290,1982
rwa,1344,1983
rwa,1191,1984
rwa,1215,1985
rwa,1258,1986
rwa,1228,1987
rwa,1189,1988
rwa,1218,1989
rwa,1006,1990
rwa,1017,1991
rwa,1040,1992
rwa,901.3,1993
rwa,521.8,1994
rwa,840.8,1995
rwa,927.8,1996
rwa,858.9,1997
rwa,943.2,1998
rwa,975.3,1999
rwa,1018,2000
rwa,1072,2001
rwa,1149,2002
rwa,1297,2003
wsm,2584,1970
wsm,2607,1971
wsm,2633,1972
wsm,2694,1973
wsm,2769,1974
wsm,2836,1975
wsm,2919,1976
wsm,2978,1977
wsm,3054,1978
wsm,3042,1979
wsm,3272,1980
wsm,2925,1981
wsm,3026,1982
wsm,2916,1983
wsm,2922,1984
wsm,3065,1985
wsm,3144,1986
wsm,3061,1987
wsm,3082,1988
wsm,3145,1989
wsm,2764,1990
wsm,2658,1991
wsm,2530,1992
wsm,2573,1993
wsm,2335,1994
wsm,2486,1995
wsm,2676,1996
wsm,2719,1997
wsm,2851,1998
wsm,2866,1999
wsm,3071,2000
wsm,3270,2001
wsm,3329,2002
wsm,3457,2003
stp,977,1970
stp,1077,1971
stp,1093,1972
stp,1042,1973
stp,1117,1974
stp,1200,1975
stp,1209,1976
stp,1593,1977
stp,1617,1978
stp,1933,1979
stp,1806,1980
stp,1428,1981
stp,1438,1982
stp,1319,1983
stp,1215,1984
stp,1315,1985
stp,1263,1986
stp,1271,1987
stp,1429,1988
stp,1486,1989
stp,1475,1990
stp,1437,1991
stp,1342,1992
stp,1299,1993
stp,1299,1994
stp,1270,1995
stp,1229,1996
stp,1316,1997
stp,1297,1998
stp,1243,1999
stp,1300,2000
stp,1355,2001
stp,1353,2002
stp,1384,2003
stp,1324,2004
sau,14960,1970
sau,17510,1971
sau,20950,1972
sau,26600,1973
sau,32130,1974
sau,30490,1975
sau,31520,1976
sau,30270,1977
sau,28630,1978
sau,30960,1979
sau,30970,1980
sau,30680,1981
sau,24660,1982
sau,19960,1983
sau,18240,1984
sau,17380,1985
sau,17260,1986
sau,16140,1987
sau,16570,1988
sau,16050,1989
sau,17420,1990
sau,18570,1991
sau,18680,1992
sau,17650,1993
sau,17400,1994
sau,16920,1995
sau,17000,1996
sau,16760,1997
sau,16460,1998
sau,15550,1999
sau,15830,2000
sau,15480,2001
sau,14690,2002
sau,16010,2003
sen,1797,1960
sen,1714,1961
sen,1699,1962
sen,1653,1963
sen,1635,1964
sen,1638,1965
sen,1653,1966
sen,1571,1967
sen,1621,1968
sen,1443,1969
sen,1496,1970
sen,1457,1971
sen,1459,1972
sen,1362,1973
sen,1388,1974
sen,1449,1975
sen,1570,1976
sen,1466,1977
sen,1428,1978
sen,1480,1979
sen,1414,1980
sen,1351,1981
sen,1518,1982
sen,1513,1983
sen,1391,1984
sen,1467,1985
sen,1459,1986
sen,1475,1987
sen,1520,1988
sen,1457,1989
sen,1441,1990
sen,1412,1991
sen,1385,1992
sen,1329,1993
sen,1353,1994
sen,1330,1995
sen,1347,1996
sen,1415,1997
sen,1411,1998
sen,1492,1999
sen,1571,2000
sen,1390,2001
sen,1371,2002
sen,1407,2003
scg,4419,1990
scg,3918,1991
scg,2836,1992
scg,1958,1993
scg,2001,1994
scg,2118,1995
scg,2237,1996
scg,2426,1997
scg,2579,1998
scg,1920,1999
scg,2095,2000
scg,2143,2001
scg,2922,2002
scg,2987,2003
syc,10590,2000
sle,1326,1970
sle,1340,1971
sle,1306,1972
sle,1318,1973
sle,1362,1974
sle,1371,1975
sle,1310,1976
sle,1302,1977
sle,1291,1978
sle,1335,1979
sle,1343,1980
sle,1357,1981
sle,1397,1982
sle,1340,1983
sle,1326,1984
sle,1407,1985
sle,1328,1986
sle,1372,1987
sle,1256,1988
sle,1197,1989
sle,1178,1990
sle,1074,1991
sle,941.5,1992
sle,909.4,1993
sle,905.6,1994
sle,946.2,1995
sle,961.9,1996
sle,801.7,1997
sle,721.6,1998
sle,663.1,1999
sle,683.7,2000
sle,666.5,2001
sle,689.5,2002
sle,712.8,2003
sgp,4211,1960
sgp,4285,1961
sgp,4438,1962
sgp,4632,1963
sgp,4393,1964
sgp,4537,1965
sgp,4763,1966
sgp,5028,1967
sgp,5571,1968
sgp,6028,1969
sgp,6844,1970
sgp,7445,1971
sgp,8046,1972
sgp,8836,1973
sgp,9420,1974
sgp,9352,1975
sgp,9843,1976
sgp,10180,1977
sgp,10960,1978
sgp,11950,1979
sgp,13000,1980
sgp,13130,1981
sgp,13420,1982
sgp,14410,1983
sgp,15190,1984
sgp,14590,1985
sgp,14700,1986
sgp,15890,1987
sgp,17040,1988
sgp,18140,1989
sgp,19470,1990
sgp,20220,1991
sgp,20940,1992
sgp,23090,1993
sgp,24500,1994
sgp,25820,1995
sgp,26740,1996
sgp,28310,1997
sgp,26450,1998
sgp,27480,1999
sgp,29430,2000
sgp,27190,2001
sgp,27410,2002
sgp,27000,2003
sgp,29420,2004
svk,9733,1987
svk,9910,1988
svk,10090,1989
svk,9903,1990
svk,8187,1991
svk,7766,1992
svk,7499,1993
svk,7873,1994
svk,8208,1995
svk,8600,1996
svk,8891,1997
svk,9294,1998
svk,9544,1999
svk,9697,2000
svk,9996,2001
svk,10480,2002
svk,10940,2003
svk,11330,2004
svn,15270,1990
svn,13860,1991
svn,13030,1992
svn,13610,1993
svn,14290,1994
svn,14940,1995
svn,15440,1996
svn,16130,1997
svn,16700,1998
svn,17560,1999
svn,18210,2000
svn,18660,2001
svn,19280,2002
svn,19760,2003
svn,20660,2004
slb,1995,1970
slb,1867,1971
slb,1728,1972
slb,1843,1973
slb,2147,1974
slb,1932,1975
slb,2145,1976
slb,2320,1977
slb,2477,1978
slb,2892,1979
slb,2620,1980
slb,2611,1981
slb,2425,1982
slb,2070,1983
slb,2141,1984
slb,2127,1985
slb,2036,1986
slb,2052,1987
slb,1939,1988
slb,2157,1989
slb,2188,1990
slb,2220,1991
slb,2510,1992
slb,2530,1993
slb,2518,1994
slb,2676,1995
slb,2673,1996
slb,2554,1997
slb,2515,1998
slb,2424,1999
slb,2013,2000
slb,1784,2001
slb,1696,2002
slb,1711,2003
som,1374,1970
som,1380,1971
som,1618,1972
som,1384,1973
som,1469,1974
som,1393,1975
som,1190,1976
som,1307,1977
som,1443,1978
som,1257,1979
som,1137,1980
som,1107,1981
som,1202,1982
som,1105,1983
som,992.4,1984
som,878.4,1985
som,980.1,1986
som,993.1,1987
som,1034,1988
som,998.8,1989
som,993.6,1990
som,1014,1991
som,943.4,1992
som,949.6,1993
som,749.2,1994
som,735.8,1995
som,744.2,1996
som,704.8,1997
som,699.4,1998
som,682.7,1999
som,681.6,2000
som,680,2001
som,679.8,2002
som,682.5,2003
som,672.5,2004
zaf,4101,1950
zaf,4018,1951
zaf,4023,1952
zaf,4238,1953
zaf,4365,1954
zaf,4431,1955
zaf,4592,1956
zaf,4689,1957
zaf,4621,1958
zaf,4786,1959
zaf,4886,1960
zaf,5195,1961
zaf,5496,1962
zaf,5528,1963
zaf,5511,1964
zaf,5712,1965
zaf,5924,1966
zaf,5981,1967
zaf,6233,1968
zaf,6294,1969
zaf,6404,1970
zaf,6481,1971
zaf,6682,1972
zaf,6707,1973
zaf,6569,1974
zaf,6821,1975
zaf,6984,1976
zaf,7138,1977
zaf,7083,1978
zaf,7220,1979
zaf,7514,1980
zaf,7467,1981
zaf,7588,1982
zaf,7794,1983
zaf,7761,1984
zaf,7649,1985
zaf,7427,1986
zaf,7458,1987
zaf,7543,1988
zaf,7687,1989
zaf,7723,1990
zaf,7562,1991
zaf,7279,1992
zaf,7284,1993
zaf,7311,1994
zaf,7335,1995
zaf,7545,1996
zaf,7672,1997
zaf,7697,1998
zaf,7916,1999
zaf,8226,2000
zaf,8447,2001
zaf,8655,2002
zaf,8835,2003
zaf,9145,2004
esp,2972,1950
esp,3445,1951
esp,3585,1952
esp,3425,1953
esp,3858,1954
esp,4052,1955
esp,4327,1956
esp,4480,1957
esp,4632,1958
esp,4485,1959
esp,4965,1960
esp,5532,1961
esp,6045,1962
esp,6577,1963
esp,6858,1964
esp,7249,1965
esp,7723,1966
esp,7962,1967
esp,8374,1968
esp,9058,1969
esp,9327,1970
esp,9625,1971
esp,10350,1972
esp,11080,1973
esp,11620,1974
esp,11550,1975
esp,11840,1976
esp,11960,1977
esp,11960,1978
esp,11900,1979
esp,12060,1980
esp,11950,1981
esp,12030,1982
esp,12190,1983
esp,12350,1984
esp,12580,1985
esp,12950,1986
esp,13610,1987
esp,14250,1988
esp,14890,1989
esp,15400,1990
esp,15730,1991
esp,15830,1992
esp,15600,1993
esp,15920,1994
esp,16310,1995
esp,16660,1996
esp,17260,1997
esp,17980,1998
esp,18740,1999
esp,19540,2000
esp,20030,2001
esp,20320,2002
esp,20640,2003
esp,20970,2004
lka,823,1950
lka,828.5,1951
lka,871.9,1952
lka,823.5,1953
lka,885.8,1954
lka,860.2,1955
lka,777.3,1956
lka,778.4,1957
lka,843.6,1958
lka,820.4,1959
lka,865.4,1960
lka,952.4,1961
lka,932.4,1962
lka,999.1,1963
lka,1036,1964
lka,1071,1965
lka,1070,1966
lka,1150,1967
lka,1138,1968
lka,1166,1969
lka,1241,1970
lka,1285,1971
lka,1363,1972
lka,1447,1973
lka,1497,1974
lka,1506,1975
lka,1519,1976
lka,1546,1977
lka,1665,1978
lka,1737,1979
lka,1854,1980
lka,1989,1981
lka,2098,1982
lka,2071,1983
lka,2110,1984
lka,2359,1985
lka,2442,1986
lka,2440,1987
lka,2480,1988
lka,2526,1989
lka,2756,1990
lka,2737,1991
lka,2917,1992
lka,3044,1993
lka,3154,1994
lka,3353,1995
lka,3496,1996
lka,3647,1997
lka,3740,1998
lka,3904,1999
lka,4047,2000
lka,4046,2001
lka,4111,2002
lka,4274,2003
kna,3817,1970
kna,3744,1971
kna,4193,1972
kna,4387,1973
kna,4311,1974
kna,4480,1975
kna,4389,1976
kna,4270,1977
kna,4829,1978
kna,4923,1979
kna,4999,1980
kna,5971,1981
kna,5914,1982
kna,5918,1983
kna,6523,1984
kna,7035,1985
kna,7343,1986
kna,7712,1987
kna,7229,1988
kna,7605,1989
kna,8313,1990
kna,9033,1991
kna,9565,1992
kna,9983,1993
kna,11270,1994
kna,11480,1995
kna,12220,1996
kna,13180,1997
kna,13510,1998
kna,14940,1999
kna,14390,2000
kna,14390,2001
kna,14610,2002
kna,14650,2003
lca,2883,1970
lca,3216,1971
lca,3336,1972
lca,3302,1973
lca,3328,1974
lca,3323,1975
lca,3078,1976
lca,3555,1977
lca,3337,1978
lca,3737,1979
lca,3565,1980
lca,3606,1981
lca,3781,1982
lca,4149,1983
lca,4462,1984
lca,4757,1985
lca,5449,1986
lca,5527,1987
lca,6008,1988
lca,6301,1989
lca,6451,1990
lca,6411,1991
lca,6809,1992
lca,6866,1993
lca,6480,1994
lca,6669,1995
lca,6561,1996
lca,6419,1997
lca,6846,1998
lca,6902,1999
lca,6839,2000
lca,6480,2001
lca,6566,2002
lca,6717,2003
vct,2537,1970
vct,2615,1971
vct,3242,1972
vct,2844,1973
vct,2562,1974
vct,2335,1975
vct,2433,1976
vct,2507,1977
vct,3004,1978
vct,2942,1979
vct,2840,1980
vct,3328,1981
vct,3530,1982
vct,3737,1983
vct,3950,1984
vct,3931,1985
vct,4148,1986
vct,4214,1987
vct,4514,1988
vct,4800,1989
vct,5560,1990
vct,5386,1991
vct,6073,1992
vct,6495,1993
vct,6269,1994
vct,6649,1995
vct,6781,1996
vct,6463,1997
vct,6433,1998
vct,6962,1999
vct,7672,2000
vct,7633,2001
vct,7948,2002
vct,7748,2003
sdn,984.2,1970
sdn,1008,1971
sdn,1014,1972
sdn,1103,1973
sdn,1080,1974
sdn,1083,1975
sdn,1165,1976
sdn,1176,1977
sdn,1138,1978
sdn,1094,1979
sdn,1048,1980
sdn,1064,1981
sdn,1065,1982
sdn,983.4,1983
sdn,939.9,1984
sdn,966.5,1985
sdn,997,1986
sdn,1033,1987
sdn,1026,1988
sdn,1030,1989
sdn,1048,1990
sdn,1087,1991
sdn,1103,1992
sdn,1113,1993
sdn,1121,1994
sdn,1143,1995
sdn,1156,1996
sdn,1191,1997
sdn,1103,1998
sdn,979.4,1999
sdn,1048,2000
sdn,1095,2001
sdn,1123,2002
sdn,1176,2003
sur,3728,1970
sur,3806,1971
sur,3715,1972
sur,3646,1973
sur,3684,1974
sur,4008,1975
sur,4272,1976
sur,4710,1977
sur,5003,1978
sur,5010,1979
sur,4647,1980
sur,5006,1981
sur,4875,1982
sur,4913,1983
sur,4780,1984
sur,5311,1985
sur,4926,1986
sur,4352,1987
sur,4960,1988
sur,4858,1989
sur,4679,1990
sur,4867,1991
sur,4579,1992
sur,3747,1993
sur,3052,1994
sur,2829,1995
sur,3855,1996
sur,4446,1997
sur,4830,1998
sur,6252,1999
sur,4753,2000
sur,6122,2001
sur,5939,2002
sur,7866,2003
swz,2763,1970
swz,2861,1971
swz,3185,1972
swz,3744,1973
swz,4139,1974
swz,4478,1975
swz,4551,1976
swz,4830,1977
swz,5130,1978
swz,5469,1979
swz,5519,1980
swz,5464,1981
swz,5415,1982
swz,5334,1983
swz,5490,1984
swz,5475,1985
swz,5929,1986
swz,6456,1987
swz,6628,1988
swz,7036,1989
swz,7393,1990
swz,7230,1991
swz,7054,1992
swz,7075,1993
swz,7244,1994
swz,7397,1995
swz,7519,1996
swz,7609,1997
swz,7682,1998
swz,8311,1999
swz,8517,2000
swz,9025,2001
swz,9329,2002
swz,8934,2003
swz,9193,2004
swe,8441,1950
swe,8568,1951
swe,8720,1952
swe,8999,1953
swe,9434,1954
swe,9637,1955
swe,9881,1956
swe,10020,1957
swe,10260,1958
swe,10720,1959
swe,10960,1960
swe,11480,1961
swe,11880,1962
swe,12450,1963
swe,13100,1964
swe,13500,1965
swe,13690,1966
swe,14010,1967
swe,14380,1968
swe,14920,1969
swe,15690,1970
swe,15690,1971
swe,16000,1972
swe,16430,1973
swe,16920,1974
swe,17400,1975
swe,17660,1976
swe,17270,1977
swe,17340,1978
swe,17950,1979
swe,18170,1980
swe,17960,1981
swe,18130,1982
swe,18280,1983
swe,19030,1984
swe,19530,1985
swe,20020,1986
swe,20670,1987
swe,21130,1988
swe,21650,1989
swe,21710,1990
swe,21250,1991
swe,20880,1992
swe,20230,1993
swe,20920,1994
swe,21650,1995
swe,21860,1996
swe,22290,1997
swe,23100,1998
swe,24170,1999
swe,25230,2000
swe,25400,2001
swe,25760,2002
swe,26140,2003
swe,27080,2004
che,10980,1950
che,11770,1951
che,11500,1952
che,11740,1953
che,12370,1954
che,13060,1955
che,13810,1956
che,14080,1957
che,13310,1958
che,14260,1959
che,15250,1960
che,16210,1961
che,16690,1962
che,17130,1963
che,17830,1964
che,17950,1965
che,18140,1966
che,18510,1967
che,18960,1968
che,19770,1969
che,21080,1970
che,21840,1971
che,22480,1972
che,23070,1973
che,23230,1974
che,21140,1975
che,21040,1976
che,21670,1977
che,22120,1978
che,22890,1979
che,24040,1980
che,24230,1981
che,23770,1982
che,23820,1983
che,24390,1984
che,24940,1985
che,25240,1986
che,25370,1987
che,25900,1988
che,26720,1989
che,27450,1990
che,26980,1991
che,26750,1992
che,26570,1993
che,26820,1994
che,26840,1995
che,26790,1996
che,27090,1997
che,27850,1998
che,27970,1999
che,28830,2000
che,29020,2001
che,28990,2002
che,28790,2003
che,29280,2004
syr,828.8,1960
syr,837.5,1961
syr,1071,1962
syr,927.7,1963
syr,1105,1964
syr,1099,1965
syr,954.1,1966
syr,1015,1967
syr,1025,1968
syr,1162,1969
syr,1066,1970
syr,1138,1971
syr,1380,1972
syr,1280,1973
syr,1453,1974
syr,1657,1975
syr,1736,1976
syr,1514,1977
syr,1724,1978
syr,1792,1979
syr,1900,1980
syr,2063,1981
syr,2096,1982
syr,2064,1983
syr,1947,1984
syr,1867,1985
syr,1724,1986
syr,1653,1987
syr,1831,1988
syr,1535,1989
syr,1519,1990
syr,1612,1991
syr,1687,1992
syr,1727,1993
syr,1756,1994
syr,1840,1995
syr,1975,1996
syr,2039,1997
syr,2119,1998
syr,1993,1999
syr,2001,2000
syr,1975,2001
syr,2021,2002
syr,2016,2003
twn,1016,1951
twn,1099,1952
twn,1162,1953
twn,1228,1954
twn,1283,1955
twn,1300,1956
twn,1350,1957
twn,1395,1958
twn,1449,1959
twn,1491,1960
twn,1547,1961
twn,1621,1962
twn,1721,1963
twn,1882,1964
twn,2035,1965
twn,2159,1966
twn,2326,1967
twn,2480,1968
twn,2639,1969
twn,2872,1970
twn,3173,1971
twn,3529,1972
twn,3906,1973
twn,3868,1974
twn,3991,1975
twn,4450,1976
twn,4806,1977
twn,5357,1978
twn,5672,1979
twn,5945,1980
twn,6204,1981
twn,6327,1982
twn,6762,1983
twn,7378,1984
twn,7661,1985
twn,8464,1986
twn,9423,1987
twn,10040,1988
twn,10750,1989
twn,11280,1990
twn,12000,1991
twn,12760,1992
twn,13530,1993
twn,14390,1994
twn,15180,1995
twn,15990,1996
twn,16840,1997
twn,17410,1998
twn,18250,1999
twn,19180,2000
twn,18750,2001
twn,19370,2002
twn,19890,2003
twn,20870,2004
tjk,2410,1993
tjk,2291,1994
tjk,1520,1995
tjk,1381,1996
tjk,1268,1997
tjk,1199,1998
tjk,1450,1999
tjk,1660,2000
tjk,1689,2001
tjk,1847,2002
tjk,1942,2003
tza,497.8,1960
tza,452.1,1961
tza,494.6,1962
tza,498.5,1963
tza,565.5,1964
tza,556,1965
tza,571.6,1966
tza,583.7,1967
tza,615.5,1968
tza,613.2,1969
tza,576.1,1970
tza,558.6,1971
tza,581,1972
tza,572.4,1973
tza,564.5,1974
tza,580.4,1975
tza,600.8,1976
tza,581.6,1977
tza,570.5,1978
tza,571.2,1979
tza,570.5,1980
tza,554.9,1981
tza,538.2,1982
tza,512.4,1983
tza,510,1984
tza,502.2,1985
tza,495.8,1986
tza,495.7,1987
tza,495.8,1988
tza,493.5,1989
tza,498.3,1990
tza,515.1,1991
tza,498.9,1992
tza,492.8,1993
tza,474.4,1994
tza,484.7,1995
tza,491.3,1996
tza,773.1,1997
tza,800.8,1998
tza,819.1,1999
tza,816.7,2000
tza,848.2,2001
tza,898.7,2002
tza,911.9,2003
tha,1144,1950
tha,1063,1951
tha,1010,1952
tha,893.3,1953
tha,947.4,1954
tha,850.1,1955
tha,861.7,1956
tha,938.5,1957
tha,926.3,1958
tha,994.1,1959
tha,1086,1960
tha,1108,1961
tha,1150,1962
tha,1206,1963
tha,1249,1964
tha,1311,1965
tha,1408,1966
tha,1474,1967
tha,1553,1968
tha,1609,1969
tha,1748,1970
tha,1848,1971
tha,1833,1972
tha,1939,1973
tha,1993,1974
tha,2068,1975
tha,2233,1976
tha,2409,1977
tha,2652,1978
tha,2639,1979
tha,2742,1980
tha,2917,1981
tha,3055,1982
tha,3047,1983
tha,3206,1984
tha,3393,1985
tha,3495,1986
tha,3673,1987
tha,3950,1988
tha,4319,1989
tha,4845,1990
tha,5196,1991
tha,5578,1992
tha,5922,1993
tha,6331,1994
tha,6680,1995
tha,6915,1996
tha,6773,1997
tha,6159,1998
tha,6383,1999
tha,6474,2000
tha,6638,2001
tha,6883,2002
tha,7275,2003
tgo,838.2,1960
tgo,922.9,1961
tgo,901.6,1962
tgo,921.4,1963
tgo,958.1,1964
tgo,1027,1965
tgo,1168,1966
tgo,1237,1967
tgo,1293,1968
tgo,1352,1969
tgo,1302,1970
tgo,1376,1971
tgo,1403,1972
tgo,1287,1973
tgo,1316,1974
tgo,1282,1975
tgo,1321,1976
tgo,1291,1977
tgo,1310,1978
tgo,1351,1979
tgo,1314,1980
tgo,1104,1981
tgo,1067,1982
tgo,977.4,1983
tgo,1029,1984
tgo,932.6,1985
tgo,869.7,1986
tgo,869.7,1987
tgo,902.2,1988
tgo,920.1,1989
tgo,906.7,1990
tgo,890.6,1991
tgo,826,1992
tgo,815,1993
tgo,883.9,1994
tgo,898.4,1995
tgo,878.7,1996
tgo,874.2,1997
tgo,909.8,1998
tgo,868.8,1999
tgo,823.2,2000
tgo,784,2001
tgo,731.4,2002
tgo,788.5,2003
tgo,773.7,2004
ton,1042,1970
ton,1045,1971
ton,1056,1972
ton,979.4,1973
ton,1069,1974
ton,1099,1975
ton,1175,1976
ton,1201,1977
ton,1158,1978
ton,1151,1979
ton,1240,1980
ton,1759,1981
ton,2037,1982
ton,1995,1983
