geo,alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,time
eth,463.7,1986
eth,363.9,1987
eth,462.9,1988
eth,429,1989
eth,463.8,1990
eth,437.2,1991
eth,552.3,1992
eth,593.2,1993
eth,595.6,1994
eth,607.5,1995
eth,645.6,1996
eth,668.7,1997
eth,668.7,1998
eth,722.9,1999
eth,725.4,2000
eth,723.4,2001
eth,737.7,2002
eth,687.3,2003
fji,3138,1970
fji,3291,1971
fji,3460,1972
fji,3946,1973
fji,3917,1974
fji,3916,1975
fji,3987,1976
fji,4027,1977
fji,4108,1978
fji,4626,1979
fji,4464,1980
fji,4324,1981
fji,4312,1982
fji,3999,1983
fji,4323,1984
fji,4482,1985
fji,4059,1986
fji,4124,1987
fji,3931,1988
fji,4071,1989
fji,5169,1990
fji,5194,1991
fji,4883,1992
fji,4672,1993
fji,4750,1994
fji,4753,1995
fji,5017,1996
fji,4777,1997
fji,4763,1998
fji,4678,1999
fji,4572,2000
fji,4656,2001
fji,4891,2002
fji,4919,2003
fin,5139,1950
fin,5611,1951
fin,5851,1952
fin,5669,1953
fin,6157,1954
fin,6602,1955
fin,6730,1956
fin,6682,1957
fin,6587,1958
fin,7041,1959
fin,7674,1960
fin,8204,1961
fin,8352,1962
fin,8575,1963
fin,9006,1964
fin,9495,1965
fin,9676,1966
fin,9816,1967
fin,9985,1968
fin,10960,1969
fin,11800,1970
fin,11970,1971
fin,12670,1972
fin,13380,1973
fin,14090,1974
fin,14010,1975
fin,13740,1976
fin,14010,1977
fin,14100,1978
fin,14950,1979
fin,15760,1980
fin,16050,1981
fin,16480,1982
fin,16760,1983
fin,17160,1984
fin,17380,1985
fin,17640,1986
fin,18210,1987
fin,19160,1988
fin,20290,1989
fin,19880,1990
fin,18220,1991
fin,17310,1992
fin,16800,1993
fin,17450,1994
fin,18220,1995
fin,18590,1996
fin,19900,1997
fin,21070,1998
fin,21590,1999
fin,22740,2000
fin,22910,2001
fin,23460,2002
fin,23790,2003
fin,24610,2004
fra,6042,1950
fra,6378,1951
fra,6699,1952
fra,6808,1953
fra,6849,1954
fra,7066,1955
fra,7583,1956
fra,7906,1957
fra,7944,1958
fra,8201,1959
fra,8605,1960
fra,8961,1961
fra,9450,1962
fra,9817,1963
fra,10360,1964
fra,10700,1965
fra,11150,1966
fra,11580,1967
fra,12010,1968
fra,12800,1969
fra,13360,1970
fra,13880,1971
fra,14400,1972
fra,15080,1973
fra,15380,1974
fra,15190,1975
fra,15820,1976
fra,16200,1977
fra,16660,1978
fra,17150,1979
fra,17400,1980
fra,17540,1981
fra,18000,1982
fra,18170,1983
fra,18320,1984
fra,18620,1985
fra,19050,1986
fra,19400,1987
fra,20170,1988
fra,20830,1989
fra,21300,1990
fra,21400,1991
fra,21650,1992
fra,21220,1993
fra,21590,1994
fra,22020,1995
fra,22120,1996
fra,22570,1997
fra,23370,1998
fra,24110,1999
fra,25040,2000
fra,25440,2001
fra,25580,2002
fra,25660,2003
fra,26170,2004
gab,6596,1960
gab,7086,1961
gab,7807,1962
gab,9204,1963
gab,10290,1964
gab,11280,1965
gab,10470,1966
gab,12230,1967
gab,12410,1968
gab,13480,1969
gab,14430,1970
gab,14890,1971
gab,17460,1972
gab,18710,1973
gab,21120,1974
gab,20540,1975
gab,28770,1976
gab,21740,1977
gab,15000,1978
gab,14600,1979
gab,15750,1980
gab,14110,1981
gab,14270,1982
gab,14030,1983
gab,14140,1984
gab,14010,1985
gab,13180,1986
gab,12670,1987
gab,12380,1988
gab,12310,1989
gab,13050,1990
gab,13200,1991
gab,12870,1992
gab,12960,1993
gab,13640,1994
gab,13470,1995
gab,13290,1996
gab,12620,1997
gab,12320,1998
gab,11120,1999
gab,10440,2000
gab,9985,2001
gab,9650,2002
gab,9562,2003
gab,9257,2004
gmb,760.5,1960
gmb,680.1,1961
gmb,635.3,1962
gmb,805,1963
gmb,729.1,1964
gmb,898.3,1965
gmb,919.7,1966
gmb,890.3,1967
gmb,914.9,1968
gmb,904.2,1969
gmb,923.2,1970
gmb,899,1971
gmb,874.1,1972
gmb,922.7,1973
gmb,943.5,1974
gmb,1014,1975
gmb,995.3,1976
gmb,1012,1977
gmb,935.1,1978
gmb,872.8,1979
gmb,887.8,1980
gmb,894.2,1981
gmb,974.2,1982
gmb,964.2,1983
gmb,928.1,1984
gmb,904.1,1985
gmb,934.7,1986
gmb,914,1987
gmb,918.6,1988
gmb,919.4,1989
gmb,912.5,1990
gmb,890.3,1991
gmb,889.9,1992
gmb,871.7,1993
gmb,829.5,1994
gmb,772.7,1995
gmb,787.4,1996
gmb,787.6,1997
gmb,834.1,1998
gmb,925.5,1999
gmb,953.9,2000
gmb,963.2,2001
gmb,890.6,2002
gmb,937.4,2003
geo,4616,1992
geo,2769,1993
geo,2503,1994
geo,2635,1995
geo,3345,1996
geo,3697,1997
geo,3664,1998
geo,3714,1999
geo,3886,2000
geo,3982,2001
geo,4236,2002
geo,4224,2003
geo,5788,2004
deu,13550,1970
deu,13970,1971
deu,14510,1972
deu,15090,1973
deu,15000,1974
deu,14890,1975
deu,15630,1976
deu,16110,1977
deu,16630,1978
deu,17370,1979
deu,17550,1980
deu,17470,1981
deu,17300,1982
deu,17660,1983
deu,18090,1984
deu,18400,1985
deu,18880,1986
deu,19130,1987
deu,19740,1988
deu,20340,1989
deu,21280,1990
deu,22130,1991
deu,22480,1992
deu,22160,1993
deu,22630,1994
deu,22950,1995
deu,23070,1996
deu,23420,1997
deu,23870,1998
deu,24320,1999
deu,25060,2000
deu,25320,2001
deu,25260,2002
deu,25190,2003
deu,25610,2004
gha,476.2,1955
gha,575.7,1956
gha,596.6,1957
gha,633.5,1958
gha,505.1,1959
gha,372.1,1960
gha,456.3,1961
gha,661.3,1962
gha,527.6,1963
gha,680.4,1964
gha,314.2,1965
gha,677,1966
gha,675.8,1967
gha,844.7,1968
gha,828.7,1969
gha,1041,1970
gha,1129,1971
gha,1432,1972
gha,1296,1973
gha,1239,1974
gha,1078,1975
gha,1065,1976
gha,957.6,1977
gha,1181,1978
gha,1190,1979
gha,1140,1980
gha,1130,1981
gha,1181,1982
gha,1042,1983
gha,1079,1984
gha,1014,1985
gha,1094,1986
gha,1091,1987
gha,1136,1988
gha,1152,1989
gha,1153,1990
gha,1156,1991
gha,1195,1992
gha,1194,1993
gha,1167,1994
gha,1224,1995
gha,1225,1996
gha,1127,1997
gha,1205,1998
gha,1221,1999
gha,1392,2000
gha,1373,2001
gha,1449,2002
gha,1440,2003
grc,2928,1951
grc,2839,1952
grc,3081,1953
grc,3168,1954
grc,3315,1955
grc,3584,1956
grc,3809,1957
grc,3962,1958
grc,4082,1959
grc,4156,1960
grc,4588,1961
grc,4644,1962
grc,5095,1963
grc,5493,1964
grc,5991,1965
grc,6314,1966
grc,6626,1967
grc,7041,1968
grc,7686,1969
grc,8240,1970
grc,8843,1971
grc,9697,1972
grc,10430,1973
grc,9693,1974
grc,10220,1975
grc,10790,1976
grc,10970,1977
grc,11600,1978
grc,11820,1979
grc,11770,1980
grc,11480,1981
grc,11290,1982
grc,11110,1983
grc,11270,1984
grc,11500,1985
grc,11520,1986
grc,11220,1987
grc,11680,1988
grc,12070,1989
grc,12000,1990
grc,12280,1991
grc,12250,1992
grc,11930,1993
grc,12050,1994
grc,12190,1995
grc,12380,1996
grc,12750,1997
grc,13100,1998
grc,13480,1999
grc,13980,2000
grc,14590,2001
grc,15090,2002
grc,15790,2003
grc,16490,2004
grd,3015,1970
grd,3049,1971
grd,3082,1972
grd,3122,1973
grd,3182,1974
grd,3237,1975
grd,3278,1976
grd,3347,1977
grd,3567,1978
grd,3403,1979
grd,3540,1980
grd,3326,1981
grd,3548,1982
grd,3707,1983
grd,4052,1984
grd,4360,1985
grd,4466,1986
grd,3660,1987
grd,3823,1988
grd,3977,1989
grd,4203,1990
grd,4318,1991
grd,4529,1992
grd,4456,1993
grd,4483,1994
grd,4692,1995
grd,4796,1996
grd,5011,1997
grd,5410,1998
grd,5566,1999
grd,5896,2000
grd,5962,2001
grd,6100,2002
grd,6141,2003
gtm,2275,1950
gtm,2279,1951
gtm,2320,1952
gtm,2316,1953
gtm,2274,1954
gtm,2188,1955
gtm,2240,1956
gtm,2289,1957
gtm,2382,1958
gtm,2464,1959
gtm,2493,1960
gtm,2575,1961
gtm,2568,1962
gtm,2646,1963
gtm,2662,1964
gtm,2700,1965
gtm,2806,1966
gtm,2815,1967
gtm,2952,1968
gtm,3091,1969
gtm,3152,1970
gtm,3184,1971
gtm,3406,1972
gtm,3485,1973
gtm,3513,1974
gtm,3552,1975
gtm,3566,1976
gtm,3707,1977
gtm,3764,1978
gtm,3931,1979
gtm,4067,1980
gtm,3959,1981
gtm,3810,1982
gtm,3704,1983
gtm,3604,1984
gtm,3532,1985
gtm,3478,1986
gtm,3405,1987
gtm,3445,1988
gtm,3478,1989
gtm,3500,1990
gtm,3492,1991
gtm,3447,1992
gtm,3509,1993
gtm,3546,1994
gtm,3608,1995
gtm,3664,1996
gtm,3654,1997
gtm,3743,1998
gtm,3824,1999
gtm,3859,2000
gtm,3829,2001
gtm,3783,2002
gtm,3805,2003
gin,2689,1959
gin,3067,1960
gin,3218,1961
gin,3094,1962
gin,3142,1963
gin,2807,1964
gin,2865,1965
gin,2851,1966
gin,2749,1967
gin,2728,1968
gin,2637,1969
gin,2319,1970
gin,2374,1971
gin,2335,1972
gin,2310,1973
gin,2380,1974
gin,2398,1975
gin,2560,1976
gin,2434,1977
gin,2516,1978
gin,2463,1979
gin,2546,1980
gin,2464,1981
gin,2474,1982
gin,2297,1983
gin,2163,1984
gin,2107,1985
gin,2146,1986
gin,2146,1987
gin,2253,1988
gin,2233,1989
gin,2196,1990
gin,2158,1991
gin,2188,1992
gin,2207,1993
gin,2130,1994
gin,2261,1995
gin,2323,1996
gin,2392,1997
gin,2543,1998
gin,2553,1999
gin,2546,2000
gin,2721,2001
gin,2853,2002
gin,2888,2003
gin,2934,2004
gnb,480.4,1960
gnb,471.9,1961
gnb,467.7,1962
gnb,546.7,1963
gnb,587.3,1964
gnb,630.1,1965
gnb,568.1,1966
gnb,640.7,1967
gnb,661.3,1968
gnb,729.8,1969
gnb,690.1,1970
gnb,678.4,1971
gnb,625.5,1972
gnb,632.4,1973
gnb,663.8,1974
gnb,761.5,1975
gnb,719.1,1976
gnb,705.9,1977
gnb,651.2,1978
gnb,655.6,1979
gnb,505.4,1980
gnb,635.7,1981
gnb,631.4,1982
gnb,632.3,1983
gnb,654.8,1984
gnb,628.9,1985
gnb,634.6,1986
gnb,619.8,1987
gnb,603.6,1988
gnb,639,1989
gnb,641.8,1990
gnb,643.9,1991
gnb,454.3,1992
gnb,541,1993
gnb,623.2,1994
gnb,631.5,1995
gnb,667,1996
gnb,671.3,1997
gnb,492,1998
gnb,543.1,1999
gnb,762.4,2000
gnb,576.7,2001
gnb,548.1,2002
gnb,582.8,2003
guy,3733,2000
hti,1768,1970
hti,1818,1971
hti,1769,1972
hti,1794,1973
hti,1845,1974
hti,1871,1975
hti,2107,1976
hti,2141,1977
hti,2272,1978
hti,2339,1979
hti,2612,1980
hti,2557,1981
hti,2329,1982
hti,2278,1983
hti,2283,1984
hti,2265,1985
hti,2199,1986
hti,2120,1987
hti,2160,1988
hti,1945,1989
hti,1950,1990
hti,1905,1991
hti,1781,1992
hti,1898,1993
hti,1712,1994
hti,1912,1995
hti,1873,1996
hti,1882,1997
hti,1931,1998
hti,1934,1999
hti,2069,2000
hnd,1764,1950
hnd,1755,1951
hnd,1656,1952
hnd,1725,1953
hnd,1530,1954
hnd,1507,1955
hnd,1721,1956
hnd,1697,1957
hnd,1766,1958
hnd,1807,1959
hnd,1719,1960
hnd,1710,1961
hnd,1705,1962
hnd,1655,1963
hnd,1695,1964
hnd,1802,1965
hnd,1819,1966
hnd,1805,1967
hnd,1876,1968
hnd,1837,1969
hnd,1848,1970
hnd,1999,1971
hnd,2075,1972
hnd,2077,1973
hnd,1861,1974
hnd,1960,1975
hnd,2098,1976
hnd,2136,1977
hnd,2250,1978
hnd,2336,1979
hnd,2303,1980
hnd,2405,1981
hnd,2446,1982
hnd,2345,1983
hnd,2298,1984
hnd,2350,1985
hnd,2341,1986
hnd,2384,1987
hnd,2381,1988
hnd,2445,1989
hnd,2366,1990
hnd,2305,1991
hnd,2362,1992
hnd,2330,1993
hnd,2169,1994
hnd,2214,1995
hnd,2284,1996
hnd,2332,1997
hnd,2333,1998
hnd,2164,1999
hnd,2240,2000
hnd,2258,2001
hnd,2294,2002
hnd,2292,2003
hnd,2313,2004
hkg,3264,1960
hkg,3356,1961
hkg,3664,1962
hkg,4360,1963
hkg,4799,1964
hkg,5459,1965
hkg,5875,1966
hkg,5821,1967
hkg,5956,1968
hkg,6528,1969
hkg,6988,1970
hkg,7475,1971
hkg,8043,1972
hkg,8798,1973
hkg,8639,1974
hkg,8656,1975
hkg,9556,1976
hkg,10720,1977
hkg,11740,1978
hkg,12340,1979
hkg,13330,1980
hkg,14200,1981
hkg,14460,1982
hkg,14970,1983
hkg,15970,1984
hkg,16080,1985
hkg,17410,1986
hkg,19350,1987
hkg,20760,1988
hkg,21180,1989
hkg,22000,1990
hkg,23190,1991
hkg,24500,1992
hkg,25620,1993
hkg,26620,1994
hkg,26890,1995
hkg,27160,1996
hkg,27920,1997
hkg,25490,1998
hkg,25360,1999
hkg,27240,2000
hkg,27020,2001
hkg,27160,2002
hkg,27660,2003
hkg,29640,2004
hun,5725,1970
hun,5872,1971
hun,6419,1972
hun,6880,1973
hun,7054,1974
hun,7235,1975
hun,7501,1976
hun,7987,1977
hun,7886,1978
hun,8523,1979
hun,8503,1980
hun,8779,1981
hun,9081,1982
hun,9198,1983
hun,9475,1984
hun,9554,1985
hun,9769,1986
hun,10160,1987
hun,10330,1988
hun,10330,1989
hun,10090,1990
hun,9018,1991
hun,9035,1992
hun,9541,1993
hun,9408,1994
hun,9534,1995
hun,9595,1996
hun,10000,1997
hun,10400,1998
hun,10820,1999
hun,11380,2000
hun,11950,2001
hun,12520,2002
hun,13020,2003
hun,13640,2004
isl,6282,1950
isl,6119,1951
isl,5894,1952
isl,6665,1953
isl,7152,1954
isl,7789,1955
isl,7795,1956
isl,7618,1957
isl,8169,1958
isl,8216,1959
isl,8252,1960
isl,8085,1961
isl,8528,1962
isl,9308,1963
isl,10140,1964
isl,10730,1965
isl,11480,1966
isl,11300,1967
isl,10450,1968
isl,10510,1969
isl,11120,1970
isl,12810,1971
isl,12910,1972
isl,13850,1973
isl,14910,1974
isl,14680,1975
isl,14750,1976
isl,16260,1977
isl,17070,1978
isl,17720,1979
isl,18560,1980
isl,19150,1981
isl,19350,1982
isl,18680,1983
isl,19230,1984
isl,19640,1985
isl,20630,1986
isl,22200,1987
isl,21920,1988
isl,21700,1989
isl,21740,1990
isl,21510,1991
isl,20620,1992
isl,20590,1993
isl,21180,1994
isl,20980,1995
isl,21890,1996
isl,22840,1997
isl,24000,1998
isl,24720,1999
isl,25790,2000
isl,26310,2001
isl,25500,2002
isl,26350,2003
isl,27910,2004
ind,741.9,1950
ind,726.3,1951
ind,771.8,1952
ind,798.7,1953
ind,809.5,1954
ind,808.2,1955
ind,798.6,1956
ind,802.3,1957
ind,843.9,1958
ind,849.3,1959
ind,870.4,1960
ind,894.4,1961
ind,918.9,1962
ind,984,1963
ind,1023,1964
ind,992.8,1965
ind,966.1,1966
ind,1018,1967
ind,1061,1968
ind,1152,1969
ind,1154,1970
ind,1187,1971
ind,1159,1972
ind,1163,1973
ind,1126,1974
ind,1179,1975
ind,1204,1976
ind,1252,1977
ind,1316,1978
ind,1285,1979
ind,1350,1980
ind,1392,1981
ind,1427,1982
ind,1456,1983
ind,1519,1984
ind,1581,1985
ind,1633,1986
ind,1702,1987
ind,1785,1988
ind,1841,1989
ind,1897,1990
ind,1867,1991
ind,1897,1992
ind,1933,1993
ind,1976,1994
ind,2104,1995
ind,2181,1996
ind,2244,1997
ind,2368,1998
ind,2593,1999
ind,2644,2000
ind,2724,2001
ind,2847,2002
ind,2990,2003
idn,1099,1960
idn,1114,1961
idn,1062,1962
idn,1026,1963
idn,1068,1964
idn,1019,1965
idn,1056,1966
idn,1018,1967
idn,1119,1968
idn,1181,1969
idn,1279,1970
idn,1364,1971
idn,1514,1972
idn,1694,1973
idn,1716,1974
idn,1734,1975
idn,1863,1976
idn,1978,1977
idn,2067,1978
idn,2067,1979
idn,2083,1980
idn,2075,1981
idn,1960,1982
idn,2096,1983
idn,2246,1984
idn,2214,1985
idn,2317,1986
idn,2416,1987
idn,2611,1988
idn,2793,1989
idn,2917,1990
idn,3123,1991
idn,3313,1992
idn,3467,1993
idn,3576,1994
idn,3695,1995
idn,3907,1996
idn,3958,1997
idn,3604,1998
idn,3596,1999
idn,3772,2000
idn,3826,2001
idn,3976,2002
idn,4121,2003
idn,4064,2004
irn,2661,1955
irn,2570,1956
irn,2665,1957
irn,2746,1958
irn,2878,1959
irn,3269,1960
irn,3200,1961
irn,3393,1962
irn,3472,1963
irn,3586,1964
irn,4013,1965
irn,4173,1966
irn,4359,1967
irn,4739,1968
irn,5043,1969
irn,5797,1970
irn,6547,1971
irn,7149,1972
irn,7797,1973
irn,7395,1974
irn,7067,1975
irn,8271,1976
irn,7005,1977
irn,6609,1978
irn,6322,1979
irn,5433,1980
irn,4554,1981
irn,4780,1982
irn,4985,1983
irn,5219,1984
irn,5206,1985
irn,4583,1986
irn,4281,1987
irn,4074,1988
irn,3986,1989
irn,4420,1990
irn,4620,1991
irn,5059,1992
irn,5142,1993
irn,5505,1994
irn,5258,1995
irn,5373,1996
irn,5416,1997
irn,5694,1998
irn,5816,1999
irn,6046,2000
irn,6015,2001
irn,6358,2002
irn,6398,2003
irq,2003,1970
irq,2099,1971
irq,1898,1972
irq,2138,1973
irq,2142,1974
irq,2223,1975
irq,2827,1976
irq,2756,1977
irq,3285,1978
irq,3656,1979
irq,3386,1980
irq,2033,1981
irq,2116,1982
irq,2812,1983
irq,2622,1984
irq,2380,1985
irq,2628,1986
irq,3026,1987
irq,3003,1988
irq,2713,1989
irq,2538,1990
irq,929.8,1991
irq,1148,1992
irq,1652,1993
irq,1656,1994
irq,1343,1995
irq,1975,1996
irq,1340,1997
irq,2130,1998
irq,2643,1999
irq,2445,2000
irq,2469,2001
irq,2275,2002
irq,1230,2003
irl,4479,1950
irl,4613,1951
irl,4590,1952
irl,4757,1953
irl,4825,1954
irl,5045,1955
irl,4948,1956
irl,4874,1957
irl,4881,1958
irl,5141,1959
irl,5380,1960
irl,5639,1961
irl,5819,1962
irl,6070,1963
irl,6282,1964
irl,6378,1965
irl,6393,1966
irl,6712,1967
irl,7256,1968
irl,7661,1969
irl,7752,1970
irl,7952,1971
irl,8432,1972
irl,8824,1973
irl,8974,1974
irl,8982,1975
irl,9144,1976
irl,9701,1977
irl,10310,1978
irl,10640,1979
irl,10620,1980
irl,10830,1981
irl,10730,1982
irl,10540,1983
irl,10770,1984
irl,10980,1985
irl,10980,1986
irl,11270,1987
irl,11740,1988
irl,12450,1989
irl,13460,1990
irl,13660,1991
irl,13990,1992
irl,14280,1993
irl,15060,1994
irl,16490,1995
irl,17770,1996
irl,19650,1997
irl,21020,1998
irl,23190,1999
irl,24950,2000
irl,26140,2001
irl,27220,2002
irl,28250,2003
irl,28960,2004
isr,4620,1950
isr,4936,1951
isr,4465,1952
isr,4265,1953
isr,4838,1954
isr,5320,1955
isr,5781,1956
isr,5717,1957
isr,5873,1958
isr,6291,1959
isr,6526,1960
isr,7106,1961
isr,7521,1962
isr,7918,1963
isr,8340,1964
isr,8700,1965
isr,8407,1966
isr,8420,1967
isr,9776,1968
isr,10890,1969
isr,11460,1970
isr,12250,1971
isr,13090,1972
isr,13980,1973
isr,14240,1974
isr,14490,1975
isr,13940,1976
isr,13490,1977
isr,14010,1978
isr,14350,1979
isr,14010,1980
isr,14580,1981
isr,14710,1982
isr,15010,1983
isr,14690,1984
isr,14710,1985
isr,15150,1986
isr,16190,1987
isr,16280,1988
isr,15910,1989
isr,16540,1990
isr,17160,1991
isr,17680,1992
isr,18000,1993
isr,18820,1994
isr,19660,1995
isr,20330,1996
isr,20510,1997
isr,20780,1998
isr,20960,1999
isr,22240,2000
isr,21600,2001
isr,20950,2002
isr,20720,2003
isr,21240,2004
ita,4274,1950
ita,4616,1951
ita,4780,1952
ita,5077,1953
ita,5259,1954
ita,5560,1955
ita,5760,1956
ita,5961,1957
ita,6194,1958
ita,6571,1959
ita,7103,1960
ita,7640,1961
ita,8065,1962
ita,8467,1963
ita,8611,1964
ita,8822,1965
ita,9306,1966
ita,9887,1967
ita,10490,1968
ita,11060,1969
ita,11590,1970
ita,11720,1971
ita,12000,1972
ita,12730,1973
ita,13340,1974
ita,12940,1975
ita,13740,1976
ita,13970,1977
ita,14420,1978
ita,15190,1979
ita,15730,1980
ita,15790,1981
ita,15870,1982
ita,16030,1983
ita,16480,1984
ita,16970,1985
ita,17410,1986
ita,17930,1987
ita,18630,1988
ita,19170,1989
ita,19530,1990
ita,19780,1991
ita,19890,1992
ita,19590,1993
ita,19980,1994
ita,20540,1995
ita,20720,1996
ita,21130,1997
ita,21510,1998
ita,21870,1999
ita,22490,2000
ita,22830,2001
ita,22900,2002
ita,22920,2003
ita,23170,2004
jam,2235,1953
jam,2444,1954
jam,2647,1955
jam,2882,1956
jam,3178,1957
jam,3205,1958
jam,3263,1959
jam,3394,1960
jam,3526,1961
jam,3577,1962
jam,3759,1963
jam,3885,1964
jam,3951,1965
jam,3916,1966
jam,3851,1967
jam,3831,1968
jam,3925,1969
jam,4410,1970
jam,4498,1971
jam,4881,1972
jam,4854,1973
jam,4677,1974
jam,4452,1975
jam,4353,1976
jam,4274,1977
jam,4232,1978
jam,4026,1979
jam,3729,1980
jam,3761,1981
jam,3743,1982
jam,3913,1983
jam,3798,1984
jam,3619,1985
jam,3620,1986
jam,3966,1987
jam,4015,1988
jam,4244,1989
jam,4446,1990
jam,4419,1991
jam,4585,1992
jam,4743,1993
jam,4714,1994
jam,4682,1995
jam,4612,1996
jam,4561,1997
jam,4680,1998
jam,4541,1999
jam,4521,2000
jam,4580,2001
jam,4588,2002
jam,4584,2003
jpn,2392,1950
jpn,2594,1951
jpn,2847,1952
jpn,2996,1953
jpn,3112,1954
jpn,3304,1955
jpn,3498,1956
jpn,3709,1957
jpn,3846,1958
jpn,4149,1959
jpn,4632,1960
jpn,5154,1961
jpn,5551,1962
jpn,5975,1963
jpn,6599,1964
jpn,6879,1965
jpn,7539,1966
jpn,8305,1967
jpn,9286,1968
jpn,10320,1969
jpn,11330,1970
jpn,11690,1971
jpn,12500,1972
jpn,13360,1973
jpn,12970,1974
jpn,13170,1975
jpn,13530,1976
jpn,13970,1977
jpn,14600,1978
jpn,15290,1979
jpn,15520,1980
jpn,15850,1981
jpn,16150,1982
jpn,16270,1983
jpn,16660,1984
jpn,17430,1985
jpn,17870,1986
jpn,18470,1987
jpn,19670,1988
jpn,20640,1989
jpn,21640,1990
jpn,22290,1991
jpn,22400,1992
jpn,22360,1993
jpn,22500,1994
jpn,22880,1995
jpn,23610,1996
jpn,23940,1997
jpn,23580,1998
jpn,23460,1999
jpn,23970,2000
jpn,23950,2001
jpn,23760,2002
jpn,24040,2003
jpn,24660,2004
jor,3186,1954
jor,2622,1955
jor,3424,1956
jor,3489,1957
jor,3957,1958
jor,4202,1959
jor,4187,1960
jor,4581,1961
jor,4455,1962
jor,4615,1963
jor,4875,1964
jor,5231,1965
jor,5214,1966
jor,5307,1967
jor,4963,1968
jor,4871,1969
jor,4249,1970
jor,4022,1971
jor,4070,1972
jor,3802,1973
jor,3646,1974
jor,3273,1975
jor,3580,1976
jor,3383,1977
jor,4002,1978
jor,4227,1979
jor,4429,1980
jor,4245,1981
jor,4462,1982
jor,4572,1983
jor,4969,1984
jor,5058,1985
jor,5364,1986
jor,5272,1987
jor,4958,1988
jor,4063,1989
jor,3538,1990
jor,3408,1991
jor,3384,1992
jor,3412,1993
jor,3602,1994
jor,3783,1995
jor,3764,1996
jor,3891,1997
jor,3912,1998
jor,3892,1999
jor,3902,2000
jor,3905,2001
jor,3922,2002
jor,3742,2003
kaz,8718,1993
kaz,7087,1994
kaz,6362,1995
kaz,6352,1996
kaz,6253,1997
kaz,5877,1998
kaz,6092,1999
kaz,6520,2000
kaz,7193,2001
kaz,8493,2002
kaz,10170,2003
ken,1096,1950
ken,1263,1951
ken,1150,1952
ken,1060,1953
ken,1107,1954
ken,1122,1955
ken,1156,1956
ken,1183,1957
ken,1173,1958
ken,1101,1959
ken,1159,1960
ken,1111,1961
ken,1176,1962
ken,1182,1963
ken,1223,1964
ken,1243,1965
ken,1328,1966
ken,1338,1967
ken,1255,1968
ken,1295,1969
ken,1134,1970
ken,1157,1971
ken,1206,1972
ken,1161,1973
ken,1229,1974
ken,1181,1975
ken,1143,1976
ken,1175,1977
ken,1237,1978
ken,1251,1979
ken,1261,1980
ken,1237,1981
ken,1237,1982
ken,1195,1983
ken,1195,1984
ken,1149,1985
ken,1237,1986
ken,1266,1987
ken,1307,1988
ken,1333,1989
ken,1351,1990
ken,1336,1991
ken,1280,1992
ken,1258,1993
ken,1261,1994
ken,1281,1995
ken,1301,1996
ken,1305,1997
ken,1285,1998
ken,1253,1999
ken,1268,2000
ken,1257,2001
ken,1216,2002
ken,1218,2003
kir,2162,1970
kir,2078,1971
kir,2284,1972
kir,2720,1973
kir,3882,1974
kir,4029,1975
kir,2904,1976
kir,2726,1977
kir,2715,1978
kir,2421,1979
kir,1291,1980
kir,1311,1981
kir,1422,1982
kir,1263,1983
kir,1341,1984
kir,1261,1985
kir,1245,1986
kir,1174,1987
kir,1350,1988
kir,1200,1989
kir,1192,1990
kir,1240,1991
kir,1187,1992
kir,1176,1993
kir,1241,1994
kir,1275,1995
kir,1281,1996
kir,1321,1997
kir,1353,1998
kir,1444,1999
kir,1432,2000
kir,1425,2001
kir,1405,2002
kir,1424,2003
prk,410.8,1970
prk,446,1971
prk,492,1972
prk,536.8,1973
prk,580.9,1974
prk,635.6,1975
prk,700.4,1976
prk,774.3,1977
prk,856.4,1978
prk,935.8,1979
prk,1012,1980
prk,1080,1981
prk,1131,1982
prk,1264,1983
prk,1416,1984
prk,1503,1985
prk,1563,1986
prk,1689,1987
prk,1738,1988
prk,1769,1989
prk,1788,1990
prk,1669,1991
prk,1722,1992
prk,1586,1993
prk,1534,1994
prk,1455,1995
prk,1397,1996
prk,1313,1997
prk,1306,1998
prk,1388,1999
prk,1379,2000
prk,1419,2001
prk,1420,2002
prk,1429,2003
kor,1449,1953
kor,1441,1954
kor,1514,1955
kor,1528,1956
kor,1592,1957
kor,1593,1958
kor,1572,1959
kor,1544,1960
kor,1579,1961
kor,1568,1962
kor,1667,1963
kor,1754,1964
kor,1798,1965
kor,1973,1966
kor,2035,1967
kor,2213,1968
kor,2473,1969
kor,2621,1970
kor,2788,1971
kor,2870,1972
kor,3132,1973
kor,3359,1974
kor,3458,1975
kor,3758,1976
kor,4083,1977
kor,4474,1978
kor,4787,1979
kor,4557,1980
kor,4725,1981
kor,5007,1982
kor,5457,1983
kor,5887,1984
kor,6194,1985
kor,6742,1986
kor,7420,1987
kor,8142,1988
kor,8689,1989
kor,9591,1990
kor,10400,1991
kor,10810,1992
kor,11400,1993
kor,12320,1994
kor,13270,1995
kor,14120,1996
kor,14550,1997
kor,13260,1998
kor,14570,1999
kor,15700,2000
kor,16160,2001
kor,17130,2002
kor,17600,2003
kor,18420,2004
kwt,64640,1970
kwt,64340,1971
kwt,63450,1972
kwt,54960,1973
kwt,45990,1974
kwt,38650,1975
kwt,39620,1976
kwt,37460,1977
kwt,36600,1978
kwt,39800,1979
kwt,29580,1980
kwt,25130,1981
