new_births_total_number_estimated,geo,time
820,abw,1834
825,abw,1835
829,abw,1836
833,abw,1837
838,abw,1838
842,abw,1839
846,abw,1840
851,abw,1841
855,abw,1842
860,abw,1843
864,abw,1844
869,abw,1845
873,abw,1846
878,abw,1847
883,abw,1848
887,abw,1849
892,abw,1850
896,abw,1851
901,abw,1852
906,abw,1853
911,abw,1854
915,abw,1855
920,abw,1856
925,abw,1857
930,abw,1858
935,abw,1859
940,abw,1860
945,abw,1861
950,abw,1862
955,abw,1863
960,abw,1864
965,abw,1865
970,abw,1866
975,abw,1867
980,abw,1868
985,abw,1869
990,abw,1870
995,abw,1871
1001,abw,1872
1006,abw,1873
1011,abw,1874
1016,abw,1875
1022,abw,1876
1027,abw,1877
1032,abw,1878
1038,abw,1879
1043,abw,1880
1049,abw,1881
1054,abw,1882
1060,abw,1883
1065,abw,1884
1071,abw,1885
1076,abw,1886
1082,abw,1887
1088,abw,1888
1093,abw,1889
1099,abw,1890
1105,abw,1891
1111,abw,1892
1116,abw,1893
1122,abw,1894
1128,abw,1895
1134,abw,1896
1140,abw,1897
1146,abw,1898
1152,abw,1899
1158,abw,1900
1164,abw,1901
1170,abw,1902
1176,abw,1903
1182,abw,1904
1189,abw,1905
1195,abw,1906
1201,abw,1907
1207,abw,1908
1214,abw,1909
1220,abw,1910
1226,abw,1911
1233,abw,1912
1239,abw,1913
1246,abw,1914
1252,abw,1915
1259,abw,1916
1265,abw,1917
1272,abw,1918
1279,abw,1919
1286,abw,1920
1292,abw,1921
1299,abw,1922
1306,abw,1923
1313,abw,1924
1320,abw,1925
1326,abw,1926
1333,abw,1927
1340,abw,1928
1347,abw,1929
1367,abw,1930
1387,abw,1931
1407,abw,1932
1427,abw,1933
1447,abw,1934
1467,abw,1935
1487,abw,1936
1507,abw,1937
1527,abw,1938
1547,abw,1939
1567,abw,1940
1587,abw,1941
1607,abw,1942
1627,abw,1943
1647,abw,1944
1667,abw,1945
1687,abw,1946
1707,abw,1947
1727,abw,1948
1747,abw,1949
1767,abw,1950
1779,abw,1951
1802,abw,1952
1823,abw,1953
1842,abw,1954
1859,abw,1955
1874,abw,1956
1885,abw,1957
1892,abw,1958
1893,abw,1959
1886,abw,1960
1869,abw,1961
1840,abw,1962
1799,abw,1963
1749,abw,1964
1691,abw,1965
1630,abw,1966
1569,abw,1967
1514,abw,1968
1466,abw,1969
1428,abw,1970
1399,abw,1971
1378,abw,1972
1364,abw,1973
1355,abw,1974
1351,abw,1975
1351,abw,1976
1355,abw,1977
1360,abw,1978
1365,abw,1979
1369,abw,1980
1370,abw,1981
1367,abw,1982
1360,abw,1983
1351,abw,1984
1338,abw,1985
1325,abw,1986
1312,abw,1987
1302,abw,1988
1294,abw,1989
1291,abw,1990
1290,abw,1991
1292,abw,1992
1296,abw,1993
1301,abw,1994
1305,abw,1995
1308,abw,1996
1309,abw,1997
1308,abw,1998
1304,abw,1999
1296,abw,2000
1285,abw,2001
1271,abw,2002
1255,abw,2003
1237,abw,2004
1217,abw,2005
1196,abw,2006
1173,abw,2007
1150,abw,2008
1127,abw,2009
1105,abw,2010
1086,abw,2011
1069,abw,2012
1056,abw,2013
1047,abw,2014
1042,abw,2015
15780,aus,1800
15700,aus,1801
15620,aus,1802
15530,aus,1803
15450,aus,1804
15370,aus,1805
15290,aus,1806
15200,aus,1807
15120,aus,1808
15040,aus,1809
14960,aus,1810
14880,aus,1811
14790,aus,1812
14710,aus,1813
14630,aus,1814
14560,aus,1815
14480,aus,1816
14400,aus,1817
14320,aus,1818
14240,aus,1819
14170,aus,1820
14110,aus,1821
14060,aus,1822
14030,aus,1823
14020,aus,1824
14020,aus,1825
13990,aus,1826
13970,aus,1827
13960,aus,1828
14010,aus,1829
14080,aus,1830
14220,aus,1831
14360,aus,1832
14540,aus,1833
14730,aus,1834
14940,aus,1835
15160,aus,1836
15380,aus,1837
15660,aus,1838
16010,aus,1839
16410,aus,1840
16810,aus,1841
17370,aus,1842
18060,aus,1843
18870,aus,1844
19830,aus,1845
20880,aus,1846
22080,aus,1847
23390,aus,1848
24720,aus,1849
27400,aus,1850
29420,aus,1851
29180,aus,1852
32900,aus,1853
33620,aus,1854
38800,aus,1855
39880,aus,1856
45560,aus,1857
48610,aus,1858
51430,aus,1859
53510,aus,1860
55290,aus,1861
58840,aus,1862
58770,aus,1863
62560,aus,1864
63370,aus,1865
61700,aus,1866
64430,aus,1867
66340,aus,1868
65030,aus,1869
66730,aus,1870
67230,aus,1871
67410,aus,1872
69570,aus,1873
70300,aus,1874
70470,aus,1875
72440,aus,1876
72040,aus,1877
74920,aus,1878
78010,aus,1879
79530,aus,1880
81920,aus,1881
82820,aus,1882
86410,aus,1883
91240,aus,1884
94620,aus,1885
96950,aus,1886
100800,aus,1887
103700,aus,1888
104300,aus,1889
108100,aus,1890
109300,aus,1891
109400,aus,1892
108900,aus,1893
104300,aus,1894
105000,aus,1895
99860,aus,1896
100800,aus,1897
98800,aus,1898
100700,aus,1899
102200,aus,1900
103300,aus,1901
102800,aus,1902
98820,aus,1903
104600,aus,1904
105400,aus,1905
108700,aus,1906
110900,aus,1907
112100,aus,1908
114800,aus,1909
117700,aus,1910
122900,aus,1911
133500,aus,1912
135200,aus,1913
137100,aus,1914
134400,aus,1915
132100,aus,1916
131100,aus,1917
126600,aus,1918
122300,aus,1919
136300,aus,1920
136800,aus,1921
138000,aus,1922
135200,aus,1923
135200,aus,1924
136300,aus,1925
133600,aus,1926
133800,aus,1927
134300,aus,1928
129300,aus,1929
132100,aus,1930
134900,aus,1931
137700,aus,1932
140400,aus,1933
143200,aus,1934
146000,aus,1935
148800,aus,1936
151600,aus,1937
154400,aus,1938
157200,aus,1939
160000,aus,1940
162800,aus,1941
165600,aus,1942
168400,aus,1943
171200,aus,1944
174000,aus,1945
176800,aus,1946
179600,aus,1947
182400,aus,1948
185200,aus,1949
188000,aus,1950
191200,aus,1951
197500,aus,1952
203100,aus,1953
208200,aus,1954
212800,aus,1955
216700,aus,1956
220200,aus,1957
223100,aus,1958
225600,aus,1959
227800,aus,1960
229700,aus,1961
231400,aus,1962
233100,aus,1963
234800,aus,1964
236800,aus,1965
239400,aus,1966
242400,aus,1967
245800,aus,1968
249200,aus,1969
252000,aus,1970
253400,aus,1971
252900,aus,1972
250600,aus,1973
246500,aus,1974
241300,aus,1975
236000,aus,1976
231600,aus,1977
228600,aus,1978
227500,aus,1979
228200,aus,1980
230300,aus,1981
233100,aus,1982
236100,aus,1983
239000,aus,1984
241700,aus,1985
244300,aus,1986
247000,aus,1987
249800,aus,1988
252500,aus,1989
255000,aus,1990
256800,aus,1991
257900,aus,1992
258200,aus,1993
257600,aus,1994
256300,aus,1995
254400,aus,1996
252200,aus,1997
250100,aus,1998
248600,aus,1999
248100,aus,2000
249300,aus,2001
252300,aus,2002
256900,aus,2003
263100,aus,2004
270400,aus,2005
278200,aus,2006
285900,aus,2007
292900,aus,2008
298800,aus,2009
303700,aus,2010
307500,aus,2011
310500,aus,2012
313200,aus,2013
315600,aus,2014
317600,aus,2015
115700,aut,1800
115900,aut,1801
116200,aut,1802
116500,aut,1803
116800,aut,1804
117100,aut,1805
117400,aut,1806
117700,aut,1807
118000,aut,1808
118300,aut,1809
118600,aut,1810
118900,aut,1811
119200,aut,1812
119600,aut,1813
119900,aut,1814
120300,aut,1815
120700,aut,1816
121100,aut,1817
121500,aut,1818
121900,aut,1819
122400,aut,1820
122800,aut,1821
123300,aut,1822
123800,aut,1823
124300,aut,1824
124800,aut,1825
125300,aut,1826
125900,aut,1827
126500,aut,1828
127100,aut,1829
127700,aut,1830
128300,aut,1831
128900,aut,1832
129600,aut,1833
130300,aut,1834
131000,aut,1835
131600,aut,1836
132300,aut,1837
133100,aut,1838
133800,aut,1839
134500,aut,1840
135300,aut,1841
136100,aut,1842
136800,aut,1843
137700,aut,1844
138500,aut,1845
139300,aut,1846
140300,aut,1847
141100,aut,1848
142100,aut,1849
143000,aut,1850
143900,aut,1851
144900,aut,1852
145800,aut,1853
146800,aut,1854
147800,aut,1855
148800,aut,1856
149800,aut,1857
150800,aut,1858
151800,aut,1859
152800,aut,1860
152800,aut,1861
152800,aut,1862
152800,aut,1863
152800,aut,1864
152500,aut,1865
152500,aut,1866
152500,aut,1867
152500,aut,1868
152500,aut,1869
152600,aut,1870
154500,aut,1871
159300,aut,1872
163200,aut,1873
163300,aut,1874
165300,aut,1875
170200,aut,1876
164800,aut,1877
162200,aut,1878
163800,aut,1879
165700,aut,1880
164300,aut,1881
166200,aut,1882
165900,aut,1883
169800,aut,1884
168100,aut,1885
170100,aut,1886
170800,aut,1887
170400,aut,1888
172300,aut,1889
166000,aut,1890
177000,aut,1891
172100,aut,1892
175800,aut,1893
176600,aut,1894
181200,aut,1895
182800,aut,1896
181900,aut,1897
184500,aut,1898
186400,aut,1899
187300,aut,1900
189700,aut,1901
192000,aut,1902
184300,aut,1903
188000,aut,1904
181700,aut,1905
184500,aut,1906
181000,aut,1907
180000,aut,1908
180000,aut,1909
176400,aut,1910
168900,aut,1911
170400,aut,1912
163300,aut,1913
157800,aut,1914
151800,aut,1915
145200,aut,1916
138000,aut,1917
128900,aut,1918
120600,aut,1919
146700,aut,1920
150900,aut,1921
150900,aut,1922
146900,aut,1923
142100,aut,1924
135800,aut,1925
127200,aut,1926
118700,aut,1927
116700,aut,1928
112000,aut,1929
111300,aut,1930
110500,aut,1931
109800,aut,1932
109100,aut,1933
108300,aut,1934
107600,aut,1935
106800,aut,1936
106100,aut,1937
105300,aut,1938
104600,aut,1939
103800,aut,1940
103100,aut,1941
102300,aut,1942
101600,aut,1943
100800,aut,1944
100100,aut,1945
99360,aut,1946
98610,aut,1947
97870,aut,1948
97120,aut,1949
96370,aut,1950
98440,aut,1951
102500,aut,1952
106500,aut,1953
110300,aut,1954
114000,aut,1955
117500,aut,1956
120900,aut,1957
124100,aut,1958
127100,aut,1959
129600,aut,1960
131700,aut,1961
133200,aut,1962
134100,aut,1963
134200,aut,1964
133400,aut,1965
131600,aut,1966
128900,aut,1967
125400,aut,1968
121200,aut,1969
116500,aut,1970
111500,aut,1971
106500,aut,1972
101700,aut,1973
97370,aut,1974
93680,aut,1975
90880,aut,1976
88950,aut,1977
87800,aut,1978
87340,aut,1979
87380,aut,1980
87640,aut,1981
87870,aut,1982
87910,aut,1983
87680,aut,1984
87300,aut,1985
86980,aut,1986
86940,aut,1987
87310,aut,1988
88010,aut,1989
88880,aut,1990
89640,aut,1991
90040,aut,1992
89910,aut,1993
89200,aut,1994
87980,aut,1995
86370,aut,1996
84620,aut,1997
82940,aut,1998
81450,aut,1999
80200,aut,2000
79230,aut,2001
78460,aut,2002
77850,aut,2003
77400,aut,2004
77130,aut,2005
77060,aut,2006
77180,aut,2007
77460,aut,2008
77890,aut,2009
78450,aut,2010
79110,aut,2011
79840,aut,2012
80610,aut,2013
81370,aut,2014
82100,aut,2015
48500,aze,1800
48500,aze,1801
48500,aze,1802
48500,aze,1803
48500,aze,1804
48500,aze,1805
48500,aze,1806
48500,aze,1807
48500,aze,1808
48500,aze,1809
48500,aze,1810
48520,aze,1811
48560,aze,1812
48630,aze,1813
48710,aze,1814
48820,aze,1815
48950,aze,1816
49110,aze,1817
49280,aze,1818
49480,aze,1819
49700,aze,1820
49950,aze,1821
50220,aze,1822
50510,aze,1823
50820,aze,1824
51160,aze,1825
51530,aze,1826
51920,aze,1827
52330,aze,1828
52770,aze,1829
53240,aze,1830
53720,aze,1831
54220,aze,1832
54720,aze,1833
55220,aze,1834
55730,aze,1835
56240,aze,1836
56760,aze,1837
57280,aze,1838
57810,aze,1839
58340,aze,1840
58880,aze,1841
59420,aze,1842
59970,aze,1843
60520,aze,1844
61080,aze,1845
61640,aze,1846
62210,aze,1847
62780,aze,1848
63360,aze,1849
63940,aze,1850
64530,aze,1851
65120,aze,1852
65710,aze,1853
66310,aze,1854
66920,aze,1855
67530,aze,1856
68140,aze,1857
68770,aze,1858
69390,aze,1859
70030,aze,1860
70670,aze,1861
71310,aze,1862
71960,aze,1863
72620,aze,1864
73280,aze,1865
73950,aze,1866
74630,aze,1867
75310,aze,1868
76000,aze,1869
76690,aze,1870
77390,aze,1871
78100,aze,1872
78790,aze,1873
79510,aze,1874
80240,aze,1875
80970,aze,1876
81690,aze,1877
82430,aze,1878
83180,aze,1879
83940,aze,1880
84690,aze,1881
85460,aze,1882
86250,aze,1883
87020,aze,1884
87810,aze,1885
88610,aze,1886
89410,aze,1887
90220,aze,1888
91050,aze,1889
91880,aze,1890
92720,aze,1891
93560,aze,1892
94420,aze,1893
95280,aze,1894
96150,aze,1895
96690,aze,1896
97240,aze,1897
97780,aze,1898
98330,aze,1899
98880,aze,1900
99440,aze,1901
99980,aze,1902
100500,aze,1903
101100,aze,1904
101600,aze,1905
102200,aze,1906
102800,aze,1907
103300,aze,1908
103900,aze,1909
104500,aze,1910
105000,aze,1911
105600,aze,1912
106200,aze,1913
106700,aze,1914
107300,aze,1915
107900,aze,1916
108500,aze,1917
109100,aze,1918
109700,aze,1919
110200,aze,1920
110800,aze,1921
111400,aze,1922
112000,aze,1923
112600,aze,1924
113200,aze,1925
113400,aze,1926
113600,aze,1927
113500,aze,1928
113700,aze,1929
114100,aze,1930
114400,aze,1931
114800,aze,1932
115200,aze,1933
115600,aze,1934
116000,aze,1935
116300,aze,1936
116700,aze,1937
117100,aze,1938
117500,aze,1939
117800,aze,1940
118200,aze,1941
118600,aze,1942
119000,aze,1943
119400,aze,1944
119700,aze,1945
120100,aze,1946
120500,aze,1947
120900,aze,1948
121200,aze,1949
121600,aze,1950
123100,aze,1951
126400,aze,1952
130100,aze,1953
134400,aze,1954
139300,aze,1955
144500,aze,1956
150100,aze,1957
155800,aze,1958
161200,aze,1959
166100,aze,1960
169800,aze,1961
172100,aze,1962
172700,aze,1963
171700,aze,1964
169200,aze,1965
165600,aze,1966
161400,aze,1967
157300,aze,1968
153600,aze,1969
150500,aze,1970
148200,aze,1971
146500,aze,1972
145500,aze,1973
145100,aze,1974
145400,aze,1975
146300,aze,1976
147800,aze,1977
149800,aze,1978
152300,aze,1979
155200,aze,1980
158800,aze,1981
163000,aze,1982
167700,aze,1983
172600,aze,1984
177700,aze,1985
182900,aze,1986
187900,aze,1987
192400,aze,1988
196000,aze,1989
197900,aze,1990
197500,aze,1991
194700,aze,1992
189500,aze,1993
182400,aze,1994
174000,aze,1995
165000,aze,1996
156400,aze,1997
149100,aze,1998
143700,aze,1999
141000,aze,2000
141200,aze,2001
144100,aze,2002
149200,aze,2003
155900,aze,2004
163800,aze,2005
172200,aze,2006
180300,aze,2007
187600,aze,2008
193400,aze,2009
197500,aze,2010
199600,aze,2011
200100,aze,2012
199100,aze,2013
196800,aze,2014
193400,aze,2015
1126,bhs,1800
1126,bhs,1801
1126,bhs,1802
1126,bhs,1803
1126,bhs,1804
1126,bhs,1805
1126,bhs,1806
1126,bhs,1807
1126,bhs,1808
1126,bhs,1809
1126,bhs,1810
1126,bhs,1811
1126,bhs,1812
1126,bhs,1813
1126,bhs,1814
1126,bhs,1815
1126,bhs,1816
1127,bhs,1817
1127,bhs,1818
1127,bhs,1819
1128,bhs,1820
1128,bhs,1821
1129,bhs,1822
1129,bhs,1823
1130,bhs,1824
1131,bhs,1825
1131,bhs,1826
1132,bhs,1827
1133,bhs,1828
1133,bhs,1829
1134,bhs,1830
1135,bhs,1831
1136,bhs,1832
1137,bhs,1833
1138,bhs,1834
1139,bhs,1835
1139,bhs,1836
1140,bhs,1837
1141,bhs,1838
1142,bhs,1839
1143,bhs,1840
1144,bhs,1841
1146,bhs,1842
1149,bhs,1843
1154,bhs,1844
1159,bhs,1845
1167,bhs,1846
1175,bhs,1847
1185,bhs,1848
1196,bhs,1849
1209,bhs,1850
1223,bhs,1851
1238,bhs,1852
1254,bhs,1853
1270,bhs,1854
1287,bhs,1855
1305,bhs,1856
1324,bhs,1857
1343,bhs,1858
1363,bhs,1859
1384,bhs,1860
1406,bhs,1861
1428,bhs,1862
1450,bhs,1863
1472,bhs,1864
1494,bhs,1865
1515,bhs,1866
1536,bhs,1867
1557,bhs,1868
1577,bhs,1869
1596,bhs,1870
1616,bhs,1871
1634,bhs,1872
1652,bhs,1873
1671,bhs,1874
1689,bhs,1875
1708,bhs,1876
1727,bhs,1877
1746,bhs,1878
1765,bhs,1879
1784,bhs,1880
1804,bhs,1881
1822,bhs,1882
1841,bhs,1883
1860,bhs,1884
1877,bhs,1885
1895,bhs,1886
1912,bhs,1887
1930,bhs,1888
1949,bhs,1889
1968,bhs,1890
1988,bhs,1891
2009,bhs,1892
2031,bhs,1893
2053,bhs,1894
2077,bhs,1895
2101,bhs,1896
2124,bhs,1897
2146,bhs,1898
2166,bhs,1899
2185,bhs,1900
2203,bhs,1901
2223,bhs,1902
2238,bhs,1903
2250,bhs,1904
2260,bhs,1905
2268,bhs,1906
2277,bhs,1907
2285,bhs,1908
2293,bhs,1909
2298,bhs,1910
2303,bhs,1911
2298,bhs,1912
2285,bhs,1913
2273,bhs,1914
2260,bhs,1915
2248,bhs,1916
2236,bhs,1917
2224,bhs,1918
2211,bhs,1919
2199,bhs,1920
2200,bhs,1921
2215,bhs,1922
2242,bhs,1923
2270,bhs,1924
2299,bhs,1925
2298,bhs,1926
2302,bhs,1927
2301,bhs,1928
2300,bhs,1929
2320,bhs,1930
2340,bhs,1931
2360,bhs,1932
2380,bhs,1933
2400,bhs,1934
2421,bhs,1935
2441,bhs,1936
2461,bhs,1937
2481,bhs,1938
2501,bhs,1939
2521,bhs,1940
2541,bhs,1941
2561,bhs,1942
2581,bhs,1943
2601,bhs,1944
2622,bhs,1945
2642,bhs,1946
2662,bhs,1947
2682,bhs,1948
2702,bhs,1949
2722,bhs,1950
2735,bhs,1951
2773,bhs,1952
2837,bhs,1953
2926,bhs,1954
3041,bhs,1955
3178,bhs,1956
3335,bhs,1957
3503,bhs,1958
3673,bhs,1959
3831,bhs,1960
3964,bhs,1961
4061,bhs,1962
4117,bhs,1963
4136,bhs,1964
4134,bhs,1965
4135,bhs,1966
4159,bhs,1967
4221,bhs,1968
4321,bhs,1969
4448,bhs,1970
4582,bhs,1971
4700,bhs,1972
4790,bhs,1973
4852,bhs,1974
4900,bhs,1975
4958,bhs,1976
5046,bhs,1977
5176,bhs,1978
5342,bhs,1979
5530,bhs,1980
5711,bhs,1981
5861,bhs,1982
5963,bhs,1983
6014,bhs,1984
6025,bhs,1985
6019,bhs,1986
6018,bhs,1987
6040,bhs,1988
6086,bhs,1989
6148,bhs,1990
6212,bhs,1991
6257,bhs,1992
6268,bhs,1993
6238,bhs,1994
6160,bhs,1995
6031,bhs,1996
5863,bhs,1997
5672,bhs,1998
5471,bhs,1999
5284,bhs,2000
5134,bhs,2001
5035,bhs,2002
4994,bhs,2003
5011,bhs,2004
5082,bhs,2005
5191,bhs,2006
5316,bhs,2007
5439,bhs,2008
5547,bhs,2009
5635,bhs,2010
5699,bhs,2011
5748,bhs,2012
5785,bhs,2013
5811,bhs,2014
5827,bhs,2015
3116,bhr,1800
3116,bhr,1801
3116,bhr,1802
3116,bhr,1803
3116,bhr,1804
3116,bhr,1805
3116,bhr,1806
3116,bhr,1807
3116,bhr,1808
3116,bhr,1809
3116,bhr,1810
3112,bhr,1811
3112,bhr,1812
3112,bhr,1813
3112,bhr,1814
3112,bhr,1815
3112,bhr,1816
3112,bhr,1817
3112,bhr,1818
3112,bhr,1819
3112,bhr,1820
3112,bhr,1821
3112,bhr,1822
3112,bhr,1823
3112,bhr,1824
3112,bhr,1825
3112,bhr,1826
3112,bhr,1827
3112,bhr,1828
3112,bhr,1829
3112,bhr,1830
3112,bhr,1831
3108,bhr,1832
3108,bhr,1833
3108,bhr,1834
3108,bhr,1835
3108,bhr,1836
3108,bhr,1837
3108,bhr,1838
3108,bhr,1839
3108,bhr,1840
3108,bhr,1841
3108,bhr,1842
3108,bhr,1843
3108,bhr,1844
3108,bhr,1845
3108,bhr,1846
3108,bhr,1847
3108,bhr,1848
3108,bhr,1849
3108,bhr,1850
3108,bhr,1851
3108,bhr,1852
3103,bhr,1853
3103,bhr,1854
3103,bhr,1855
3103,bhr,1856
3103,bhr,1857
3103,bhr,1858
3103,bhr,1859
3103,bhr,1860
3104,bhr,1861
3106,bhr,1862
3108,bhr,1863
3111,bhr,1864
3116,bhr,1865
3121,bhr,1866
3126,bhr,1867
3133,bhr,1868
3141,bhr,1869
3149,bhr,1870
3158,bhr,1871
3169,bhr,1872
3171,bhr,1873
3184,bhr,1874
3197,bhr,1875
3211,bhr,1876
3224,bhr,1877
3241,bhr,1878
3259,bhr,1879
3277,bhr,1880
3295,bhr,1881
3313,bhr,1882
3332,bhr,1883
3350,bhr,1884
3369,bhr,1885
3388,bhr,1886
3406,bhr,1887
3425,bhr,1888
3444,bhr,1889
3463,bhr,1890
3483,bhr,1891
3502,bhr,1892
3522,bhr,1893
3536,bhr,1894
3556,bhr,1895
3576,bhr,1896
3596,bhr,1897
3616,bhr,1898
3636,bhr,1899
3656,bhr,1900
3677,bhr,1901
3697,bhr,1902
3717,bhr,1903
3738,bhr,1904
3759,bhr,1905
3780,bhr,1906
3801,bhr,1907
3822,bhr,1908
3843,bhr,1909
3864,bhr,1910
3886,bhr,1911
3908,bhr,1912
3934,bhr,1913
3966,bhr,1914
3998,bhr,1915
4035,bhr,1916
4073,bhr,1917
4111,bhr,1918
4150,bhr,1919
4189,bhr,1920
4228,bhr,1921
4268,bhr,1922
4308,bhr,1923
4348,bhr,1924
4389,bhr,1925
4430,bhr,1926
4471,bhr,1927
4519,bhr,1928
4561,bhr,1929
4592,bhr,1930
4623,bhr,1931
4653,bhr,1932
4684,bhr,1933
4715,bhr,1934
4746,bhr,1935
4777,bhr,1936
4807,bhr,1937
4838,bhr,1938
4869,bhr,1939
4900,bhr,1940
4931,bhr,1941
4962,bhr,1942
4992,bhr,1943
5023,bhr,1944
5054,bhr,1945
5085,bhr,1946
5116,bhr,1947
5146,bhr,1948
5177,bhr,1949
5208,bhr,1950
5301,bhr,1951
5495,bhr,1952
5702,bhr,1953
5923,bhr,1954
6157,bhr,1955
6403,bhr,1956
6658,bhr,1957
6918,bhr,1958
7177,bhr,1959
7424,bhr,1960
7651,bhr,1961
7850,bhr,1962
8013,bhr,1963
8139,bhr,1964
8223,bhr,1965
8263,bhr,1966
8269,bhr,1967
8257,bhr,1968
8244,bhr,1969
8253,bhr,1970
8308,bhr,1971
8423,bhr,1972
8608,bhr,1973
8869,bhr,1974
9207,bhr,1975
9620,bhr,1976
10090,bhr,1977
10590,bhr,1978
11110,bhr,1979
11620,bhr,1980
12130,bhr,1981
12610,bhr,1982
13070,bhr,1983
13470,bhr,1984
13820,bhr,1985
14080,bhr,1986
14270,bhr,1987
14380,bhr,1988
14420,bhr,1989
14410,bhr,1990
14330,bhr,1991
14220,bhr,1992
14080,bhr,1993
13960,bhr,1994
13870,bhr,1995
13820,bhr,1996
13850,bhr,1997
13940,bhr,1998
14110,bhr,1999
14370,bhr,2000
14720,bhr,2001
15140,bhr,2002
15610,bhr,2003
16130,bhr,2004
16670,bhr,2005
17250,bhr,2006
17850,bhr,2007
18450,bhr,2008
19000,bhr,2009
19480,bhr,2010
19830,bhr,2011
20030,bhr,2012
20080,bhr,2013
19980,bhr,2014
19740,bhr,2015
888900,bgd,1800
890700,bgd,1801
892400,bgd,1802
894200,bgd,1803
896000,bgd,1804
897700,bgd,1805
899500,bgd,1806
901300,bgd,1807
903000,bgd,1808
904800,bgd,1809
906700,bgd,1810
908600,bgd,1811
910600,bgd,1812
912700,bgd,1813
914900,bgd,1814
917200,bgd,1815
919600,bgd,1816
922100,bgd,1817
924700,bgd,1818
927500,bgd,1819
930300,bgd,1820
933300,bgd,1821
936400,bgd,1822
939500,bgd,1823
942800,bgd,1824
946200,bgd,1825
949800,bgd,1826
953400,bgd,1827
957200,bgd,1828
961000,bgd,1829
965000,bgd,1830
969100,bgd,1831
973200,bgd,1832
977300,bgd,1833
981500,bgd,1834
985700,bgd,1835
989900,bgd,1836
994100,bgd,1837
998300,bgd,1838
1003000,bgd,1839
1007000,bgd,1840
1011000,bgd,1841
1015000,bgd,1842
1020000,bgd,1843
1024000,bgd,1844
1028000,bgd,1845
1033000,bgd,1846
1037000,bgd,1847
1042000,bgd,1848
1046000,bgd,1849
1050000,bgd,1850
1055000,bgd,1851
1059000,bgd,1852
1063000,bgd,1853
1068000,bgd,1854
1072000,bgd,1855
1076000,bgd,1856
1081000,bgd,1857
1085000,bgd,1858
1090000,bgd,1859
1094000,bgd,1860
1099000,bgd,1861
1103000,bgd,1862
1108000,bgd,1863
1113000,bgd,1864
1118000,bgd,1865
1123000,bgd,1866
1128000,bgd,1867
1134000,bgd,1868
1139000,bgd,1869
1145000,bgd,1870
1150000,bgd,1871
1156000,bgd,1872
1161000,bgd,1873
1168000,bgd,1874
1174000,bgd,1875
1180000,bgd,1876
1186000,bgd,1877
1193000,bgd,1878
1200000,bgd,1879
1206000,bgd,1880
1213000,bgd,1881
1220000,bgd,1882
1227000,bgd,1883
1234000,bgd,1884
1241000,bgd,1885
1248000,bgd,1886
1255000,bgd,1887
1262000,bgd,1888
1269000,bgd,1889
1277000,bgd,1890
1284000,bgd,1891
1291000,bgd,1892
1299000,bgd,1893
1306000,bgd,1894
1314000,bgd,1895
1321000,bgd,1896
1329000,bgd,1897
1336000,bgd,1898
1344000,bgd,1899
1351000,bgd,1900
1359000,bgd,1901
1367000,bgd,1902
1375000,bgd,1903
1382000,bgd,1904
1390000,bgd,1905
1398000,bgd,1906
1406000,bgd,1907
1414000,bgd,1908
1422000,bgd,1909
1430000,bgd,1910
1438000,bgd,1911
1447000,bgd,1912
1454000,bgd,1913
1462000,bgd,1914
1469000,bgd,1915
1476000,bgd,1916
1483000,bgd,1917
1491000,bgd,1918
1498000,bgd,1919
1506000,bgd,1920
1513000,bgd,1921
1521000,bgd,1922
1528000,bgd,1923
1536000,bgd,1924
1544000,bgd,1925
1547000,bgd,1926
1551000,bgd,1927
1554000,bgd,1928
1562000,bgd,1929
1569000,bgd,1930
1576000,bgd,1931
1584000,bgd,1932
1591000,bgd,1933
1599000,bgd,1934
1606000,bgd,1935
1613000,bgd,1936
1621000,bgd,1937
1628000,bgd,1938
1636000,bgd,1939
1643000,bgd,1940
1651000,bgd,1941
1658000,bgd,1942
1665000,bgd,1943
1673000,bgd,1944
1680000,bgd,1945
1688000,bgd,1946
1695000,bgd,1947
1702000,bgd,1948
1710000,bgd,1949
1717000,bgd,1950
1750000,bgd,1951
1816000,bgd,1952
1883000,bgd,1953
1950000,bgd,1954
