geo,electricity_use_per_person,time
lux,11140,1983
lux,11740,1984
lux,12060,1985
lux,12160,1986
lux,12280,1987
lux,13420,1988
lux,13540,1989
lux,13670,1990
lux,14090,1991
lux,12930,1992
lux,12630,1993
lux,13670,1994
lux,14920,1995
lux,14630,1996
lux,15130,1997
lux,15460,1998
lux,14990,1999
lux,15670,2000
lux,15620,2001
lux,15980,2002
lux,16260,2003
lux,16300,2004
lux,15640,2005
lux,16450,2006
lux,16350,2007
lux,15940,2008
lux,14420,2009
lux,16830,2010
lux,15530,2011
mkd,2650,1990
mkd,2693,1991
mkd,2960,1992
mkd,2621,1993
mkd,2726,1994
mkd,2821,1995
mkd,2942,1996
mkd,3007,1997
mkd,3070,1998
mkd,2842,1999
mkd,2871,2000
mkd,2771,2001
mkd,2722,2002
mkd,3068,2003
mkd,3100,2004
mkd,3326,2005
mkd,3400,2006
mkd,3568,2007
mkd,3621,2008
mkd,3370,2009
mkd,3521,2010
mkd,3881,2011
mys,309.8,1971
mys,343.2,1972
mys,370.2,1973
mys,395.1,1974
mys,424.7,1975
mys,461.8,1976
mys,526.7,1977
mys,557.6,1978
mys,616.2,1979
mys,657.1,1980
mys,686.6,1981
mys,725,1982
mys,762.6,1983
mys,808.7,1984
mys,833.9,1985
mys,874.3,1986
mys,914.1,1987
mys,986.7,1988
mys,1065,1989
mys,1146,1990
mys,1253,1991
mys,1404,1992
mys,1517,1993
mys,1765,1994
mys,1982,1995
mys,2163,1996
mys,2444,1997
mys,2498,1998
mys,2621,1999
mys,2720,2000
mys,2733,2001
mys,2797,2002
mys,2892,2003
mys,2964,2004
mys,2857,2005
mys,3051,2006
mys,3261,2007
mys,3278,2008
mys,3934,2009
mys,4136,2010
mys,4246,2011
mlt,1008,1971
mlt,1071,1972
mlt,1208,1973
mlt,1007,1974
mlt,1111,1975
mlt,1249,1976
mlt,1358,1977
mlt,1480,1978
mlt,1599,1979
mlt,1664,1980
mlt,1749,1981
mlt,1832,1982
mlt,1861,1983
mlt,1921,1984
mlt,2110,1985
mlt,2251,1986
mlt,2488,1987
mlt,2692,1988
mlt,2851,1989
mlt,2824,1990
mlt,3659,1991
mlt,3792,1992
mlt,3784,1993
mlt,3805,1994
mlt,3995,1995
mlt,3864,1996
mlt,3904,1997
mlt,4002,1998
mlt,4289,1999
mlt,4410,2000
mlt,4292,2001
mlt,4500,2002
mlt,4872,2003
mlt,4797,2004
mlt,4913,2005
mlt,4884,2006
mlt,4845,2007
mlt,4806,2008
mlt,4418,2009
mlt,4156,2010
mlt,4685,2011
mex,492.7,1971
mex,534.6,1972
mex,564,1973
mex,606.8,1974
mex,633.6,1975
mex,670.3,1976
mex,710.4,1977
mex,764.8,1978
mex,808.8,1979
mex,854.4,1980
mex,894.3,1981
mex,949.5,1982
mex,970.9,1983
mex,1011,1984
mex,1051,1985
mex,1071,1986
mex,1116,1987
mex,1150,1988
mex,1204,1989
mex,1156,1990
mex,1260,1991
mex,1278,1992
mex,1269,1993
mex,1350,1994
mex,1364,1995
mex,1430,1996
mex,1499,1997
mex,1556,1998
mex,1594,1999
mex,1700,2000
mex,1726,2001
mex,1735,2002
mex,1701,2003
mex,1799,2004
mex,1853,2005
mex,1865,2006
mex,1899,2007
mex,1908,2008
mex,1870,2009
mex,1916,2010
mex,2092,2011
mda,3235,1990
mda,3437,1991
mda,2963,1992
mda,2581,1993
mda,2220,1994
mda,2094,1995
mda,1979,1996
mda,1860,1997
mda,1859,1998
mda,1743,1999
mda,1638,2000
mda,1805,2001
mda,1872,2002
mda,2102,2003
mda,1961,2004
mda,2048,2005
mda,2163,2006
mda,1996,2007
mda,2028,2008
mda,1741,2009
mda,1723,2010
mda,1470,2011
mng,1523,1985
mng,1613,1986
mng,1613,1987
mng,1655,1988
mng,1655,1989
mng,1546,1990
mng,1381,1991
mng,1248,1992
mng,1142,1993
mng,1098,1994
mng,1108,1995
mng,1104,1996
mng,1076,1997
mng,1088,1998
mng,1065,1999
mng,1076,2000
mng,1096,2001
mng,1124,2002
mng,1169,2003
mng,1231,2004
mng,1289,2005
mng,1339,2006
mng,1383,2007
mng,1478,2008
mng,1431,2009
mng,1555,2010
mng,1577,2011
mne,6299,2005
mne,6433,2006
mne,6544,2007
mne,6270,2008
mne,5002,2009
mne,5414,2010
mne,5747,2011
mar,125.8,1971
mar,139.6,1972
mar,153,1973
mar,158.7,1974
mar,164.3,1975
mar,180,1976
mar,194,1977
mar,207.8,1978
mar,224.6,1979
mar,239.2,1980
mar,251.2,1981
mar,264.9,1982
mar,283.4,1983
mar,285.9,1984
mar,297.5,1985
mar,310,1986
mar,313.7,1987
mar,343.3,1988
mar,337.6,1989
mar,361.1,1990
mar,373.5,1991
mar,404.3,1992
mar,404.5,1993
mar,424,1994
mar,433.7,1995
mar,436.1,1996
mar,453.2,1997
mar,481.5,1998
mar,454.6,1999
mar,491.5,2000
mar,526.8,2001
mar,538.6,2002
mar,585.5,2003
mar,617.6,2004
mar,641.4,2005
mar,697.4,2006
mar,728.9,2007
mar,751,2008
mar,763,2009
mar,783.3,2010
mar,826.4,2011
moz,49.25,1971
moz,48.47,1972
moz,55.29,1973
moz,65.48,1974
moz,53.67,1975
moz,59.31,1976
moz,55.02,1977
moz,58.3,1978
moz,35.47,1979
moz,35.58,1980
moz,35.13,1981
moz,46.43,1982
moz,36.25,1983
moz,28.26,1984
moz,30.14,1985
moz,35.47,1986
moz,40.45,1987
moz,33.04,1988
moz,37.93,1989
moz,40.39,1990
moz,53.48,1991
moz,52.05,1992
moz,48.88,1993
moz,42.84,1994
moz,44.74,1995
moz,44.46,1996
moz,52.79,1997
moz,47.55,1998
moz,67.09,1999
moz,121.7,2000
moz,269,2001
moz,258.1,2002
moz,364.3,2003
moz,437.3,2004
moz,439.9,2005
moz,448.2,2006
moz,449.5,2007
moz,434,2008
moz,434.9,2009
moz,445.1,2010
moz,447.1,2011
mmr,19.87,1971
mmr,21.22,1972
mmr,22.8,1973
mmr,22.46,1974
mmr,25.26,1975
mmr,27.37,1976
mmr,29.63,1977
mmr,31.01,1978
mmr,32.66,1979
mmr,33.71,1980
mmr,30.18,1981
mmr,31.9,1982
mmr,32.27,1983
mmr,34.78,1984
mmr,41.38,1985
mmr,41.37,1986
mmr,41.58,1987
mmr,36.88,1988
mmr,39.52,1989
mmr,43.28,1990
mmr,40.02,1991
mmr,43.18,1992
mmr,49.33,1993
mmr,52.41,1994
mmr,55.37,1995
mmr,55.71,1996
mmr,62.21,1997
mmr,62.53,1998
mmr,65.62,1999
mmr,72.57,2000
mmr,66.04,2001
mmr,70.72,2002
mmr,77.64,2003
mmr,78.4,2004
mmr,73.02,2005
mmr,86.24,2006
mmr,87.33,2007
mmr,91.86,2008
mmr,96.88,2009
mmr,121.1,2010
mmr,110.2,2011
nam,1050,1991
nam,1007,1992
nam,1073,1993
nam,946.6,1994
nam,938.2,1995
nam,1009,1996
nam,956.8,1997
nam,1039,1998
nam,1098,1999
nam,1178,2000
nam,1218,2001
nam,1063,2002
nam,1107,2003
nam,1384,2004
nam,1453,2005
nam,1541,2006
nam,1545,2007
nam,1587,2008
nam,1540,2009
nam,1474,2010
nam,1549,2011
npl,6.268,1971
npl,7.877,1972
npl,6.005,1973
npl,7.464,1974
npl,6.915,1975
npl,9.349,1976
npl,10.26,1977
npl,10.98,1978
npl,12.09,1979
npl,12.93,1980
npl,14.74,1981
npl,18.19,1982
npl,19.39,1983
npl,20.92,1984
npl,23.17,1985
npl,26.83,1986
npl,29.19,1987
npl,31.49,1988
npl,34.11,1989
npl,36.72,1990
npl,38.88,1991
npl,38.74,1992
npl,40.3,1993
npl,43.26,1994
npl,45.95,1995
npl,48.31,1996
npl,48.5,1997
npl,51.14,1998
npl,56.94,1999
npl,60.73,2000
npl,66.37,2001
npl,69.29,2002
npl,72.13,2003
npl,75.92,2004
npl,78.44,2005
npl,85.24,2006
npl,89.09,2007
npl,84.8,2008
npl,98.17,2009
npl,103.4,2010
npl,105.5,2011
nld,1353,1960
nld,1421,1961
nld,1529,1962
nld,1648,1963
nld,1779,1964
nld,1914,1965
nld,2088,1966
nld,2244,1967
nld,2487,1968
nld,2711,1969
nld,2948,1970
nld,3146,1971
nld,3415,1972
nld,3612,1973
nld,3735,1974
nld,3773,1975
nld,4010,1976
nld,4077,1977
nld,4251,1978
nld,4403,1979
nld,4364,1980
nld,4293,1981
nld,4238,1982
nld,4300,1983
nld,4412,1984
nld,4517,1985
nld,4567,1986
nld,4723,1987
nld,4924,1988
nld,5053,1989
nld,5218,1990
nld,5327,1991
nld,5442,1992
nld,5494,1993
nld,5643,1994
nld,5747,1995
nld,5944,1996
nld,6124,1997
nld,6307,1998
nld,6400,1999
nld,6560,2000
nld,6653,2001
nld,6694,2002
nld,6751,2003
nld,7017,2004
nld,6988,2005
nld,7055,2006
nld,7210,2007
nld,7226,2008
nld,6896,2009
nld,7010,2010
nld,7036,2011
nzl,2457,1960
nzl,2617,1961
nzl,2752,1962
nzl,3079,1963
nzl,3251,1964
nzl,3513,1965
nzl,3678,1966
nzl,3712,1967
nzl,3880,1968
nzl,4088,1969
nzl,4272,1970
nzl,4694,1971
nzl,5307,1972
nzl,5526,1973
nzl,5462,1974
nzl,5795,1975
nzl,6095,1976
nzl,6150,1977
nzl,6151,1978
nzl,6180,1979
nzl,6344,1980
nzl,6497,1981
nzl,6872,1982
nzl,7299,1983
nzl,7513,1984
nzl,7556,1985
nzl,7875,1986
nzl,7901,1987
nzl,8133,1988
nzl,8465,1989
nzl,8973,1990
nzl,8842,1991
nzl,8637,1992
nzl,8909,1993
nzl,8928,1994
nzl,9107,1995
nzl,9073,1996
nzl,9091,1997
nzl,9125,1998
nzl,9139,1999
nzl,9384,2000
nzl,9417,2001
nzl,9527,2002
nzl,9407,2003
nzl,9666,2004
nzl,9674,2005
nzl,9700,2006
nzl,9631,2007
nzl,9536,2008
nzl,9376,2009
nzl,9565,2010
nzl,9399,2011
nic,225.5,1971
nic,244.6,1972
nic,222.3,1973
nic,262,1974
nic,270.5,1975
nic,305.7,1976
nic,336.8,1977
nic,325.5,1978
nic,250.2,1979
nic,259.7,1980
nic,267.7,1981
nic,277,1982
nic,293.2,1983
nic,295.8,1984
nic,288.4,1985
nic,283.8,1986
nic,297.9,1987
nic,294,1988
nic,324.1,1989
nic,308.9,1990
nic,301.4,1991
nic,303.5,1992
nic,292.3,1993
nic,278.9,1994
nic,290.6,1995
nic,310.1,1996
nic,348.3,1997
nic,339.7,1998
nic,326.8,1999
nic,342.7,2000
nic,341.5,2001
nic,350.4,2002
nic,365.6,2003
nic,391,2004
nic,411.2,2005
nic,423.9,2006
nic,458,2007
nic,471.8,2008
nic,476.2,2009
nic,470.4,2010
nic,521.6,2011
nga,28.49,1971
nga,32.64,1972
nga,35.2,1973
nga,32.75,1974
nga,45.64,1975
nga,51.42,1976
nga,58.98,1977
nga,60.48,1978
nga,59.61,1979
nga,67.8,1980
nga,50.71,1981
nga,81.58,1982
nga,81.41,1983
nga,61.82,1984
nga,80.13,1985
nga,90.52,1986
nga,88.93,1987
nga,86.78,1988
nga,96.66,1989
nga,86.71,1990
nga,89.22,1991
nga,89.67,1992
nga,100.5,1993
nga,95.15,1994
nga,91.09,1995
nga,85.52,1996
nga,81.63,1997
nga,76.61,1998
nga,75.41,1999
nga,74.13,2000
nga,75.2,2001
nga,104.2,2002
nga,101.4,2003
nga,123,2004
nga,128.7,2005
nga,111.1,2006
nga,138.1,2007
nga,126.5,2008
nga,119.8,2009
nga,135.4,2010
nga,148.9,2011
nor,7681,1960
nor,8405,1961
nor,9391,1962
nor,9659,1963
nor,10550,1964
nor,11420,1965
nor,11660,1966
nor,12260,1967
nor,13490,1968
nor,13230,1969
nor,13450,1970
nor,14080,1971
nor,14490,1972
nor,15540,1973
nor,16290,1974
nor,16310,1975
nor,16910,1976
nor,16520,1977
nor,17310,1978
nor,18860,1979
nor,18730,1980
nor,19430,1981
nor,19360,1982
nor,20500,1983
nor,21940,1984
nor,22560,1985
nor,22180,1986
nor,22800,1987
nor,22980,1988
nor,22860,1989
nor,23350,1990
nor,23810,1991
nor,23790,1992
nor,23970,1993
nor,24250,1994
nor,24530,1995
nor,24000,1996
nor,24330,1997
nor,25420,1998
nor,25060,1999
nor,24990,2000
nor,25590,2001
nor,24620,2002
nor,23200,2003
nor,24210,2004
nor,25080,2005
nor,24100,2006
nor,24860,2007
nor,24870,2008
nor,23860,2009
nor,24890,2010
nor,23170,2011
omn,14.69,1971
omn,29.62,1972
omn,50.81,1973
omn,95.02,1974
omn,153.1,1975
omn,252.3,1976
omn,364.1,1977
omn,398.9,1978
omn,483.6,1979
omn,623.7,1980
omn,754.6,1981
omn,899.3,1982
omn,1045,1983
omn,1241,1984
omn,1468,1985
omn,1792,1986
omn,1841,1987
omn,1976,1988
omn,1984,1989
omn,2189,1990
omn,2164,1991
omn,2265,1992
omn,2479,1993
omn,2545,1994
omn,2641,1995
omn,2694,1996
omn,2877,1997
omn,3178,1998
omn,3200,1999
omn,3312,2000
omn,3522,2001
omn,3562,2002
omn,3545,2003
omn,3801,2004
omn,4084,2005
omn,4338,2006
omn,4599,2007
omn,5196,2008
omn,5702,2009
omn,5890,2010
omn,6292,2011
pak,91.78,1971
pak,89.3,1972
pak,99.36,1973
pak,105.3,1974
pak,109,1975
pak,105.7,1976
pak,107.9,1977
pak,119,1978
pak,136.6,1979
pak,132.8,1980
pak,144.1,1981
pak,155.3,1982
pak,166.6,1983
pak,178.8,1984
pak,193.5,1985
pak,208.1,1986
pak,221.7,1987
pak,247.8,1988
pak,256.4,1989
pak,268.8,1990
pak,288.2,1991
pak,323.8,1992
pak,324.9,1993
pak,335.1,1994
pak,347,1995
pak,348,1996
pak,350.7,1997
pak,332,1998
pak,343,1999
pak,358.6,2000
pak,364.6,2001
pak,371.8,2002
pak,397.1,2003
pak,416.6,2004
pak,449.9,2005
pak,474.4,2006
pak,470.3,2007
pak,433.7,2008
pak,450.4,2009
pak,457.8,2010
pak,449.3,2011
pan,523,1971
pan,568.4,1972
pan,627.4,1973
pan,614.5,1974
pan,631.8,1975
pan,672.6,1976
pan,711.2,1977
pan,691.9,1978
pan,791.8,1979
pan,768.8,1980
pan,783.1,1981
pan,831.6,1982
pan,898.4,1983
pan,853.1,1984
pan,887.1,1985
pan,912,1986
pan,957.1,1987
pan,864.6,1988
pan,825.9,1989
pan,827.6,1990
pan,872.3,1991
pan,905.1,1992
pan,952.4,1993
pan,1006,1994
pan,1056,1995
pan,1078,1996
pan,1166,1997
pan,1172,1998
pan,1210,1999
pan,1256,2000
pan,1262,2001
pan,1290,2002
pan,1349,2003
pan,1409,2004
pan,1440,2005
pan,1444,2006
pan,1525,2007
pan,1574,2008
pan,1663,2009
pan,1732,2010
pan,1829,2011
pry,81.28,1971
pry,88.54,1972
pry,104,1973
pry,112.2,1974
pry,115.9,1975
pry,129.7,1976
pry,156.6,1977
pry,186.6,1978
pry,213.4,1979
pry,240.4,1980
pry,263.4,1981
pry,259.9,1982
pry,264.9,1983
pry,290.2,1984
pry,291.6,1985
pry,333,1986
pry,381.9,1987
pry,428.4,1988
pry,443.8,1989
pry,501.2,1990
pry,521.3,1991
pry,554.9,1992
pry,622.5,1993
pry,696.8,1994
pry,779.3,1995
pry,790.2,1996
pry,827.1,1997
pry,834.2,1998
pry,852.6,1999
pry,879.6,2000
pry,865.3,2001
pry,874.8,2002
pry,828.5,2003
pry,815.4,2004
pry,847.9,2005
pry,900.6,2006
pry,958.5,2007
pry,1002,2008
pry,1055,2009
pry,1133,2010
pry,1228,2011
per,398.3,1971
per,416.5,1972
per,419.6,1973
per,435.7,1974
per,443.7,1975
per,451.2,1976
per,479,1977
per,471.9,1978
per,481.8,1979
per,503.7,1980
per,530.2,1981
per,554.5,1982
per,518.8,1983
per,554.9,1984
per,547.7,1985
per,570.3,1986
per,594.9,1987
per,557.5,1988
per,554.8,1989
per,547.7,1990
per,580.8,1991
per,477.8,1992
per,524.7,1993
per,535.9,1994
per,548.6,1995
per,590.5,1996
per,607.7,1997
per,642,1998
per,653.8,1999
per,678,2000
per,703.1,2001
per,737.3,2002
per,761.2,2003
per,799,2004
per,833.9,2005
per,885.1,2006
per,966.9,2007
per,1040,2008
per,1043,2009
per,1098,2010
per,1248,2011
phl,235.8,1971
phl,260.5,1972
phl,321.9,1973
phl,309.4,1974
phl,314.5,1975
phl,329.2,1976
phl,328.2,1977
phl,328.5,1978
phl,345.4,1979
phl,373.5,1980
phl,337.3,1981
phl,338.1,1982
phl,362.5,1983
phl,341.3,1984
phl,350.1,1985
phl,311.3,1986
phl,319.3,1987
phl,343,1988
phl,360.5,1989
phl,360.7,1990
phl,354,1991
phl,335.4,1992
phl,335.9,1993
phl,378.2,1994
phl,399.8,1995
phl,429.9,1996
phl,463.9,1997
phl,480.3,1998
phl,469.3,1999
phl,501.5,2000
phl,521.3,2001
phl,525,2002
phl,558.4,2003
phl,578.5,2004
phl,579.7,2005
phl,571.1,2006
phl,585.1,2007
phl,588,2008
phl,592.3,2009
phl,641.5,2010
phl,647,2011
pol,904.6,1960
pol,987.9,1961
pol,1062,1962
pol,1093,1963
pol,1167,1964
pol,1251,1965
pol,1362,1966
pol,1484,1967
pol,1593,1968
pol,1702,1969
pol,1807,1970
pol,1956,1971
pol,2112,1972
pol,2265,1973
pol,2413,1974
pol,2593,1975
pol,2741,1976
pol,2872,1977
pol,2988,1978
pol,3010,1979
pol,3076,1980
pol,2884,1981
pol,2900,1982
pol,3045,1983
pol,3160,1984
pol,3260,1985
pol,3384,1986
pol,3520,1987
pol,3569,1988
pol,3538,1989
pol,3272,1990
pol,3088,1991
pol,2961,1992
pol,2978,1993
pol,2993,1994
pol,3061,1995
pol,3159,1996
pol,3206,1997
pol,3207,1998
pol,3172,1999
pol,3240,2000
pol,3260,2001
pol,3208,2002
pol,3324,2003
pol,3416,2004
pol,3437,2005
pol,3585,2006
pol,3662,2007
pol,3726,2008
pol,3591,2009
pol,3783,2010
pol,3832,2011
prt,320.2,1960
prt,350.2,1961
prt,379.1,1962
prt,409.8,1963
prt,459.5,1964
prt,486.9,1965
prt,543.1,1966
prt,572.4,1967
prt,614.6,1968
prt,681.1,1969
prt,763.9,1970
prt,835.3,1971
prt,911.5,1972
prt,994.8,1973
prt,1081,1974
prt,1076,1975
prt,1137,1976
prt,1249,1977
prt,1344,1978
prt,1466,1979
prt,1559,1980
prt,1567,1981
prt,1645,1982
prt,1740,1983
prt,1774,1984
prt,1873,1985
prt,1975,1986
prt,2058,1987
prt,2202,1988
prt,2399,1989
prt,2542,1990
prt,2675,1991
prt,2811,1992
prt,2798,1993
prt,2867,1994
prt,3076,1995
prt,3198,1996
prt,3358,1997
prt,3556,1998
prt,3812,1999
prt,4014,2000
prt,4148,2001
prt,4292,2002
prt,4383,2003
prt,4526,2004
prt,4663,2005
prt,4799,2006
prt,4860,2007
prt,4822,2008
prt,4815,2009
prt,4929,2010
prt,4849,2011
qat,2641,1971
qat,3037,1972
qat,2955,1973
qat,2995,1974
qat,3803,1975
qat,4137,1976
qat,4978,1977
qat,6316,1978
qat,8705,1979
qat,9712,1980
qat,9932,1981
qat,10020,1982
qat,9523,1983
qat,9562,1984
qat,10060,1985
qat,10260,1986
qat,9806,1987
qat,9594,1988
qat,9489,1989
qat,9586,1990
qat,9031,1991
qat,9953,1992
qat,10570,1993
qat,11020,1994
qat,11000,1995
qat,12060,1996
qat,12190,1997
qat,13800,1998
qat,13960,1999
qat,14320,2000
qat,15130,2001
qat,16160,2002
qat,16930,2003
qat,17100,2004
qat,16290,2005
qat,16400,2006
qat,15680,2007
qat,14780,2008
qat,14480,2009
qat,15080,2010
qat,15750,2011
rou,1632,1971
rou,1787,1972
rou,1907,1973
rou,2019,1974
rou,2215,1975
rou,2419,1976
rou,2550,1977
rou,2665,1978
rou,2694,1979
rou,2872,1980
rou,2946,1981
rou,2922,1982
rou,2971,1983
rou,3078,1984
rou,3130,1985
rou,3316,1986
rou,3276,1987
rou,3393,1988
rou,3412,1989
rou,2925,1990
rou,2521,1991
rou,2320,1992
rou,2272,1993
rou,2235,1994
rou,2329,1995
rou,2430,1996
rou,2251,1997
rou,2107,1998
rou,1936,1999
rou,1988,2000
rou,2067,2001
rou,2073,2002
rou,2221,2003
rou,2271,2004
rou,2331,2005
rou,2402,2006
rou,2452,2007
rou,2488,2008
rou,2267,2009
rou,2409,2010
rou,2486,2011
rus,6673,1990
rus,6541,1991
rus,6107,1992
rus,5724,1993
rus,5191,1994
rus,5110,1995
rus,5031,1996
rus,4956,1997
rus,4873,1998
rus,5030,1999
rus,5209,2000
rus,5275,2001
rus,5305,2002
rus,5480,2003
rus,5642,2004
rus,5785,2005
rus,6122,2006
rus,6317,2007
rus,6435,2008
rus,6133,2009
rus,6431,2010
rus,6486,2011
sau,325.9,1971
sau,360.9,1972
sau,418.4,1973
sau,506.4,1974
sau,537.4,1975
sau,728.2,1976
sau,835.5,1977
sau,1103,1978
sau,1592,1979
sau,1941,1980
sau,2211,1981
sau,2612,1982
sau,2691,1983
sau,3010,1984
sau,3035,1985
sau,3370,1986
sau,3636,1987
sau,3747,1988
sau,3860,1989
sau,4025,1990
sau,4130,1991
sau,4402,1992
sau,4747,1993
sau,4840,1994
sau,4949,1995
sau,5016,1996
sau,5221,1997
sau,5613,1998
sau,5777,1999
sau,5811,2000
sau,6036,2001
sau,6044,2002
sau,6389,2003
sau,6164,2004
sau,6381,2005
sau,6607,2006
sau,6747,2007
sau,7073,2008
sau,7431,2009
sau,8022,2010
sau,8161,2011
sen,74.5,1971
sen,75.35,1972
sen,80.85,1973
sen,80.37,1974
sen,83.66,1975
sen,87.04,1976
sen,92.23,1977
sen,97.73,1978
sen,102.5,1979
sen,103.3,1980
sen,106.4,1981
sen,96.29,1982
sen,105.9,1983
sen,110.5,1984
sen,104.7,1985
sen,102.1,1986
sen,103.9,1987
sen,104.9,1988
sen,100.9,1989
sen,103.8,1990
sen,102.7,1991
sen,109.2,1992
sen,104.3,1993
sen,109.8,1994
sen,109.1,1995
sen,109.7,1996
sen,117.1,1997
sen,121.6,1998
sen,117.7,1999
sen,101.9,2000
sen,123.5,2001
sen,145.8,2002
sen,125.9,2003
sen,138.3,2004
sen,157.7,2005
sen,156.8,2006
sen,180.7,2007
sen,157.9,2008
sen,188.5,2009
sen,187.7,2010
sen,186.9,2011
srb,4629,1990
srb,4411,1991
srb,4275,1992
srb,3480,1993
srb,3411,1994
srb,3734,1995
srb,4084,1996
srb,4262,1997
srb,4303,1998
srb,3979,1999
srb,4199,2000
srb,4434,2001
srb,4478,2002
srb,4333,2003
srb,4258,2004
srb,3922,2005
srb,4040,2006
srb,4159,2007
srb,4292,2008
srb,4224,2009
srb,4359,2010
srb,4474,2011
sgp,1155,1971
sgp,1371,1972
sgp,1599,1973
sgp,1634,1974
sgp,1728,1975
sgp,1885,1976
sgp,2074,1977
sgp,2368,1978
sgp,2529,1979
sgp,2718,1980
sgp,2779,1981
sgp,2814,1982
sgp,3046,1983
sgp,3256,1984
sgp,3444,1985
sgp,3694,1986
sgp,4088,1987
sgp,4399,1988
sgp,4639,1989
sgp,4983,1990
sgp,5105,1991
sgp,5237,1992
sgp,5500,1993
sgp,5843,1994
sgp,6069,1995
sgp,6313,1996
sgp,6829,1997
sgp,6966,1998
sgp,7188,1999
sgp,7575,2000
sgp,7516,2001
sgp,7756,2002
sgp,8114,2003
sgp,8314,2004
sgp,8507,2005
sgp,8520,2006
sgp,8514,2007
sgp,8185,2008
sgp,7896,2009
sgp,8438,2010
sgp,8404,2011
svk,2697,1971
svk,2829,1972
svk,3026,1973
svk,3138,1974
svk,3112,1975
svk,3260,1976
svk,3413,1977
svk,3469,1978
svk,3806,1979
svk,4359,1980
svk,4412,1981
svk,4439,1982
svk,4521,1983
svk,4624,1984
svk,4841,1985
svk,4942,1986
svk,5085,1987
svk,5150,1988
svk,5266,1989
svk,5542,1990
svk,5115,1991
svk,4699,1992
svk,4570,1993
svk,4583,1994
svk,4926,1995
svk,5150,1996
svk,5068,1997
svk,4682,1998
svk,5029,1999
svk,4956,2000
svk,5027,2001
svk,5050,2002
svk,5016,2003
svk,5088,2004
svk,4920,2005
svk,5136,2006
svk,5250,2007
svk,5268,2008
svk,4925,2009
svk,5164,2010
svk,5348,2011
svn,5335,1990
svn,5087,1991
svn,4943,1992
svn,4951,1993
svn,5240,1994
svn,5313,1995
svn,5366,1996
svn,5435,1997
svn,5575,1998
svn,5676,1999
svn,5778,2000
svn,6006,2001
svn,6381,2002
svn,6578,2003
svn,6831,2004
svn,6918,2005
svn,7124,2006
svn,7138,2007
svn,6920,2008
svn,6103,2009
svn,6521,2010
svn,6806,2011
zaf,2246,1971
zaf,2405,1972
zaf,2531,1973
zaf,2669,1974
zaf,2801,1975
zaf,2950,1976
zaf,3036,1977
zaf,3200,1978
zaf,3439,1979
zaf,3644,1980
zaf,3819,1981
zaf,3903,1982
zaf,3951,1983
zaf,4212,1984
zaf,4298,1985
zaf,4386,1986
zaf,4348,1987
zaf,4428,1988
zaf,4450,1989
zaf,4431,1990
zaf,4333,1991
zaf,4213,1992
zaf,4255,1993
zaf,4311,1994
zaf,4404,1995
zaf,4970,1996
zaf,5061,1997
zaf,4803,1998
zaf,4618,1999
zaf,4681,2000
zaf,4365,2001
zaf,4590,2002
zaf,4619,2003
zaf,4652,2004
zaf,4704,2005
zaf,4797,2006
zaf,4938,2007
zaf,4759,2008
zaf,4532,2009
zaf,4654,2010
zaf,4694,2011
esp,494.8,1960
esp,550.4,1961
esp,613.2,1962
esp,663.9,1963
esp,745.4,1964
esp,823,1965
esp,925.9,1966
esp,1033,1967
esp,1155,1968
esp,1294,1969
esp,1416,1970
esp,1536,1971
esp,1709,1972
esp,1883,1973
esp,2037,1974
esp,2067,1975
esp,2269,1976
esp,2303,1977
esp,2399,1978
esp,2528,1979
esp,2648,1980
esp,2673,1981
esp,2661,1982
esp,2796,1983
esp,2907,1984
esp,2979,1985
esp,3008,1986
esp,3098,1987
esp,3222,1988
esp,3446,1989
esp,3538,1990
esp,3610,1991
esp,3699,1992
esp,3654,1993
esp,3780,1994
esp,3951,1995
esp,4051,1996
esp,4376,1997
esp,4536,1998
esp,4876,1999
esp,5207,2000
esp,5440,2001
esp,5592,2002
esp,5701,2003
esp,5924,2004
esp,6147,2005
esp,6144,2006
esp,6101,2007
esp,6078,2008
esp,5709,2009
esp,5769,2010
esp,5598,2011
lka,57.92,1971
lka,64.92,1972
lka,67.3,1973
lka,68.13,1974
lka,72.32,1975
lka,74.14,1976
lka,76.32,1977
lka,83.02,1978
lka,91.07,1979
lka,96.63,1980
lka,103.4,1981
lka,112.1,1982
lka,117.5,1983
lka,120.9,1984
lka,130.9,1985
lka,139.1,1986
lka,139.6,1987
lka,143.6,1988
lka,140.7,1989
lka,154.2,1990
lka,160.1,1991
lka,169.1,1992
lka,185.4,1993
lka,201.9,1994
lka,217,1995
lka,204.8,1996
lka,228.6,1997
lka,246.3,1998
lka,257.6,1999
lka,289.8,2000
lka,292.6,2001
lka,305.4,2002
lka,327.1,2003
lka,353.5,2004
lka,398.1,2005
lka,399.8,2006
lka,416.2,2007
lka,383.7,2008
lka,416.8,2009
lka,449.2,2010
lka,490.2,2011
sdn,26.08,1971
sdn,27.4,1972
sdn,32.3,1973
sdn,37.23,1974
sdn,38.41,1975
sdn,39.03,1976
sdn,39.97,1977
sdn,41.63,1978
sdn,40.85,1979
sdn,36.72,1980
sdn,33.96,1981
sdn,35.02,1982
sdn,32.91,1983
sdn,43.94,1984
sdn,46.8,1985
sdn,51.67,1986
sdn,52.18,1987
sdn,45.82,1988
sdn,42.88,1989
sdn,49.74,1990
sdn,47.63,1991
