geo,electricity_use_per_person,time
slv,852.9,2008
slv,842.7,2009
slv,852.5,2010
slv,829.6,2011
eri,36.92,1992
eri,38.27,1993
eri,41.89,1994
eri,43.43,1995
eri,48.66,1996
eri,51.96,1997
eri,44.43,1998
eri,46.37,1999
eri,43.66,2000
eri,47.3,2001
eri,50.45,2002
eri,52.1,2003
eri,50.37,2004
eri,49.86,2005
eri,46.08,2006
eri,47.03,2007
eri,44.96,2008
eri,46.78,2009
eri,47.38,2010
eri,48.71,2011
est,5890,1990
est,5783,1991
est,4743,1992
est,3953,1993
est,4317,1994
est,4311,1995
est,4649,1996
est,4879,1997
est,4787,1998
est,4517,1999
est,4629,2000
est,4770,2001
est,4898,2002
est,5269,2003
est,5483,2004
est,5567,2005
est,5884,2006
est,6273,2007
est,6348,2008
est,5950,2009
est,6464,2010
est,6256,2011
eth,18.87,1971
eth,18.72,1972
eth,17.76,1973
eth,17.01,1974
eth,16.49,1975
eth,16.02,1976
eth,15.02,1977
eth,15.71,1978
eth,17.24,1979
eth,18.02,1980
eth,18.89,1981
eth,19.62,1982
eth,20.39,1983
eth,21.32,1984
eth,19.84,1985
eth,19.83,1986
eth,20.26,1987
eth,19.24,1988
eth,18.65,1989
eth,22.52,1990
eth,21.87,1991
eth,21.68,1992
eth,23.33,1993
eth,23.66,1994
eth,24.1,1995
eth,24.53,1996
eth,23.98,1997
eth,23.86,1998
eth,23.07,1999
eth,22.82,2000
eth,26.65,2001
eth,26.31,2002
eth,28.7,2003
eth,30.85,2004
eth,33.61,2005
eth,37.58,2006
eth,39.68,2007
eth,41.14,2008
eth,42.35,2009
eth,51.46,2010
eth,51.96,2011
fin,1873,1960
fin,2188,1961
fin,2389,1962
fin,2479,1963
fin,2715,1964
fin,2938,1965
fin,3198,1966
fin,3345,1967
fin,3629,1968
fin,4072,1969
fin,4571,1970
fin,4890,1971
fin,5516,1972
fin,6047,1973
fin,6140,1974
fin,5946,1975
fin,6546,1976
fin,6727,1977
fin,7330,1978
fin,7931,1979
fin,8296,1980
fin,8494,1981
fin,8533,1982
fin,9124,1983
fin,9808,1984
fin,10480,1985
fin,10620,1986
fin,11360,1987
fin,11780,1988
fin,12030,1989
fin,12490,1990
fin,12470,1991
fin,12510,1992
fin,13010,1993
fin,13600,1994
fin,13590,1995
fin,13720,1996
fin,14450,1997
fin,14850,1998
fin,15080,1999
fin,15300,2000
fin,15710,2001
fin,16140,2002
fin,16440,2003
fin,16770,2004
fin,16120,2005
fin,17210,2006
fin,17160,2007
fin,16350,2008
fin,15240,2009
fin,16480,2010
fin,15740,2011
fra,1462,1960
fra,1549,1961
fra,1651,1962
fra,1747,1963
fra,1892,1964
fra,1983,1965
fra,2092,1966
fra,2184,1967
fra,2268,1968
fra,2473,1969
fra,2630,1970
fra,2755,1971
fra,2931,1972
fra,3161,1973
fra,3261,1974
fra,3248,1975
fra,3587,1976
fra,3684,1977
fra,3927,1978
fra,4199,1979
fra,4417,1980
fra,4574,1981
fra,4610,1982
fra,4700,1983
fra,4931,1984
fra,5244,1985
fra,5493,1986
fra,5634,1987
fra,5721,1988
fra,5843,1989
fra,5951,1990
fra,6360,1991
fra,6476,1992
fra,6453,1993
fra,6531,1994
fra,6619,1995
fra,6905,1996
fra,6833,1997
fra,7016,1998
fra,7149,1999
fra,7238,2000
fra,7347,2001
fra,7302,2002
fra,7531,2003
fra,7665,2004
fra,7655,2005
fra,7536,2006
fra,7520,2007
fra,7650,2008
fra,7340,2009
fra,7735,2010
fra,7289,2011
gab,186.5,1971
gab,214.1,1972
gab,259.9,1973
gab,299.1,1974
gab,384.2,1975
gab,489.4,1976
gab,648.6,1977
gab,623.8,1978
gab,727.7,1979
gab,724.1,1980
gab,792.3,1981
gab,864.3,1982
gab,922.8,1983
gab,978.5,1984
gab,1031,1985
gab,1035,1986
gab,1012,1987
gab,1001,1988
gab,836.8,1989
gab,922.1,1990
gab,910,1991
gab,889,1992
gab,870.7,1993
gab,769.4,1994
gab,774.7,1995
gab,852.4,1996
gab,859.8,1997
gab,921.5,1998
gab,905.6,1999
gab,882.1,2000
gab,886.6,2001
gab,919.6,2002
gab,921.9,2003
gab,915.3,2004
gab,914.8,2005
gab,951.2,2006
gab,988.7,2007
gab,1014,2008
gab,1004,2009
gab,974.2,2010
gab,906.5,2011
geo,3039,1990
geo,2697,1991
geo,2125,1992
geo,1937,1993
geo,1978,1994
geo,1468,1995
geo,1120,1996
geo,1278,1997
geo,1435,1998
geo,1460,1999
geo,1453,2000
geo,1449,2001
geo,1510,2002
geo,1597,2003
geo,1650,2004
geo,1715,2005
geo,1561,2006
geo,1610,2007
geo,1652,2008
geo,1585,2009
geo,1743,2010
geo,1918,2011
deu,1587,1960
deu,1683,1961
deu,1791,1962
deu,1917,1963
deu,2061,1964
deu,2194,1965
deu,2300,1966
deu,2363,1967
deu,2580,1968
deu,2815,1969
deu,3834,1970
deu,4064,1971
deu,4336,1972
deu,4655,1973
deu,4803,1974
deu,4744,1975
deu,5147,1976
deu,5285,1977
deu,5575,1978
deu,5786,1979
deu,5797,1980
deu,5832,1981
deu,5822,1982
deu,5965,1983
deu,6240,1984
deu,6449,1985
deu,6530,1986
deu,6666,1987
deu,6776,1988
deu,6835,1989
deu,6640,1990
deu,6565,1991
deu,6446,1992
deu,6288,1993
deu,6245,1994
deu,6328,1995
deu,6403,1996
deu,6428,1997
deu,6479,1998
deu,6505,1999
deu,6635,2000
deu,6763,2001
deu,6901,2002
deu,6983,2003
deu,7083,2004
deu,7113,2005
deu,7174,2006
deu,7184,2007
deu,7149,2008
deu,6753,2009
deu,7162,2010
deu,7081,2011
gha,313.1,1971
gha,346.9,1972
gha,392.3,1973
gha,399.5,1974
gha,377.4,1975
gha,390.8,1976
gha,401.5,1977
gha,331.1,1978
gha,399.7,1979
gha,425.9,1980
gha,418.4,1981
gha,376.6,1982
gha,165.6,1983
gha,93.49,1984
gha,163.8,1985
gha,259.3,1986
gha,288.6,1987
gha,305.1,1988
gha,308.9,1989
gha,326.8,1990
gha,339.7,1991
gha,355,1992
gha,340.3,1993
gha,340.7,1994
gha,354.8,1995
gha,368,1996
gha,394.3,1997
gha,276.3,1998
gha,363,1999
gha,346.2,2000
gha,353.4,2001
gha,331.7,2002
gha,242.5,2003
gha,231.3,2004
gha,259.3,2005
gha,313.5,2006
gha,257.4,2007
gha,279.5,2008
gha,279.8,2009
gha,299.1,2010
gha,343.7,2011
grc,241.7,1960
grc,272.6,1961
grc,305.4,1962
grc,342.1,1963
grc,408,1964
grc,475.4,1965
grc,625.3,1966
grc,742.3,1967
grc,802.8,1968
grc,917.6,1969
grc,1024,1970
grc,1198,1971
grc,1361,1972
grc,1548,1973
grc,1562,1974
grc,1656,1975
grc,1803,1976
grc,1895,1977
grc,2101,1978
grc,2181,1979
grc,2247,1980
grc,2264,1981
grc,2270,1982
grc,2425,1983
grc,2562,1984
grc,2666,1985
grc,2724,1986
grc,2859,1987
grc,3098,1988
grc,3205,1989
grc,3234,1990
grc,3273,1991
grc,3408,1992
grc,3458,1993
grc,3585,1994
grc,3684,1995
grc,3797,1996
grc,3946,1997
grc,4132,1998
grc,4268,1999
grc,4539,2000
grc,4681,2001
grc,4871,2002
grc,5047,2003
grc,5150,2004
grc,5242,2005
grc,5372,2006
grc,5628,2007
grc,5723,2008
grc,5540,2009
grc,5246,2010
grc,5296,2011
gtm,124,1971
gtm,142.8,1972
gtm,150.6,1973
gtm,127.1,1974
gtm,168.1,1975
gtm,200.4,1976
gtm,211.7,1977
gtm,216.5,1978
gtm,223.2,1979
gtm,262,1980
gtm,220.4,1981
gtm,192.5,1982
gtm,166,1983
gtm,170.9,1984
gtm,179.9,1985
gtm,150.1,1986
gtm,171.8,1987
gtm,169.6,1988
gtm,194.3,1989
gtm,208.9,1990
gtm,215.2,1991
gtm,267.4,1992
gtm,253.4,1993
gtm,277.8,1994
gtm,308.2,1995
gtm,270.2,1996
gtm,250.6,1997
gtm,327.7,1998
gtm,377.9,1999
gtm,343.6,2000
gtm,371.9,2001
gtm,376.7,2002
gtm,467.1,2003
gtm,480.3,2004
gtm,478.6,2005
gtm,549.3,2006
gtm,559,2007
gtm,544.4,2008
gtm,549.8,2009
gtm,569.2,2010
gtm,539.1,2011
hti,12.3,1971
hti,17.01,1972
hti,19.94,1973
hti,22.76,1974
hti,29.36,1975
hti,26.71,1976
hti,30.31,1977
hti,34.29,1978
hti,35.73,1979
hti,40.94,1980
hti,47.75,1981
hti,48.16,1982
hti,49.17,1983
hti,49.48,1984
hti,50.55,1985
hti,53.72,1986
hti,52.41,1987
hti,53.8,1988
hti,56.13,1989
hti,58.23,1990
hti,44.52,1991
hti,39.87,1992
hti,28.23,1993
hti,18.46,1994
hti,29.85,1995
hti,33.43,1996
hti,41.54,1997
hti,36.45,1998
hti,38.66,1999
hti,35.32,2000
hti,34.75,2001
hti,30.25,2002
hti,28.46,2003
hti,28.04,2004
hti,37.04,2005
hti,37.39,2006
hti,25.44,2007
hti,23.76,2008
hti,36.05,2009
hti,24.66,2010
hti,32.49,2011
hnd,128,1971
hnd,128.6,1972
hnd,145.5,1973
hnd,150.6,1974
hnd,158,1975
hnd,164.7,1976
hnd,183.9,1977
hnd,184,1978
hnd,208.3,1979
hnd,213.2,1980
hnd,226.9,1981
hnd,223.6,1982
hnd,233.9,1983
hnd,240.8,1984
hnd,285.5,1985
hnd,282.1,1986
hnd,329.5,1987
hnd,341.1,1988
hnd,334.8,1989
hnd,371.8,1990
hnd,355.6,1991
hnd,332.6,1992
hnd,346.6,1993
hnd,309.7,1994
hnd,361.2,1995
hnd,412,1996
hnd,427.7,1997
hnd,461,1998
hnd,465.8,1999
hnd,514.9,2000
hnd,525.5,2001
hnd,552.8,2002
hnd,579.2,2003
hnd,610.4,2004
hnd,619.5,2005
hnd,634,2006
hnd,690.8,2007
hnd,707.3,2008
hnd,673.6,2009
hnd,668.9,2010
hnd,707.8,2011
hkg,1298,1971
hkg,1312,1972
hkg,1416,1973
hkg,1365,1974
hkg,1439,1975
hkg,1610,1976
hkg,1805,1977
hkg,1951,1978
hkg,2003,1979
hkg,2157,1980
hkg,2230,1981
hkg,2361,1982
hkg,2625,1983
hkg,2786,1984
hkg,2918,1985
hkg,3197,1986
hkg,3838,1987
hkg,4072,1988
hkg,3937,1989
hkg,4178,1990
hkg,4401,1991
hkg,4508,1992
hkg,4699,1993
hkg,4835,1994
hkg,4850,1995
hkg,4916,1996
hkg,4968,1997
hkg,5326,1998
hkg,5268,1999
hkg,5447,2000
hkg,5550,2001
hkg,5648,2002
hkg,5714,2003
hkg,5783,2004
hkg,5878,2005
hkg,5883,2006
hkg,5907,2007
hkg,5883,2008
hkg,5951,2009
hkg,5961,2010
hkg,5949,2011
hun,1135,1965
hun,1220,1966
hun,1306,1967
hun,1380,1968
hun,1467,1969
hun,1589,1970
hun,1711,1971
hun,1828,1972
hun,1956,1973
hun,2070,1974
hun,2148,1975
hun,2284,1976
hun,2419,1977
hun,2611,1978
hun,2639,1979
hun,2698,1980
hun,2739,1981
hun,2833,1982
hun,2951,1983
hun,3104,1984
hun,3194,1985
hun,3268,1986
hun,3425,1987
hun,3426,1988
hun,3484,1989
hun,3427,1990
hun,3224,1991
hun,3116,1992
hun,2996,1993
hun,3026,1994
hun,3067,1995
hun,3162,1996
hun,3188,1997
hun,3216,1998
hun,3321,1999
hun,3309,2000
hun,3427,2001
hun,3545,2002
hun,3637,2003
hun,3680,2004
hun,3771,2005
hun,3882,2006
hun,3977,2007
hun,3989,2008
hun,3773,2009
hun,3876,2010
hun,3895,2011
isl,2614,1960
isl,2871,1961
isl,2895,1962
isl,2979,1963
isl,3074,1964
isl,2975,1965
isl,2915,1966
isl,2918,1967
isl,2993,1968
isl,3796,1969
isl,6471,1970
isl,7002,1971
isl,7650,1972
isl,9896,1973
isl,9962,1974
isl,9588,1975
isl,10000,1976
isl,10630,1977
isl,10990,1978
isl,11840,1979
isl,12680,1980
isl,12920,1981
isl,14040,1982
isl,14640,1983
isl,15240,1984
isl,14770,1985
isl,15350,1986
isl,15270,1987
isl,16350,1988
isl,16420,1989
isl,16150,1990
isl,15930,1991
isl,16100,1992
isl,16740,1993
isl,17070,1994
isl,17400,1995
isl,17360,1996
isl,18960,1997
isl,21320,1998
isl,24520,1999
isl,26200,2000
isl,26950,2001
isl,27900,2002
isl,27670,2003
isl,28220,2004
isl,27990,2005
isl,31330,2006
isl,36850,2007
isl,50060,2008
isl,51260,2009
isl,51440,2010
isl,52370,2011
ind,97.78,1971
ind,100.4,1972
ind,100.7,1973
ind,104.1,1974
ind,114.7,1975
ind,124.3,1976
ind,126.3,1977
ind,136,1978
ind,135.7,1979
ind,140.1,1980
ind,150.3,1981
ind,156.7,1982
ind,164.7,1983
ind,180.3,1984
ind,190.7,1985
ind,205.4,1986
ind,217.6,1987
ind,237.5,1988
ind,254.5,1989
ind,269.6,1990
ind,288.4,1991
ind,301.4,1992
ind,317.8,1993
ind,338.1,1994
ind,355.5,1995
ind,356.8,1996
ind,372.5,1997
ind,383.6,1998
ind,388.1,1999
ind,391,2000
ind,391.7,2001
ind,404.7,2002
ind,422.1,2003
ind,443.7,2004
ind,461.1,2005
ind,501.1,2006
ind,544.7,2007
ind,568,2008
ind,604.9,2009
ind,641.3,2010
ind,684.1,2011
idn,14.46,1971
idn,16.04,1972
idn,15.98,1973
idn,19.39,1974
idn,21.69,1975
idn,18.55,1976
idn,22,1977
idn,32.16,1978
idn,39.19,1979
idn,46.79,1980
idn,53.01,1981
idn,62.31,1982
idn,67.08,1983
idn,72.53,1984
idn,81,1985
idn,93.5,1986
idn,106,1987
idn,121.4,1988
idn,139.7,1989
idn,165.1,1990
idn,180.7,1991
idn,197.3,1992
idn,216.1,1993
idn,243.6,1994
idn,267.5,1995
idn,301.4,1996
idn,335.9,1997
idn,335.6,1998
idn,361.6,1999
idn,395.2,2000
idn,416.2,2001
idn,422,2002
idn,433.1,2003
idn,478.6,2004
idn,504,2005
idn,519.8,2006
idn,549.8,2007
idn,573.5,2008
idn,592,2009
idn,634.5,2010
idn,679.7,2011
irn,273.2,1971
irn,314.4,1972
irn,382.1,1973
irn,419.5,1974
irn,456.4,1975
irn,488.2,1976
irn,511.6,1977
irn,508.9,1978
irn,552.3,1979
irn,534.8,1980
irn,554.1,1981
irn,609.5,1982
irn,678.6,1983
irn,713.8,1984
irn,746.6,1985
irn,755.9,1986
irn,804.8,1987
irn,799.5,1988
irn,858.5,1989
irn,941,1990
irn,998.2,1991
irn,1074,1992
irn,1127,1993
irn,1176,1994
irn,1203,1995
irn,1296,1996
irn,1342,1997
irn,1386,1998
irn,1465,1999
irn,1540,2000
irn,1634,2001
irn,1734,2002
irn,1877,2003
irn,1998,2004
irn,2068,2005
irn,2208,2006
irn,2292,2007
irn,2405,2008
irn,2485,2009
irn,2635,2010
irn,2649,2011
irq,259.4,1971
irq,259.9,1972
irq,305.3,1973
irq,323.7,1974
irq,365.3,1975
irq,412.4,1976
irq,485.2,1977
irq,578.8,1978
irq,726.6,1979
irq,792,1980
irq,734.3,1981
irq,899.2,1982
irq,1037,1983
irq,1216,1984
irq,1279,1985
irq,1328,1986
irq,1309,1987
irq,1335,1988
irq,1327,1989
irq,1302,1990
irq,1089,1991
irq,1300,1992
irq,1314,1993
irq,1361,1994
irq,1405,1995
irq,1361,1996
irq,1344,1997
irq,1303,1998
irq,1263,1999
irq,1225,2000
irq,1225,2001
irq,1250,2002
irq,1027,2003
irq,1184,2004
irq,822.6,2005
irq,960.3,2006
irq,759.5,2007
irq,740.4,2008
irq,1086,2009
irq,1187,2010
irq,1343,2011
irl,695,1960
irl,752,1961
irl,838.1,1962
irl,886.2,1963
irl,1042,1964
irl,1134,1965
irl,1238,1966
irl,1343,1967
irl,1499,1968
irl,1609,1969
irl,1751,1970
irl,1885,1971
irl,2021,1972
irl,2143,1973
irl,2246,1974
irl,2175,1975
irl,2378,1976
irl,2536,1977
irl,2694,1978
irl,2935,1979
irl,2868,1980
irl,2827,1981
irl,2794,1982
irl,2853,1983
irl,2962,1984
irl,3115,1985
irl,3271,1986
irl,3415,1987
irl,3427,1988
irl,3598,1989
irl,3768,1990
irl,3898,1991
irl,4105,1992
irl,4185,1993
irl,4351,1994
irl,4525,1995
irl,4788,1996
irl,4977,1997
irl,5202,1998
irl,5434,1999
irl,5796,2000
irl,5897,2001
irl,6036,2002
irl,6093,2003
irl,6168,2004
irl,6242,2005
irl,6371,2006
irl,6279,2007
irl,6432,2008
irl,6050,2009
irl,6027,2010
irl,5701,2011
isr,2289,1971
isr,2497,1972
isr,2498,1973
isr,2518,1974
isr,2625,1975
isr,2718,1976
isr,2832,1977
isr,3012,1978
isr,3049,1979
isr,3022,1980
isr,3067,1981
isr,3174,1982
isr,3313,1983
isr,3359,1984
isr,3485,1985
isr,3407,1986
isr,3756,1987
isr,4026,1988
isr,4228,1989
isr,4176,1990
isr,3981,1991
isr,4568,1992
isr,4619,1993
isr,4934,1994
isr,5128,1995
isr,5340,1996
isr,5489,1997
isr,5819,1998
isr,5974,1999
isr,6323,2000
isr,6400,2001
isr,6503,2002
isr,6597,2003
isr,6526,2004
isr,6572,2005
isr,6711,2006
isr,7003,2007
isr,7133,2008
isr,6608,2009
isr,6950,2010
isr,6926,2011
ita,975,1960
ita,1046,1961
ita,1144,1962
ita,1266,1963
ita,1353,1964
ita,1447,1965
ita,1573,1966
ita,1693,1967
ita,1823,1968
ita,1935,1969
ita,2073,1970
ita,2153,1971
ita,2295,1972
ita,2458,1973
ita,2537,1974
ita,2476,1975
ita,2710,1976
ita,2777,1977
ita,2891,1978
ita,3041,1979
ita,3105,1980
ita,3097,1981
ita,3133,1982
ita,3134,1983
ita,3304,1984
ita,3392,1985
ita,3490,1986
ita,3663,1987
ita,3826,1988
ita,4007,1989
ita,4145,1990
ita,4225,1991
ita,4311,1992
ita,4304,1993
ita,4439,1994
ita,4598,1995
ita,4659,1996
ita,4791,1997
ita,4956,1998
ita,5079,1999
ita,5300,2000
ita,5406,2001
ita,5530,2002
ita,5624,2003
ita,5640,2004
ita,5669,2005
ita,5755,2006
ita,5713,2007
ita,5661,2008
ita,5271,2009
ita,5384,2010
ita,5393,2011
jam,818.7,1971
jam,971.9,1972
jam,1007,1973
jam,1052,1974
jam,700.9,1975
jam,742.5,1976
jam,764.3,1977
jam,765.8,1978
jam,694.3,1979
jam,670.4,1980
jam,656.2,1981
jam,780.9,1982
jam,751.5,1983
jam,600.5,1984
jam,586.7,1985
jam,613.1,1986
jam,649.6,1987
jam,622.6,1988
jam,586.6,1989
jam,878.7,1990
jam,723.2,1991
jam,1469,1992
jam,1553,1993
jam,1730,1994
jam,2096,1995
jam,2145,1996
jam,2202,1997
jam,2283,1998
jam,2315,1999
jam,2334,2000
jam,2339,2001
jam,2413,2002
jam,2485,2003
jam,2459,2004
jam,2478,2005
jam,2453,2006
jam,1993,2007
jam,1990,2008
jam,1905,2009
jam,1222,2010
jam,1549,2011
jpn,1110,1960
jpn,1246,1961
jpn,1318,1962
jpn,1506,1963
jpn,1676,1964
jpn,1776,1965
jpn,1984,1966
jpn,2254,1967
jpn,2513,1968
jpn,2863,1969
jpn,3222,1970
jpn,3416,1971
jpn,3737,1972
jpn,4091,1973
jpn,3967,1974
jpn,4029,1975
jpn,4311,1976
jpn,4445,1977
jpn,4670,1978
jpn,4863,1979
jpn,4718,1980
jpn,4754,1981
jpn,4697,1982
jpn,4961,1983
jpn,5185,1984
jpn,5328,1985
jpn,5328,1986
jpn,5640,1987
jpn,5905,1988
jpn,6237,1989
jpn,6486,1990
jpn,6690,1991
jpn,6717,1992
jpn,6789,1993
jpn,7203,1994
jpn,7365,1995
jpn,7519,1996
jpn,7673,1997
jpn,7692,1998
jpn,7816,1999
jpn,7974,2000
jpn,7823,2001
jpn,7916,2002
jpn,7815,2003
jpn,8051,2004
jpn,8213,2005
jpn,8253,2006
jpn,8490,2007
jpn,8075,2008
jpn,7838,2009
jpn,8378,2010
jpn,7848,2011
jor,150.6,1971
jor,176.9,1972
jor,200,1973
jor,216.9,1974
jor,244.2,1975
jor,288.3,1976
jor,249.1,1977
jor,284,1978
jor,357.3,1979
jor,398.9,1980
jor,457.4,1981
jor,539.9,1982
jor,677.6,1983
jor,768.6,1984
jor,816.9,1985
jor,853.9,1986
jor,939.2,1987
jor,943,1988
jor,958.8,1989
jor,1050,1990
jor,955.4,1991
jor,1063,1992
jor,1099,1993
jor,1143,1994
jor,1213,1995
jor,1263,1996
jor,1261,1997
jor,1315,1998
jor,1344,1999
jor,1377,2000
jor,1405,2001
jor,1479,2002
jor,1518,2003
jor,1637,2004
jor,1682,2005
jor,1817,2006
jor,1972,2007
jor,2094,2008
jor,2112,2009
jor,2216,2010
jor,2289,2011
kaz,5905,1990
kaz,5642,1991
kaz,5354,1992
kaz,4542,1993
kaz,4341,1994
kaz,4041,1995
kaz,3637,1996
kaz,3174,1997
kaz,2949,1998
kaz,2838,1999
kaz,3170,2000
kaz,3512,2001
kaz,3558,2002
kaz,3769,2003
kaz,3859,2004
kaz,4012,2005
kaz,4261,2006
kaz,4487,2007
kaz,4689,2008
kaz,4447,2009
kaz,4728,2010
kaz,4892,2011
ken,77.98,1971
ken,82.43,1972
ken,85.16,1973
ken,87.48,1974
ken,90.46,1975
ken,96.53,1976
ken,98.16,1977
ken,101.2,1978
ken,104.7,1979
ken,104.9,1980
ken,108.7,1981
ken,107.3,1982
ken,106.7,1983
ken,108.3,1984
ken,113.4,1985
ken,116.1,1986
ken,125.1,1987
ken,118.5,1988
ken,121.5,1989
ken,125,1990
ken,126.3,1991
ken,126.2,1992
ken,128.6,1993
ken,126,1994
ken,127.3,1995
ken,129.7,1996
ken,127.5,1997
ken,128.4,1998
ken,118.9,1999
ken,112.7,2000
ken,122.5,2001
ken,121.6,2002
ken,127.1,2003
ken,134.3,2004
ken,136.3,2005
ken,144.3,2006
ken,147.9,2007
ken,147.4,2008
ken,146,2009
ken,154.5,2010
ken,155,2011
prk,908.9,1971
prk,936.1,1972
prk,962.7,1973
prk,990,1974
prk,1019,1975
prk,1034,1976
prk,1052,1977
prk,1071,1978
prk,1089,1979
prk,1105,1980
prk,1119,1981
prk,1131,1982
prk,1141,1983
prk,1152,1984
prk,1211,1985
prk,1195,1986
prk,1215,1987
prk,1288,1988
prk,1331,1989
prk,1243,1990
prk,1162,1991
prk,1029,1992
prk,906.7,1993
prk,930.1,1994
prk,910,1995
prk,829.2,1996
prk,740.1,1997
prk,640.1,1998
prk,695.5,1999
prk,715.1,2000
prk,738,2001
prk,716.2,2002
prk,754,2003
prk,782.6,2004
prk,810.1,2005
prk,788.1,2006
prk,751.5,2007
prk,805.9,2008
prk,729.9,2009
prk,744.5,2010
prk,739.3,2011
kor,298.2,1971
kor,346.1,1972
kor,399.1,1973
kor,460.1,1974
kor,501.7,1975
kor,577.9,1976
kor,659.2,1977
kor,779.5,1978
kor,880.6,1979
kor,913.6,1980
kor,971.8,1981
kor,1028,1982
kor,1141,1983
kor,1250,1984
kor,1340,1985
kor,1481,1986
kor,1676,1987
kor,1923,1988
kor,2099,1989
kor,2373,1990
kor,2591,1991
kor,2832,1992
kor,3101,1993
kor,3510,1994
kor,3881,1995
kor,4281,1996
kor,4652,1997
kor,4436,1998
kor,4879,1999
kor,5907,2000
kor,6311,2001
kor,6677,2002
kor,6982,2003
kor,7397,2004
kor,7804,2005
kor,8051,2006
kor,8477,2007
kor,8791,2008
kor,8900,2009
kor,9744,2010
kor,10160,2011
kos,1557,2000
kos,1968,2001
kos,1954,2002
kos,1908,2003
kos,2111,2004
kos,2169,2005
kos,2225,2006
kos,2396,2007
kos,2645,2008
kos,2558,2009
kos,2650,2010
kos,2947,2011
kwt,2985,1971
kwt,3481,1972
kwt,3622,1973
kwt,3793,1974
kwt,4061,1975
kwt,4286,1976
kwt,4693,1977
kwt,5188,1978
kwt,6080,1979
kwt,6053,1980
kwt,6401,1981
kwt,7142,1982
kwt,7295,1983
kwt,7745,1984
kwt,8197,1985
kwt,8600,1986
kwt,8721,1987
kwt,9050,1988
kwt,9518,1989
kwt,8365,1990
kwt,5046,1991
kwt,13310,1995
kwt,14300,1996
kwt,14540,1997
kwt,15500,1998
kwt,15450,1999
kwt,15090,2000
kwt,15410,2001
kwt,15800,2002
kwt,16740,2003
kwt,16720,2004
kwt,16880,2005
kwt,17440,2006
kwt,16750,2007
kwt,16740,2008
kwt,16350,2009
kwt,16760,2010
kwt,16120,2011
kgz,2331,1990
kgz,2322,1991
kgz,2328,1992
kgz,1914,1993
kgz,1896,1994
kgz,2074,1995
kgz,1966,1996
kgz,1803,1997
kgz,1684,1998
kgz,1795,1999
kgz,1696,2000
kgz,1446,2001
kgz,1366,2002
kgz,1644,2003
kgz,1418,2004
kgz,1540,2005
kgz,1517,2006
kgz,1492,2007
kgz,1413,2008
kgz,1261,2009
kgz,1339,2010
kgz,1642,2011
lva,3397,1990
lva,3285,1991
lva,2639,1992
lva,2048,1993
lva,1973,1994
lva,1997,1995
lva,1993,1996
lva,2056,1997
lva,2130,1998
lva,2073,1999
lva,2078,2000
lva,2197,2001
lva,2279,2002
lva,2454,2003
lva,2551,2004
lva,2703,2005
lva,2876,2006
lva,3064,2007
lva,3087,2008
lva,2875,2009
lva,3026,2010
lva,3266,2011
lbn,525.6,1971
lbn,575.2,1972
lbn,649.9,1973
lbn,700.8,1974
lbn,646.4,1975
lbn,692.7,1976
lbn,742.5,1977
lbn,811.9,1978
lbn,915.6,1979
lbn,973.8,1980
lbn,1048,1981
lbn,1139,1982
lbn,1236,1983
lbn,1292,1984
lbn,1312,1985
lbn,1412,1986
lbn,1563,1987
lbn,1349,1988
lbn,840.6,1989
lbn,517.9,1990
lbn,1017,1991
lbn,1195,1992
lbn,1366,1993
lbn,1481,1994
lbn,1562,1995
lbn,2117,1996
lbn,2508,1997
lbn,3066,1998
lbn,3031,1999
lbn,3019,2000
lbn,2982,2001
lbn,3050,2002
lbn,3006,2003
lbn,2889,2004
lbn,2835,2005
lbn,2698,2006
lbn,2769,2007
lbn,2924,2008
lbn,3093,2009
lbn,3476,2010
lbn,3499,2011
lby,184.3,1971
lby,198,1972
lby,384.8,1973
lby,445,1974
lby,564,1975
lby,678,1976
lby,812.4,1977
lby,928,1978
lby,1101,1979
lby,1171,1980
lby,1133,1981
lby,1099,1982
lby,1070,1983
lby,1049,1984
lby,1035,1985
lby,1087,1986
lby,1483,1987
lby,1594,1988
lby,1558,1989
lby,1642,1990
lby,1728,1991
lby,1828,1992
lby,1887,1993
lby,1899,1994
lby,1846,1995
lby,1861,1996
lby,1874,1997
lby,2176,1998
lby,2255,1999
lby,2300,2000
lby,2335,2001
lby,2871,2002
lby,3055,2003
lby,3221,2004
lby,3553,2005
lby,3926,2006
lby,3919,2007
lby,4536,2008
lby,4517,2009
lby,4706,2010
lby,3926,2011
ltu,4023,1990
ltu,4023,1991
ltu,3167,1992
ltu,2494,1993
ltu,2499,1994
ltu,2539,1995
ltu,2735,1996
ltu,2728,1997
ltu,2826,1998
ltu,2702,1999
ltu,2517,2000
ltu,2688,2001
ltu,2828,2002
ltu,3053,2003
ltu,3142,2004
ltu,3101,2005
ltu,3231,2006
ltu,3412,2007
ltu,3556,2008
ltu,3431,2009
ltu,3271,2010
ltu,3528,2011
lux,4548,1960
lux,4630,1961
lux,5094,1962
lux,7016,1963
lux,8693,1964
lux,9107,1965
lux,9542,1966
lux,9496,1967
lux,9209,1968
lux,10260,1969
lux,10650,1970
lux,11870,1971
lux,11660,1972
lux,11800,1973
lux,13110,1974
lux,10640,1975
lux,11490,1976
lux,10440,1977
lux,10810,1978
lux,10980,1979
lux,10780,1980
lux,11090,1981
lux,10990,1982
