alternative_gdp_per_capita_ppp_pwt_8_0,geo,time
1357,tjk,1996
1660,tjk,1997
1482,tjk,1998
1326,tjk,1999
1356,tjk,2000
1460,tjk,2001
1602,tjk,2002
1779,tjk,2003
1940,tjk,2004
1966,tjk,2005
2076,tjk,2006
2169,tjk,2007
2205,tjk,2008
2308,tjk,2009
2541,tjk,2010
2437,tjk,2011
898.5,tza,1960
893.3,tza,1961
956.1,tza,1962
1014,tza,1963
1129,tza,1964
1087,tza,1965
1134,tza,1966
1153,tza,1967
1196,tza,1968
1216,tza,1969
1287,tza,1970
1302,tza,1971
1340,tza,1972
1385,tza,1973
1385,tza,1974
1440,tza,1975
1520,tza,1976
1433,tza,1977
1428,tza,1978
1415,tza,1979
1322,tza,1980
1090,tza,1981
1096,tza,1982
1113,tza,1983
1182,tza,1984
1322,tza,1985
880.4,tza,1986
663.4,tza,1987
876.7,tza,1988
809.3,tza,1989
836.3,tza,1990
802.3,tza,1991
720,tza,1992
685.5,tza,1993
637.6,tza,1994
641.5,tza,1995
660.1,tza,1996
687.7,tza,1997
717.8,tza,1998
733.3,tza,1999
749.6,tza,2000
779.6,tza,2001
831.2,tza,2002
864.1,tza,2003
890.9,tza,2004
948.1,tza,2005
975.9,tza,2006
998.4,tza,2007
1072,tza,2008
1113,tza,2009
1199,tza,2010
1269,tza,2011
946.7,tha,1950
916.3,tha,1951
871.3,tha,1952
790.4,tha,1953
826.4,tha,1954
766.8,tha,1955
778.9,tha,1956
846.1,tha,1957
844.2,tha,1958
909.5,tha,1959
986.2,tha,1960
1022,tha,1961
1035,tha,1962
1069,tha,1963
1132,tha,1964
1217,tha,1965
1347,tha,1966
1359,tha,1967
1407,tha,1968
1505,tha,1969
1982,tha,1970
1999,tha,1971
2050,tha,1972
2223,tha,1973
2200,tha,1974
2213,tha,1975
2382,tha,1976
2545,tha,1977
2743,tha,1978
2822,tha,1979
2840,tha,1980
2922,tha,1981
2997,tha,1982
3075,tha,1983
3232,tha,1984
3307,tha,1985
3358,tha,1986
3537,tha,1987
3827,tha,1988
4107,tha,1989
4392,tha,1990
4709,tha,1991
5245,tha,1992
5710,tha,1993
6285,tha,1994
7016,tha,1995
7671,tha,1996
7071,tha,1997
6233,tha,1998
6156,tha,1999
6184,tha,2000
6135,tha,2001
6462,tha,2002
6827,tha,2003
7167,tha,2004
7345,tha,2005
7655,tha,2006
8031,tha,2007
8000,tha,2008
7982,tha,2009
8628,tha,2010
8491,tha,2011
675.8,tgo,1960
721.6,tgo,1961
713.3,tgo,1962
746.3,tgo,1963
820.1,tgo,1964
897.2,tgo,1965
997.8,tgo,1966
1029,tgo,1967
1061,tgo,1968
1130,tgo,1969
1082,tgo,1970
1103,tgo,1971
1089,tgo,1972
1042,tgo,1973
1327,tgo,1974
1074,tgo,1975
1051,tgo,1976
1215,tgo,1977
1274,tgo,1978
1260,tgo,1979
1215,tgo,1980
1059,tgo,1981
1048,tgo,1982
963.1,tgo,1983
963.4,tgo,1984
942,tgo,1985
942.4,tgo,1986
837.5,tgo,1987
904.5,tgo,1988
918.2,tgo,1989
959.8,tgo,1990
950.6,tgo,1991
898.5,tgo,1992
737.7,tgo,1993
822.6,tgo,1994
857.2,tgo,1995
894.5,tgo,1996
951.5,tgo,1997
827.2,tgo,1998
860.7,tgo,1999
814.5,tgo,2000
800.3,tgo,2001
831.1,tgo,2002
806.4,tgo,2003
801.9,tgo,2004
788.1,tgo,2005
861.6,tgo,2006
905.5,tgo,2007
812.7,tgo,2008
870.2,tgo,2009
895.2,tgo,2010
946.7,tgo,2011
3624,tto,1950
3912,tto,1951
3929,tto,1952
4328,tto,1953
4482,tto,1954
4795,tto,1955
5359,tto,1956
5889,tto,1957
6137,tto,1958
6338,tto,1959
6422,tto,1960
7380,tto,1961
7058,tto,1962
7881,tto,1963
8019,tto,1964
7208,tto,1965
8274,tto,1966
8941,tto,1967
9283,tto,1968
9599,tto,1969
9203,tto,1970
8848,tto,1971
9620,tto,1972
10510,tto,1973
14150,tto,1974
14530,tto,1975
16090,tto,1976
16620,tto,1977
17120,tto,1978
19020,tto,1979
21270,tto,1980
20500,tto,1981
18730,tto,1982
16200,tto,1983
15090,tto,1984
14820,tto,1985
12370,tto,1986
11070,tto,1987
10410,tto,1988
9760,tto,1989
10290,tto,1990
9692,tto,1991
8960,tto,1992
8422,tto,1993
8643,tto,1994
8637,tto,1995
8445,tto,1996
8480,tto,1997
8239,tto,1998
9306,tto,1999
10880,tto,2000
10050,tto,2001
10240,tto,2002
12220,tto,2003
14140,tto,2004
14390,tto,2005
17070,tto,2006
19020,tto,2007
21180,tto,2008
18300,tto,2009
18560,tto,2010
20200,tto,2011
1381,tun,1960
1473,tun,1961
1466,tun,1962
1577,tun,1963
1561,tun,1964
1584,tun,1965
1616,tun,1966
1584,tun,1967
1690,tun,1968
1715,tun,1969
2200,tun,1970
2346,tun,1971
2712,tun,1972
2683,tun,1973
2959,tun,1974
3032,tun,1975
3080,tun,1976
3154,tun,1977
3275,tun,1978
3467,tun,1979
3719,tun,1980
3864,tun,1981
3856,tun,1982
4018,tun,1983
4116,tun,1984
4301,tun,1985
4140,tun,1986
4327,tun,1987
4424,tun,1988
4484,tun,1989
4713,tun,1990
4952,tun,1991
5356,tun,1992
5620,tun,1993
6099,tun,1994
6513,tun,1995
7435,tun,1996
6979,tun,1997
6675,tun,1998
6566,tun,1999
6306,tun,2000
6226,tun,2001
5951,tun,2002
5942,tun,2003
5960,tun,2004
5874,tun,2005
6156,tun,2006
6409,tun,2007
6642,tun,2008
6689,tun,2009
6830,tun,2010
6632,tun,2011
2683,tur,1950
3197,tur,1951
3419,tur,1952
3759,tur,1953
3352,tur,1954
3575,tur,1955
3543,tur,1956
4245,tur,1957
4506,tur,1958
4173,tur,1959
4055,tur,1960
4014,tur,1961
4147,tur,1962
4432,tur,1963
4522,tur,1964
4529,tur,1965
5035,tur,1966
5129,tur,1967
5360,tur,1968
5506,tur,1969
5732,tur,1970
5751,tur,1971
6108,tur,1972
6323,tur,1973
6787,tur,1974
7116,tur,1975
7760,tur,1976
7521,tur,1977
7126,tur,1978
6920,tur,1979
6637,tur,1980
7219,tur,1981
7052,tur,1982
7229,tur,1983
7450,tur,1984
7757,tur,1985
8087,tur,1986
8758,tur,1987
8815,tur,1988
8543,tur,1989
9021,tur,1990
8647,tur,1991
8875,tur,1992
9537,tur,1993
8821,tur,1994
9199,tur,1995
10080,tur,1996
10360,tur,1997
10070,tur,1998
9512,tur,1999
10260,tur,2000
9801,tur,2001
9650,tur,2002
9173,tur,2003
10290,tur,2004
10970,tur,2005
11960,tur,2006
12690,tur,2007
13260,tur,2008
12760,tur,2009
13840,tur,2010
14440,tur,2011
9202,tkm,1990
8460,tkm,1991
7037,tkm,1992
7778,tkm,1993
5338,tkm,1994
4932,tkm,1995
5054,tkm,1996
4769,tkm,1997
5218,tkm,1998
5632,tkm,1999
7063,tkm,2000
6481,tkm,2001
6628,tkm,2002
6684,tkm,2003
6966,tkm,2004
8495,tkm,2005
9422,tkm,2006
9792,tkm,2007
9462,tkm,2008
10150,tkm,2009
11450,tkm,2010
12530,tkm,2011
895.8,uga,1950
1059,uga,1951
1060,uga,1952
847.5,uga,1953
883.5,uga,1954
861.6,uga,1955
861.2,uga,1956
917.5,uga,1957
864.9,uga,1958
857,uga,1959
843.8,uga,1960
796,uga,1961
832.5,uga,1962
878.5,uga,1963
963.7,uga,1964
901.4,uga,1965
935,uga,1966
942.6,uga,1967
959.3,uga,1968
1008,uga,1969
985.3,uga,1970
926.3,uga,1971
960.3,uga,1972
937.7,uga,1973
878.4,uga,1974
828.9,uga,1975
838.6,uga,1976
821.6,uga,1977
746.4,uga,1978
621.6,uga,1979
573.1,uga,1980
552.5,uga,1981
623.7,uga,1982
677.9,uga,1983
659.4,uga,1984
614.6,uga,1985
604.4,uga,1986
625.9,uga,1987
621.8,uga,1988
620.1,uga,1989
625.4,uga,1990
616.9,uga,1991
623.6,uga,1992
635.7,uga,1993
807,uga,1994
793.9,uga,1995
778.6,uga,1996
795.9,uga,1997
842.2,uga,1998
851.5,uga,1999
851.3,uga,2000
884.5,uga,2001
908,uga,2002
916.6,uga,2003
940.5,uga,2004
994.8,uga,2005
1023,uga,2006
1054,uga,2007
1078,uga,2008
1163,uga,2009
1175,uga,2010
1187,uga,2011
9272,ukr,1990
8674,ukr,1991
7974,ukr,1992
6470,ukr,1993
5388,ukr,1994
4693,ukr,1995
4290,ukr,1996
3966,ukr,1997
3820,ukr,1998
3795,ukr,1999
3877,ukr,2000
4095,ukr,2001
4326,ukr,2002
4761,ukr,2003
5500,ukr,2004
5975,ukr,2005
6595,ukr,2006
7503,ukr,2007
8083,ukr,2008
6931,ukr,2009
7379,ukr,2010
8176,ukr,2011
8022,gbr,1950
8129,gbr,1951
8216,gbr,1952
8674,gbr,1953
8960,gbr,1954
9271,gbr,1955
9471,gbr,1956
9600,gbr,1957
9665,gbr,1958
9932,gbr,1959
10310,gbr,1960
10500,gbr,1961
10570,gbr,1962
10890,gbr,1963
11440,gbr,1964
11690,gbr,1965
11900,gbr,1966
12120,gbr,1967
12490,gbr,1968
12690,gbr,1969
13000,gbr,1970
13180,gbr,1971
13620,gbr,1972
14200,gbr,1973
13420,gbr,1974
13620,gbr,1975
14200,gbr,1976
14900,gbr,1977
15930,gbr,1978
16800,gbr,1979
17100,gbr,1980
16610,gbr,1981
16640,gbr,1982
16970,gbr,1983
17110,gbr,1984
17530,gbr,1985
18060,gbr,1986
18950,gbr,1987
20070,gbr,1988
20640,gbr,1989
20880,gbr,1990
20650,gbr,1991
20730,gbr,1992
21260,gbr,1993
22160,gbr,1994
22720,gbr,1995
23840,gbr,1996
26000,gbr,1997
27370,gbr,1998
28710,gbr,1999
30120,gbr,2000
31040,gbr,2001
31340,gbr,2002
31500,gbr,2003
32600,gbr,2004
32510,gbr,2005
33320,gbr,2006
33840,gbr,2007
32840,gbr,2008
31140,gbr,2009
32410,gbr,2010
32260,gbr,2011
12800,usa,1950
13390,usa,1951
13620,usa,1952
14030,usa,1953
13740,usa,1954
14550,usa,1955
14600,usa,1956
14640,usa,1957
14280,usa,1958
15070,usa,1959
15220,usa,1960
15320,usa,1961
16030,usa,1962
16490,usa,1963
17240,usa,1964
18180,usa,1965
19140,usa,1966
19410,usa,1967
20190,usa,1968
20670,usa,1969
20490,usa,1970
21050,usa,1971
22060,usa,1972
23180,usa,1973
22540,usa,1974
22240,usa,1975
23320,usa,1976
24150,usa,1977
25300,usa,1978
25740,usa,1979
25020,usa,1980
25480,usa,1981
24720,usa,1982
25720,usa,1983
27530,usa,1984
28380,usa,1985
28980,usa,1986
29500,usa,1987
30400,usa,1988
31190,usa,1989
31340,usa,1990
30980,usa,1991
31800,usa,1992
32540,usa,1993
33680,usa,1994
34210,usa,1995
35230,usa,1996
36570,usa,1997
37980,usa,1998
39380,usa,1999
40490,usa,2000
40520,usa,2001
40820,usa,2002
41400,usa,2003
42450,usa,2004
43210,usa,2005
43950,usa,2006
44370,usa,2007
43240,usa,2008
41730,usa,2009
42290,usa,2010
42650,usa,2011
5644,ury,1950
6776,ury,1951
6084,ury,1952
6243,ury,1953
7025,ury,1954
7083,ury,1955
6886,ury,1956
7090,ury,1957
6458,ury,1958
6165,ury,1959
6411,ury,1960
6419,ury,1961
6467,ury,1962
6208,ury,1963
6411,ury,1964
6271,ury,1965
6496,ury,1966
6184,ury,1967
6219,ury,1968
6598,ury,1969
7049,ury,1970
7078,ury,1971
6911,ury,1972
7174,ury,1973
6996,ury,1974
7161,ury,1975
7267,ury,1976
7097,ury,1977
7466,ury,1978
8038,ury,1979
8476,ury,1980
8593,ury,1981
7683,ury,1982
6904,ury,1983
6753,ury,1984
6708,ury,1985
7542,ury,1986
8228,ury,1987
8194,ury,1988
8218,ury,1989
8035,ury,1990
8355,ury,1991
9284,ury,1992
9630,ury,1993
10460,ury,1994
10330,ury,1995
10910,ury,1996
10860,ury,1997
10950,ury,1998
10230,ury,1999
9591,ury,2000
9043,ury,2001
8186,ury,2002
8081,ury,2003
8348,ury,2004
8639,ury,2005
8944,ury,2006
9575,ury,2007
10340,ury,2008
10670,ury,2009
11900,ury,2010
12630,ury,2011
4219,uzb,1990
4020,uzb,1991
3199,uzb,1992
3785,uzb,1993
3207,uzb,1994
3165,uzb,1995
3136,uzb,1996
3207,uzb,1997
3266,uzb,1998
3430,uzb,1999
3357,uzb,2000
3447,uzb,2001
3542,uzb,2002
3744,uzb,2003
3883,uzb,2004
4137,uzb,2005
4522,uzb,2006
4660,uzb,2007
5051,uzb,2008
5337,uzb,2009
5762,uzb,2010
6209,uzb,2011
5793,ven,1950
6131,ven,1951
6606,ven,1952
6673,ven,1953
7108,ven,1954
7321,ven,1955
7504,ven,1956
8269,ven,1957
8081,ven,1958
8038,ven,1959
7224,ven,1960
7103,ven,1961
7147,ven,1962
7398,ven,1963
7806,ven,1964
7732,ven,1965
7518,ven,1966
7484,ven,1967
7970,ven,1968
8061,ven,1969
8745,ven,1970
8808,ven,1971
8768,ven,1972
9017,ven,1973
9701,ven,1974
8721,ven,1975
9025,ven,1976
9037,ven,1977
8528,ven,1978
9233,ven,1979
9397,ven,1980
9150,ven,1981
8144,ven,1982
8296,ven,1983
8319,ven,1984
7885,ven,1985
7093,ven,1986
7269,ven,1987
7104,ven,1988
7126,ven,1989
7721,ven,1990
7442,ven,1991
7346,ven,1992
6931,ven,1993
6660,ven,1994
6622,ven,1995
6662,ven,1996
6285,ven,1997
5594,ven,1998
5466,ven,1999
6170,ven,2000
6052,ven,2001
5712,ven,2002
5475,ven,2003
6958,ven,2004
8545,ven,2005
9471,ven,2006
10130,ven,2007
10900,ven,2008
8805,ven,2009
9887,ven,2010
10340,ven,2011
700.1,vnm,1970
710.7,vnm,1971
709,vnm,1972
684.4,vnm,1973
687.1,vnm,1974
694.8,vnm,1975
758.8,vnm,1976
848.8,vnm,1977
851.7,vnm,1978
894.8,vnm,1979
847.5,vnm,1980
879,vnm,1981
929.9,vnm,1982
972.9,vnm,1983
1032,vnm,1984
1065,vnm,1985
1074,vnm,1986
1082,vnm,1987
1111,vnm,1988
1132,vnm,1989
1181,vnm,1990
1267,vnm,1991
1342,vnm,1992
1387,vnm,1993
1437,vnm,1994
1528,vnm,1995
1620,vnm,1996
1680,vnm,1997
1710,vnm,1998
1735,vnm,1999
1764,vnm,2000
1821,vnm,2001
1887,vnm,2002
1948,vnm,2003
2096,vnm,2004
2284,vnm,2005
2454,vnm,2006
2623,vnm,2007
2816,vnm,2008
2966,vnm,2009
3214,vnm,2010
3448,vnm,2011
531,yem,1989
617.1,yem,1990
574.4,yem,1991
563.6,yem,1992
552.8,yem,1993
545.8,yem,1994
593.3,yem,1995
690.1,yem,1996
749.3,yem,1997
813.7,yem,1998
878.6,yem,1999
947.3,yem,2000
1055,yem,2001
1182,yem,2002
1379,yem,2003
1745,yem,2004
2541,yem,2005
2569,yem,2006
2485,yem,2007
2489,yem,2008
2298,yem,2009
2502,yem,2010
2048,yem,2011
3089,zmb,1955
3191,zmb,1956
2629,zmb,1957
2356,zmb,1958
2946,zmb,1959
3039,zmb,1960
2868,zmb,1961
2736,zmb,1962
2828,zmb,1963
3231,zmb,1964
3270,zmb,1965
4032,zmb,1966
4326,zmb,1967
4413,zmb,1968
4986,zmb,1969
3874,zmb,1970
3094,zmb,1971
3194,zmb,1972
3168,zmb,1973
2898,zmb,1974
2221,zmb,1975
2313,zmb,1976
1912,zmb,1977
1556,zmb,1978
1652,zmb,1979
1459,zmb,1980
1486,zmb,1981
1368,zmb,1982
1424,zmb,1983
1650,zmb,1984
1850,zmb,1985
1621,zmb,1986
1662,zmb,1987
1549,zmb,1988
1179,zmb,1989
1285,zmb,1990
1177,zmb,1991
940.2,zmb,1992
803.8,zmb,1993
746.2,zmb,1994
946.7,zmb,1995
901.7,zmb,1996
974.9,zmb,1997
903,zmb,1998
839.4,zmb,1999
946.4,zmb,2000
1107,zmb,2001
1106,zmb,2002
1089,zmb,2003
1081,zmb,2004
1105,zmb,2005
1253,zmb,2006
1685,zmb,2007
1677,zmb,2008
1715,zmb,2009
2058,zmb,2010
2052,zmb,2011
1456,zwe,1954
1456,zwe,1955
1538,zwe,1956
1645,zwe,1957
1594,zwe,1958
1755,zwe,1959
1805,zwe,1960
1850,zwe,1961
1781,zwe,1962
1767,zwe,1963
1669,zwe,1964
1780,zwe,1965
1651,zwe,1966
1627,zwe,1967
1472,zwe,1968
1797,zwe,1969
2128,zwe,1970
2245,zwe,1971
2435,zwe,1972
2460,zwe,1973
2608,zwe,1974
2454,zwe,1975
2387,zwe,1976
2074,zwe,1977
2224,zwe,1978
2257,zwe,1979
2303,zwe,1980
2703,zwe,1981
2747,zwe,1982
3086,zwe,1983
2839,zwe,1984
3000,zwe,1985
3011,zwe,1986
2923,zwe,1987
3333,zwe,1988
3638,zwe,1989
3769,zwe,1990
4294,zwe,1991
3748,zwe,1992
3833,zwe,1993
4196,zwe,1994
3917,zwe,1995
4401,zwe,1996
4437,zwe,1997
4514,zwe,1998
4662,zwe,1999
4415,zwe,2000
4553,zwe,2001
4010,zwe,2002
3704,zwe,2003
3636,zwe,2004
3257,zwe,2005
3151,zwe,2006
3659,zwe,2007
2874,zwe,2008
3952,zwe,2009
4077,zwe,2010
4348,zwe,2011
