alternative_gdp_per_capita_ppp_pwt_8_0,geo,time
1613,pak,1980
1643,pak,1981
1653,pak,1982
1703,pak,1983
1752,pak,1984
1802,pak,1985
1819,pak,1986
1887,pak,1987
1955,pak,1988
1980,pak,1989
1974,pak,1990
1965,pak,1991
2026,pak,1992
2020,pak,1993
2029,pak,1994
2103,pak,1995
2159,pak,1996
2069,pak,1997
2113,pak,1998
2074,pak,1999
2053,pak,2000
2004,pak,2001
2028,pak,2002
2039,pak,2003
2128,pak,2004
2209,pak,2005
2282,pak,2006
2345,pak,2007
2327,pak,2008
2349,pak,2009
2430,pak,2010
2473,pak,2011
1980,pan,1950
1853,pan,1951
1977,pan,1952
2045,pan,1953
2146,pan,1954
2261,pan,1955
2267,pan,1956
2427,pan,1957
2407,pan,1958
2450,pan,1959
2514,pan,1960
2728,pan,1961
2892,pan,1962
3055,pan,1963
3129,pan,1964
3337,pan,1965
3478,pan,1966
3709,pan,1967
3857,pan,1968
4100,pan,1969
4630,pan,1970
5027,pan,1971
5189,pan,1972
5262,pan,1973
5091,pan,1974
4997,pan,1975
4920,pan,1976
4753,pan,1977
5171,pan,1978
5118,pan,1979
5662,pan,1980
5894,pan,1981
5878,pan,1982
5952,pan,1983
5819,pan,1984
5854,pan,1985
6169,pan,1986
6397,pan,1987
5648,pan,1988
5509,pan,1989
5661,pan,1990
6166,pan,1991
6606,pan,1992
6866,pan,1993
6905,pan,1994
6726,pan,1995
6957,pan,1996
7439,pan,1997
7801,pan,1998
7807,pan,1999
7820,pan,2000
7861,pan,2001
7990,pan,2002
8494,pan,2003
8614,pan,2004
9310,pan,2005
9735,pan,2006
10330,pan,2007
10840,pan,2008
10930,pan,2009
11340,pan,2010
12150,pan,2011
1459,pry,1951
1397,pry,1952
1315,pry,1953
1381,pry,1954
1458,pry,1955
1443,pry,1956
1402,pry,1957
1456,pry,1958
1441,pry,1959
1426,pry,1960
1468,pry,1961
1464,pry,1962
1498,pry,1963
1532,pry,1964
1592,pry,1965
1581,pry,1966
1649,pry,1967
1677,pry,1968
1725,pry,1969
1815,pry,1970
1877,pry,1971
1965,pry,1972
2068,pry,1973
2132,pry,1974
2142,pry,1975
2313,pry,1976
2580,pry,1977
2747,pry,1978
2670,pry,1979
3021,pry,1980
3305,pry,1981
3188,pry,1982
3013,pry,1983
3006,pry,1984
3026,pry,1985
2915,pry,1986
2942,pry,1987
3116,pry,1988
3240,pry,1989
3255,pry,1990
3274,pry,1991
3301,pry,1992
3372,pry,1993
3467,pry,1994
3544,pry,1995
3582,pry,1996
3602,pry,1997
3593,pry,1998
3414,pry,1999
3156,pry,2000
3207,pry,2001
3219,pry,2002
3464,pry,2003
3658,pry,2004
3515,pry,2005
3574,pry,2006
3779,pry,2007
3976,pry,2008
3854,pry,2009
4231,pry,2010
4351,pry,2011
1929,per,1950
2053,per,1951
2037,per,1952
2060,per,1953
2183,per,1954
2213,per,1955
2233,per,1956
2323,per,1957
2197,per,1958
2228,per,1959
2416,per,1960
2486,per,1961
2631,per,1962
2711,per,1963
2886,per,1964
2933,per,1965
3094,per,1966
3153,per,1967
3134,per,1968
3220,per,1969
3357,per,1970
3354,per,1971
3326,per,1972
3508,per,1973
3639,per,1974
3539,per,1975
3536,per,1976
3492,per,1977
3370,per,1978
3666,per,1979
3677,per,1980
3679,per,1981
3727,per,1982
3304,per,1983
3425,per,1984
3477,per,1985
3688,per,1986
4056,per,1987
3807,per,1988
3139,per,1989
3123,per,1990
3187,per,1991
3201,per,1992
3349,per,1993
3870,per,1994
4291,per,1995
4459,per,1996
4665,per,1997
4493,per,1998
4417,per,1999
4484,per,2000
4436,per,2001
4657,per,2002
4887,per,2003
5266,per,2004
5746,per,2005
6480,per,2006
7048,per,2007
7475,per,2008
7396,per,2009
8277,per,2010
8924,per,2011
1278,phl,1950
1272,phl,1951
1299,phl,1952
1443,phl,1953
1500,phl,1954
1568,phl,1955
1582,phl,1956
1629,phl,1957
1630,phl,1958
1729,phl,1959
1708,phl,1960
1714,phl,1961
1772,phl,1962
1830,phl,1963
1799,phl,1964
1832,phl,1965
1867,phl,1966
1867,phl,1967
1939,phl,1968
1999,phl,1969
2076,phl,1970
2127,phl,1971
2159,phl,1972
2344,phl,1973
2339,phl,1974
2395,phl,1975
2482,phl,1976
2533,phl,1977
2603,phl,1978
2615,phl,1979
2757,phl,1980
2800,phl,1981
2821,phl,1982
2774,phl,1983
2575,phl,1984
2396,phl,1985
2474,phl,1986
2628,phl,1987
2828,phl,1988
2962,phl,1989
3090,phl,1990
3141,phl,1991
3210,phl,1992
3293,phl,1993
3574,phl,1994
3872,phl,1995
4164,phl,1996
3886,phl,1997
3564,phl,1998
3419,phl,1999
3340,phl,2000
3176,phl,2001
3103,phl,2002
3064,phl,2003
3050,phl,2004
2984,phl,2005
3058,phl,2006
3174,phl,2007
3252,phl,2008
3267,phl,2009
3451,phl,2010
3521,phl,2011
4617,pol,1970
4916,pol,1971
5105,pol,1972
5276,pol,1973
5603,pol,1974
5862,pol,1975
5985,pol,1976
6108,pol,1977
6130,pol,1978
6066,pol,1979
5353,pol,1980
4996,pol,1981
4998,pol,1982
5357,pol,1983
5822,pol,1984
6289,pol,1985
6634,pol,1986
6978,pol,1987
7468,pol,1988
7927,pol,1989
7114,pol,1990
6748,pol,1991
7221,pol,1992
7801,pol,1993
8476,pol,1994
9379,pol,1995
9839,pol,1996
10480,pol,1997
11080,pol,1998
11590,pol,1999
11970,pol,2000
12280,pol,2001
12660,pol,2002
12550,pol,2003
13210,pol,2004
13440,pol,2005
14150,pol,2006
15540,pol,2007
16170,pol,2008
16930,pol,2009
17910,pol,2010
18430,pol,2011
2385,prt,1950
2610,prt,1951
2690,prt,1952
2849,prt,1953
2984,prt,1954
3062,prt,1955
3197,prt,1956
3283,prt,1957
3283,prt,1958
3454,prt,1959
3657,prt,1960
3868,prt,1961
4168,prt,1962
4407,prt,1963
4509,prt,1964
4795,prt,1965
4919,prt,1966
5259,prt,1967
6141,prt,1968
6418,prt,1969
6807,prt,1970
7312,prt,1971
7858,prt,1972
8591,prt,1973
8387,prt,1974
7782,prt,1975
8104,prt,1976
8417,prt,1977
8561,prt,1978
8816,prt,1979
8935,prt,1980
8660,prt,1981
8708,prt,1982
8556,prt,1983
8252,prt,1984
8535,prt,1985
9436,prt,1986
10160,prt,1987
11060,prt,1988
11840,prt,1989
12760,prt,1990
13340,prt,1991
13940,prt,1992
13910,prt,1993
14730,prt,1994
15380,prt,1995
15870,prt,1996
17000,prt,1997
18100,prt,1998
19260,prt,1999
19820,prt,2000
20150,prt,2001
20290,prt,2002
20070,prt,2003
20300,prt,2004
20870,prt,2005
21570,prt,2006
22550,prt,2007
22550,prt,2008
22480,prt,2009
23030,prt,2010
22290,prt,2011
79690,qat,1970
80450,qat,1971
81910,qat,1972
82910,qat,1973
81920,qat,1974
81690,qat,1975
81900,qat,1976
74050,qat,1977
77250,qat,1978
74970,qat,1979
67080,qat,1980
64930,qat,1981
47060,qat,1982
34850,qat,1983
33470,qat,1984
28650,qat,1985
20810,qat,1986
21260,qat,1987
20750,qat,1988
22470,qat,1989
23780,qat,1990
21490,qat,1991
22430,qat,1992
20590,qat,1993
20500,qat,1994
21880,qat,1995
22450,qat,1996
27430,qat,1997
25150,qat,1998
30330,qat,1999
44400,qat,2000
46750,qat,2001
47190,qat,2002
68590,qat,2003
78600,qat,2004
90720,qat,2005
106400,qat,2006
107800,qat,2007
116400,qat,2008
91580,qat,2009
106500,qat,2010
124700,qat,2011
1276,rou,1960
1392,rou,1961
1516,rou,1962
1631,rou,1963
1720,rou,1964
1880,rou,1965
1969,rou,1966
2170,rou,1967
2272,rou,1968
2396,rou,1969
2526,rou,1970
2826,rou,1971
3104,rou,1972
3379,rou,1973
3730,rou,1974
4054,rou,1975
4570,rou,1976
4834,rou,1977
5142,rou,1978
5525,rou,1979
5586,rou,1980
5508,rou,1981
5757,rou,1982
5968,rou,1983
6222,rou,1984
6332,rou,1985
6505,rou,1986
6556,rou,1987
6689,rou,1988
6303,rou,1989
6057,rou,1990
5572,rou,1991
5099,rou,1992
5391,rou,1993
5775,rou,1994
6051,rou,1995
6121,rou,1996
6072,rou,1997
6205,rou,1998
6485,rou,1999
6633,rou,2000
7238,rou,2001
7579,rou,2002
7881,rou,2003
7351,rou,2004
8835,rou,2005
10080,rou,2006
11540,rou,2007
13130,rou,2008
13020,rou,2009
13230,rou,2010
13570,rou,2011
17920,rus,1990
18330,rus,1991
16820,rus,1992
13840,rus,1993
11530,rus,1994
10790,rus,1995
8235,rus,1996
7903,rus,1997
7484,rus,1998
7962,rus,1999
9256,rus,2000
8928,rus,2001
9151,rus,2002
9866,rus,2003
11030,rus,2004
12320,rus,2005
14250,rus,2006
16400,rus,2007
18530,rus,2008
16170,rus,2009
17250,rus,2010
18680,rus,2011
939.6,rwa,1960
893.9,rwa,1961
981.7,rwa,1962
858.2,rwa,1963
746.5,rwa,1964
768.3,rwa,1965
799.1,rwa,1966
839.1,rwa,1967
869.7,rwa,1968
937.6,rwa,1969
971.2,rwa,1970
950.1,rwa,1971
957.1,rwa,1972
965.6,rwa,1973
951.1,rwa,1974
929.9,rwa,1975
1056,rwa,1976
1088,rwa,1977
1054,rwa,1978
1165,rwa,1979
1104,rwa,1980
1232,rwa,1981
1166,rwa,1982
1205,rwa,1983
1133,rwa,1984
1148,rwa,1985
1160,rwa,1986
1065,rwa,1987
1042,rwa,1988
1099,rwa,1989
1069,rwa,1990
995,rwa,1991
1125,rwa,1992
1104,rwa,1993
522.5,rwa,1994
661.5,rwa,1995
736.5,rwa,1996
793.8,rwa,1997
776,rwa,1998
727.7,rwa,1999
677,rwa,2000
692.1,rwa,2001
756.9,rwa,2002
756,rwa,2003
816.9,rwa,2004
878.2,rwa,2005
963.4,rwa,2006
1005,rwa,2007
1036,rwa,2008
1086,rwa,2009
1135,rwa,2010
1201,rwa,2011
2427,kna,1970
2676,kna,1971
2917,kna,1972
2623,kna,1973
3360,kna,1974
3680,kna,1975
3634,kna,1976
3726,kna,1977
4132,kna,1978
4449,kna,1979
4802,kna,1980
5020,kna,1981
4865,kna,1982
4813,kna,1983
5452,kna,1984
5808,kna,1985
6775,kna,1986
7318,kna,1987
7486,kna,1988
8062,kna,1989
8426,kna,1990
8743,kna,1991
8996,kna,1992
9290,kna,1993
10010,kna,1994
10070,kna,1995
10790,kna,1996
10920,kna,1997
11140,kna,1998
12070,kna,1999
11810,kna,2000
10880,kna,2001
11450,kna,2002
11240,kna,2003
12130,kna,2004
13080,kna,2005
12790,kna,2006
12900,kna,2007
13710,kna,2008
12920,kna,2009
12800,kna,2010
12710,kna,2011
3801,lca,1970
3981,lca,1971
3999,lca,1972
4088,lca,1973
4356,lca,1974
4174,lca,1975
5399,lca,1976
6025,lca,1977
6611,lca,1978
6864,lca,1979
6567,lca,1980
6250,lca,1981
6349,lca,1982
6728,lca,1983
4568,lca,1984
4901,lca,1985
5401,lca,1986
5557,lca,1987
5901,lca,1988
5913,lca,1989
6145,lca,1990
6049,lca,1991
6391,lca,1992
6421,lca,1993
6316,lca,1994
6788,lca,1995
7321,lca,1996
7300,lca,1997
7823,lca,1998
7832,lca,1999
7412,lca,2000
6738,lca,2001
7130,lca,2002
7885,lca,2003
8349,lca,2004
8212,lca,2005
6850,lca,2006
8430,lca,2007
8718,lca,2008
9838,lca,2009
9525,lca,2010
9198,lca,2011
2806,vct,1970
2872,vct,1971
3486,vct,1972
3181,vct,1973
2869,vct,1974
2339,vct,1975
3094,vct,1976
2851,vct,1977
3261,vct,1978
3253,vct,1979
3245,vct,1980
3506,vct,1981
3686,vct,1982
3865,vct,1983
4079,vct,1984
4219,vct,1985
4456,vct,1986
4459,vct,1987
5222,vct,1988
5126,vct,1989
5038,vct,1990
5530,vct,1991
6339,vct,1992
6082,vct,1993
5885,vct,1994
6169,vct,1995
6305,vct,1996
6416,vct,1997
6233,vct,1998
6601,vct,1999
7037,vct,2000
6907,vct,2001
7060,vct,2002
6889,vct,2003
7320,vct,2004
7425,vct,2005
7988,vct,2006
8316,vct,2007
8417,vct,2008
8529,vct,2009
8420,vct,2010
8092,vct,2011
1313,stp,1970
1354,stp,1971
1369,stp,1972
1407,stp,1973
1460,stp,1974
1525,stp,1975
1515,stp,1976
1783,stp,1977
1856,stp,1978
2109,stp,1979
1653,stp,1980
1452,stp,1981
1471,stp,1982
1374,stp,1983
1335,stp,1984
1327,stp,1985
1233,stp,1986
1158,stp,1987
1095,stp,1988
1253,stp,1989
1218,stp,1990
1181,stp,1991
1146,stp,1992
1127,stp,1993
1103,stp,1994
1070,stp,1995
1100,stp,1996
1082,stp,1997
1151,stp,1998
1116,stp,1999
1167,stp,2000
1247,stp,2001
1252,stp,2002
1313,stp,2003
1358,stp,2004
1368,stp,2005
1523,stp,2006
1536,stp,2007
1650,stp,2008
1705,stp,2009
1744,stp,2010
1852,stp,2011
13670,sau,1970
16070,sau,1971
18090,sau,1972
19400,sau,1973
30500,sau,1974
23220,sau,1975
27370,sau,1976
26410,sau,1977
24220,sau,1978
23720,sau,1979
24640,sau,1980
22920,sau,1981
18870,sau,1982
16850,sau,1983
15160,sau,1984
12320,sau,1985
11940,sau,1986
10880,sau,1987
10860,sau,1988
10920,sau,1989
12070,sau,1990
12220,sau,1991
12940,sau,1992
12720,sau,1993
11900,sau,1994
11620,sau,1995
12320,sau,1996
12650,sau,1997
11430,sau,1998
12760,sau,1999
14520,sau,2000
13460,sau,2001
13920,sau,2002
15090,sau,2003
16730,sau,2004
19810,sau,2005
20960,sau,2006
21530,sau,2007
24650,sau,2008
18060,sau,2009
20750,sau,2010
25560,sau,2011
2052,sen,1960
2052,sen,1961
1991,sen,1962
1982,sen,1963
1987,sen,1964
1914,sen,1965
1924,sen,1966
1863,sen,1967
1746,sen,1968
1511,sen,1969
1634,sen,1970
1577,sen,1971
1584,sen,1972
1446,sen,1973
1552,sen,1974
1575,sen,1975
1632,sen,1976
1614,sen,1977
1543,sen,1978
1611,sen,1979
1489,sen,1980
1476,sen,1981
1675,sen,1982
1738,sen,1983
1801,sen,1984
1939,sen,1985
1998,sen,1986
1981,sen,1987
1984,sen,1988
1905,sen,1989
1889,sen,1990
1815,sen,1991
1787,sen,1992
1688,sen,1993
1670,sen,1994
1634,sen,1995
1686,sen,1996
1619,sen,1997
1604,sen,1998
1605,sen,1999
1543,sen,2000
1526,sen,2001
1440,sen,2002
1458,sen,2003
1434,sen,2004
1448,sen,2005
1431,sen,2006
1467,sen,2007
1418,sen,2008
1476,sen,2009
1469,sen,2010
1412,sen,2011
6847,srb,1990
6290,srb,1991
4517,srb,1992
3140,srb,1993
3216,srb,1994
3401,srb,1995
6116,srb,1996
6725,srb,1997
6884,srb,1998
6178,srb,1999
6473,srb,2000
6712,srb,2001
6963,srb,2002
7018,srb,2003
7377,srb,2004
7684,srb,2005
8313,srb,2006
8933,srb,2007
9811,srb,2008
9507,srb,2009
9427,srb,2010
9575,srb,2011
822.2,sle,1961
852.1,sle,1962
892.2,sle,1963
1044,sle,1964
1047,sle,1965
1021,sle,1966
914.5,sle,1967
970.8,sle,1968
1007,sle,1969
1183,sle,1970
1180,sle,1971
1204,sle,1972
1224,sle,1973
1229,sle,1974
1200,sle,1975
1155,sle,1976
1139,sle,1977
1153,sle,1978
1155,sle,1979
1109,sle,1980
1147,sle,1981
1181,sle,1982
1136,sle,1983
1160,sle,1984
1152,sle,1985
1158,sle,1986
1217,sle,1987
1244,sle,1988
1298,sle,1989
1408,sle,1990
1426,sle,1991
1350,sle,1992
1506,sle,1993
1690,sle,1994
1597,sle,1995
1339,sle,1996
1128,sle,1997
942.8,sle,1998
657.4,sle,1999
717.2,sle,2000
777.3,sle,2001
842.2,sle,2002
812,sle,2003
774.6,sle,2004
730.8,sle,2005
743.1,sle,2006
756.7,sle,2007
777.8,sle,2008
801.2,sle,2009
843.1,sle,2010
867,sle,2011
2413,sgp,1960
2496,sgp,1961
2650,sgp,1962
2920,sgp,1963
2762,sgp,1964
2957,sgp,1965
3259,sgp,1966
3648,sgp,1967
4123,sgp,1968
4699,sgp,1969
5262,sgp,1970
5871,sgp,1971
6540,sgp,1972
7092,sgp,1973
7566,sgp,1974
7637,sgp,1975
8070,sgp,1976
8444,sgp,1977
9225,sgp,1978
10070,sgp,1979
11150,sgp,1980
11950,sgp,1981
12880,sgp,1982
14000,sgp,1983
14720,sgp,1984
13880,sgp,1985
13600,sgp,1986
14450,sgp,1987
15400,sgp,1988
16640,sgp,1989
18330,sgp,1990
19320,sgp,1991
19990,sgp,1992
21730,sgp,1993
23200,sgp,1994
24960,sgp,1995
26250,sgp,1996
28890,sgp,1997
27660,sgp,1998
29050,sgp,1999
34040,sgp,2000
32840,sgp,2001
34460,sgp,2002
35230,sgp,2003
41650,sgp,2004
45750,sgp,2005
48590,sgp,2006
51870,sgp,2007
48780,sgp,2008
45340,sgp,2009
50670,sgp,2010
51640,sgp,2011
14880,svk,1990
11780,svk,1991
10950,svk,1992
11030,svk,1993
11580,svk,1994
12150,svk,1995
12370,svk,1996
12580,svk,1997
12620,svk,1998
12280,svk,1999
12800,svk,2000
13390,svk,2001
14040,svk,2002
14370,svk,2003
14900,svk,2004
15650,svk,2005
17080,svk,2006
19360,svk,2007
20870,svk,2008
20250,svk,2009
21020,svk,2010
21470,svk,2011
18040,svn,1990
15720,svn,1991
14780,svn,1992
15640,svn,1993
16660,svn,1994
17610,svn,1995
18320,svn,1996
18710,svn,1997
18970,svn,1998
19610,svn,1999
20050,svn,2000
20540,svn,2001
21310,svn,2002
21360,svn,2003
22620,svn,2004
23010,svn,2005
24020,svn,2006
25570,svn,2007
26510,svn,2008
24940,svn,2009
24940,svn,2010
24360,svn,2011
3533,zaf,1950
3582,zaf,1951
3175,zaf,1952
3492,zaf,1953
3723,zaf,1954
3779,zaf,1955
3907,zaf,1956
4039,zaf,1957
3926,zaf,1958
3856,zaf,1959
3949,zaf,1960
3984,zaf,1961
3999,zaf,1962
4213,zaf,1963
4422,zaf,1964
4535,zaf,1965
4598,zaf,1966
4876,zaf,1967
4929,zaf,1968
5172,zaf,1969
5312,zaf,1970
5269,zaf,1971
5304,zaf,1972
5956,zaf,1973
6211,zaf,1974
5953,zaf,1975
5686,zaf,1976
5514,zaf,1977
5630,zaf,1978
5833,zaf,1979
6597,zaf,1980
6422,zaf,1981
6124,zaf,1982
6112,zaf,1983
6109,zaf,1984
5874,zaf,1985
5581,zaf,1986
5655,zaf,1987
5734,zaf,1988
5726,zaf,1989
5520,zaf,1990
5372,zaf,1991
5171,zaf,1992
5203,zaf,1993
5320,zaf,1994
5525,zaf,1995
5641,zaf,1996
5679,zaf,1997
5667,zaf,1998
5710,zaf,1999
5914,zaf,2000
6041,zaf,2001
6228,zaf,2002
6337,zaf,2003
6620,zaf,2004
6921,zaf,2005
7308,zaf,2006
7703,zaf,2007
7830,zaf,2008
7686,zaf,2009
8062,zaf,2010
8457,zaf,2011
3107,esp,1950
3597,esp,1951
3722,esp,1952
3553,esp,1953
3985,esp,1954
4156,esp,1955
4427,esp,1956
4593,esp,1957
4749,esp,1958
4608,esp,1959
5066,esp,1960
5588,esp,1961
6082,esp,1962
6608,esp,1963
6888,esp,1964
7202,esp,1965
7713,esp,1966
8059,esp,1967
8524,esp,1968
9241,esp,1969
9549,esp,1970
9941,esp,1971
10680,esp,1972
11350,esp,1973
11500,esp,1974
11540,esp,1975
11960,esp,1976
12340,esp,1977
12720,esp,1978
12840,esp,1979
12910,esp,1980
12050,esp,1981
11660,esp,1982
11310,esp,1983
11140,esp,1984
11040,esp,1985
11820,esp,1986
12720,esp,1987
13690,esp,1988
14670,esp,1989
15620,esp,1990
16400,esp,1991
16880,esp,1992
16860,esp,1993
17570,esp,1994
18530,esp,1995
19110,esp,1996
20430,esp,1997
22030,esp,1998
23110,esp,1999
24140,esp,2000
24890,esp,2001
25740,esp,2002
25600,esp,2003
26390,esp,2004
26950,esp,2005
28880,esp,2006
30740,esp,2007
30830,esp,2008
29610,esp,2009
29170,esp,2010
28740,esp,2011
2371,lka,1950
2474,lka,1951
2137,lka,1952
2170,lka,1953
2398,lka,1954
2530,lka,1955
2248,lka,1956
2179,lka,1957
2244,lka,1958
2297,lka,1959
2365,lka,1960
2290,lka,1961
2380,lka,1962
2253,lka,1963
2290,lka,1964
2309,lka,1965
2309,lka,1966
2310,lka,1967
2438,lka,1968
2481,lka,1969
2560,lka,1970
2531,lka,1971
2561,lka,1972
2685,lka,1973
2641,lka,1974
2501,lka,1975
2296,lka,1976
2195,lka,1977
2107,lka,1978
1765,lka,1979
1623,lka,1980
1803,lka,1981
1797,lka,1982
1851,lka,1983
1994,lka,1984
2217,lka,1985
2351,lka,1986
2411,lka,1987
2439,lka,1988
2507,lka,1989
2569,lka,1990
2589,lka,1991
2775,lka,1992
2979,lka,1993
3147,lka,1994
3308,lka,1995
3544,lka,1996
3416,lka,1997
3475,lka,1998
3261,lka,1999
3178,lka,2000
3085,lka,2001
3152,lka,2002
3303,lka,2003
3294,lka,2004
3324,lka,2005
3501,lka,2006
3678,lka,2007
3775,lka,2008
4102,lka,2009
4382,lka,2010
4701,lka,2011
1010,sdn,1970
1034,sdn,1971
905.8,sdn,1972
811.4,sdn,1973
926.4,sdn,1974
1083,sdn,1975
1236,sdn,1976
1352,sdn,1977
1228,sdn,1978
1081,sdn,1979
1085,sdn,1980
1148,sdn,1981
1257,sdn,1982
1109,sdn,1983
1082,sdn,1984
1069,sdn,1985
1135,sdn,1986
1138,sdn,1987
1166,sdn,1988
1106,sdn,1989
1147,sdn,1990
1169,sdn,1991
1114,sdn,1992
1086,sdn,1993
1115,sdn,1994
1091,sdn,1995
1093,sdn,1996
1111,sdn,1997
1125,sdn,1998
1283,sdn,1999
1399,sdn,2000
1394,sdn,2001
1414,sdn,2002
1529,sdn,2003
1641,sdn,2004
1826,sdn,2005
2104,sdn,2006
2101,sdn,2007
2020,sdn,2008
2169,sdn,2009
2317,sdn,2010
2374,sdn,2011
4156,sur,1970
4401,sur,1971
4563,sur,1972
4841,sur,1973
4423,sur,1974
4844,sur,1975
5050,sur,1976
5731,sur,1977
6091,sur,1978
5938,sur,1979
5383,sur,1980
5680,sur,1981
5452,sur,1982
5477,sur,1983
5318,sur,1984
5853,sur,1985
5431,sur,1986
4794,sur,1987
5381,sur,1988
5453,sur,1989
5444,sur,1990
5425,sur,1991
5405,sur,1992
4848,sur,1993
4605,sur,1994
4140,sur,1995
5025,sur,1996
5315,sur,1997
5557,sur,1998
4116,sur,1999
4866,sur,2000
4932,sur,2001
5039,sur,2002
5535,sur,2003
5646,sur,2004
5664,sur,2005
5793,sur,2006
5778,sur,2007
6100,sur,2008
6028,sur,2009
6581,sur,2010
6700,sur,2011
1505,swz,1970
1898,swz,1971
2121,swz,1972
1832,swz,1973
2252,swz,1974
2727,swz,1975
2652,swz,1976
2529,swz,1977
2271,swz,1978
2386,swz,1979
2755,swz,1980
2827,swz,1981
2812,swz,1982
2943,swz,1983
2861,swz,1984
2824,swz,1985
3328,swz,1986
3571,swz,1987
3559,swz,1988
3579,swz,1989
4062,swz,1990
4224,swz,1991
4420,swz,1992
4878,swz,1993
5021,swz,1994
5746,swz,1995
6145,swz,1996
5637,swz,1997
5220,swz,1998
4820,swz,1999
4519,swz,2000
4357,swz,2001
4242,swz,2002
1489,swz,2003
1441,swz,2004
3773,swz,2005
3825,swz,2006
3502,swz,2007
3952,swz,2008
4043,swz,2009
3958,swz,2010
4239,swz,2011
8502,swe,1950
8998,swe,1951
8902,swe,1952
9109,swe,1953
9558,swe,1954
9834,swe,1955
10100,swe,1956
10250,swe,1957
10450,swe,1958
10970,swe,1959
11380,swe,1960
11960,swe,1961
12320,swe,1962
12860,swe,1963
13620,swe,1964
14020,swe,1965
14150,swe,1966
14500,swe,1967
14930,swe,1968
15580,swe,1969
16520,swe,1970
16480,swe,1971
16760,swe,1972
17310,swe,1973
17490,swe,1974
18250,swe,1975
18340,swe,1976
17630,swe,1977
17580,swe,1978
18200,swe,1979
18390,swe,1980
18170,swe,1981
18200,swe,1982
18500,swe,1983
19490,swe,1984
19910,swe,1985
20910,swe,1986
21710,swe,1987
22520,swe,1988
23420,swe,1989
23640,swe,1990
23370,swe,1991
23070,swe,1992
22330,swe,1993
23610,swe,1994
25110,swe,1995
25480,swe,1996
26670,swe,1997
28190,swe,1998
30150,swe,1999
31800,swe,2000
31450,swe,2001
31540,swe,2002
31560,swe,2003
32450,swe,2004
31230,swe,2005
32880,swe,2006
35200,swe,2007
35230,swe,2008
32950,swe,2009
35120,swe,2010
36100,swe,2011
12070,che,1950
12680,che,1951
12720,che,1952
13210,che,1953
13880,che,1954
14660,che,1955
15340,che,1956
15600,che,1957
15140,che,1958
16050,che,1959
17060,che,1960
17970,che,1961
18400,che,1962
18910,che,1963
19740,che,1964
20190,che,1965
20590,che,1966
21140,che,1967
21770,che,1968
22610,che,1969
23660,che,1970
24650,che,1971
25460,che,1972
25960,che,1973
25860,che,1974
23930,che,1975
23930,che,1976
24310,che,1977
25220,che,1978
25800,che,1979
26580,che,1980
26610,che,1981
26530,che,1982
26700,che,1983
27550,che,1984
27960,che,1985
29290,che,1986
29860,che,1987
30450,che,1988
31420,che,1989
32570,che,1990
32050,che,1991
31420,che,1992
31460,che,1993
32070,che,1994
32160,che,1995
32460,che,1996
34260,che,1997
35640,che,1998
35940,che,1999
36980,che,2000
36830,che,2001
36820,che,2002
35740,che,2003
36480,che,2004
36810,che,2005
39120,che,2006
42440,che,2007
44330,che,2008
42500,che,2009
44400,che,2010
44820,che,2011
1692,syr,1960
1781,syr,1961
2143,syr,1962
1679,syr,1963
2322,syr,1964
2269,syr,1965
1968,syr,1966
2192,syr,1967
2215,syr,1968
2626,syr,1969
2743,syr,1970
2942,syr,1971
3512,syr,1972
3091,syr,1973
3827,syr,1974
4259,syr,1975
3649,syr,1976
3032,syr,1977
2800,syr,1978
2520,syr,1979
2394,syr,1980
2237,syr,1981
2073,syr,1982
1836,syr,1983
1651,syr,1984
1592,syr,1985
1384,syr,1986
1249,syr,1987
1277,syr,1988
1144,syr,1989
1051,syr,1990
943.2,syr,1991
945.9,syr,1992
878.5,syr,1993
824.9,syr,1994
858.9,syr,1995
842.8,syr,1996
932.5,syr,1997
1043,syr,1998
1079,syr,1999
1271,syr,2000
1395,syr,2001
1660,syr,2002
1946,syr,2003
2579,syr,2004
3768,syr,2005
3566,syr,2006
3679,syr,2007
3855,syr,2008
3818,syr,2009
4050,syr,2010
3919,syr,2011
1277,twn,1951
1405,twn,1952
1503,twn,1953
1557,twn,1954
1612,twn,1955
1612,twn,1956
1680,twn,1957
1732,twn,1958
1793,twn,1959
1881,twn,1960
1944,twn,1961
2057,twn,1962
2268,twn,1963
2496,twn,1964
2617,twn,1965
2811,twn,1966
3039,twn,1967
3270,twn,1968
3497,twn,1969
3770,twn,1970
4218,twn,1971
4783,twn,1972
5229,twn,1973
4945,twn,1974
5173,twn,1975
5983,twn,1976
6538,twn,1977
7250,twn,1978
7594,twn,1979
7782,twn,1980
8167,twn,1981
8414,twn,1982
9141,twn,1983
9945,twn,1984
10210,twn,1985
11730,twn,1986
12800,twn,1987
13050,twn,1988
14140,twn,1989
14860,twn,1990
16000,twn,1991
16880,twn,1992
17890,twn,1993
18980,twn,1994
19860,twn,1995
21000,twn,1996
22270,twn,1997
23190,twn,1998
23900,twn,1999
24880,twn,2000
23940,twn,2001
24920,twn,2002
25340,twn,2003
26210,twn,2004
26790,twn,2005
27400,twn,2006
28200,twn,2007
26570,twn,2008
26550,twn,2009
28430,twn,2010
28410,twn,2011
5694,tjk,1990
5509,tjk,1991
2825,tjk,1992
2587,tjk,1993
1917,tjk,1994
1813,tjk,1995
