geo,year,child_mortality_rate_per1000
col,1897,417.22
col,1898,417.05
col,1899,416.83
col,1900,416.53
col,1901,416.17
col,1902,415.75
col,1903,415.26
col,1904,414.7
col,1905,414.08
col,1906,413.4
col,1907,412.65
col,1908,411.83
col,1909,410.96
col,1910,410.05
col,1911,409.1
col,1912,408.13
col,1913,407.15
col,1914,406.17
col,1915,383.3422705
col,1916,361.7975143
col,1917,341.4636251
col,1918,322.2725493
col,1919,304.160058
col,1920,287.0821321
col,1921,270.9630936
col,1922,255.7491033
col,1923,241.3893448
col,1924,227.8358549
col,1925,190.3960359
col,1926,238.9166696
col,1927,231.5770794
col,1928,203.5858975
col,1929,192.3211469
col,1930,160.4720087
col,1931,196.1059854
col,1932,212.2836505
col,1933,229.7958832
col,1934,181.0869362
col,1935,253.4743007
col,1936,248.1537049
col,1937,242.7323886
col,1938,253.5182321
col,1939,263.844788
col,1940,228.0465904
col,1941,242.7884749
col,1942,250.0320991
col,1943,255.3438797
col,1944,251.833536
col,1945,244.6773126
col,1946,242.8585829
col,1947,224.4127641
col,1948,216.9532099
col,1949,213.2192463
col,1950,194.4379254
col,1951,186.9152336
col,1952,170.0037918
col,1953,186.9368107
col,1954,175.9555297
col,1955,165.6193246
col,1956,155.8903016
col,1957,146.7327928
col,1958,138.1132258
col,1959,130
col,1960,127.3
col,1961,124.6
col,1962,122
col,1963,119.4
col,1964,116.7
col,1965,114
col,1966,111.1
col,1967,108
col,1968,104.6
col,1969,101.1
col,1970,97.6
col,1971,94
col,1972,90.4
col,1973,86.7
col,1974,82.8
col,1975,78.7
col,1976,74.3
col,1977,69.9
col,1978,65.5
col,1979,61.3
col,1980,57.4
col,1981,53.7
col,1982,50.3
col,1983,47.3
col,1984,44.6
col,1985,42.3
col,1986,40.3
col,1987,38.7
col,1988,37.4
col,1989,36.2
col,1990,35.1
col,1991,34.1
col,1992,33.1
col,1993,32.1
col,1994,31
col,1995,30
col,1996,28.9
col,1997,27.9
col,1998,26.9
col,1999,26
col,2000,25.1
col,2001,24.3
col,2002,23.6
col,2003,22.9
col,2004,22.2
col,2005,21.5
col,2006,20.9
col,2007,20.3
col,2008,19.7
col,2009,19.1
col,2010,18.5
col,2011,18
col,2012,17.4
col,2013,16.9
col,2014,16.4
col,2015,15.9
col,2016,22.74467185
col,2017,21.88863485
col,2018,21.04188902
col,2019,20.2190456
col,2020,19.42948907
col,2021,18.67465574
col,2022,17.94924756
col,2023,17.25094057
col,2024,16.58028772
col,2025,15.93781601
col,2026,15.32402656
col,2027,14.73662779
col,2028,14.17521153
col,2029,13.64209745
col,2030,13.13681905
col,2031,12.66339149
col,2032,12.22214094
col,2033,11.8116009
col,2034,11.42857699
col,2035,11.06995259
col,2036,10.73268882
col,2037,10.41125218
col,2038,10.10196663
col,2039,9.801259799
col,2040,9.507339022
col,2041,9.289453774
col,2042,9.075758626
col,2043,8.865415559
col,2044,8.659262593
col,2045,8.457299728
col,2046,8.259526964
col,2047,8.066782321
col,2048,7.880741839
col,2049,7.701405519
col,2050,7.529611381
col,2051,7.366197444
col,2052,7.21200173
col,2053,7.065348197
col,2054,6.926236846
col,2055,6.793829656
col,2056,6.667288608
col,2057,6.545775681
col,2058,6.426776815
col,2059,6.311130029
col,2060,6.197997303
col,2061,6.087378639
col,2062,5.980112055
col,2063,5.876197552
col,2064,5.775635129
col,2065,5.678424787
col,2066,5.583728506
col,2067,5.490708266
col,2068,5.399364065
col,2069,5.309695905
col,2070,5.220865765
col,2071,5.134549686
col,2072,5.049071627
col,2073,4.966107628
col,2074,4.88481967
col,2075,4.805207753
col,2076,4.726433855
col,2077,4.647659957
col,2078,4.5705621
col,2079,4.493464243
col,2080,4.417204406
col,2081,4.34345863
col,2082,4.271388893
col,2083,4.201833218
col,2084,4.134791603
col,2085,4.071102069
col,2086,4.009926595
col,2087,3.950427162
col,2088,3.892603769
col,2089,3.835618396
col,2090,3.779471044
col,2091,3.724161711
col,2092,3.668852379
col,2093,3.613543047
col,2094,3.558233714
col,2095,3.503762402
col,2096,3.44845307
col,2097,3.393981758
col,2098,3.339510445
col,2099,3.285039133
com,1800,416.16
com,1801,416.16
com,1802,416.16
com,1803,416.16
com,1804,416.16
com,1805,416.16
com,1806,416.16
com,1807,416.16
com,1808,416.16
com,1809,416.16
com,1810,416.16
com,1811,416.16
com,1812,416.16
com,1813,416.16
com,1814,416.16
com,1815,416.16
com,1816,416.16
com,1817,416.16
com,1818,416.16
com,1819,416.16
com,1820,416.16
com,1821,416.16
com,1822,416.16
com,1823,416.16
com,1824,416.16
com,1825,416.16
com,1826,416.16
com,1827,416.16
com,1828,416.16
com,1829,416.16
com,1830,416.16
com,1831,416.16
com,1832,416.16
com,1833,416.16
com,1834,416.16
com,1835,416.16
com,1836,416.16
com,1837,416.16
com,1838,416.16
com,1839,416.16
com,1840,416.16
com,1841,416.16
com,1842,416.16
com,1843,416.16
com,1844,416.16
com,1845,416.16
com,1846,416.16
com,1847,416.16
com,1848,416.16
com,1849,416.16
com,1850,416.16
com,1851,416.16
com,1852,416.16
com,1853,416.16
com,1854,416.16
com,1855,416.16
com,1856,416.16
com,1857,416.16
com,1858,416.16
com,1859,416.16
com,1860,416.16
com,1861,416.16
com,1862,416.16
com,1863,416.16
com,1864,416.16
com,1865,416.16
com,1866,416.16
com,1867,416.16
com,1868,416.16
com,1869,416.16
com,1870,416.16
com,1871,416.16
com,1872,416.16
com,1873,416.16
com,1874,416.16
com,1875,416.16
com,1876,416.16
com,1877,416.16
com,1878,416.16
com,1879,416.16
com,1880,416.16
com,1881,416.16
com,1882,416.16
com,1883,416.16
com,1884,416.16
com,1885,416.16
com,1886,416.16
com,1887,416.16
com,1888,416.16
com,1889,416.16
com,1890,416.16
com,1891,416.16
com,1892,416.16
com,1893,416.16
com,1894,416.15
com,1895,416.12
com,1896,416.05
com,1897,415.94
com,1898,415.78
com,1899,415.55
com,1900,415.26
com,1901,414.9
com,1902,414.48
com,1903,413.99
com,1904,413.44
com,1905,412.82
com,1906,412.14
com,1907,411.39
com,1908,410.57
com,1909,409.7
com,1910,408.79
com,1911,407.85
com,1912,406.88
com,1913,405.91
com,1914,404.93
com,1915,403.95
com,1916,402.98
com,1917,402
com,1918,401.02
com,1919,400.05
com,1920,399.07
com,1921,398.09
com,1922,397.12
com,1923,396.14
com,1924,395.16
com,1925,394.19
com,1926,393.21
com,1927,392.24
com,1928,391.26
com,1929,390.28
com,1930,389.31
com,1931,388.368627
com,1932,387.427059
com,1933,386.4952991
com,1934,385.5533422
com,1935,384.6111903
com,1936,383.6788495
com,1937,382.7363087
com,1938,381.7935729
com,1939,380.8606512
com,1940,379.9175265
com,1941,378.9742069
com,1942,378.0407042
com,1943,377.0969957
com,1944,376.1530922
com,1945,375.2190086
com,1946,356.1058462
com,1947,337.6600129
com,1948,319.8616731
com,1949,302.6909828
com,1950,286.0579509
com,1951,289.8418615
com,1952,293.6758219
com,1953,297.5604941
com,1954,301.4965488
com,1955,305.4846656
com,1956,309.5255332
com,1957,313.6198491
com,1958,317.7683204
com,1959,321.9716632
com,1960,326.2306034
com,1961,313.2041555
com,1962,300.697853
com,1963,288.6909267
com,1964,277.1634368
com,1965,266.0962393
com,1966,255.470955
com,1967,245.2699383
com,1968,235.4762484
com,1969,226.0736207
com,1970,227.1
com,1971,221.8
com,1972,217.1
com,1973,212.4
com,1974,207.7
com,1975,202.7
com,1976,197.7
com,1977,192.3
com,1978,186.8
com,1979,181.1
com,1980,175.3
com,1981,169.4
com,1982,163.6
com,1983,157.9
com,1984,152.4
com,1985,147.2
com,1986,142.2
com,1987,137.6
com,1988,133.2
com,1989,129.1
com,1990,125.1
com,1991,121.2
com,1992,117.2
com,1993,113.6
com,1994,110.5
com,1995,107.8
com,1996,105.6
com,1997,104
com,1998,102.7
com,1999,101.8
com,2000,101.1
com,2001,100.8
com,2002,100.8
com,2003,100.4
com,2004,99.4
com,2005,97.8
com,2006,95.7
com,2007,93.5
com,2008,91.2
com,2009,88.5
com,2010,86
com,2011,83.3
com,2012,80.9
com,2013,78.3
com,2014,75.9
com,2015,73.5
com,2016,71.05571074
com,2017,69.38275391
com,2018,67.76521307
com,2019,66.18112879
com,2020,64.61351085
com,2021,63.05536511
com,2022,61.51473507
com,2023,60.00068377
com,2024,58.51425668
com,2025,57.05951585
com,2026,55.64354731
com,2027,54.2724449
com,2028,52.95130783
com,2029,51.68121771
com,2030,50.46124347
com,2031,49.28944423
com,2032,48.15883369
com,2033,47.06342064
com,2034,45.99720214
com,2035,44.95416354
com,2036,43.9323195
com,2037,42.92765927
com,2038,41.94122047
com,2039,40.97201924
com,2040,40.01906975
com,2041,39.06555995
com,2042,38.13533117
com,2043,37.23142006
com,2044,36.35585108
com,2045,35.51267309
com,2046,34.70593496
com,2047,33.9356367
com,2048,33.20076608
com,2049,32.49727424
com,2050,31.82212452
com,2051,31.17025582
com,2052,30.53761927
com,2053,29.91611712
com,2054,29.30271273
com,2055,28.69436942
com,2056,28.08703833
com,2057,27.48476834
com,2058,26.88654722
com,2059,26.29541163
com,2060,25.71237378
com,2061,25.14148256
com,2062,24.5847624
com,2063,24.04423773
com,2064,23.5168719
com,2065,23.0016527
com,2066,22.4925068
com,2067,21.98538535
com,2068,21.47927611
com,2069,20.97417909
com,2070,20.47414316
com,2071,19.98422942
com,2072,19.50848673
com,2073,19.05298842
com,2074,18.61672225
com,2075,18.20171267
com,2076,17.80391081
com,2077,17.42129223
com,2078,17.04879583
com,2079,16.68439718
com,2080,16.32809627
com,2081,15.9788809
com,2082,15.63776327
com,2083,15.30474339
com,2084,14.97982126
com,2085,14.65996022
com,2086,14.34313584
com,2087,14.02934811
com,2088,13.71859704
com,2089,13.41088262
com,2090,13.10721707
com,2091,12.81063706
com,2092,12.52114258
com,2093,12.24075806
com,2094,11.97252016
com,2095,11.71440445
com,2096,11.46944758
com,2097,11.23663733
com,2098,11.0159737
com,2099,10.80846891
cod,1800,422.65
cod,1801,422.65
cod,1802,422.65
cod,1803,422.65
cod,1804,422.65
cod,1805,422.65
cod,1806,422.65
cod,1807,422.65
cod,1808,422.65
cod,1809,422.65
cod,1810,422.65
cod,1811,422.65
cod,1812,422.65
cod,1813,422.65
cod,1814,422.65
cod,1815,422.65
cod,1816,422.65
cod,1817,422.65
cod,1818,422.65
cod,1819,422.65
cod,1820,422.65
cod,1821,422.65
cod,1822,422.65
cod,1823,422.65
cod,1824,422.65
cod,1825,422.65
cod,1826,422.65
cod,1827,422.65
cod,1828,422.65
cod,1829,422.65
cod,1830,422.65
cod,1831,422.65
cod,1832,422.65
cod,1833,422.65
cod,1834,422.65
cod,1835,422.65
cod,1836,422.65
cod,1837,422.65
cod,1838,422.65
cod,1839,422.65
cod,1840,422.65
cod,1841,422.65
cod,1842,422.65
cod,1843,422.65
cod,1844,422.65
cod,1845,422.65
cod,1846,422.65
cod,1847,422.65
cod,1848,422.65
cod,1849,422.65
cod,1850,422.65
cod,1851,422.65
cod,1852,422.65
cod,1853,422.65
cod,1854,422.65
cod,1855,422.65
cod,1856,422.65
cod,1857,422.65
cod,1858,422.65
cod,1859,422.65
cod,1860,422.65
cod,1861,422.65
cod,1862,422.65
cod,1863,422.65
cod,1864,422.65
cod,1865,422.65
cod,1866,422.65
cod,1867,422.65
cod,1868,422.65
cod,1869,422.65
cod,1870,422.65
cod,1871,422.65
cod,1872,422.65
cod,1873,422.65
cod,1874,422.65
cod,1875,422.65
cod,1876,422.65
cod,1877,422.65
cod,1878,422.65
cod,1879,422.65
cod,1880,422.65
cod,1881,422.65
cod,1882,422.65
cod,1883,422.65
cod,1884,422.65
cod,1885,422.65
cod,1886,422.65
cod,1887,422.65
cod,1888,422.65
cod,1889,422.65
cod,1890,422.65
cod,1891,422.65
cod,1892,422.65
cod,1893,422.65
cod,1894,422.63
cod,1895,422.6
cod,1896,422.54
cod,1897,422.43
cod,1898,422.26
cod,1899,422.03
cod,1900,421.73
cod,1901,421.37
cod,1902,420.94
cod,1903,420.44
cod,1904,419.88
cod,1905,419.25
cod,1906,418.56
cod,1907,417.8
cod,1908,416.97
cod,1909,416.09
cod,1910,415.16
cod,1911,414.2
cod,1912,413.22
cod,1913,412.23
cod,1914,411.24
cod,1915,410.25
cod,1916,409.26
cod,1917,408.26
cod,1918,407.27
cod,1919,406.28
cod,1920,405.29
cod,1921,404.3
cod,1922,403.31
cod,1923,402.31
cod,1924,401.32
cod,1925,400.33
cod,1926,399.34
cod,1927,398.35
cod,1928,397.36
cod,1929,396.36
cod,1930,394.6155325
cod,1931,392.8748433
cod,1932,391.1379325
cod,1933,389.4048
cod,1934,387.6655413
cod,1935,385.9399846
cod,1936,384.2182062
cod,1937,382.5002062
cod,1938,380.7859846
cod,1939,379.0755413
cod,1940,377.3590862
cod,1941,367.6244492
cod,1942,359.1927127
cod,1943,349.8470789
cod,1944,340.6713284
cod,1945,331.6549651
cod,1946,323.8905872
cod,1947,315.2175787
cod,1948,306.7016103
cod,1949,298.380411
cod,1950,291.1745372
cod,1951,288.5571053
cod,1952,285.9620675
cod,1953,283.3892384
cod,1954,280.8384341
cod,1955,278.3094722
cod,1956,275.8021719
cod,1957,273.3163535
cod,1958,270.8518391
cod,1959,268.4084522
cod,1960,265.9860176
cod,1961,264.3638676
cod,1962,262.7505251
cod,1963,261.1459454
cod,1964,259.5500838
cod,1965,257.9628959
cod,1966,256.3843374
cod,1967,254.8143644
cod,1968,253.2529332
cod,1969,251.7
cod,1970,248.1
cod,1971,244.8
cod,1972,241.4
cod,1973,237.7
cod,1974,234.2
cod,1975,230.3
cod,1976,226.4
cod,1977,222.7
cod,1978,219
cod,1979,215.4
cod,1980,212
cod,1981,208.8
cod,1982,205.7
cod,1983,202.8
cod,1984,200.1
cod,1985,197.7
cod,1986,195.3
cod,1987,193
cod,1988,190.8
cod,1989,188.5
cod,1990,186.5
cod,1991,184.3
cod,1992,182.3
cod,1993,180.3
cod,1994,178.3
cod,1995,176.4
cod,1996,174.1
cod,1997,171.5
cod,1998,168.4
cod,1999,164.9
cod,2000,161
cod,2001,156.8
cod,2002,152.4
cod,2003,147.8
cod,2004,143.2
cod,2005,138.4
cod,2006,133.5
cod,2007,128.9
cod,2008,124.5
cod,2009,120.1
cod,2010,116.1
cod,2011,112.2
cod,2012,108.5
cod,2013,104.8
cod,2014,101.7
cod,2015,98.3
cod,2016,105.962744
cod,2017,103.6541494
cod,2018,101.3872255
cod,2019,99.12196973
cod,2020,96.83537422
cod,2021,94.524433
cod,2022,92.21715515
cod,2023,89.93355322
cod,2024,87.67563381
cod,2025,85.4464048
cod,2026,83.24587254
cod,2027,81.07704604
cod,2028,78.94293516
cod,2029,76.84655064
cod,2030,74.78990301
cod,2031,72.77600454
cod,2032,70.80486466
cod,2033,68.8764928
cod,2034,66.99089839
cod,2035,65.14408502
cod,2036,63.33305662
cod,2037,61.55481627
cod,2038,59.81037288
cod,2039,58.10273917
cod,2040,56.43793422
cod,2041,54.82098515
cod,2042,53.26314388
cod,2043,51.76841773
cod,2044,50.33580486
cod,2045,48.96330163
cod,2046,47.64489706
cod,2047,46.37057288
cod,2048,45.13431814
cod,2049,43.93513101
cod,2050,42.77000599
cod,2051,41.64295042
cod,2052,40.55596793
cod,2053,39.51506948
cod,2054,38.52025509
cod,2055,37.57553206
cod,2056,36.6849077
cod,2057,35.84738018
cod,2058,35.05994401
cod,2059,34.31759007
cod,2060,33.61430739
cod,2061,32.94308318
cod,2062,32.29690465
cod,2063,31.66875901
cod,2064,31.05564077
cod,2065,30.45354264
cod,2066,29.86346643
cod,2067,29.2874158
cod,2068,28.72839623
cod,2069,28.18740955
cod,2070,27.66445577
cod,2071,27.16053669
cod,2072,26.67565234
cod,2073,26.2098027
cod,2074,25.76298778
cod,2075,25.33520757
cod,2076,24.92846574
cod,2077,24.54176044
cod,2078,24.17308804
cod,2079,23.8214467
cod,2080,23.48383094
cod,2081,23.16024076
cod,2082,22.84867251
cod,2083,22.54511887
cod,2084,22.24557255
cod,2085,21.94502439
cod,2086,21.63646162
cod,2087,21.31788058
cod,2088,20.99128492
cod,2089,20.65867829
cod,2090,20.32506984
cod,2091,19.99747235
cod,2092,19.68189679
cod,2093,19.38435412
cod,2094,19.10985347
cod,2095,18.86240216
cod,2096,18.643002
cod,2097,18.45165301
cod,2098,18.28935701
cod,2099,18.15611399
cog,1800,408.51
cog,1801,408.51
cog,1802,408.51
cog,1803,408.51
cog,1804,408.51
cog,1805,408.51
cog,1806,408.51
cog,1807,408.51
cog,1808,408.51
cog,1809,408.51
cog,1810,408.51
cog,1811,408.51
cog,1812,408.51
cog,1813,408.51
cog,1814,408.51
cog,1815,408.51
cog,1816,408.51
cog,1817,408.51
cog,1818,408.51
cog,1819,408.51
cog,1820,408.51
cog,1821,408.51
cog,1822,408.51
cog,1823,408.51
cog,1824,408.51
cog,1825,408.51
cog,1826,408.51
cog,1827,408.51
cog,1828,408.51
cog,1829,408.51
cog,1830,408.51
cog,1831,408.51
cog,1832,408.51
cog,1833,408.51
cog,1834,408.51
cog,1835,408.51
cog,1836,408.51
cog,1837,408.51
cog,1838,408.51
cog,1839,408.51
cog,1840,408.51
cog,1841,408.51
cog,1842,408.51
cog,1843,408.51
cog,1844,408.51
cog,1845,408.51
cog,1846,408.51
cog,1847,408.51
cog,1848,408.51
cog,1849,408.51
cog,1850,408.51
cog,1851,408.51
cog,1852,408.51
cog,1853,408.51
cog,1854,408.51
cog,1855,408.51
cog,1856,408.51
cog,1857,408.51
cog,1858,408.51
cog,1859,408.51
cog,1860,408.51
cog,1861,408.51
cog,1862,408.51
cog,1863,408.51
cog,1864,408.51
cog,1865,408.51
cog,1866,408.51
cog,1867,408.51
cog,1868,408.51
cog,1869,408.51
cog,1870,408.51
cog,1871,408.51
cog,1872,408.51
cog,1873,408.51
cog,1874,408.51
cog,1875,408.51
cog,1876,408.51
cog,1877,408.51
cog,1878,408.51
cog,1879,408.51
cog,1880,408.51
cog,1881,408.51
cog,1882,408.51
cog,1883,408.51
cog,1884,408.51
cog,1885,408.51
cog,1886,408.51
cog,1887,408.51
cog,1888,408.51
cog,1889,408.51
cog,1890,408.51
cog,1891,408.51
cog,1892,408.51
cog,1893,408.51
cog,1894,408.5
cog,1895,408.47
cog,1896,408.41
cog,1897,408.3
cog,1898,408.14
cog,1899,407.92
cog,1900,407.63
cog,1901,407.28
cog,1902,406.86
cog,1903,406.38
cog,1904,405.84
cog,1905,405.23
cog,1906,404.56
cog,1907,403.83
cog,1908,403.03
cog,1909,402.18
cog,1910,401.28
cog,1911,400.35
cog,1912,399.41
cog,1913,398.45
cog,1914,397.49
cog,1915,396.53
cog,1916,395.57
cog,1917,394.61
cog,1918,393.65
cog,1919,392.9681802
cog,1920,392.2750493
cog,1921,391.5806071
cog,1922,390.8848538
cog,1923,390.1877892
cog,1924,389.4894135
cog,1925,388.7897266
cog,1926,388.0987831
cog,1927,387.3964806
cog,1928,386.6928669
cog,1929,385.987942
cog,1930,385.2817059
cog,1931,384.5741587
cog,1932,383.8653002
cog,1933,383.165233
cog,1934,382.453759
cog,1935,381.7409738
cog,1936,381.0268773
cog,1937,380.3114697
cog,1938,379.5947509
cog,1939,378.8767209
cog,1940,378.16753
cog,1941,377.4468844
cog,1942,376.7249277
cog,1943,376.0016597
cog,1944,375.2770806
cog,1945,374.5511903
cog,1946,353.3192625
cog,1947,332.8947827
cog,1948,313.2386114
cog,1949,298.2452202
cog,1950,283.9693715
cog,1951,270.3767319
cog,1952,257.4346104
cog,1953,245.1118802
cog,1954,233.3789035
cog,1955,222.2074604
cog,1956,211.5706809
cog,1957,201.4429809
cog,1958,191.8
cog,1959,188.3
cog,1960,184.4
cog,1961,180.2
cog,1962,176
cog,1963,172.3
cog,1964,168.3
cog,1965,163.9
cog,1966,159.4
cog,1967,155
cog,1968,150.9
cog,1969,147
cog,1970,143.1
cog,1971,139.5
cog,1972,135.7
cog,1973,132.2
cog,1974,129.3
cog,1975,126.3
cog,1976,123.3
cog,1977,120.5
cog,1978,117.7
cog,1979,114.7
cog,1980,111.9
cog,1981,109.1
cog,1982,106.2
cog,1983,103.2
cog,1984,100.2
cog,1985,97.5
cog,1986,95.3
cog,1987,93.7
cog,1988,92.8
cog,1989,92.8
cog,1990,93.6
cog,1991,95.2
cog,1992,97.4
cog,1993,100.2
cog,1994,103.8
cog,1995,107.7
cog,1996,111.9
cog,1997,116
cog,1998,119.3
cog,1999,121.4
cog,2000,121.6
cog,2001,119.7
cog,2002,115.6
cog,2003,109.8
cog,2004,102.9
cog,2005,95.3
cog,2006,87.4
cog,2007,79.9
cog,2008,72.6
cog,2009,66.1
cog,2010,60.6
cog,2011,56.1
cog,2012,52.6
cog,2013,49.6
cog,2014,47.1
cog,2015,45
cog,2016,64.84410244
cog,2017,62.49605491
cog,2018,60.32049064
cog,2019,58.2601904
cog,2020,56.27857018
cog,2021,54.37080009
cog,2022,52.56105637
cog,2023,50.86147432
cog,2024,49.25814718
cog,2025,47.73458828
cog,2026,46.27935707
cog,2027,44.88405395
cog,2028,43.53764307
cog,2029,42.23024226
cog,2030,40.9530974
cog,2031,39.70222899
cog,2032,38.48012987
cog,2033,37.2892314
cog,2034,36.13009814
cog,2035,35.00147906
cog,2036,33.90303607
cog,2037,32.83886753
cog,2038,31.81385155
cog,2039,30.83098915
cog,2040,29.89930293
cog,2041,29.19565657
cog,2042,28.54345399
cog,2043,27.94356713
cog,2044,27.39512405
cog,2045,26.89550898
cog,2046,26.43949033
cog,2047,26.01834882
cog,2048,25.62423711
cog,2049,25.24930782
cog,2050,24.88832938
cog,2051,24.5378141
cog,2052,24.19776195
cog,2053,23.86642909
cog,2054,23.54207166
cog,2055,23.22381773
cog,2056,22.90992344
cog,2057,22.60300458
cog,2058,22.30306115
cog,2059,22.01009314
cog,2060,21.72322864
cog,2061,21.44159571
cog,2062,21.16519435
cog,2063,20.8922807
cog,2064,20.6237267
cog,2065,20.35778848
cog,2066,20.09446605
cog,2067,19.83463134
cog,2068,19.5774124
cog,2069,19.32368119
cog,2070,19.07430961
cog,2071,18.82929768
cog,2072,18.58951732
cog,2073,18.35496854
cog,2074,18.12739518
cog,2075,17.9085411
cog,2076,17.69927824
cog,2077,17.50047853
cog,2078,17.31127003
cog,2079,17.13165274
cog,2080,16.96162666
cog,2081,16.79944795
cog,2082,16.64337273
cog,2083,16.49340102
cog,2084,16.34691702
cog,2085,16.2030488
cog,2086,16.0626683
cog,2087,15.92577551
cog,2088,15.79149851
cog,2089,15.6598373
cog,2090,15.52991994
cog,2091,15.40087451
cog,2092,15.27357293
cog,2093,15.14714329
cog,2094,15.02158557
cog,2095,14.89602786
cog,2096,14.772214
cog,2097,14.64752821
cog,2098,14.52458628
cog,2099,14.40164435
cok,1951,193.1
cok,1952,182.8
cok,1953,173
cok,1954,163.7
cok,1955,154.5
cok,1956,145.8
cok,1957,137.1
cok,1958,128.5
cok,1959,120.3
cok,1960,112.2
cok,1961,104.5
cok,1962,96.9
cok,1963,89.8
cok,1964,83.1
cok,1965,76.9
cok,1966,71
cok,1967,65.4
cok,1968,60.4
cok,1969,55.8
cok,1970,51.7
cok,1971,48.1
cok,1972,44.9
cok,1973,42.3
cok,1974,40.1
cok,1975,38.3
cok,1976,36.8
cok,1977,35.5
cok,1978,34.3
cok,1979,33.2
cok,1980,32.1
cok,1981,31.1
cok,1982,30.1
cok,1983,29.1
cok,1984,28.2
cok,1985,27.3
cok,1986,26.5
cok,1987,25.8
cok,1988,25.3
cok,1989,24.8
cok,1990,24.4
cok,1991,24
cok,1992,23.6
cok,1993,23.2
cok,1994,22.6
cok,1995,21.8
cok,1996,20.9
cok,1997,19.8
cok,1998,18.7
cok,1999,17.7
cok,2000,16.8
cok,2001,16
cok,2002,15.2
cok,2003,14.4
cok,2004,13.7
cok,2005,13
cok,2006,12.2
cok,2007,11.6
cok,2008,10.9
cok,2009,10.3
cok,2010,9.9
cok,2011,9.4
cok,2012,9.1
cok,2013,8.7
cok,2014,8.4
cok,2015,8.1
cri,1800,441.12
cri,1801,441.12
cri,1802,441.12
cri,1803,441.12
cri,1804,441.12
cri,1805,441.12
cri,1806,441.12
cri,1807,441.12
cri,1808,441.12
cri,1809,441.12
cri,1810,441.12
cri,1811,441.12
cri,1812,441.12
cri,1813,441.12
cri,1814,441.12
cri,1815,441.12
cri,1816,441.12
cri,1817,441.12
cri,1818,441.12
cri,1819,441.12
cri,1820,441.12
cri,1821,441.12
cri,1822,441.12
cri,1823,441.12
cri,1824,441.12
cri,1825,441.12
cri,1826,441.12
cri,1827,441.12
cri,1828,441.12
cri,1829,441.12
cri,1830,441.12
cri,1831,441.12
cri,1832,441.12
cri,1833,441.12
cri,1834,441.12
cri,1835,441.12
cri,1836,441.12
cri,1837,441.12
cri,1838,441.12
cri,1839,441.12
cri,1840,441.12
cri,1841,441.12
cri,1842,441.12
cri,1843,441.12
cri,1844,441.12
cri,1845,441.12
cri,1846,441.12
cri,1847,441.12
cri,1848,441.12
cri,1849,441.12
cri,1850,441.12
cri,1851,441.12
cri,1852,441.12
cri,1853,441.12
cri,1854,441.12
cri,1855,441.12
cri,1856,441.12
cri,1857,441.12
cri,1858,441.12
cri,1859,441.12
cri,1860,441.12
cri,1861,441.12
cri,1862,441.12
cri,1863,441.12
cri,1864,441.12
cri,1865,441.12
cri,1866,441.12
cri,1867,441.12
cri,1868,441.12
cri,1869,441.12
cri,1870,441.12
cri,1871,441.12
cri,1872,441.12
cri,1873,441.12
cri,1874,441.12
cri,1875,441.12
cri,1876,441.12
cri,1877,441.12
cri,1878,441.12
cri,1879,441.12
cri,1880,441.12
cri,1881,441.12
cri,1882,441.12
cri,1883,441.12
cri,1884,441.12
cri,1885,441.12
cri,1886,441.12
cri,1887,441.12
cri,1888,441.12
cri,1889,441.12
cri,1890,435.79
cri,1891,430.46
cri,1892,425.25
cri,1893,420.04
cri,1894,414.88
cri,1895,408.47
cri,1896,403.34
cri,1897,398.24
cri,1898,393.1
cri,1899,387.98
cri,1900,382.83
cri,1901,382.5
cri,1902,380.89
cri,1903,380.44
cri,1904,378.72
cri,1905,378.15
cri,1906,377.53
cri,1907,375.63
cri,1908,374.89
cri,1909,372.92
cri,1910,372.09
cri,1911,371.23
cri,1912,370.35
cri,1913,369.46
cri,1914,368.57
cri,1915,367.68
cri,1916,366.8
cri,1917,365.91
cri,1918,365.02
cri,1919,364.13
cri,1920,363.24
cri,1921,354.33
cri,1922,345.57
cri,1923,336.95
cri,1924,328.47
cri,1925,319.08
cri,1926,310.7963667
cri,1927,302.6381067
cri,1928,294.62508
cri,1929,286.7571467
cri,1930,279.0042167
cri,1931,273.33224
cri,1932,268.6716333
cri,1933,263.1464
cri,1934,257.65471
cri,1935,252.2663
cri,1936,247.8279533
cri,1937,242.56584
cri,1938,237.3271067
cri,1939,233.08716
cri,1940,227.98435
cri,1941,219.50304
cri,1942,211.1864567
cri,1943,202.19948
cri,1944,194.2320233
cri,1945,186.4288
cri,1946,178.76979
cri,1947,171.2449267
cri,1948,163.1396
cri,1949,155.96224
cri,1950,148.9285
cri,1951,146.3406267
cri,1952,141.62381
cri,1953,137.5342533
cri,1954,132.6155367
cri,1955,127.6506
cri,1956,123.1011452
cri,1957,118.713819
cri,1958,114.4828442
cri,1959,110.4026493
cri,1960,106.4678614
cri,1961,102.673299
cri,1962,99.01396523
cri,1963,95.48504128
cri,1964,92.08188005
cri,1965,88.8
cri,1966,85
cri,1967,82.3
cri,1968,80.4
cri,1969,78.8
cri,1970,76.4
cri,1971,71.8
cri,1972,64.9
cri,1973,57.8
cri,1974,51.8
cri,1975,46.3
cri,1976,40.3
cri,1977,34
cri,1978,28.9
cri,1979,25.6
cri,1980,23.8
cri,1981,23.1
