geo,year,child_mortality_rate_per1000
afg,1800,468.58
afg,1801,468.58
afg,1802,468.58
afg,1803,468.58
afg,1804,468.58
afg,1805,468.58
afg,1806,469.98
afg,1807,469.98
afg,1808,469.98
afg,1809,469.98
afg,1810,469.98
afg,1811,469.98
afg,1812,469.98
afg,1813,469.98
afg,1814,469.98
afg,1815,469.98
afg,1816,471.38
afg,1817,471.38
afg,1818,471.38
afg,1819,471.38
afg,1820,471.38
afg,1821,471.38
afg,1822,471.38
afg,1823,471.38
afg,1824,471.38
afg,1825,471.38
afg,1826,472.81
afg,1827,472.81
afg,1828,472.81
afg,1829,472.81
afg,1830,472.81
afg,1831,472.81
afg,1832,472.81
afg,1833,472.81
afg,1834,472.81
afg,1835,472.81
afg,1836,474.24
afg,1837,474.24
afg,1838,474.24
afg,1839,474.24
afg,1840,474.24
afg,1841,474.24
afg,1842,474.24
afg,1843,474.24
afg,1844,474.24
afg,1845,475.67
afg,1846,475.67
afg,1847,475.67
afg,1848,475.67
afg,1849,475.67
afg,1850,475.67
afg,1851,475.67
afg,1852,475.67
afg,1853,475.67
afg,1854,475.67
afg,1855,477.1
afg,1856,477.1
afg,1857,477.1
afg,1858,477.1
afg,1859,477.1
afg,1860,477.1
afg,1861,477.1
afg,1862,477.1
afg,1863,477.1
afg,1864,477.1
afg,1865,478.53
afg,1866,478.53
afg,1867,478.53
afg,1868,478.53
afg,1869,478.53
afg,1870,478.53
afg,1871,478.53
afg,1872,478.53
afg,1873,478.53
afg,1874,478.53
afg,1875,479.96
afg,1876,479.96
afg,1877,479.96
afg,1878,479.96
afg,1879,479.96
afg,1880,479.96
afg,1881,479.96
afg,1882,479.96
afg,1883,479.96
afg,1884,479.96
afg,1885,481.39
afg,1886,481.39
afg,1887,481.39
afg,1888,481.39
afg,1889,481.39
afg,1890,481.39
afg,1891,481.39
afg,1892,481.39
afg,1893,481.39
afg,1894,482.81
afg,1895,482.77
afg,1896,482.69
afg,1897,482.57
afg,1898,482.38
afg,1899,482.11
afg,1900,481.77
afg,1901,481.36
afg,1902,480.87
afg,1903,480.3
afg,1904,481.08
afg,1905,480.36
afg,1906,479.57
afg,1907,478.69
afg,1908,477.75
afg,1909,476.74
afg,1910,475.68
afg,1911,474.58
afg,1912,473.45
afg,1913,472.32
afg,1914,472.57
afg,1915,471.43
afg,1916,470.29
afg,1917,469.15
afg,1918,468.1437705
afg,1919,467.1368893
afg,1920,466.1393649
afg,1921,465.1311832
afg,1922,464.1223498
afg,1923,463.1128647
afg,1924,463.495509
afg,1925,462.4851178
afg,1926,461.4640492
afg,1927,460.4523518
afg,1928,459.4400027
afg,1929,458.4169676
afg,1930,457.4033122
afg,1931,456.3890052
afg,1932,455.3640036
afg,1933,455.7146099
afg,1934,454.6987337
afg,1935,453.6721543
afg,1936,452.6449176
afg,1937,451.6270806
afg,1938,450.5985318
afg,1939,449.5693257
afg,1940,448.5495279
afg,1941,447.5190098
afg,1942,446.4878344
afg,1943,446.7958854
afg,1944,445.7637753
afg,1945,444.7310077
afg,1946,443.6975828
afg,1947,442.6635004
afg,1948,441.6287606
afg,1949,440.5933635
afg,1950,439.5573089
afg,1951,435.8953297
afg,1952,426.1135568
afg,1953,416.5512599
afg,1954,407.2035152
afg,1955,398.0655096
afg,1956,389.1325378
afg,1957,380.4
afg,1958,374.1
afg,1959,368.1
afg,1960,362.4
afg,1961,356.5
afg,1962,350.6
afg,1963,345
afg,1964,339.7
afg,1965,334.1
afg,1966,328.7
afg,1967,323.3
afg,1968,318.1
afg,1969,313
afg,1970,307.8
afg,1971,302.1
afg,1972,296.4
afg,1973,290.8
afg,1974,284.9
afg,1975,279.4
afg,1976,273.6
afg,1977,267.8
afg,1978,261.6
afg,1979,255.5
afg,1980,249.1
afg,1981,242.7
afg,1982,236.2
afg,1983,229.7
afg,1984,222.9
afg,1985,216
afg,1986,209.2
afg,1987,202.1
afg,1988,195
afg,1989,187.8
afg,1990,181
afg,1991,174.2
afg,1992,167.8
afg,1993,162
afg,1994,156.8
afg,1995,152.3
afg,1996,148.6
afg,1997,145.5
afg,1998,142.6
afg,1999,139.9
afg,2000,137
afg,2001,133.8
afg,2002,130.3
afg,2003,126.8
afg,2004,123.2
afg,2005,119.6
afg,2006,116.3
afg,2007,113.2
afg,2008,110.4
afg,2009,107.6
afg,2010,105
afg,2011,102.3
afg,2012,99.5
afg,2013,96.7
afg,2014,93.9
afg,2015,91.1
afg,2016,89.85483714
afg,2017,87.4528208
afg,2018,85.13174508
afg,2019,82.89439339
afg,2020,80.74055181
afg,2021,78.66702246
afg,2022,76.66465558
afg,2023,74.72532641
afg,2024,72.84589855
afg,2025,71.02126416
afg,2026,69.24831359
afg,2027,67.52691584
afg,2028,65.85891668
afg,2029,64.24417976
afg,2030,62.68750183
afg,2031,61.19661906
afg,2032,59.77431487
afg,2033,58.41942612
afg,2034,57.12489489
afg,2035,55.88172385
afg,2036,54.67702263
afg,2037,53.49794721
afg,2038,52.33659744
afg,2039,51.18705888
afg,2040,50.04832706
afg,2041,48.96795039
afg,2042,47.90712805
afg,2043,46.87465948
afg,2044,45.87347784
afg,2045,44.90944943
afg,2046,43.99039597
afg,2047,43.11436204
afg,2048,42.2793922
afg,2049,41.48059786
afg,2050,40.7101573
afg,2051,39.95633792
afg,2052,39.21229571
afg,2053,38.46923121
afg,2054,37.72616671
afg,2055,36.98310222
afg,2056,36.24199315
afg,2057,35.51163897
afg,2058,34.79888368
afg,2059,34.10763815
afg,2060,33.43985782
afg,2061,32.79847584
afg,2062,32.18153676
afg,2063,31.58806288
afg,2064,31.01707647
afg,2065,30.46857755
afg,2066,29.94061067
afg,2067,29.4312204
afg,2068,28.93845131
afg,2069,28.45937026
afg,2070,27.99299951
afg,2071,27.53836137
afg,2072,27.0944781
afg,2073,26.65939428
afg,2074,26.23017676
afg,2075,25.80095925
afg,2076,25.36587543
afg,2077,24.92296988
afg,2078,24.47322031
afg,2079,24.01760445
afg,2080,23.5629663
afg,2081,23.11517217
afg,2082,22.68204379
afg,2083,22.26846973
afg,2084,21.87542772
afg,2085,21.50096232
afg,2086,21.14214039
afg,2087,20.7921179
afg,2088,20.44600628
afg,2089,20.10185009
afg,2090,19.76062705
afg,2091,19.4242926
afg,2092,19.09382444
afg,2093,18.77215573
afg,2094,18.46026418
afg,2095,18.16108295
afg,2096,17.87363432
afg,2097,17.598896
afg,2098,17.3378457
afg,2099,17.08852801
alb,1800,375.2
alb,1801,375.2
alb,1802,375.2
alb,1803,375.2
alb,1804,375.2
alb,1805,375.2
alb,1806,375.2
alb,1807,375.2
alb,1808,375.2
alb,1809,375.2
alb,1810,375.2
alb,1811,375.2
alb,1812,375.2
alb,1813,375.2
alb,1814,375.2
alb,1815,375.2
alb,1816,375.2
alb,1817,375.2
alb,1818,375.2
alb,1819,375.2
alb,1820,375.2
alb,1821,375.2
alb,1822,375.2
alb,1823,375.2
alb,1824,375.2
alb,1825,375.2
alb,1826,375.2
alb,1827,375.2
alb,1828,375.2
alb,1829,375.2
alb,1830,375.2
alb,1831,375.2
alb,1832,375.2
alb,1833,375.2
alb,1834,375.2
alb,1835,375.2
alb,1836,375.2
alb,1837,375.2
alb,1838,375.2
alb,1839,375.2
alb,1840,375.2
alb,1841,375.2
alb,1842,375.2
alb,1843,375.2
alb,1844,375.2
alb,1845,375.2
alb,1846,375.2
alb,1847,375.2
alb,1848,375.2
alb,1849,375.2
alb,1850,375.2
alb,1851,375.2
alb,1852,375.2
alb,1853,375.2
alb,1854,375.2
alb,1855,375.2
alb,1856,375.2
alb,1857,375.2
alb,1858,375.2
alb,1859,375.2
alb,1860,375.2
alb,1861,375.2
alb,1862,375.2
alb,1863,375.2
alb,1864,375.2
alb,1865,375.2
alb,1866,375.2
alb,1867,375.2
alb,1868,375.2
alb,1869,375.2
alb,1870,375.2
alb,1871,375.2
alb,1872,375.2
alb,1873,375.2
alb,1874,375.2
alb,1875,375.2
alb,1876,375.2
alb,1877,375.2
alb,1878,375.2
alb,1879,375.2
alb,1880,375.2
alb,1881,375.2
alb,1882,375.2
alb,1883,375.2
alb,1884,375.2
alb,1885,375.2
alb,1886,375.2
alb,1887,375.2
alb,1888,375.2
alb,1889,375.2
alb,1890,375.2
alb,1891,375.2
alb,1892,375.2
alb,1893,375.2
alb,1894,375.19
alb,1895,375.16
alb,1896,375.1
alb,1897,375.01
alb,1898,374.86
alb,1899,374.65
alb,1900,374.39
alb,1901,374.07
alb,1902,373.69
alb,1903,373.24
alb,1904,372.75
alb,1905,372.19
alb,1906,371.57
alb,1907,370.9
alb,1908,370.16
alb,1909,369.38
alb,1910,368.56
alb,1911,367.71
alb,1912,366.84
alb,1913,365.96
alb,1914,365.08
alb,1915,364.2
alb,1916,363.32
alb,1917,362.43
alb,1918,361.55
alb,1919,360.67
alb,1920,359.79
alb,1921,358.91
alb,1922,358.03
alb,1923,357.15
alb,1924,356.27
alb,1925,355.39
alb,1926,354.51
alb,1927,353.63
alb,1928,352.75
alb,1929,351.87
alb,1930,340.97
alb,1931,330.3
alb,1932,319.85
alb,1933,309.61
alb,1934,299.59
alb,1935,289.77
alb,1936,280.14
alb,1937,270.71
alb,1938,261.46
alb,1939,253.4232112
alb,1940,244.6084492
alb,1941,235.9559419
alb,1942,227.4759352
alb,1943,219.158648
alb,1944,211.0043084
alb,1945,203.0031128
alb,1946,195.155276
alb,1947,187.4509721
alb,1948,179.8904022
alb,1949,172.4436201
alb,1950,165.1711084
alb,1951,161.6985403
alb,1952,158.2989485
alb,1953,154.9708001
alb,1954,151.7125942
alb,1955,148.5228617
alb,1956,145.4001642
alb,1957,142.3430935
alb,1958,139.350271
alb,1959,136.4203471
alb,1960,133.5520004
alb,1961,130.7439375
alb,1962,127.9948917
alb,1963,125.3036234
alb,1964,122.6689188
alb,1965,120.0895895
alb,1966,117.5644721
alb,1967,115.0924279
alb,1968,112.6723418
alb,1969,110.3031221
alb,1970,107.9837003
alb,1971,105.71303
alb,1972,103.4900872
alb,1973,101.3138689
alb,1974,99.1833935
alb,1975,97.09769998
alb,1976,95.05584742
alb,1977,93.05691468
alb,1978,91.1
alb,1979,84.7
alb,1980,78.6
alb,1981,73
alb,1982,67.8
alb,1983,62.8
alb,1984,58.3
alb,1985,54.3
alb,1986,50.7
alb,1987,47.6
alb,1988,44.9
alb,1989,42.5
alb,1990,40.6
alb,1991,38.8
alb,1992,37.3
alb,1993,36
alb,1994,34.6
alb,1995,33.2
alb,1996,31.8
alb,1997,30.3
alb,1998,28.9
alb,1999,27.5
alb,2000,26.2
alb,2001,24.9
alb,2002,23.6
alb,2003,22.5
alb,2004,21.5
alb,2005,20.5
alb,2006,19.5
alb,2007,18.7
alb,2008,17.9
alb,2009,17.3
alb,2010,16.6
alb,2011,16
alb,2012,15.5
alb,2013,14.9
alb,2014,14.4
alb,2015,14
alb,2016,14.63057853
alb,2017,14.48869954
alb,2018,14.34276597
alb,2019,14.19211359
alb,2020,14.03926288
alb,2021,13.88466714
alb,2022,13.72989719
alb,2023,13.57545672
alb,2024,13.42069829
alb,2025,13.2672431
alb,2026,13.11796419
alb,2027,12.97106301
alb,2028,12.82947978
alb,2029,12.69011374
alb,2030,12.55467004
alb,2031,12.4211151
alb,2032,12.29113728
alb,2033,12.16128328
alb,2034,12.03185528
alb,2035,11.90315551
alb,2036,11.77548616
alb,2037,11.64778007
alb,2038,11.52028909
alb,2039,11.39466799
alb,2040,11.26837951
alb,2041,11.01282851
alb,2042,10.76295642
alb,2043,10.51876324
alb,2044,10.28024897
alb,2045,10.04883334
alb,2046,9.824516345
alb,2047,9.607297992
alb,2048,9.400017734
alb,2049,9.201255843
alb,2050,9.00959259
alb,2051,8.825027977
alb,2052,8.646142275
alb,2053,8.472935483
alb,2054,8.302568148
alb,2055,8.137879724
alb,2056,7.978870211
alb,2057,7.825539609
alb,2058,7.679307646
alb,2059,7.537334866
alb,2060,7.39962127
alb,2061,7.266166857
alb,2062,7.132712445
alb,2063,7.00067776
alb,2064,6.870062802
alb,2065,6.740867573
alb,2066,6.613092071
alb,2067,6.488156025
alb,2068,6.367479163
alb,2069,6.251061484
alb,2070,6.13748326
alb,2071,6.02816422
alb,2072,5.921684635
alb,2073,5.816624778
alb,2074,5.714404377
alb,2075,5.613603703
alb,2076,5.51280303
alb,2077,5.41626154
alb,2078,5.31972005
alb,2079,5.227437743
alb,2080,5.135155436
alb,2081,5.045712585
alb,2082,4.95910919
alb,2083,4.872505794
alb,2084,4.788741854
alb,2085,4.704977914
alb,2086,4.62405343
alb,2087,4.544548673
alb,2088,4.466463645
alb,2089,4.391218071
alb,2090,4.318811954
alb,2091,4.247825564
alb,2092,4.182518086
alb,2093,4.120050063
alb,2094,4.063260951
alb,2095,4.009311294
alb,2096,3.961040549
alb,2097,3.917028988
alb,2098,3.878696337
alb,2099,3.84462287
dza,1800,460.21
dza,1801,460.21
dza,1802,460.21
dza,1803,460.21
dza,1804,460.21
dza,1805,460.21
dza,1806,460.21
dza,1807,460.21
dza,1808,460.21
dza,1809,460.21
dza,1810,460.21
dza,1811,460.21
dza,1812,460.21
dza,1813,460.21
dza,1814,460.21
dza,1815,460.21
dza,1816,460.21
dza,1817,460.21
dza,1818,460.21
dza,1819,460.21
dza,1820,460.21
dza,1821,460.21
dza,1822,460.21
dza,1823,460.21
dza,1824,460.21
dza,1825,460.21
dza,1826,460.21
dza,1827,460.21
dza,1828,460.21
dza,1829,460.21
dza,1830,460.21
dza,1831,460.21
dza,1832,460.21
dza,1833,460.21
dza,1834,460.21
dza,1835,460.21
dza,1836,460.21
dza,1837,460.21
dza,1838,460.21
dza,1839,460.21
dza,1840,460.21
dza,1841,460.21
dza,1842,460.21
dza,1843,460.21
dza,1844,460.21
dza,1845,460.21
dza,1846,460.21
dza,1847,460.21
dza,1848,460.21
dza,1849,460.21
dza,1850,460.21
dza,1851,460.21
dza,1852,460.21
dza,1853,460.21
dza,1854,460.21
dza,1855,460.21
dza,1856,460.21
dza,1857,460.21
dza,1858,460.21
dza,1859,460.21
dza,1860,460.21
dza,1861,460.21
dza,1862,460.21
dza,1863,460.21
dza,1864,460.21
dza,1865,460.21
dza,1866,460.21
dza,1867,460.21
dza,1868,460.21
dza,1869,460.21
dza,1870,460.21
dza,1871,460.21
dza,1872,460.21
dza,1873,460.21
dza,1874,460.21
dza,1875,460.21
dza,1876,460.21
dza,1877,460.21
dza,1878,460.21
dza,1879,460.21
dza,1880,460.21
dza,1881,460.21
dza,1882,460.21
dza,1883,460.21
dza,1884,460.21
dza,1885,460.21
dza,1886,460.21
dza,1887,460.21
dza,1888,460.21
dza,1889,460.21
dza,1890,460.21
dza,1891,460.21
dza,1892,460.21
dza,1893,460.21
dza,1894,460.19
dza,1895,460.16
dza,1896,460.09
dza,1897,459.97
dza,1898,459.79
dza,1899,459.53
dza,1900,459.21
dza,1901,458.81
dza,1902,458.35
dza,1903,457.81
dza,1904,457.19
dza,1905,456.51
dza,1906,455.75
dza,1907,454.93
dza,1908,454.03
dza,1909,453.07
dza,1910,452.06
dza,1911,451.01
dza,1912,449.95
dza,1913,448.87
dza,1914,447.79
dza,1915,446.9029342
dza,1916,446.0149355
dza,1917,445.1260039
dza,1918,444.2361394
dza,1919,443.345342
dza,1920,442.4536117
dza,1921,441.5609485
dza,1922,440.6673524
dza,1923,439.7728233
dza,1924,434.9103013
dza,1925,431.4299907
dza,1926,427.9565789
dza,1927,423.2028923
dza,1928,419.752825
dza,1929,415.1119948
dza,1930,411.7458031
dza,1931,408.3765709
dza,1932,403.7748136
dza,1933,400.4897118
dza,1934,396.001368
dza,1935,391.5292148
dza,1936,385.9022561
dza,1937,381.5327563
dza,1938,377.1795854
dza,1939,372.8730931
dza,1940,368.6133443
dza,1941,364.3801706
dza,1942,363.5944857
dza,1943,362.8079976
dza,1944,362.0207061
dza,1945,349.3066022
dza,1946,337.0389543
dza,1947,325.2020871
dza,1948,313.7808758
dza,1949,302.7607267
dza,1950,292.1275581
dza,1951,281.8677828
dza,1952,271.9682907
dza,1953,262.4164317
dza,1954,253.2
dza,1955,251.6
dza,1956,250.1
dza,1957,249
dza,1958,247.7
dza,1959,246.4
dza,1960,245.7
dza,1961,245.9
dza,1962,246.3
dza,1963,246.7
dza,1964,247.3
dza,1965,248.2
dza,1966,248.9
dza,1967,248.9
dza,1968,248
dza,1969,245.8
dza,1970,242.2
dza,1971,237.3
dza,1972,230.9
dza,1973,223.4
dza,1974,214.9
dza,1975,205.5
dza,1976,195.7
dza,1977,185.1
dza,1978,173.9
dza,1979,161.7
dza,1980,148
dza,1981,132.6
dza,1982,115.9
dza,1983,98.9
dza,1984,83.6
dza,1985,71.2
dza,1986,61.9
dza,1987,55.3
dza,1988,51.2
dza,1989,48.6
dza,1990,46.9
dza,1991,45.8
dza,1992,45
dza,1993,44.2
dza,1994,43.5
dza,1995,42.6
dza,1996,41.8
dza,1997,41.2
dza,1998,40.7
dza,1999,40.2
dza,2000,39.7
dza,2001,38.9
dza,2002,37.8
dza,2003,36.5
dza,2004,35.1
dza,2005,33.6
dza,2006,32.1
dza,2007,30.7
dza,2008,29.5
dza,2009,28.4
dza,2010,27.4
dza,2011,26.6
dza,2012,25.8
dza,2013,25.2
dza,2014,24.6
dza,2015,24
dza,2016,32.15483268
dza,2017,31.12733597
dza,2018,30.08243165
dza,2019,29.03025009
dza,2020,27.99139108
dza,2021,26.98274646
dza,2022,26.01843234
dza,2023,25.10866915
dza,2024,24.26281813
dza,2025,23.48304233
dza,2026,22.76623881
dza,2027,22.1007205
dza,2028,21.47241437
dza,2029,20.8755395
dza,2030,20.30203327
dza,2031,19.74908346
dza,2032,19.21272658
dza,2033,18.69438506
dza,2034,18.18780858
dza,2035,17.69324748
dza,2036,17.21095209
dza,2037,16.74451699
dza,2038,16.29423945
dza,2039,15.86041676
dza,2040,15.44108543
dza,2041,14.96632292
dza,2042,14.50738582
dza,2043,14.06314376
dza,2044,13.63246634
dza,2045,13.21422318
dza,2046,12.80841427
dza,2047,12.41617001
dza,2048,12.03749039
dza,2049,11.67576657
dza,2050,11.33212895
dza,2051,11.00996867
dza,2052,10.70815536
dza,2053,10.42894979
dza,2054,10.17235196
dza,2055,9.937231478
dza,2056,9.722457962
dza,2057,9.524640249
dza,2058,9.342647954
dza,2059,9.173089915
dza,2060,9.012574971
dza,2061,8.859972736
dza,2062,8.714152822
dza,2063,8.573984843
dza,2064,8.439468799
dza,2065,8.307213529
dza,2066,8.178349419
dza,2067,8.05287647
dza,2068,7.931925069
dza,2069,7.814364828
dza,2070,7.697934975
dza,2071,7.583765895
dza,2072,7.468466429
dza,2073,7.354297349
dza,2074,7.241258656
dza,2075,7.130480737
dza,2076,7.023093979
dza,2077,6.921359156
dza,2078,6.825276267
dza,2079,6.733714926
dza,2080,6.648935906
dza,2081,6.566417661
dza,2082,6.485029802
dza,2083,6.40477233
dza,2084,6.324514858
dza,2085,6.243126999
dza,2086,6.162869528
dza,2087,6.082612056
dza,2088,6.004615358
dza,2089,5.928879434
dza,2090,5.85653467
dza,2091,5.787581068
dza,2092,5.720888239
dza,2093,5.658716958
dza,2094,5.599936838
dza,2095,5.544547878
dza,2096,5.49255008
dza,2097,5.443943442
dza,2098,5.399858352
dza,2099,5.359164422
and,1990,8.5
and,1991,7.9
and,1992,7.4
and,1993,6.9
and,1994,6.4
and,1995,6
and,1996,5.7
and,1997,5.3
and,1998,5
and,1999,4.8
and,2000,4.6
and,2001,4.4
and,2002,4.2
and,2003,4.1
and,2004,4
and,2005,3.9
and,2006,3.7
and,2007,3.6
and,2008,3.5
and,2009,3.4
and,2010,3.3
and,2011,3.2
and,2012,3.1
and,2013,3
and,2014,2.9
and,2015,2.8
ago,1800,485.68
ago,1801,485.68
ago,1802,485.68
ago,1803,485.68
ago,1804,485.68
ago,1805,485.68
ago,1806,485.68
ago,1807,485.68
ago,1808,485.68
ago,1809,485.68
ago,1810,485.68
ago,1811,485.68
ago,1812,485.68
ago,1813,485.68
ago,1814,485.68
ago,1815,485.68
ago,1816,485.68
ago,1817,485.68
ago,1818,485.68
ago,1819,485.68
ago,1820,485.68
ago,1821,485.68
ago,1822,485.68
ago,1823,485.68
ago,1824,485.68
ago,1825,485.68
ago,1826,485.68
ago,1827,485.68
ago,1828,485.68
ago,1829,485.68
ago,1830,485.68
ago,1831,485.68
ago,1832,485.68
ago,1833,485.68
ago,1834,485.68
ago,1835,485.68
ago,1836,485.68
ago,1837,485.68
ago,1838,485.68
ago,1839,485.68
ago,1840,485.68
ago,1841,485.68
ago,1842,485.68
ago,1843,485.68
ago,1844,485.68
ago,1845,485.68
ago,1846,485.68
ago,1847,485.68
ago,1848,485.68
ago,1849,485.68
ago,1850,485.68
ago,1851,485.68
ago,1852,485.68
ago,1853,485.68
ago,1854,485.68
ago,1855,485.68
ago,1856,485.68
ago,1857,485.68
ago,1858,485.68
ago,1859,485.68
ago,1860,485.68
ago,1861,485.68
ago,1862,485.68
ago,1863,485.68
ago,1864,485.68
ago,1865,485.68
ago,1866,485.68
ago,1867,485.68
ago,1868,485.68
ago,1869,485.68
ago,1870,485.68
ago,1871,485.68
ago,1872,485.68
ago,1873,485.68
ago,1874,485.68
ago,1875,485.68
ago,1876,485.68
ago,1877,485.68
ago,1878,485.68
ago,1879,485.68
ago,1880,485.68
ago,1881,485.68
ago,1882,485.68
ago,1883,485.68
ago,1884,485.68
ago,1885,485.68
ago,1886,485.68
ago,1887,485.68
ago,1888,485.68
ago,1889,485.68
ago,1890,485.68
ago,1891,485.68
ago,1892,485.68
ago,1893,485.68
ago,1894,485.67
ago,1895,485.63
ago,1896,485.55
ago,1897,485.43
ago,1898,485.24
ago,1899,484.97
ago,1900,484.63
ago,1901,484.21
ago,1902,483.72
ago,1903,483.15
ago,1904,482.5
ago,1905,481.78
ago,1906,480.98
ago,1907,480.11
ago,1908,479.16
ago,1909,478.15
ago,1910,477.08
ago,1911,475.98
ago,1912,474.85
ago,1913,473.71
ago,1914,472.57
ago,1915,471.43
ago,1916,470.29
ago,1917,469.15
ago,1918,468.01
ago,1919,466.87
ago,1920,465.74
ago,1921,464.6
ago,1922,463.46
ago,1923,462.32
ago,1924,461.18
ago,1925,460.04
ago,1926,458.9
ago,1927,457.76
ago,1928,456.62
ago,1929,455.48
ago,1930,454.34
ago,1931,453.2
ago,1932,452.06
ago,1933,450.92
ago,1934,449.78
ago,1935,448.64
ago,1936,447.5
ago,1937,446.36
ago,1938,445.22
ago,1939,444.08
ago,1940,442.94
ago,1941,439.2993879
ago,1942,435.6670877
ago,1943,432.0531129
ago,1944,427.1462914
ago,1945,423.5887344
ago,1946,420.0695797
ago,1947,416.5588071
ago,1948,411.8141784
ago,1949,408.32993
ago,1950,404.9242468
ago,1951,401.5270089
ago,1952,395.7216789
ago,1953,389.4824226
ago,1954,382.8290116
ago,1955,375.7210318
ago,1956,368.2986845
ago,1957,360.4513361
ago,1958,352.2489866
ago,1959,344.1835053
ago,1960,336.1846703
ago,1961,328.3429568
ago,1962,320.5579756
ago,1963,312.8498717
ago,1964,305.1985905
ago,1965,297.5538901
ago,1966,289.986189
ago,1967,282.4049917
ago,1968,275.2832694
ago,1969,268.5911375
ago,1970,262.2886164
ago,1971,259.3234184
ago,1972,256.3917293
ago,1973,253.4931707
ago,1974,250.6273681
ago,1975,247.7939516
ago,1976,244.9925555
ago,1977,242.2228178
ago,1978,239.4843811
ago,1979,236.7768917
ago,1980,234.1
ago,1981,232.8
ago,1982,231.5
ago,1983,230.2
ago,1984,229.1
ago,1985,228.3
ago,1986,227.5
ago,1987,226.9
ago,1988,226.5
ago,1989,226.2
ago,1990,226
ago,1991,225.9
ago,1992,226
ago,1993,225.8
ago,1994,225.5
ago,1995,224.8
ago,1996,224
ago,1997,222.6
ago,1998,220.8
ago,1999,218.9
ago,2000,216.7
ago,2001,214.1
ago,2002,211.7
ago,2003,209.2
ago,2004,206.7
ago,2005,203.9
ago,2006,200.5
ago,2007,196.4
ago,2008,192
ago,2009,187.3
ago,2010,182.5
ago,2011,177.3
ago,2012,172.2
ago,2013,167.1
ago,2014,162.2
ago,2015,156.9
ago,2016,144.1954008
ago,2017,140.4721936
ago,2018,136.7951299
ago,2019,133.1727955
ago,2020,129.6097027
ago,2021,126.1073545
ago,2022,122.6614103
ago,2023,119.271456
ago,2024,115.9370776
ago,2025,112.6626306
ago,2026,109.4457333
ago,2027,106.2897092
ago,2028,103.1949876
ago,2029,100.1619797
ago,2030,97.19200883
ago,2031,94.28728824
ago,2032,91.44628873
ago,2033,88.66933385
ago,2034,85.95672877
ago,2035,83.30876022
ago,2036,80.7247932
ago,2037,78.2032939
ago,2038,75.74542945
ago,2039,73.34877188
ago,2040,71.01358494
ago,2041,69.09764736
ago,2042,67.22241792
ago,2043,65.38701166
ago,2044,63.59231354
ago,2045,61.83743861
ago,2046,60.1215019
ago,2047,58.44538838
ago,2048,56.80998299
ago,2049,55.21440079
ago,2050,53.66129665
ago,2051,52.15067058
ago,2052,50.68340752
ago,2053,49.26039245
ago,2054,47.88251032
ago,2055,46.54887616
ago,2056,45.25860503
ago,2057,44.01081197
ago,2058,42.804612
ago,2059,41.64177506
ago,2060,40.52141617
ago,2061,39.44796015
ago,2062,38.42140699
ago,2063,37.44087173
ago,2064,36.50458444
ago,2065,35.61077523
ago,2066,34.75678919
ago,2067,33.93820154
ago,2068,33.15147243
ago,2069,32.393947
ago,2070,31.66474027
ago,2071,30.96208233
ago,2072,30.28774309
ago,2073,29.64083761
ago,2074,29.02136587
ago,2075,28.42844293
ago,2076,27.86206877
ago,2077,27.3222434
ago,2078,26.8071969
ago,2079,26.31515935
ago,2080,25.84170595
ago,2081,25.38506678
ago,2082,24.94170201
ago,2083,24.51072668
ago,2084,24.09037085
ago,2085,23.68063455
ago,2086,23.2806328
ago,2087,22.89302048
ago,2088,22.52045248
ago,2089,22.16115888
ago,2090,21.81602462
ago,2091,21.48593468
ago,2092,21.16911914
ago,2093,20.86646295
ago,2094,20.57796611
ago,2095,20.30362863
ago,2096,20.04256554
ago,2097,19.79477685
ago,2098,19.5611475
ago,2099,19.34079256
atg,1800,473.6
atg,1801,469.7703654
atg,1802,465.971698
atg,1803,462.2037475
atg,1804,458.4662655
atg,1805,454.7590057
atg,1806,451.0817235
atg,1807,447.4341766
atg,1808,443.8161247
atg,1809,440.2273291
atg,1810,436.6675533
atg,1811,433.1365626
atg,1812,429.6341243
atg,1813,426.1600075
atg,1814,422.7139832
atg,1815,419.2958242
atg,1816,415.9053051
atg,1817,412.5422026
atg,1818,409.2062949
atg,1819,405.897362
atg,1820,402.615186
atg,1821,399.3595503
atg,1822,396.1302404
atg,1823,392.9270434
atg,1824,389.7497482
atg,1825,386.5981453
atg,1826,383.472027
atg,1827,380.3711871
atg,1828,377.2954214
atg,1829,374.2445269
atg,1830,371.2183027
atg,1831,368.2165492
atg,1832,365.2390685
atg,1833,362.2856644
atg,1834,359.3561422
atg,1835,356.4503087
atg,1836,353.5679725
atg,1837,350.7089435
atg,1838,347.8730332
atg,1839,345.0600547
atg,1840,342.2698226
atg,1841,339.5021529
atg,1842,336.7568632
atg,1843,334.0337725
atg,1844,331.3327013
atg,1845,328.6534716
atg,1846,325.9959068
atg,1847,323.3598316
atg,1848,320.7450723
atg,1849,318.1514565
atg,1850,315.5788133
atg,1851,313.026973
atg,1852,310.4957675
atg,1853,307.9850299
atg,1854,305.4945946
atg,1855,303.0242976
atg,1856,300.5739759
atg,1857,298.1434681
atg,1858,295.7326139
atg,1859,293.3412544
atg,1860,290.969232
atg,1861,288.6163902
atg,1862,286.2825741
atg,1863,283.9676297
atg,1864,281.6714045
atg,1865,279.393747
atg,1866,277.1345072
atg,1867,274.8935362
atg,1868,272.6706861
