income_per_person_long_series,geo,time
634.4,afg,1800
634.4,afg,1801
634.4,afg,1802
634.4,afg,1803
634.4,afg,1804
634.4,afg,1805
634.4,afg,1806
634.4,afg,1807
634.4,afg,1808
634.4,afg,1809
634.4,afg,1810
634.4,afg,1811
634.4,afg,1812
634.4,afg,1813
634.4,afg,1814
634.4,afg,1815
634.4,afg,1816
634.4,afg,1817
634.4,afg,1818
634.4,afg,1819
634.4,afg,1820
636.5,afg,1821
638.5,afg,1822
640.6,afg,1823
642.7,afg,1824
644.8,afg,1825
646.9,afg,1826
649,afg,1827
651.1,afg,1828
653.2,afg,1829
655.3,afg,1830
657.5,afg,1831
659.6,afg,1832
661.7,afg,1833
663.9,afg,1834
666,afg,1835
668.2,afg,1836
670.4,afg,1837
672.6,afg,1838
674.8,afg,1839
676.9,afg,1840
679.1,afg,1841
681.4,afg,1842
683.6,afg,1843
685.8,afg,1844
688,afg,1845
690.3,afg,1846
692.5,afg,1847
694.8,afg,1848
697,afg,1849
699.3,afg,1850
701.6,afg,1851
703.8,afg,1852
706.1,afg,1853
708.4,afg,1854
710.7,afg,1855
713,afg,1856
715.3,afg,1857
717.7,afg,1858
720,afg,1859
722.3,afg,1860
724.7,afg,1861
727,afg,1862
729.4,afg,1863
731.8,afg,1864
734.2,afg,1865
736.5,afg,1866
738.9,afg,1867
741.3,afg,1868
743.8,afg,1869
746.2,afg,1870
748.6,afg,1871
751,afg,1872
753.5,afg,1873
755.9,afg,1874
758.4,afg,1875
760.8,afg,1876
763.3,afg,1877
765.8,afg,1878
768.3,afg,1879
770.8,afg,1880
773.3,afg,1881
775.8,afg,1882
778.3,afg,1883
780.9,afg,1884
783.4,afg,1885
785.9,afg,1886
788.5,afg,1887
791.1,afg,1888
793.6,afg,1889
796.2,afg,1890
798.8,afg,1891
801.4,afg,1892
804,afg,1893
806.6,afg,1894
809.2,afg,1895
811.9,afg,1896
814.5,afg,1897
817.2,afg,1898
819.8,afg,1899
822.5,afg,1900
825.2,afg,1901
827.8,afg,1902
830.5,afg,1903
833.2,afg,1904
835.9,afg,1905
838.7,afg,1906
841.4,afg,1907
844.1,afg,1908
846.9,afg,1909
849.6,afg,1910
852.4,afg,1911
855.1,afg,1912
857.9,afg,1913
861.9,afg,1914
865.9,afg,1915
869.9,afg,1916
873.9,afg,1917
878,afg,1918
882,afg,1919
886.1,afg,1920
890.2,afg,1921
894.3,afg,1922
898.5,afg,1923
902.6,afg,1924
906.8,afg,1925
911,afg,1926
915.2,afg,1927
919.5,afg,1928
923.7,afg,1929
928,afg,1930
932.3,afg,1931
936.6,afg,1932
940.9,afg,1933
945.3,afg,1934
949.7,afg,1935
954.1,afg,1936
958.5,afg,1937
962.9,afg,1938
967.4,afg,1939
971.8,afg,1940
976.3,afg,1941
980.9,afg,1942
985.4,afg,1943
990,afg,1944
994.5,afg,1945
999.1,afg,1946
1004,afg,1947
1008,afg,1948
1013,afg,1949
1018,afg,1950
1030,afg,1951
1048,afg,1952
1092,afg,1953
1096,afg,1954
1097,afg,1955
1125,afg,1956
1103,afg,1957
1142,afg,1958
1151,afg,1959
1167,afg,1960
1152,afg,1961
1146,afg,1962
1142,afg,1963
1137,afg,1964
1136,afg,1965
1120,afg,1966
1124,afg,1967
1136,afg,1968
1126,afg,1969
1120,afg,1970
1040,afg,1971
994.5,afg,1972
1080,afg,1973
1110,afg,1974
1138,afg,1975
1164,afg,1976
1056,afg,1977
1112,afg,1978
1087,afg,1979
1089,afg,1980
1205,afg,1981
1314,afg,1982
1362,afg,1983
1337,afg,1984
1293,afg,1985
1385,afg,1986
1146,afg,1987
1035,afg,1988
1010,afg,1989
953.5,afg,1990
948.1,afg,1991
872.7,afg,1992
751.1,afg,1993
672.6,afg,1994
808.9,afg,1995
830.4,afg,1996
853.8,afg,1997
878,afg,1998
901.8,afg,1999
892.2,afg,2000
799.7,afg,2001
976.7,afg,2002
1055,afg,2003
1081,afg,2004
1175,afg,2005
1193,afg,2006
1322,afg,2007
1323,afg,2008
1552,afg,2009
1632,afg,2010
1695,afg,2011
1885,afg,2012
1907,afg,2013
1923,afg,2014
1963,afg,2015
2016,afg,2016
2072,afg,2017
2134,afg,2018
2206,afg,2019
878.6,alb,1820
880.5,alb,1821
882.4,alb,1822
884.3,alb,1823
886.1,alb,1824
888,alb,1825
889.9,alb,1826
891.8,alb,1827
893.7,alb,1828
895.6,alb,1829
897.5,alb,1830
899.4,alb,1831
901.3,alb,1832
903.3,alb,1833
905.2,alb,1834
907.1,alb,1835
909,alb,1836
911,alb,1837
912.9,alb,1838
914.9,alb,1839
916.8,alb,1840
918.8,alb,1841
920.7,alb,1842
922.7,alb,1843
924.6,alb,1844
926.6,alb,1845
928.6,alb,1846
930.6,alb,1847
932.5,alb,1848
934.5,alb,1849
936.5,alb,1850
938.5,alb,1851
940.5,alb,1852
942.5,alb,1853
944.5,alb,1854
946.5,alb,1855
948.5,alb,1856
950.6,alb,1857
952.6,alb,1858
954.6,alb,1859
956.6,alb,1860
958.7,alb,1861
960.7,alb,1862
962.8,alb,1863
964.8,alb,1864
966.9,alb,1865
968.9,alb,1866
971,alb,1867
973,alb,1868
975.1,alb,1869
977.2,alb,1870
991.6,alb,1871
1006,alb,1872
1021,alb,1873
1036,alb,1874
1051,alb,1875
1067,alb,1876
1083,alb,1877
1099,alb,1878
1115,alb,1879
1131,alb,1880
1148,alb,1881
1165,alb,1882
1182,alb,1883
1199,alb,1884
1217,alb,1885
1235,alb,1886
1253,alb,1887
1272,alb,1888
1290,alb,1889
1309,alb,1890
1327,alb,1891
1346,alb,1892
1364,alb,1893
1383,alb,1894
1402,alb,1895
1421,alb,1896
1440,alb,1897
1460,alb,1898
1480,alb,1899
1500,alb,1900
1520,alb,1901
1540,alb,1902
1560,alb,1903
1581,alb,1904
1601,alb,1905
1622,alb,1906
1644,alb,1907
1665,alb,1908
1687,alb,1909
1709,alb,1910
1731,alb,1911
1753,alb,1912
1776,alb,1913
1791,alb,1914
1806,alb,1915
1821,alb,1916
1836,alb,1917
1851,alb,1918
1867,alb,1919
1882,alb,1920
1898,alb,1921
1914,alb,1922
1930,alb,1923
1946,alb,1924
1963,alb,1925
1979,alb,1926
1996,alb,1927
2012,alb,1928
2029,alb,1929
2037,alb,1930
2044,alb,1931
2052,alb,1932
2059,alb,1933
2067,alb,1934
2075,alb,1935
2082,alb,1936
2090,alb,1937
2098,alb,1938
2106,alb,1939
2114,alb,1940
2121,alb,1941
2129,alb,1942
2137,alb,1943
2145,alb,1944
2153,alb,1945
2161,alb,1946
2169,alb,1947
2177,alb,1948
2185,alb,1949
2193,alb,1950
2288,alb,1951
2292,alb,1952
2384,alb,1953
2454,alb,1954
2587,alb,1955
2613,alb,1956
2780,alb,1957
2905,alb,1958
3025,alb,1959
3178,alb,1960
3205,alb,1961
3311,alb,1962
3424,alb,1963
3541,alb,1964
3670,alb,1965
3808,alb,1966
3951,alb,1967
4094,alb,1968
4233,alb,1969
4389,alb,1970
4564,alb,1971
4743,alb,1972
4979,alb,1973
4998,alb,1974
5015,alb,1975
5035,alb,1976
5057,alb,1977
5080,alb,1978
5105,alb,1979
5141,alb,1980
5169,alb,1981
5197,alb,1982
5228,alb,1983
5257,alb,1984
5285,alb,1985
5318,alb,1986
5352,alb,1987
5386,alb,1988
5426,alb,1989
5475,alb,1990
3890,alb,1991
3575,alb,1992
3889,alb,1993
4178,alb,1994
4703,alb,1995
5110,alb,1996
4571,alb,1997
5131,alb,1998
5623,alb,1999
6005,alb,2000
6407,alb,2001
6591,alb,2002
6950,alb,2003
7322,alb,2004
7685,alb,2005
8090,alb,2006
8528,alb,2007
9112,alb,2008
9377,alb,2009
9657,alb,2010
9897,alb,2011
10120,alb,2012
10300,alb,2013
10570,alb,2014
10970,alb,2015
11490,alb,2016
12060,alb,2017
12670,alb,2018
13330,alb,2019
1360,dza,1800
1362,dza,1801
1363,dza,1802
1365,dza,1803
1366,dza,1804
1368,dza,1805
1370,dza,1806
1371,dza,1807
1373,dza,1808
1375,dza,1809
1376,dza,1810
1378,dza,1811
1380,dza,1812
1381,dza,1813
1383,dza,1814
1384,dza,1815
1386,dza,1816
1388,dza,1817
1389,dza,1818
1391,dza,1819
1393,dza,1820
1408,dza,1821
1423,dza,1822
1438,dza,1823
1454,dza,1824
1469,dza,1825
1485,dza,1826
1501,dza,1827
1517,dza,1828
1533,dza,1829
1550,dza,1830
1567,dza,1831
1583,dza,1832
1600,dza,1833
1618,dza,1834
1635,dza,1835
1653,dza,1836
1670,dza,1837
1688,dza,1838
1707,dza,1839
1725,dza,1840
1743,dza,1841
1762,dza,1842
1781,dza,1843
1800,dza,1844
1820,dza,1845
1839,dza,1846
1859,dza,1847
1879,dza,1848
1899,dza,1849
1920,dza,1850
1940,dza,1851
1961,dza,1852
1982,dza,1853
2003,dza,1854
2025,dza,1855
2047,dza,1856
2069,dza,1857
2091,dza,1858
2114,dza,1859
2136,dza,1860
2159,dza,1861
2182,dza,1862
2206,dza,1863
2230,dza,1864
2254,dza,1865
2278,dza,1866
2302,dza,1867
2327,dza,1868
2352,dza,1869
2377,dza,1870
2403,dza,1871
2429,dza,1872
2455,dza,1873
2481,dza,1874
2508,dza,1875
2535,dza,1876
2562,dza,1877
2590,dza,1878
2618,dza,1879
2646,dza,1880
2674,dza,1881
2703,dza,1882
2732,dza,1883
2761,dza,1884
2791,dza,1885
2821,dza,1886
2851,dza,1887
2882,dza,1888
2913,dza,1889
2944,dza,1890
2976,dza,1891
3008,dza,1892
3040,dza,1893
3073,dza,1894
3106,dza,1895
3140,dza,1896
3173,dza,1897
3207,dza,1898
3242,dza,1899
3277,dza,1900
3312,dza,1901
3348,dza,1902
3384,dza,1903
3420,dza,1904
3457,dza,1905
3494,dza,1906
3532,dza,1907
3570,dza,1908
3608,dza,1909
3647,dza,1910
3686,dza,1911
3726,dza,1912
3766,dza,1913
3782,dza,1914
3798,dza,1915
3815,dza,1916
3831,dza,1917
3848,dza,1918
3864,dza,1919
3881,dza,1920
3898,dza,1921
3915,dza,1922
3932,dza,1923
3949,dza,1924
3966,dza,1925
3983,dza,1926
4000,dza,1927
4017,dza,1928
4035,dza,1929
4052,dza,1930
4070,dza,1931
4087,dza,1932
4105,dza,1933
4123,dza,1934
4141,dza,1935
4158,dza,1936
4176,dza,1937
4195,dza,1938
4213,dza,1939
4231,dza,1940
4249,dza,1941
4268,dza,1942
4286,dza,1943
4305,dza,1944
4323,dza,1945
4342,dza,1946
4361,dza,1947
4379,dza,1948
4398,dza,1949
4417,dza,1950
4360,dza,1951
4453,dza,1952
4430,dza,1953
4651,dza,1954
4678,dza,1955
5027,dza,1956
5481,dza,1957
5564,dza,1958
6453,dza,1959
6759,dza,1960
5824,dza,1961
4639,dza,1962
5722,dza,1963
5845,dza,1964
6052,dza,1965
5584,dza,1966
5905,dza,1967
6401,dza,1968
6815,dza,1969
7280,dza,1970
6473,dza,1971
7606,dza,1972
7628,dza,1973
7857,dza,1974
8163,dza,1975
8442,dza,1976
8929,dza,1977
9771,dza,1978
10330,dza,1979
10200,dza,1980
10190,dza,1981
10510,dza,1982
10720,dza,1983
10970,dza,1984
11050,dza,1985
10740,dza,1986
10390,dza,1987
9895,dza,1988
10120,dza,1989
10110,dza,1990
9748,dza,1991
9693,dza,1992
9279,dza,1993
9006,dza,1994
9168,dza,1995
9375,dza,1996
9322,dza,1997
9646,dza,1998
9810,dza,1999
9885,dza,2000
10200,dza,2001
10630,dza,2002
11250,dza,2003
11570,dza,2004
12080,dza,2005
12090,dza,2006
12290,dza,2007
12310,dza,2008
12290,dza,2009
12490,dza,2010
12610,dza,2011
12750,dza,2012
12960,dza,2013
13240,dza,2014
13520,dza,2015
13840,dza,2016
14180,dza,2017
14550,dza,2018
14940,dza,2019
1260,and,1800
1262,and,1801
1264,and,1802
1266,and,1803
1268,and,1804
1271,and,1805
1273,and,1806
1275,and,1807
1277,and,1808
1279,and,1809
1281,and,1810
1283,and,1811
1286,and,1812
1288,and,1813
1290,and,1814
1292,and,1815
1294,and,1816
1296,and,1817
1299,and,1818
1301,and,1819
1303,and,1820
1318,and,1821
1334,and,1822
1349,and,1823
1365,and,1824
1381,and,1825
1397,and,1826
1414,and,1827
1430,and,1828
1447,and,1829
1464,and,1830
1481,and,1831
1499,and,1832
1516,and,1833
1534,and,1834
1552,and,1835
1570,and,1836
1589,and,1837
1608,and,1838
1626,and,1839
1645,and,1840
1665,and,1841
1684,and,1842
1704,and,1843
1724,and,1844
1744,and,1845
1765,and,1846
1785,and,1847
1806,and,1848
1828,and,1849
1849,and,1850
1871,and,1851
1893,and,1852
1915,and,1853
1937,and,1854
1960,and,1855
1983,and,1856
2006,and,1857
2030,and,1858
2054,and,1859
2078,and,1860
2102,and,1861
2127,and,1862
2152,and,1863
2177,and,1864
2203,and,1865
2229,and,1866
2255,and,1867
2281,and,1868
2308,and,1869
2335,and,1870
2362,and,1871
2390,and,1872
2418,and,1873
2447,and,1874
2475,and,1875
2504,and,1876
2534,and,1877
2564,and,1878
2594,and,1879
2624,and,1880
2655,and,1881
2686,and,1882
2718,and,1883
2749,and,1884
2782,and,1885
2814,and,1886
2847,and,1887
2881,and,1888
2915,and,1889
2949,and,1890
2983,and,1891
3018,and,1892
3054,and,1893
3090,and,1894
3126,and,1895
3163,and,1896
3200,and,1897
3237,and,1898
3275,and,1899
3314,and,1900
3353,and,1901
3392,and,1902
3432,and,1903
3472,and,1904
3513,and,1905
3554,and,1906
3596,and,1907
3638,and,1908
3681,and,1909
3724,and,1910
3768,and,1911
3812,and,1912
3856,and,1913
3921,and,1914
3986,and,1915
4052,and,1916
4120,and,1917
4188,and,1918
4258,and,1919
4329,and,1920
4401,and,1921
4474,and,1922
4548,and,1923
4624,and,1924
4701,and,1925
4779,and,1926
4858,and,1927
4939,and,1928
5021,and,1929
5105,and,1930
5190,and,1931
5276,and,1932
5364,and,1933
5453,and,1934
5544,and,1935
5636,and,1936
5730,and,1937
5825,and,1938
5922,and,1939
6020,and,1940
6120,and,1941
6222,and,1942
6326,and,1943
6431,and,1944
6538,and,1945
6647,and,1946
6757,and,1947
6870,and,1948
6984,and,1949
7100,and,1950
7672,and,1951
8291,and,1952
8959,and,1953
9681,and,1954
10460,and,1955
11300,and,1956
12220,and,1957
13200,and,1958
14260,and,1959
15410,and,1960
16660,and,1961
18000,and,1962
19450,and,1963
21020,and,1964
22710,and,1965
24540,and,1966
26520,and,1967
28660,and,1968
30970,and,1969
33460,and,1970
33260,and,1971
34190,and,1972
35110,and,1973
35470,and,1974
34280,and,1975
34210,and,1976
34120,and,1977
33620,and,1978
32600,and,1979
32170,and,1980
30890,and,1981
29990,and,1982
29210,and,1983
28450,and,1984
27880,and,1985
27600,and,1986
27960,and,1987
28230,and,1988
28460,and,1989
28420,and,1990
28030,and,1991
27220,and,1992
26010,and,1993
25910,and,1994
26140,and,1995
27180,and,1996
29730,and,1997
30820,and,1998
31940,and,1999
31660,and,2000
31790,and,2001
31870,and,2002
34500,and,2003
36330,and,2004
39790,and,2005
42740,and,2006
43440,and,2007
41430,and,2008
41730,and,2009
38980,and,2010
41960,and,2011
41930,and,2012
43730,and,2013
650,ago,1800
652.8,ago,1801
655.5,ago,1802
658.3,ago,1803
661.1,ago,1804
663.9,ago,1805
666.8,ago,1806
669.6,ago,1807
672.4,ago,1808
675.3,ago,1809
678.2,ago,1810
681.1,ago,1811
684,ago,1812
686.9,ago,1813
689.8,ago,1814
692.7,ago,1815
695.7,ago,1816
698.6,ago,1817
701.6,ago,1818
704.6,ago,1819
707.6,ago,1820
710.6,ago,1821
713.6,ago,1822
716.6,ago,1823
719.7,ago,1824
722.8,ago,1825
725.8,ago,1826
728.9,ago,1827
732,ago,1828
735.1,ago,1829
738.3,ago,1830
741.4,ago,1831
744.6,ago,1832
747.7,ago,1833
750.9,ago,1834
754.1,ago,1835
757.3,ago,1836
760.5,ago,1837
763.8,ago,1838
767,ago,1839
770.3,ago,1840
773.5,ago,1841
776.8,ago,1842
780.1,ago,1843
783.5,ago,1844
786.8,ago,1845
790.1,ago,1846
793.5,ago,1847
796.9,ago,1848
800.3,ago,1849
803.7,ago,1850
807.1,ago,1851
810.5,ago,1852
814,ago,1853
817.4,ago,1854
820.9,ago,1855
824.4,ago,1856
827.9,ago,1857
831.4,ago,1858
834.9,ago,1859
838.5,ago,1860
842.1,ago,1861
845.6,ago,1862
849.2,ago,1863
852.9,ago,1864
856.5,ago,1865
860.1,ago,1866
863.8,ago,1867
867.5,ago,1868
871.1,ago,1869
874.9,ago,1870
878.6,ago,1871
882.3,ago,1872
886.1,ago,1873
889.8,ago,1874
893.6,ago,1875
897.4,ago,1876
901.2,ago,1877
905.1,ago,1878
908.9,ago,1879
912.8,ago,1880
916.7,ago,1881
920.6,ago,1882
924.5,ago,1883
928.4,ago,1884
932.4,ago,1885
936.3,ago,1886
940.3,ago,1887
944.3,ago,1888
948.3,ago,1889
952.4,ago,1890
956.4,ago,1891
960.5,ago,1892
964.6,ago,1893
968.7,ago,1894
972.8,ago,1895
976.9,ago,1896
981.1,ago,1897
985.2,ago,1898
989.4,ago,1899
993.6,ago,1900
997.9,ago,1901
1002,ago,1902
1006,ago,1903
1011,ago,1904
1015,ago,1905
1019,ago,1906
1024,ago,1907
1028,ago,1908
1032,ago,1909
1037,ago,1910
1041,ago,1911
1046,ago,1912
1050,ago,1913
1081,ago,1914
1113,ago,1915
1146,ago,1916
1180,ago,1917
1215,ago,1918
1251,ago,1919
1288,ago,1920
1326,ago,1921
1365,ago,1922
1405,ago,1923
1447,ago,1924
1490,ago,1925
1534,ago,1926
1579,ago,1927
1626,ago,1928
1674,ago,1929
1724,ago,1930
1775,ago,1931
1827,ago,1932
1881,ago,1933
1937,ago,1934
1994,ago,1935
2053,ago,1936
2114,ago,1937
2176,ago,1938
2241,ago,1939
2307,ago,1940
2375,ago,1941
2446,ago,1942
2518,ago,1943
2593,ago,1944
2669,ago,1945
2748,ago,1946
2830,ago,1947
2913,ago,1948
2999,ago,1949
3088,ago,1950
3160,ago,1951
3233,ago,1952
3305,ago,1953
3169,ago,1954
3372,ago,1955
3259,ago,1956
3515,ago,1957
3642,ago,1958
3598,ago,1959
3679,ago,1960
4099,ago,1961
3920,ago,1962
4053,ago,1963
4432,ago,1964
4685,ago,1965
4874,ago,1966
5072,ago,1967
4910,ago,1968
4966,ago,1969
5190,ago,1970
5391,ago,1971
5285,ago,1972
5585,ago,1973
5625,ago,1974
5211,ago,1975
4813,ago,1976
4723,ago,1977
4351,ago,1978
4238,ago,1979
4218,ago,1980
3897,ago,1981
3760,ago,1982
3780,ago,1983
3872,ago,1984
3884,ago,1985
3897,ago,1986
4065,ago,1987
4188,ago,1988
4098,ago,1989
3969,ago,1990
3888,ago,1991
3545,ago,1992
2607,ago,1993
2559,ago,1994
2855,ago,1995
3330,ago,1996
3420,ago,1997
3330,ago,1998
3343,ago,1999
3341,ago,2000
3335,ago,2001
3691,ago,2002
3682,ago,2003
3956,ago,2004
4613,ago,2005
5304,ago,2006
6342,ago,2007
7013,ago,2008
6980,ago,2009
7022,ago,2010
7094,ago,2011
7245,ago,2012
7319,ago,2013
7483,ago,2014
7667,ago,2015
7880,ago,2016
7900,ago,2017
8174,ago,2018
8464,ago,2019
796.6,atg,1800
796.6,atg,1801
796.6,atg,1802
796.6,atg,1803
796.6,atg,1804
796.6,atg,1805
796.6,atg,1806
796.6,atg,1807
796.6,atg,1808
796.6,atg,1809
796.6,atg,1810
796.6,atg,1811
796.6,atg,1812
796.6,atg,1813
796.6,atg,1814
796.6,atg,1815
796.6,atg,1816
796.6,atg,1817
796.6,atg,1818
796.6,atg,1819
796.6,atg,1820
801.9,atg,1821
807.2,atg,1822
812.5,atg,1823
817.9,atg,1824
823.3,atg,1825
828.7,atg,1826
834.2,atg,1827
839.7,atg,1828
845.2,atg,1829
850.8,atg,1830
856.4,atg,1831
862.1,atg,1832
867.8,atg,1833
873.5,atg,1834
879.3,atg,1835
885.1,atg,1836
891,atg,1837
896.9,atg,1838
902.8,atg,1839
908.7,atg,1840
914.8,atg,1841
920.8,atg,1842
926.9,atg,1843
933,atg,1844
939.2,atg,1845
945.4,atg,1846
951.6,atg,1847
957.9,atg,1848
964.2,atg,1849
970.6,atg,1850
977,atg,1851
983.5,atg,1852
990,atg,1853
996.5,atg,1854
1003,atg,1855
1010,atg,1856
1016,atg,1857
1023,atg,1858
1030,atg,1859
1037,atg,1860
1044,atg,1861
1050,atg,1862
1057,atg,1863
1064,atg,1864
1071,atg,1865
1078,atg,1866
1086,atg,1867
1093,atg,1868
1100,atg,1869
1107,atg,1870
1115,atg,1871
1122,atg,1872
1129,atg,1873
1137,atg,1874
1144,atg,1875
1152,atg,1876
1160,atg,1877
1167,atg,1878
1175,atg,1879
1183,atg,1880
1190,atg,1881
1198,atg,1882
1206,atg,1883
1214,atg,1884
1222,atg,1885
1230,atg,1886
1238,atg,1887
1247,atg,1888
1255,atg,1889
1263,atg,1890
1272,atg,1891
1280,atg,1892
1288,atg,1893
1297,atg,1894
1305,atg,1895
1314,atg,1896
1323,atg,1897
1331,atg,1898
1340,atg,1899
1349,atg,1900
1358,atg,1901
1367,atg,1902
1376,atg,1903
1385,atg,1904
1394,atg,1905
1404,atg,1906
1413,atg,1907
1422,atg,1908
1432,atg,1909
1441,atg,1910
1451,atg,1911
1460,atg,1912
1470,atg,1913
1506,atg,1914
1543,atg,1915
1580,atg,1916
1619,atg,1917
1659,atg,1918
1700,atg,1919
1741,atg,1920
1784,atg,1921
1828,atg,1922
1872,atg,1923
1918,atg,1924
1965,atg,1925
2013,atg,1926
2063,atg,1927
2113,atg,1928
2165,atg,1929
2218,atg,1930
2273,atg,1931
2328,atg,1932
2385,atg,1933
2444,atg,1934
2504,atg,1935
2565,atg,1936
2628,atg,1937
2692,atg,1938
2758,atg,1939
2826,atg,1940
2895,atg,1941
2966,atg,1942
3039,atg,1943
3113,atg,1944
3190,atg,1945
3268,atg,1946
3348,atg,1947
3430,atg,1948
3514,atg,1949
3600,atg,1950
3688,atg,1951
3779,atg,1952
3871,atg,1953
3966,atg,1954
4063,atg,1955
4163,atg,1956
4265,atg,1957
4370,atg,1958
4477,atg,1959
4586,atg,1960
4699,atg,1961
4814,atg,1962
4932,atg,1963
5053,atg,1964
5177,atg,1965
5304,atg,1966
5434,atg,1967
5567,atg,1968
5703,atg,1969
5843,atg,1970
6123,atg,1971
6412,atg,1972
6803,atg,1973
6919,atg,1974
6484,atg,1975
5906,atg,1976
6391,atg,1977
6710,atg,1978
7554,atg,1979
8185,atg,1980
8703,atg,1981
8838,atg,1982
9548,atg,1983
10390,atg,1984
11380,atg,1985
12600,atg,1986
14020,atg,1987
15430,atg,1988
16590,atg,1989
17120,atg,1990
17390,atg,1991
17280,atg,1992
17810,atg,1993
18460,atg,1994
17240,atg,1995
17910,atg,1996
18330,atg,1997
18660,atg,1998
18980,atg,1999
18850,atg,2000
18900,atg,2001
19050,atg,2002
19750,atg,2003
20880,atg,2004
21570,atg,2005
24000,atg,2006
25390,atg,2007
25490,atg,2008
22520,atg,2009
20600,atg,2010
19990,atg,2011
20550,atg,2012
20640,atg,2013
20980,atg,2014
21380,atg,2015
21850,atg,2016
22330,atg,2017
22820,atg,2018
23320,atg,2019
948.5,arg,1800
948.5,arg,1801
948.5,arg,1802
948.5,arg,1803
948.5,arg,1804
948.5,arg,1805
948.5,arg,1806
948.5,arg,1807
948.5,arg,1808
948.5,arg,1809
948.5,arg,1810
948.5,arg,1811
948.5,arg,1812
948.5,arg,1813
948.5,arg,1814
948.5,arg,1815
948.5,arg,1816
948.5,arg,1817
948.5,arg,1818
948.5,arg,1819
948.5,arg,1820
961.9,arg,1821
975.5,arg,1822
989.3,arg,1823
1003,arg,1824
1017,arg,1825
1032,arg,1826
1046,arg,1827
1061,arg,1828
1076,arg,1829
1091,arg,1830
1107,arg,1831
1122,arg,1832
1138,arg,1833
1154,arg,1834
1171,arg,1835
1187,arg,1836
1204,arg,1837
1221,arg,1838
1238,arg,1839
1256,arg,1840
1273,arg,1841
1291,arg,1842
1310,arg,1843
1328,arg,1844
1347,arg,1845
1366,arg,1846
1385,arg,1847
1405,arg,1848
1425,arg,1849
1445,arg,1850
1465,arg,1851
1486,arg,1852
1507,arg,1853
1528,arg,1854
1550,arg,1855
1572,arg,1856
1594,arg,1857
1616,arg,1858
1639,arg,1859
1662,arg,1860
1686,arg,1861
1710,arg,1862
1734,arg,1863
1758,arg,1864
1783,arg,1865
1808,arg,1866
1834,arg,1867
1860,arg,1868
1886,arg,1869
1913,arg,1870
1940,arg,1871
1967,arg,1872
1995,arg,1873
2023,arg,1874
2052,arg,1875
2032,arg,1876
2179,arg,1877
2002,arg,1878
2027,arg,1879
1926,arg,1880
1897,arg,1881
2330,arg,1882
2540,arg,1883
2641,arg,1884
3015,arg,1885
2933,arg,1886
3042,arg,1887
3435,arg,1888
3662,arg,1889
3246,arg,1890
2971,arg,1891
3457,arg,1892
3555,arg,1893
3988,arg,1894
4298,arg,1895
4621,arg,1896
3610,arg,1897
3807,arg,1898
4365,arg,1899
3721,arg,1900
3931,arg,1901
3740,arg,1902
4169,arg,1903
4496,arg,1904
4965,arg,1905
4984,arg,1906
4858,arg,1907
5109,arg,1908
5124,arg,1909
5259,arg,1910
5143,arg,1911
5358,arg,1912
5199,arg,1913
4453,arg,1914
4299,arg,1915
4100,arg,1916
3697,arg,1917
4311,arg,1918
4395,arg,1919
4639,arg,1920
4617,arg,1921
4845,arg,1922
5232,arg,1923
5480,arg,1924
5290,arg,1925
5400,arg,1926
5635,arg,1927
5830,arg,1928
5938,arg,1929
5530,arg,1930
5043,arg,1931
4781,arg,1932
4917,arg,1933
5213,arg,1934
5342,arg,1935
5303,arg,1936
5604,arg,1937
5533,arg,1938
5658,arg,1939
5661,arg,1940
5869,arg,1941
5842,arg,1942
5711,arg,1943
6266,arg,1944
5967,arg,1945
6361,arg,1946
6921,arg,1947
7139,arg,1948
6881,arg,1949
6805,arg,1950
6924,arg,1951
6433,arg,1952
6647,arg,1953
6794,arg,1954
7146,arg,1955
7215,arg,1956
7462,arg,1957
7790,arg,1958
7156,arg,1959
7601,arg,1960
8017,arg,1961
7763,arg,1962
7457,arg,1963
8111,arg,1964
8730,arg,1965
8658,arg,1966
8764,arg,1967
9015,arg,1968
9654,arg,1969
10030,arg,1970
10240,arg,1971
10280,arg,1972
10480,arg,1973
10870,arg,1974
10630,arg,1975
10460,arg,1976
10970,arg,1977
10450,arg,1978
11020,arg,1979
11020,arg,1980
10250,arg,1981
9792,arg,1982
10050,arg,1983
10120,arg,1984
9278,arg,1985
9823,arg,1986
9946,arg,1987
9626,arg,1988
8823,arg,1989
8539,arg,1990
9333,arg,1991
10130,arg,1992
10600,arg,1993
11110,arg,1994
10670,arg,1995
11150,arg,1996
11940,arg,1997
12270,arg,1998
11720,arg,1999
11500,arg,2000
10870,arg,2001
9574,arg,2002
10320,arg,2003
11140,arg,2004
12040,arg,2005
12910,arg,2006
13870,arg,2007
14650,arg,2008
14610,arg,2009
15770,arg,2010
16970,arg,2011
17100,arg,2012
17630,arg,2013
17520,arg,2014
17500,arg,2015
17560,arg,2016
17710,arg,2017
17860,arg,2018
18020,arg,2019
540.7,arm,1800
540.7,arm,1801
540.7,arm,1802
540.7,arm,1803
540.7,arm,1804
540.7,arm,1805
540.7,arm,1806
540.7,arm,1807
540.7,arm,1808
540.7,arm,1809
540.7,arm,1810
540.7,arm,1811
540.7,arm,1812
540.7,arm,1813
540.7,arm,1814
540.7,arm,1815
540.7,arm,1816
540.7,arm,1817
540.7,arm,1818
540.7,arm,1819
540.7,arm,1820
542.7,arm,1821
544.7,arm,1822
