income_per_person_long_series,geo,time
10750,ecu,2014
10950,ecu,2015
11160,ecu,2016
11380,ecu,2017
11610,ecu,2018
11850,ecu,2019
1050,egy,1800
1050,egy,1801
1050,egy,1802
1050,egy,1803
1050,egy,1804
1050,egy,1805
1050,egy,1806
1050,egy,1807
1050,egy,1808
1050,egy,1809
1050,egy,1810
1050,egy,1811
1050,egy,1812
1050,egy,1813
1050,egy,1814
1050,egy,1815
1050,egy,1816
1050,egy,1817
1050,egy,1818
1050,egy,1819
1050,egy,1820
1054,egy,1821
1059,egy,1822
1064,egy,1823
1069,egy,1824
1073,egy,1825
1078,egy,1826
1083,egy,1827
1088,egy,1828
1093,egy,1829
1098,egy,1830
1102,egy,1831
1107,egy,1832
1112,egy,1833
1117,egy,1834
1122,egy,1835
1127,egy,1836
1132,egy,1837
1137,egy,1838
1143,egy,1839
1148,egy,1840
1153,egy,1841
1158,egy,1842
1163,egy,1843
1168,egy,1844
1174,egy,1845
1179,egy,1846
1184,egy,1847
1189,egy,1848
1195,egy,1849
1200,egy,1850
1205,egy,1851
1211,egy,1852
1216,egy,1853
1222,egy,1854
1227,egy,1855
1233,egy,1856
1238,egy,1857
1244,egy,1858
1249,egy,1859
1255,egy,1860
1260,egy,1861
1266,egy,1862
1272,egy,1863
1277,egy,1864
1283,egy,1865
1289,egy,1866
1295,egy,1867
1300,egy,1868
1306,egy,1869
1312,egy,1870
1318,egy,1871
1324,egy,1872
1313,egy,1873
1302,egy,1874
1292,egy,1875
1281,egy,1876
1271,egy,1877
1260,egy,1878
1250,egy,1879
1260,egy,1880
1296,egy,1881
1333,egy,1882
1371,egy,1883
1410,egy,1884
1450,egy,1885
1465,egy,1886
1480,egy,1887
1496,egy,1888
1511,egy,1889
1527,egy,1890
1543,egy,1891
1559,egy,1892
1575,egy,1893
1591,egy,1894
1608,egy,1895
1624,egy,1896
1641,egy,1897
1658,egy,1898
1675,egy,1899
1693,egy,1900
1710,egy,1901
1728,egy,1902
1746,egy,1903
1764,egy,1904
1783,egy,1905
1742,egy,1906
1750,egy,1907
1785,egy,1908
1762,egy,1909
1783,egy,1910
1811,egy,1911
1805,egy,1912
1827,egy,1913
1748,egy,1914
1785,egy,1915
1770,egy,1916
1712,egy,1917
1673,egy,1918
1722,egy,1919
1566,egy,1920
1578,egy,1921
1661,egy,1922
1748,egy,1923
1823,egy,1924
1833,egy,1925
1815,egy,1926
1827,egy,1927
1843,egy,1928
1837,egy,1929
1762,egy,1930
1779,egy,1931
1819,egy,1932
1869,egy,1933
1863,egy,1934
1894,egy,1935
1906,egy,1936
1912,egy,1937
1851,egy,1938
1801,egy,1939
1811,egy,1940
1803,egy,1941
1718,egy,1942
1726,egy,1943
1740,egy,1944
1774,egy,1945
1787,egy,1946
1799,egy,1947
1812,egy,1948
1824,egy,1949
1837,egy,1950
1832,egy,1951
1910,egy,1952
1957,egy,1953
1860,egy,1954
1813,egy,1955
1802,egy,1956
1842,egy,1957
1970,egy,1958
2005,egy,1959
2108,egy,1960
2157,egy,1961
2150,egy,1962
2171,egy,1963
2487,egy,1964
2549,egy,1965
2482,egy,1966
2406,egy,1967
2487,egy,1968
2639,egy,1969
3079,egy,1970
3113,egy,1971
3162,egy,1972
3116,egy,1973
3124,egy,1974
3211,egy,1975
3571,egy,1976
3764,egy,1977
3972,egy,1978
4281,egy,1979
4599,egy,1980
4570,egy,1981
4773,egy,1982
5058,egy,1983
5317,egy,1984
5551,egy,1985
5668,egy,1986
5783,egy,1987
5894,egy,1988
5939,egy,1989
6024,egy,1990
5977,egy,1991
6137,egy,1992
6215,egy,1993
6363,egy,1994
6557,egy,1995
6778,egy,1996
7040,egy,1997
7211,egy,1998
7532,egy,1999
7812,egy,2000
7959,egy,2001
8017,egy,2002
8138,egy,2003
8332,egy,2004
8561,egy,2005
8995,egy,2006
9472,egy,2007
9980,egy,2008
10270,egy,2009
10620,egy,2010
10630,egy,2011
10590,egy,2012
10600,egy,2013
10620,egy,2014
10840,egy,2015
11060,egy,2016
11280,egy,2017
11500,egy,2018
11730,egy,2019
1026,slv,1800
1026,slv,1801
1026,slv,1802
1026,slv,1803
1026,slv,1804
1026,slv,1805
1026,slv,1806
1026,slv,1807
1026,slv,1808
1026,slv,1809
1026,slv,1810
1026,slv,1811
1026,slv,1812
1026,slv,1813
1026,slv,1814
1026,slv,1815
1026,slv,1816
1026,slv,1817
1026,slv,1818
1026,slv,1819
1026,slv,1820
1034,slv,1821
1043,slv,1822
1051,slv,1823
1060,slv,1824
1069,slv,1825
1078,slv,1826
1087,slv,1827
1096,slv,1828
1105,slv,1829
1114,slv,1830
1123,slv,1831
1132,slv,1832
1142,slv,1833
1151,slv,1834
1161,slv,1835
1170,slv,1836
1180,slv,1837
1190,slv,1838
1200,slv,1839
1209,slv,1840
1219,slv,1841
1230,slv,1842
1240,slv,1843
1250,slv,1844
1260,slv,1845
1271,slv,1846
1281,slv,1847
1292,slv,1848
1303,slv,1849
1313,slv,1850
1324,slv,1851
1335,slv,1852
1346,slv,1853
1357,slv,1854
1369,slv,1855
1380,slv,1856
1391,slv,1857
1403,slv,1858
1415,slv,1859
1426,slv,1860
1438,slv,1861
1450,slv,1862
1462,slv,1863
1474,slv,1864
1486,slv,1865
1499,slv,1866
1511,slv,1867
1523,slv,1868
1536,slv,1869
1549,slv,1870
1562,slv,1871
1575,slv,1872
1588,slv,1873
1601,slv,1874
1614,slv,1875
1627,slv,1876
1641,slv,1877
1654,slv,1878
1668,slv,1879
1682,slv,1880
1696,slv,1881
1710,slv,1882
1724,slv,1883
1738,slv,1884
1753,slv,1885
1767,slv,1886
1782,slv,1887
1797,slv,1888
1811,slv,1889
1826,slv,1890
1842,slv,1891
1857,slv,1892
1872,slv,1893
1888,slv,1894
1903,slv,1895
1919,slv,1896
1935,slv,1897
1951,slv,1898
1967,slv,1899
1983,slv,1900
2000,slv,1901
2016,slv,1902
2033,slv,1903
2050,slv,1904
2067,slv,1905
2084,slv,1906
2101,slv,1907
2119,slv,1908
2136,slv,1909
2154,slv,1910
2172,slv,1911
2190,slv,1912
2208,slv,1913
2226,slv,1914
2244,slv,1915
2263,slv,1916
2282,slv,1917
2301,slv,1918
2320,slv,1919
2339,slv,1920
2306,slv,1921
2383,slv,1922
2443,slv,1923
2552,slv,1924
2321,slv,1925
2682,slv,1926
2322,slv,1927
2645,slv,1928
2611,slv,1929
2621,slv,1930
2318,slv,1931
2065,slv,1932
2313,slv,1933
2357,slv,1934
2561,slv,1935
2471,slv,1936
2671,slv,1937
2451,slv,1938
2597,slv,1939
2787,slv,1940
2694,slv,1941
2874,slv,1942
3097,slv,1943
2887,slv,1944
2736,slv,1945
2748,slv,1946
3417,slv,1947
4282,slv,1948
3825,slv,1949
3734,slv,1950
3712,slv,1951
3887,slv,1952
4053,slv,1953
3987,slv,1954
4074,slv,1955
4268,slv,1956
4363,slv,1957
4326,slv,1958
4384,slv,1959
4424,slv,1960
4436,slv,1961
4816,slv,1962
4868,slv,1963
5162,slv,1964
5269,slv,1965
5447,slv,1966
5558,slv,1967
5542,slv,1968
5533,slv,1969
5485,slv,1970
5574,slv,1971
5764,slv,1972
5875,slv,1973
6110,slv,1974
6280,slv,1975
6352,slv,1976
6553,slv,1977
6809,slv,1978
6534,slv,1979
5904,slv,1980
5482,slv,1981
5226,slv,1982
5207,slv,1983
5246,slv,1984
5280,slv,1985
5240,slv,1986
5280,slv,1987
5283,slv,1988
5246,slv,1989
5314,slv,1990
5373,slv,1991
5667,slv,1992
5924,slv,1993
6167,slv,1994
6430,slv,1995
6424,slv,1996
6573,slv,1997
6693,slv,1998
6791,slv,1999
6811,slv,2000
6800,slv,2001
6824,slv,2002
6823,slv,2003
6822,slv,2004
6890,slv,2005
7136,slv,2006
7373,slv,2007
7431,slv,2008
7170,slv,2009
7240,slv,2010
7352,slv,2011
7447,slv,2012
7536,slv,2013
7624,slv,2014
7723,slv,2015
7830,slv,2016
7954,slv,2017
8081,slv,2018
8209,slv,2019
374.3,gnq,1800
374.7,gnq,1801
375.2,gnq,1802
375.6,gnq,1803
376,gnq,1804
376.5,gnq,1805
376.9,gnq,1806
377.4,gnq,1807
377.8,gnq,1808
378.3,gnq,1809
378.7,gnq,1810
379.2,gnq,1811
379.6,gnq,1812
380,gnq,1813
380.5,gnq,1814
380.9,gnq,1815
381.4,gnq,1816
381.8,gnq,1817
382.3,gnq,1818
382.7,gnq,1819
383.2,gnq,1820
383.6,gnq,1821
384.1,gnq,1822
384.6,gnq,1823
385,gnq,1824
385.5,gnq,1825
385.9,gnq,1826
386.4,gnq,1827
386.8,gnq,1828
387.3,gnq,1829
387.7,gnq,1830
388.2,gnq,1831
388.6,gnq,1832
389.1,gnq,1833
389.6,gnq,1834
390,gnq,1835
390.5,gnq,1836
390.9,gnq,1837
391.4,gnq,1838
391.9,gnq,1839
392.3,gnq,1840
392.8,gnq,1841
393.3,gnq,1842
393.7,gnq,1843
394.2,gnq,1844
394.6,gnq,1845
395.1,gnq,1846
395.6,gnq,1847
396,gnq,1848
396.5,gnq,1849
397,gnq,1850
397.4,gnq,1851
397.9,gnq,1852
398.4,gnq,1853
398.9,gnq,1854
399.3,gnq,1855
399.8,gnq,1856
400.3,gnq,1857
400.7,gnq,1858
401.2,gnq,1859
401.7,gnq,1860
402.2,gnq,1861
402.6,gnq,1862
403.1,gnq,1863
403.6,gnq,1864
404.1,gnq,1865
404.5,gnq,1866
405,gnq,1867
405.5,gnq,1868
406,gnq,1869
406.4,gnq,1870
406.9,gnq,1871
407.4,gnq,1872
407.9,gnq,1873
408.4,gnq,1874
408.8,gnq,1875
409.3,gnq,1876
409.8,gnq,1877
410.3,gnq,1878
410.8,gnq,1879
411.3,gnq,1880
411.7,gnq,1881
412.2,gnq,1882
412.7,gnq,1883
413.2,gnq,1884
413.7,gnq,1885
414.2,gnq,1886
414.7,gnq,1887
415.1,gnq,1888
415.6,gnq,1889
416.1,gnq,1890
416.6,gnq,1891
417.1,gnq,1892
417.6,gnq,1893
418.1,gnq,1894
418.6,gnq,1895
419.1,gnq,1896
419.6,gnq,1897
420.1,gnq,1898
420.6,gnq,1899
421.1,gnq,1900
422.5,gnq,1901
423.9,gnq,1902
425.3,gnq,1903
426.7,gnq,1904
428.2,gnq,1905
429.6,gnq,1906
431.1,gnq,1907
432.5,gnq,1908
434,gnq,1909
435.4,gnq,1910
436.9,gnq,1911
438.3,gnq,1912
439.8,gnq,1913
441.3,gnq,1914
442.8,gnq,1915
444.3,gnq,1916
445.7,gnq,1917
447.2,gnq,1918
448.7,gnq,1919
450.2,gnq,1920
451.8,gnq,1921
453.3,gnq,1922
454.8,gnq,1923
456.3,gnq,1924
457.9,gnq,1925
459.4,gnq,1926
460.9,gnq,1927
462.5,gnq,1928
464,gnq,1929
465.6,gnq,1930
467.2,gnq,1931
468.7,gnq,1932
470.3,gnq,1933
471.9,gnq,1934
473.5,gnq,1935
475,gnq,1936
476.6,gnq,1937
478.2,gnq,1938
479.8,gnq,1939
481.5,gnq,1940
483.1,gnq,1941
484.7,gnq,1942
486.3,gnq,1943
488,gnq,1944
489.6,gnq,1945
491.2,gnq,1946
492.9,gnq,1947
494.5,gnq,1948
496.2,gnq,1949
497.9,gnq,1950
517.1,gnq,1951
527.2,gnq,1952
541.1,gnq,1953
562.8,gnq,1954
571.6,gnq,1955
587.1,gnq,1956
598,gnq,1957
608.4,gnq,1958
633.7,gnq,1959
688.4,gnq,1960
743.8,gnq,1961
817.9,gnq,1962
928.2,gnq,1963
1056,gnq,1964
1186,gnq,1965
1220,gnq,1966
1285,gnq,1967
1313,gnq,1968
1258,gnq,1969
1207,gnq,1970
1094,gnq,1971
943.6,gnq,1972
982.6,gnq,1973
1041,gnq,1974
1194,gnq,1975
1339,gnq,1976
1345,gnq,1977
1450,gnq,1978
1421,gnq,1979
1362,gnq,1980
1313,gnq,1981
1302,gnq,1982
1259,gnq,1983
1179,gnq,1984
1250,gnq,1985
1164,gnq,1986
1170,gnq,1987
1164,gnq,1988
1116,gnq,1989
1057,gnq,1990
1012,gnq,1991
1318,gnq,1992
1414,gnq,1993
1595,gnq,1994
1813,gnq,1995
2922,gnq,1996
7069,gnq,1997
8471,gnq,1998
10310,gnq,1999
11810,gnq,2000
18680,gnq,2001
21620,gnq,2002
23880,gnq,2003
31970,gnq,2004
34060,gnq,2005
33490,gnq,2006
36820,gnq,2007
40180,gnq,2008
35910,gnq,2009
34460,gnq,2010
35180,gnq,2011
35310,gnq,2012
32670,gnq,2013
31010,gnq,2014
27690,gnq,2015
27210,gnq,2016
25040,gnq,2017
22520,gnq,2018
19890,gnq,2019
560,eri,1800
560,eri,1801
560,eri,1802
560,eri,1803
560,eri,1804
560,eri,1805
560,eri,1806
560,eri,1807
560,eri,1808
560,eri,1809
560,eri,1810
560,eri,1811
560,eri,1812
560,eri,1813
560,eri,1814
560,eri,1815
560,eri,1816
560,eri,1817
560,eri,1818
560,eri,1819
560,eri,1820
561.3,eri,1821
562.7,eri,1822
564,eri,1823
565.4,eri,1824
566.8,eri,1825
568.1,eri,1826
569.5,eri,1827
570.9,eri,1828
572.2,eri,1829
573.6,eri,1830
575,eri,1831
576.4,eri,1832
577.7,eri,1833
579.1,eri,1834
580.5,eri,1835
581.9,eri,1836
583.3,eri,1837
584.7,eri,1838
586.1,eri,1839
587.5,eri,1840
588.9,eri,1841
590.4,eri,1842
591.8,eri,1843
593.2,eri,1844
594.6,eri,1845
596,eri,1846
597.5,eri,1847
598.9,eri,1848
600.4,eri,1849
601.8,eri,1850
603.2,eri,1851
604.7,eri,1852
606.1,eri,1853
607.6,eri,1854
609.1,eri,1855
610.5,eri,1856
612,eri,1857
613.5,eri,1858
614.9,eri,1859
616.4,eri,1860
617.9,eri,1861
619.4,eri,1862
620.9,eri,1863
622.4,eri,1864
623.8,eri,1865
625.3,eri,1866
626.9,eri,1867
628.4,eri,1868
629.9,eri,1869
631.4,eri,1870
632.9,eri,1871
634.4,eri,1872
635.9,eri,1873
637.5,eri,1874
639,eri,1875
640.5,eri,1876
642.1,eri,1877
643.6,eri,1878
645.2,eri,1879
646.7,eri,1880
648.3,eri,1881
649.8,eri,1882
651.4,eri,1883
652.9,eri,1884
654.5,eri,1885
656.1,eri,1886
657.7,eri,1887
659.2,eri,1888
660.8,eri,1889
662.4,eri,1890
664,eri,1891
665.6,eri,1892
667.2,eri,1893
668.8,eri,1894
670.4,eri,1895
672,eri,1896
673.6,eri,1897
675.3,eri,1898
676.9,eri,1899
678.5,eri,1900
680.1,eri,1901
681.8,eri,1902
683.4,eri,1903
685,eri,1904
686.7,eri,1905
688.3,eri,1906
690,eri,1907
691.7,eri,1908
693.3,eri,1909
695,eri,1910
696.6,eri,1911
698.3,eri,1912
700,eri,1913
703.2,eri,1914
706.4,eri,1915
709.7,eri,1916
712.9,eri,1917
716.2,eri,1918
719.5,eri,1919
722.8,eri,1920
726.1,eri,1921
729.4,eri,1922
732.8,eri,1923
736.1,eri,1924
739.5,eri,1925
742.9,eri,1926
746.3,eri,1927
749.7,eri,1928
753.2,eri,1929
756.6,eri,1930
760.1,eri,1931
763.6,eri,1932
767.1,eri,1933
770.6,eri,1934
774.1,eri,1935
777.7,eri,1936
781.2,eri,1937
784.8,eri,1938
788.4,eri,1939
792,eri,1940
795.7,eri,1941
799.3,eri,1942
803,eri,1943
806.7,eri,1944
810.4,eri,1945
814.1,eri,1946
817.8,eri,1947
821.6,eri,1948
825.3,eri,1949
829.1,eri,1950
838.6,eri,1951
848,eri,1952
881.8,eri,1953
866.7,eri,1954
897.2,eri,1955
910.4,eri,1956
887.2,eri,1957
899.6,eri,1958
906.8,eri,1959
935.3,eri,1960
951.2,eri,1961
965,eri,1962
981.5,eri,1963
992.8,eri,1964
1033,eri,1965
1060,eri,1966
1103,eri,1967
1135,eri,1968
1148,eri,1969
1104,eri,1970
1122,eri,1971
1138,eri,1972
1132,eri,1973
1104,eri,1974
1031,eri,1975
1013,eri,1976
995.9,eri,1977
925.1,eri,1978
1007,eri,1979
1010,eri,1980
1012,eri,1981
993,eri,1982
1038,eri,1983
981.9,eri,1984
842.1,eri,1985
894.5,eri,1986
986.5,eri,1987
960.6,eri,1988
925.4,eri,1989
918.4,eri,1990
1014,eri,1991
1123,eri,1992
1269,eri,1993
1532,eri,1994
1554,eri,1995
1669,eri,1996
1760,eri,1997
1744,eri,1998
1691,eri,1999
1429,eri,2000
1494,eri,2001
1475,eri,2002
1375,eri,2003
1338,eri,2004
1320,eri,2005
1263,eri,2006
1239,eri,2007
1083,eri,2008
1091,eri,2009
1081,eri,2010
1139,eri,2011
1180,eri,2012
1158,eri,2013
1147,eri,2014
1132,eri,2015
1117,eri,2016
1103,eri,2017
1103,eri,2018
1106,eri,2019
986.9,est,1800
987.9,est,1801
989,est,1802
990,est,1803
991,est,1804
992.1,est,1805
993.1,est,1806
994.1,est,1807
995.2,est,1808
996.2,est,1809
997.2,est,1810
998.3,est,1811
999.3,est,1812
1000,est,1813
1001,est,1814
1002,est,1815
1003,est,1816
1005,est,1817
1006,est,1818
1007,est,1819
1008,est,1820
1014,est,1821
1020,est,1822
1027,est,1823
1033,est,1824
1040,est,1825
1047,est,1826
1053,est,1827
1060,est,1828
1067,est,1829
1073,est,1830
1080,est,1831
1087,est,1832
1094,est,1833
1101,est,1834
1108,est,1835
1115,est,1836
1122,est,1837
1129,est,1838
1136,est,1839
1143,est,1840
1151,est,1841
1158,est,1842
1165,est,1843
1173,est,1844
1180,est,1845
1187,est,1846
1195,est,1847
1202,est,1848
1210,est,1849
1218,est,1850
1225,est,1851
1233,est,1852
1241,est,1853
1249,est,1854
1257,est,1855
1265,est,1856
1273,est,1857
1281,est,1858
1289,est,1859
1297,est,1860
1305,est,1861
1314,est,1862
1322,est,1863
1330,est,1864
1339,est,1865
1347,est,1866
1356,est,1867
1364,est,1868
1373,est,1869
1382,est,1870
1390,est,1871
1399,est,1872
1408,est,1873
1417,est,1874
1426,est,1875
1435,est,1876
1444,est,1877
1453,est,1878
1462,est,1879
1472,est,1880
1481,est,1881
1490,est,1882
1500,est,1883
1509,est,1884
1519,est,1885
1460,est,1886
1707,est,1887
1642,est,1888
1527,est,1889
1521,est,1890
1393,est,1891
1525,est,1892
1728,est,1893
1965,est,1894
1818,est,1895
2003,est,1896
1969,est,1897
2022,est,1898
2145,est,1899
2099,est,1900
2152,est,1901
2338,est,1902
2177,est,1903
2407,est,1904
2131,est,1905
2036,est,1906
1957,est,1907
2137,est,1908
2219,est,1909
2367,est,1910
2187,est,1911
2363,est,1912
2483,est,1913
2371,est,1914
2440,est,1915
2169,est,1916
1905,est,1917
1524,est,1918
1402,est,1919
1822,est,1920
2096,est,1921
2410,est,1922
2579,est,1923
2623,est,1924
2745,est,1925
2820,est,1926
3015,est,1927
3192,est,1928
3204,est,1929
3143,est,1930
3043,est,1931
3007,est,1932
3186,est,1933
3524,est,1934
3647,est,1935
3866,est,1936
4058,est,1937
4233,est,1938
4018,est,1939
3797,est,1940
3726,est,1941
3656,est,1942
3588,est,1943
3520,est,1944
3454,est,1945
3389,est,1946
3766,est,1947
4255,est,1948
4647,est,1949
5034,est,1950
4971,est,1951
5202,est,1952
5337,est,1953
5503,est,1954
5869,est,1955
6318,est,1956
6335,est,1957
6691,est,1958
6500,est,1959
6989,est,1960
7259,est,1961
7334,est,1962
7060,est,1963
7864,est,1964
8209,est,1965
8510,est,1966
8792,est,1967
9215,est,1968
9257,est,1969
9876,est,1970
10040,est,1971
9996,est,1972
10730,est,1973
11000,est,1974
10990,est,1975
11460,est,1976
11690,est,1977
11940,est,1978
11850,est,1979
11830,est,1980
11910,est,1981
12170,est,1982
12520,est,1983
12630,est,1984
12700,est,1985
13180,est,1986
13310,est,1987
13550,est,1988
13760,est,1989
13420,est,1990
12150,est,1991
10650,est,1992
9986,est,1993
9986,est,1994
10590,est,1995
11210,est,1996
12510,est,1997
13280,est,1998
13370,est,1999
14520,est,2000
15560,est,2001
16800,est,2002
17780,est,2003
19390,est,2004
21500,est,2005
23720,est,2006
25550,est,2007
24510,est,2008
21070,est,2009
21780,est,2010
23580,est,2011
25370,est,2012
25740,est,2013
25430,est,2014
26260,est,2015
27190,est,2016
28180,est,2017
29230,est,2018
30330,est,2019
550.1,eth,1800
550.1,eth,1801
550.1,eth,1802
550.1,eth,1803
550.1,eth,1804
550.1,eth,1805
550.1,eth,1806
550.1,eth,1807
550.1,eth,1808
550.1,eth,1809
550.1,eth,1810
550.1,eth,1811
550.1,eth,1812
550.1,eth,1813
550.1,eth,1814
550.1,eth,1815
550.1,eth,1816
550.1,eth,1817
550.1,eth,1818
550.1,eth,1819
550.1,eth,1820
550.2,eth,1821
550.3,eth,1822
550.4,eth,1823
550.5,eth,1824
550.6,eth,1825
550.7,eth,1826
550.8,eth,1827
550.9,eth,1828
551.1,eth,1829
551.2,eth,1830
551.3,eth,1831
551.4,eth,1832
551.5,eth,1833
551.6,eth,1834
551.7,eth,1835
551.8,eth,1836
551.9,eth,1837
552,eth,1838
552.1,eth,1839
552.2,eth,1840
552.4,eth,1841
552.5,eth,1842
552.6,eth,1843
552.7,eth,1844
552.8,eth,1845
552.9,eth,1846
553,eth,1847
553.1,eth,1848
553.2,eth,1849
553.3,eth,1850
553.4,eth,1851
553.6,eth,1852
553.7,eth,1853
553.8,eth,1854
553.9,eth,1855
554,eth,1856
554.1,eth,1857
554.2,eth,1858
554.3,eth,1859
554.4,eth,1860
554.5,eth,1861
554.7,eth,1862
554.8,eth,1863
554.9,eth,1864
555,eth,1865
555.1,eth,1866
555.2,eth,1867
555.3,eth,1868
555.4,eth,1869
555.5,eth,1870
555.6,eth,1871
555.7,eth,1872
555.9,eth,1873
556,eth,1874
556.1,eth,1875
556.2,eth,1876
556.3,eth,1877
556.4,eth,1878
556.5,eth,1879
556.6,eth,1880
556.7,eth,1881
556.8,eth,1882
557,eth,1883
557.1,eth,1884
557.2,eth,1885
557.3,eth,1886
557.4,eth,1887
557.5,eth,1888
557.6,eth,1889
557.7,eth,1890
557.8,eth,1891
557.9,eth,1892
558.1,eth,1893
558.2,eth,1894
558.3,eth,1895
558.4,eth,1896
558.5,eth,1897
558.6,eth,1898
558.7,eth,1899
558.8,eth,1900
558.9,eth,1901
559,eth,1902
559.2,eth,1903
559.3,eth,1904
559.4,eth,1905
559.5,eth,1906
559.6,eth,1907
559.7,eth,1908
559.8,eth,1909
559.9,eth,1910
560,eth,1911
560.1,eth,1912
560.3,eth,1913
561,eth,1914
561.8,eth,1915
562.5,eth,1916
563.3,eth,1917
564.1,eth,1918
564.8,eth,1919
565.6,eth,1920
566.4,eth,1921
567.1,eth,1922
567.9,eth,1923
568.7,eth,1924
569.5,eth,1925
570.2,eth,1926
571,eth,1927
571.8,eth,1928
572.6,eth,1929
573.3,eth,1930
574.1,eth,1931
574.9,eth,1932
575.7,eth,1933
576.5,eth,1934
577.2,eth,1935
578,eth,1936
578.8,eth,1937
579.6,eth,1938
580.4,eth,1939
581.2,eth,1940
582,eth,1941
582.7,eth,1942
583.5,eth,1943
584.3,eth,1944
585.1,eth,1945
585.9,eth,1946
586.7,eth,1947
587.5,eth,1948
588.3,eth,1949
589.1,eth,1950
595.8,eth,1951
602.5,eth,1952
626.6,eth,1953
615.8,eth,1954
637.5,eth,1955
646.8,eth,1956
630.4,eth,1957
639.2,eth,1958
644.3,eth,1959
664.6,eth,1960
675.8,eth,1961
685.7,eth,1962
697.4,eth,1963
705.4,eth,1964
733.7,eth,1965
752.8,eth,1966
783.9,eth,1967
806.3,eth,1968
815.9,eth,1969
784.1,eth,1970
797.5,eth,1971
808.7,eth,1972
804,eth,1973
784.5,eth,1974
732.5,eth,1975
719.8,eth,1976
707.6,eth,1977
657.3,eth,1978
715.6,eth,1979
717.7,eth,1980
718.8,eth,1981
705.5,eth,1982
737.6,eth,1983
697.6,eth,1984
598.3,eth,1985
635.6,eth,1986
700.9,eth,1987
682.6,eth,1988
657.5,eth,1989
652.5,eth,1990
585.3,eth,1991
516,eth,1992
563.8,eth,1993
562.4,eth,1994
577.7,eth,1995
629.7,eth,1996
630.5,eth,1997
591.4,eth,1998
604.5,eth,1999
623,eth,2000
655.6,eth,2001
646.6,eth,2002
614.7,eth,2003
678.5,eth,2004
737.8,eth,2005
795.5,eth,2006
863,eth,2007
930.8,eth,2008
986.3,eth,2009
1081,eth,2010
1171,eth,2011
1242,eth,2012
1331,eth,2013
1396,eth,2014
1469,eth,2015
1538,eth,2016
1610,eth,2017
1689,eth,2018
1764,eth,2019
826.2,fji,1800
826.2,fji,1801
826.2,fji,1802
826.2,fji,1803
826.2,fji,1804
826.2,fji,1805
826.2,fji,1806
826.2,fji,1807
826.2,fji,1808
826.2,fji,1809
826.2,fji,1810
826.2,fji,1811
826.2,fji,1812
826.2,fji,1813
826.2,fji,1814
826.2,fji,1815
826.2,fji,1816
826.2,fji,1817
826.2,fji,1818
826.2,fji,1819
826.2,fji,1820
828.9,fji,1821
831.6,fji,1822
834.3,fji,1823
837,fji,1824
839.7,fji,1825
842.4,fji,1826
845.2,fji,1827
847.9,fji,1828
850.7,fji,1829
853.4,fji,1830
856.2,fji,1831
859,fji,1832
861.8,fji,1833
864.6,fji,1834
867.4,fji,1835
870.2,fji,1836
873,fji,1837
875.9,fji,1838
878.7,fji,1839
881.6,fji,1840
884.4,fji,1841
887.3,fji,1842
890.2,fji,1843
893.1,fji,1844
896,fji,1845
898.9,fji,1846
901.8,fji,1847
904.7,fji,1848
907.7,fji,1849
910.6,fji,1850
913.6,fji,1851
916.5,fji,1852
919.5,fji,1853
922.5,fji,1854
925.5,fji,1855
928.5,fji,1856
931.5,fji,1857
934.5,fji,1858
937.6,fji,1859
940.6,fji,1860
943.7,fji,1861
946.7,fji,1862
949.8,fji,1863
952.9,fji,1864
956,fji,1865
959.1,fji,1866
962.2,fji,1867
965.3,fji,1868
968.5,fji,1869
971.6,fji,1870
974.8,fji,1871
977.9,fji,1872
981.1,fji,1873
984.3,fji,1874
987.5,fji,1875
990.7,fji,1876
993.9,fji,1877
997.1,fji,1878
1000,fji,1879
1004,fji,1880
1007,fji,1881
1010,fji,1882
1013,fji,1883
1017,fji,1884
1020,fji,1885
1023,fji,1886
1027,fji,1887
1030,fji,1888
1033,fji,1889
1037,fji,1890
1040,fji,1891
1043,fji,1892
1047,fji,1893
1050,fji,1894
1054,fji,1895
1057,fji,1896
1060,fji,1897
1064,fji,1898
1067,fji,1899
1071,fji,1900
1074,fji,1901
1078,fji,1902
1081,fji,1903
1085,fji,1904
1088,fji,1905
1092,fji,1906
1095,fji,1907
1099,fji,1908
1103,fji,1909
1106,fji,1910
1110,fji,1911
1113,fji,1912
1117,fji,1913
1145,fji,1914
1173,fji,1915
1203,fji,1916
1233,fji,1917
1264,fji,1918
1295,fji,1919
1328,fji,1920
1361,fji,1921
1395,fji,1922
1430,fji,1923
1465,fji,1924
1502,fji,1925
1540,fji,1926
1578,fji,1927
1618,fji,1928
1658,fji,1929
1699,fji,1930
1742,fji,1931
1785,fji,1932
1830,fji,1933
1876,fji,1934
1923,fji,1935
1971,fji,1936
2020,fji,1937
2070,fji,1938
2122,fji,1939
2175,fji,1940
2230,fji,1941
2285,fji,1942
2342,fji,1943
2401,fji,1944
2461,fji,1945
2522,fji,1946
2585,fji,1947
2650,fji,1948
2716,fji,1949
2784,fji,1950
2854,fji,1951
2925,fji,1952
2998,fji,1953
3073,fji,1954
3150,fji,1955
3229,fji,1956
3309,fji,1957
3392,fji,1958
3477,fji,1959
3564,fji,1960
3566,fji,1961
3569,fji,1962
3670,fji,1963
3728,fji,1964
3523,fji,1965
3431,fji,1966
3798,fji,1967
4009,fji,1968
4026,fji,1969
4443,fji,1970
4651,fji,1971
