alternative_gdp_per_capita_ppp_pwt_7_1,geo,time
4991,dza,2000
5066,dza,2001
5253,dza,2002
5552,dza,2003
5762,dza,2004
5989,dza,2005
6003,dza,2006
6110,dza,2007
6179,dza,2008
6179,dza,2009
6260,dza,2010
2367,ago,1970
2445,ago,1971
2390,ago,1972
2527,ago,1973
2624,ago,1974
2532,ago,1975
2382,ago,1976
2312,ago,1977
2142,ago,1978
2096,ago,1979
2050,ago,1980
1995,ago,1981
1869,ago,1982
1904,ago,1983
1972,ago,1984
1980,ago,1985
1819,ago,1986
1921,ago,1987
2010,ago,1988
1989,ago,1989
1939,ago,1990
1866,ago,1991
1979,ago,1992
1614,ago,1993
1737,ago,1994
1922,ago,1995
2576,ago,1996
2192,ago,1997
2396,ago,1998
2404,ago,1999
2332,ago,2000
2191,ago,2001
2486,ago,2002
2458,ago,2003
2599,ago,2004
3055,ago,2005
3599,ago,2006
4465,ago,2007
4965,ago,2008
5167,ago,2009
5108,ago,2010
4593,atg,1970
4886,atg,1971
5195,atg,1972
5569,atg,1973
5772,atg,1974
5426,atg,1975
4843,atg,1976
5397,atg,1977
5400,atg,1978
5634,atg,1979
6566,atg,1980
6709,atg,1981
6661,atg,1982
7669,atg,1983
8414,atg,1984
9019,atg,1985
9743,atg,1986
9946,atg,1987
10830,atg,1988
11530,atg,1989
11670,atg,1990
11710,atg,1991
11540,atg,1992
11940,atg,1993
12860,atg,1994
12600,atg,1995
13220,atg,1996
13330,atg,1997
13700,atg,1998
14260,atg,1999
13900,atg,2000
14120,atg,2001
14770,atg,2002
14220,atg,2003
14960,atg,2004
15010,atg,2005
16040,atg,2006
17670,atg,2007
16790,atg,2008
15210,atg,2009
14470,atg,2010
5273,arg,1950
5480,arg,1951
5038,arg,1952
5167,arg,1953
5246,arg,1954
5534,arg,1955
5531,arg,1956
5689,arg,1957
5982,arg,1958
5561,arg,1959
6033,arg,1960
6152,arg,1961
6103,arg,1962
5780,arg,1963
6163,arg,1964
6692,arg,1965
6607,arg,1966
6711,arg,1967
6925,arg,1968
7482,arg,1969
7615,arg,1970
7823,arg,1971
7823,arg,1972
7934,arg,1973
8210,arg,1974
8045,arg,1975
7933,arg,1976
8382,arg,1977
7916,arg,1978
8393,arg,1979
8487,arg,1980
7875,arg,1981
7604,arg,1982
7774,arg,1983
7656,arg,1984
7009,arg,1985
7618,arg,1986
7690,arg,1987
7534,arg,1988
6903,arg,1989
6941,arg,1990
7423,arg,1991
7846,arg,1992
8167,arg,1993
8508,arg,1994
8329,arg,1995
8641,arg,1996
9148,arg,1997
9404,arg,1998
9055,arg,1999
8902,arg,2000
8552,arg,2001
7916,arg,2002
8442,arg,2003
8977,arg,2004
9671,arg,2005
10320,arg,2006
11000,arg,2007
11480,arg,2008
11590,arg,2009
12340,arg,2010
1606,arm,1993
1721,arm,1994
1918,arm,1995
2029,arm,1996
2039,arm,1997
2212,arm,1998
2296,arm,1999
2518,arm,2000
2837,arm,2001
3186,arm,2002
3482,arm,2003
3940,arm,2004
4452,arm,2005
4969,arm,2006
5496,arm,2007
5628,arm,2008
5247,arm,2009
5412,arm,2010
13030,aus,1950
13310,aus,1951
11630,aus,1952
12950,aus,1953
13880,aus,1954
14120,aus,1955
13580,aus,1956
13600,aus,1957
14410,aus,1958
14990,aus,1959
15210,aus,1960
14770,aus,1961
15490,aus,1962
16260,aus,1963
17140,aus,1964
17240,aus,1965
18030,aus,1966
18670,aus,1967
19500,aus,1968
20350,aus,1969
20660,aus,1970
20900,aus,1971
20850,aus,1972
21400,aus,1973
19210,aus,1974
19510,aus,1975
20120,aus,1976
20310,aus,1977
21060,aus,1978
21380,aus,1979
21900,aus,1980
22400,aus,1981
21780,aus,1982
22470,aus,1983
23250,aus,1984
24180,aus,1985
24550,aus,1986
25600,aus,1987
26110,aus,1988
26550,aus,1989
26180,aus,1990
26250,aus,1991
26980,aus,1992
27630,aus,1993
28620,aus,1994
29520,aus,1995
30430,aus,1996
31510,aus,1997
32770,aus,1998
33830,aus,1999
34090,aus,2000
34950,aus,2001
35820,aus,2002
36960,aus,2003
37650,aus,2004
38380,aus,2005
39280,aus,2006
40290,aus,2007
40390,aus,2008
40810,aus,2009
41110,aus,2010
6221,aut,1950
6627,aut,1951
6574,aut,1952
6752,aut,1953
7330,aut,1954
8086,aut,1955
8336,aut,1956
8858,aut,1957
9188,aut,1958
9445,aut,1959
10550,aut,1960
11050,aut,1961
11240,aut,1962
11620,aut,1963
12250,aut,1964
12550,aut,1965
13170,aut,1966
13470,aut,1967
13990,aut,1968
14750,aut,1969
15740,aut,1970
16530,aut,1971
17480,aut,1972
18320,aut,1973
18880,aut,1974
18870,aut,1975
19820,aut,1976
20900,aut,1977
20540,aut,1978
22210,aut,1979
22420,aut,1980
22440,aut,1981
22630,aut,1982
23220,aut,1983
23360,aut,1984
24170,aut,1985
24510,aut,1986
24980,aut,1987
25780,aut,1988
26730,aut,1989
27510,aut,1990
27960,aut,1991
28140,aut,1992
28250,aut,1993
28560,aut,1994
29360,aut,1995
29900,aut,1996
30610,aut,1997
31680,aut,1998
32660,aut,1999
33630,aut,2000
33840,aut,2001
34270,aut,2002
34560,aut,2003
35230,aut,2004
36150,aut,2005
37350,aut,2006
38760,aut,2007
39330,aut,2008
37630,aut,2009
38590,aut,2010
3119,aze,1993
2501,aze,1994
1812,aze,1995
1774,aze,1996
1846,aze,1997
2021,aze,1998
2362,aze,1999
2525,aze,2000
2772,aze,2001
3020,aze,2002
3379,aze,2003
3792,aze,2004
4659,aze,2005
5979,aze,2006
7342,aze,2007
8065,aze,2008
8831,aze,2009
9479,aze,2010
22880,bhs,1970
22750,bhs,1971
21470,bhs,1972
22550,bhs,1973
18520,bhs,1974
15470,bhs,1975
15680,bhs,1976
17280,bhs,1977
19030,bhs,1978
22000,bhs,1979
23420,bhs,1980
21390,bhs,1981
22500,bhs,1982
23250,bhs,1983
25520,bhs,1984
26610,bhs,1985
26640,bhs,1986
26880,bhs,1987
26880,bhs,1988
29070,bhs,1989
28060,bhs,1990
26550,bhs,1991
25320,bhs,1992
24480,bhs,1993
24830,bhs,1994
25760,bhs,1995
26780,bhs,1996
27910,bhs,1997
29630,bhs,1998
30340,bhs,1999
31350,bhs,2000
31680,bhs,2001
32080,bhs,2002
31410,bhs,2003
31410,bhs,2004
32370,bhs,2005
33200,bhs,2006
33320,bhs,2007
32270,bhs,2008
30210,bhs,2009
30110,bhs,2010
21830,bhr,1970
21750,bhr,1971
23580,bhr,1972
25860,bhr,1973
27010,bhr,1974
23070,bhr,1975
30200,bhr,1976
30380,bhr,1977
28530,bhr,1978
28930,bhr,1979
29890,bhr,1980
26290,bhr,1981
22860,bhr,1982
24180,bhr,1983
24570,bhr,1984
18480,bhr,1985
17310,bhr,1986
16740,bhr,1987
17850,bhr,1988
18270,bhr,1989
18160,bhr,1990
19020,bhr,1991
20070,bhr,1992
19780,bhr,1993
20200,bhr,1994
19350,bhr,1995
19600,bhr,1996
20010,bhr,1997
20790,bhr,1998
19730,bhr,1999
20790,bhr,2000
20820,bhr,2001
22000,bhr,2002
21770,bhr,2003
22020,bhr,2004
22010,bhr,2005
22840,bhr,2006
24000,bhr,2007
24560,bhr,2008
23150,bhr,2009
23100,bhr,2010
833.7,bgd,1959
853.6,bgd,1960
785.7,bgd,1961
816.9,bgd,1962
842.6,bgd,1963
798.8,bgd,1964
765.3,bgd,1965
761.3,bgd,1966
674.9,bgd,1967
693.2,bgd,1968
703.8,bgd,1969
744.5,bgd,1970
739.1,bgd,1971
648.5,bgd,1972
649.3,bgd,1973
675.3,bgd,1974
629.4,bgd,1975
657.5,bgd,1976
632.5,bgd,1977
671,bgd,1978
682,bgd,1979
679.2,bgd,1980
651.7,bgd,1981
645.1,bgd,1982
651.1,bgd,1983
677.5,bgd,1984
689.7,bgd,1985
696.8,bgd,1986
706.4,bgd,1987
713.2,bgd,1988
739.6,bgd,1989
761.1,bgd,1990
777.8,bgd,1991
795.7,bgd,1992
793.8,bgd,1993
829.2,bgd,1994
818.5,bgd,1995
801,bgd,1996
854.2,bgd,1997
881.9,bgd,1998
889.8,bgd,1999
907.5,bgd,2000
935.9,bgd,2001
1001,bgd,2002
1029,bgd,2003
1059,bgd,2004
1086,bgd,2005
1129,bgd,2006
1169,bgd,2007
1231,bgd,2008
1296,bgd,2009
1371,bgd,2010
16440,brb,1960
16630,brb,1961
17140,brb,1962
16860,brb,1963
16860,brb,1964
17570,brb,1965
18170,brb,1966
20220,brb,1967
21500,brb,1968
24360,brb,1969
27260,brb,1970
26610,brb,1971
26650,brb,1972
26550,brb,1973
24520,brb,1974
26360,brb,1975
24000,brb,1976
23510,brb,1977
23550,brb,1978
24380,brb,1979
24650,brb,1980
25130,brb,1981
22800,brb,1982
22150,brb,1983
22170,brb,1984
21980,brb,1985
23840,brb,1986
25290,brb,1987
25680,brb,1988
26850,brb,1989
26070,brb,1990
24660,brb,1991
22060,brb,1992
22590,brb,1993
22980,brb,1994
23640,brb,1995
23870,brb,1996
25870,brb,1997
27200,brb,1998
28230,brb,1999
28220,brb,2000
27130,brb,2001
26310,brb,2002
26350,brb,2003
28210,brb,2004
28580,brb,2005
28940,brb,2006
29960,brb,2007
30120,brb,2008
28010,brb,2009
28110,brb,2010
4707,blr,1994
4230,blr,1995
4333,blr,1996
4985,blr,1997
5279,blr,1998
5678,blr,1999
6153,blr,2000
6824,blr,2001
7281,blr,2002
7685,blr,2003
8216,blr,2004
9177,blr,2005
9796,blr,2006
10880,blr,2007
12070,blr,2008
12400,blr,2009
13500,blr,2010
7973,bel,1950
8188,bel,1951
8313,bel,1952
8486,bel,1953
8868,bel,1954
9163,bel,1955
9442,bel,1956
9559,bel,1957
9321,bel,1958
9616,bel,1959
10160,bel,1960
10660,bel,1961
11170,bel,1962
11600,bel,1963
12360,bel,1964
12640,bel,1965
12990,bel,1966
13380,bel,1967
13900,bel,1968
14790,bel,1969
15680,bel,1970
16170,bel,1971
16900,bel,1972
18100,bel,1973
18850,bel,1974
18350,bel,1975
19430,bel,1976
19610,bel,1977
20110,bel,1978
20700,bel,1979
21590,bel,1980
21110,bel,1981
21200,bel,1982
21020,bel,1983
21650,bel,1984
21890,bel,1985
22420,bel,1986
22890,bel,1987
24230,bel,1988
25120,bel,1989
26050,bel,1990
26390,bel,1991
26710,bel,1992
26320,bel,1993
27160,bel,1994
27820,bel,1995
28130,bel,1996
29150,bel,1997
29660,bel,1998
30640,bel,1999
31680,bel,2000
31760,bel,2001
32000,bel,2002
32190,bel,2003
33280,bel,2004
33890,bel,2005
34820,bel,2006
35870,bel,2007
36170,bel,2008
34830,bel,2009
35560,bel,2010
4027,blz,1970
4206,blz,1971
4295,blz,1972
4185,blz,1973
4506,blz,1974
4386,blz,1975
4333,blz,1976
4513,blz,1977
4443,blz,1978
4996,blz,1979
5402,blz,1980
5124,blz,1981
4906,blz,1982
4673,blz,1983
4641,blz,1984
4422,blz,1985
4840,blz,1986
5137,blz,1987
5425,blz,1988
6030,blz,1989
6520,blz,1990
6455,blz,1991
6496,blz,1992
7041,blz,1993
7163,blz,1994
7444,blz,1995
7318,blz,1996
7231,blz,1997
7122,blz,1998
7236,blz,1999
7754,blz,2000
7910,blz,2001
8481,blz,2002
8697,blz,2003
9056,blz,2004
8981,blz,2005
9485,blz,2006
9201,blz,2007
9262,blz,2008
9157,blz,2009
9056,blz,2010
715.4,ben,1959
744.9,ben,1960
738,ben,1961
694.1,ben,1962
715.4,ben,1963
729.5,ben,1964
750.6,ben,1965
758.2,ben,1966
787.7,ben,1967
807.7,ben,1968
832,ben,1969
827.2,ben,1970
825.3,ben,1971
887.3,ben,1972
895.2,ben,1973
933.9,ben,1974
859.6,ben,1975
809.8,ben,1976
817.7,ben,1977
781.4,ben,1978
849.5,ben,1979
897.7,ben,1980
912.8,ben,1981
1124,ben,1982
1025,ben,1983
1028,ben,1984
1069,ben,1985
1115,ben,1986
1052,ben,1987
1040,ben,1988
948.1,ben,1989
1018,ben,1990
1031,ben,1991
1021,ben,1992
1025,ben,1993
950.1,ben,1994
1035,ben,1995
1037,ben,1996
1065,ben,1997
1065,ben,1998
1087,ben,1999
1098,ben,2000
1136,ben,2001
1145,ben,2002
1164,ben,2003
1164,ben,2004
1136,ben,2005
1161,ben,2006
1169,ben,2007
1183,ben,2008
1187,ben,2009
1177,ben,2010
24700,bmu,1970
25200,bmu,1971
25560,bmu,1972
25850,bmu,1973
26180,bmu,1974
25850,bmu,1975
27470,bmu,1976
27750,bmu,1977
28370,bmu,1978
30380,bmu,1979
31490,bmu,1980
29940,bmu,1981
30970,bmu,1982
31110,bmu,1983
31080,bmu,1984
32240,bmu,1985
32980,bmu,1986
34290,bmu,1987
34860,bmu,1988
34570,bmu,1989
33420,bmu,1990
32870,bmu,1991
31970,bmu,1992
32790,bmu,1993
33090,bmu,1994
34020,bmu,1995
34990,bmu,1996
35800,bmu,1997
37650,bmu,1998
37260,bmu,1999
34990,bmu,2000
34530,bmu,2001
41900,bmu,2002
42870,bmu,2003
44220,bmu,2004
46120,bmu,2005
48560,bmu,2006
50300,bmu,2007
49780,bmu,2008
45460,bmu,2009
45860,bmu,2010
1053,btn,1970
1041,btn,1971
1014,btn,1972
991.6,btn,1973
1004,btn,1974
935.4,btn,1975
986.2,btn,1976
1022,btn,1977
1054,btn,1978
1084,btn,1979
1068,btn,1980
1157,btn,1981
1226,btn,1982
1312,btn,1983
1281,btn,1984
1248,btn,1985
1327,btn,1986
1508,btn,1987
1321,btn,1988
1509,btn,1989
1505,btn,1990
1443,btn,1991
1406,btn,1992
1764,btn,1993
1662,btn,1994
1894,btn,1995
1938,btn,1996
2140,btn,1997
2141,btn,1998
2340,btn,1999
2328,btn,2000
2806,btn,2001
2988,btn,2002
3138,btn,2003
3109,btn,2004
3038,btn,2005
3305,btn,2006
3497,btn,2007
3408,btn,2008
3839,btn,2009
3948,btn,2010
3129,bol,1950
3297,bol,1951
3254,bol,1952
2737,bol,1953
2718,bol,1954
2846,bol,1955
2671,bol,1956
2636,bol,1957
2562,bol,1958
2597,bol,1959
2614,bol,1960
2642,bol,1961
2656,bol,1962
2802,bol,1963
2859,bol,1964
2964,bol,1965
3099,bol,1966
3286,bol,1967
2760,bol,1968
2784,bol,1969
2690,bol,1970
2740,bol,1971
2834,bol,1972
2954,bol,1973
2994,bol,1974
3105,bol,1975
3255,bol,1976
3340,bol,1977
3285,bol,1978
3248,bol,1979
3177,bol,1980
3139,bol,1981
2981,bol,1982
2769,bol,1983
2713,bol,1984
2648,bol,1985
2552,bol,1986
2590,bol,1987
2618,bol,1988
2676,bol,1989
2724,bol,1990
2776,bol,1991
2755,bol,1992
2810,bol,1993
2893,bol,1994
2954,bol,1995
3000,bol,1996
3049,bol,1997
3099,bol,1998
3087,bol,1999
3117,bol,2000
3134,bol,2001
3128,bol,2002
3171,bol,2003
3258,bol,2004
3313,bol,2005
3419,bol,2006
3499,bol,2007
3613,bol,2008
3661,bol,2009
3743,bol,2010
1152,bih,1990
1032,bih,1991
1024,bih,1992
1065,bih,1993
1212,bih,1994
1610,bih,1995
2854,bih,1996
3653,bih,1997
3988,bih,1998
4297,bih,1999
4403,bih,2000
4478,bih,2001
4593,bih,2002
4666,bih,2003
4626,bih,2004
4828,bih,2005
5223,bih,2006
5665,bih,2007
6017,bih,2008
5882,bih,2009
5942,bih,2010
681.8,bwa,1960
729.5,bwa,1961
781,bwa,1962
803.2,bwa,1963
848.9,bwa,1964
733.6,bwa,1965
857.7,bwa,1966
1025,bwa,1967
1210,bwa,1968
1082,bwa,1969
1390,bwa,1970
1779,bwa,1971
2214,bwa,1972
2530,bwa,1973
2505,bwa,1974
2508,bwa,1975
2521,bwa,1976
2633,bwa,1977
2932,bwa,1978
3202,bwa,1979
3408,bwa,1980
3412,bwa,1981
3488,bwa,1982
3790,bwa,1983
4097,bwa,1984
4244,bwa,1985
4434,bwa,1986
4481,bwa,1987
5324,bwa,1988
6401,bwa,1989
6638,bwa,1990
6638,bwa,1991
6517,bwa,1992
6445,bwa,1993
6321,bwa,1994
6670,bwa,1995
6731,bwa,1996
6965,bwa,1997
7225,bwa,1998
7924,bwa,1999
8701,bwa,2000
8366,bwa,2001
8947,bwa,2002
9062,bwa,2003
9850,bwa,2004
9441,bwa,2005
9806,bwa,2006
10490,bwa,2007
10850,bwa,2008
9276,bwa,2009
9673,bwa,2010
1699,bra,1950
1738,bra,1951
1854,bra,1952
1867,bra,1953
1977,bra,1954
2041,bra,1955
2043,bra,1956
2196,bra,1957
2264,bra,1958
2375,bra,1959
2469,bra,1960
2739,bra,1961
2801,bra,1962
2884,bra,1963
2927,bra,1964
3056,bra,1965
3086,bra,1966
3160,bra,1967
3426,bra,1968
3566,bra,1969
3845,bra,1970
4207,bra,1971
4597,bra,1972
5102,bra,1973
5419,bra,1974
5519,bra,1975
6007,bra,1976
6087,bra,1977
6237,bra,1978
6537,bra,1979
6943,bra,1980
6372,bra,1981
6293,bra,1982
5911,bra,1983
5998,bra,1984
6140,bra,1985
6750,bra,1986
6758,bra,1987
6543,bra,1988
6486,bra,1989
6163,bra,1990
6117,bra,1991
6011,bra,1992
6122,bra,1993
6377,bra,1994
6649,bra,1995
6694,bra,1996
6824,bra,1997
6714,bra,1998
6627,bra,1999
6834,bra,2000
6818,bra,2001
6855,bra,2002
6817,bra,2003
7118,bra,2004
7234,bra,2005
7432,bra,2006
7789,bra,2007
8086,bra,2008
7976,bra,2009
8325,bra,2010
51630,brn,1970
52520,brn,1971
56450,brn,1972
60730,brn,1973
62120,brn,1974
64730,brn,1975
74930,brn,1976
80050,brn,1977
82720,brn,1978
98020,brn,1979
87220,brn,1980
67950,brn,1981
69360,brn,1982
67520,brn,1983
65630,brn,1984
58940,brn,1985
52460,brn,1986
49960,brn,1987
50690,brn,1988
48870,brn,1989
46910,brn,1990
47100,brn,1991
48270,brn,1992
49390,brn,1993
48790,brn,1994
51090,brn,1995
53900,brn,1996
49390,brn,1997
44420,brn,1998
46210,brn,1999
48110,brn,2000
48800,brn,2001
50160,brn,2002
50680,brn,2003
50710,brn,2004
48780,brn,2005
50450,brn,2006
47850,brn,2007
44350,brn,2008
43350,brn,2009
44540,brn,2010
2784,bgr,1970
2960,bgr,1971
3172,bgr,1972
3414,bgr,1973
3647,bgr,1974
3947,bgr,1975
4193,bgr,1976
4431,bgr,1977
4667,bgr,1978
5002,bgr,1979
5233,bgr,1980
5448,bgr,1981
5594,bgr,1982
5786,bgr,1983
5951,bgr,1984
6109,bgr,1985
6292,bgr,1986
6722,bgr,1987
7386,bgr,1988
7159,bgr,1989
6698,bgr,1990
7366,bgr,1991
6828,bgr,1992
6440,bgr,1993
6462,bgr,1994
6691,bgr,1995
6138,bgr,1996
5945,bgr,1997
6115,bgr,1998
6212,bgr,1999
6592,bgr,2000
6942,bgr,2001
7315,bgr,2002
7791,bgr,2003
8364,bgr,2004
8904,bgr,2005
9503,bgr,2006
10160,bgr,2007
10780,bgr,2008
10400,bgr,2009
10590,bgr,2010
525.2,bfa,1959
518.3,bfa,1960
451.1,bfa,1961
471.6,bfa,1962
460.7,bfa,1963
464.2,bfa,1964
460.1,bfa,1965
455.1,bfa,1966
487.6,bfa,1967
504.2,bfa,1968
508.2,bfa,1969
510.5,bfa,1970
500.4,bfa,1971
607.2,bfa,1972
570.2,bfa,1973
593.5,bfa,1974
616.8,bfa,1975
591.7,bfa,1976
625.9,bfa,1977
678.1,bfa,1978
674.7,bfa,1979
652.3,bfa,1980
676,bfa,1981
676.4,bfa,1982
624.4,bfa,1983
591.7,bfa,1984
634.7,bfa,1985
659.8,bfa,1986
641.4,bfa,1987
657.1,bfa,1988
650.2,bfa,1989
628.2,bfa,1990
664.7,bfa,1991
641.3,bfa,1992
642,bfa,1993
639.7,bfa,1994
648,bfa,1995
692.8,bfa,1996
718.9,bfa,1997
747,bfa,1998
764.9,bfa,1999
753.1,bfa,2000
770.4,bfa,2001
768.4,bfa,2002
797,bfa,2003
807.6,bfa,2004
848.9,bfa,2005
876.5,bfa,2006
884,bfa,2007
911.3,bfa,2008
896.6,bfa,2009
929.7,bfa,2010
347.7,bdi,1960
291.4,bdi,1961
312,bdi,1962
333.2,bdi,1963
327.4,bdi,1964
344,bdi,1965
343.9,bdi,1966
379.1,bdi,1967
375.2,bdi,1968
357.2,bdi,1969
441.1,bdi,1970
437.6,bdi,1971
437.6,bdi,1972
460.2,bdi,1973
438.7,bdi,1974
454.3,bdi,1975
487.1,bdi,1976
529.1,bdi,1977
534.3,bdi,1978
514.1,bdi,1979
495.1,bdi,1980
508.9,bdi,1981
518.1,bdi,1982
524,bdi,1983
505.3,bdi,1984
546.7,bdi,1985
546.7,bdi,1986
562.5,bdi,1987
567.7,bdi,1988
571.3,bdi,1989
590.8,bdi,1990
604.3,bdi,1991
600.4,bdi,1992
581.8,bdi,1993
535.8,bdi,1994
459.9,bdi,1995
421.7,bdi,1996
403,bdi,1997
418,bdi,1998
399.3,bdi,1999
389.4,bdi,2000
384.2,bdi,2001
396.2,bdi,2002
377.9,bdi,2003
378.7,bdi,2004
372.6,bdi,2005
375.6,bdi,2006
393.6,bdi,2007
398.4,bdi,2008
396.1,bdi,2009
395.9,bdi,2010
1045,khm,1970
993.4,khm,1971
931.3,khm,1972
746.5,khm,1973
700.5,khm,1974
701.2,khm,1975
727.4,khm,1976
641.6,khm,1977
662.9,khm,1978
581.2,khm,1979
535.7,khm,1980
521.4,khm,1981
505.7,khm,1982
512.3,khm,1983
527.7,khm,1984
541.2,khm,1985
542.6,khm,1986
659.3,khm,1987
738.7,khm,1988
726,khm,1989
705,khm,1990
728,khm,1991
753.4,khm,1992
829.1,khm,1993
826.6,khm,1994
813.6,khm,1995
830.2,khm,1996
859.1,khm,1997
888,khm,1998
972.7,khm,1999
1024,khm,2000
1085,khm,2001
1154,khm,2002
1229,khm,2003
1338,khm,2004
1489,khm,2005
1618,khm,2006
1705,khm,2007
1792,khm,2008
1876,khm,2009
1890,khm,2010
1419,cmr,1960
1417,cmr,1961
1434,cmr,1962
1455,cmr,1963
1481,cmr,1964
1510,cmr,1965
1549,cmr,1966
1349,cmr,1967
1421,cmr,1968
1442,cmr,1969
1477,cmr,1970
1551,cmr,1971
1546,cmr,1972
1562,cmr,1973
1650,cmr,1974
1822,cmr,1975
1676,cmr,1976
1904,cmr,1977
2233,cmr,1978
2281,cmr,1979
2120,cmr,1980
2206,cmr,1981
2279,cmr,1982
2377,cmr,1983
2476,cmr,1984
2418,cmr,1985
2218,cmr,1986
2017,cmr,1987
1913,cmr,1988
1862,cmr,1989
1784,cmr,1990
1659,cmr,1991
1575,cmr,1992
1496,cmr,1993
1439,cmr,1994
1446,cmr,1995
1507,cmr,1996
1548,cmr,1997
1583,cmr,1998
1610,cmr,1999
1637,cmr,2000
1662,cmr,2001
1693,cmr,2002
1722,cmr,2003
1741,cmr,2004
1743,cmr,2005
1760,cmr,2006
1781,cmr,2007
1757,cmr,2008
1746,cmr,2009
1748,cmr,2010
11150,can,1950
11670,can,1951
12270,can,1952
12450,can,1953
11870,can,1954
12410,can,1955
13100,can,1956
12840,can,1957
12750,can,1958
12910,can,1959
12900,can,1960
13010,can,1961
13630,can,1962
14090,can,1963
14810,can,1964
15450,can,1965
16150,can,1966
16280,can,1967
16870,can,1968
17550,can,1969
17740,can,1970
18550,can,1971
19340,can,1972
20430,can,1973
20760,can,1974
20890,can,1975
21740,can,1976
22290,can,1977
22900,can,1978
23520,can,1979
23590,can,1980
23840,can,1981
22740,can,1982
23270,can,1983
24470,can,1984
25410,can,1985
25910,can,1986
26800,can,1987
27670,can,1988
28000,can,1989
27590,can,1990
26540,can,1991
26470,can,1992
26860,can,1993
28040,can,1994
28520,can,1995
28670,can,1996
29740,can,1997
30700,can,1998
32150,can,1999
33570,can,2000
33760,can,2001
34450,can,2002
34890,can,2003
35770,can,2004
36650,can,2005
37380,can,2006
37890,can,2007
37750,can,2008
36250,can,2009
37110,can,2010
853.7,cpv,1960
939.7,cpv,1961
777.2,cpv,1962
634.2,cpv,1963
663.1,cpv,1964
677,cpv,1965
812.3,cpv,1966
871.3,cpv,1967
943.3,cpv,1968
1017,cpv,1969
1115,cpv,1970
1155,cpv,1971
1173,cpv,1972
1185,cpv,1973
1207,cpv,1974
994.7,cpv,1975
1006,cpv,1976
949.1,cpv,1977
1031,cpv,1978
1051,cpv,1979
1075,cpv,1980
1154,cpv,1981
1212,cpv,1982
1295,cpv,1983
1314,cpv,1984
1398,cpv,1985
1457,cpv,1986
1479,cpv,1987
1496,cpv,1988
1575,cpv,1989
1582,cpv,1990
1533,cpv,1991
1578,cpv,1992
1641,cpv,1993
1775,cpv,1994
1806,cpv,1995
1899,cpv,1996
1979,cpv,1997
2056,cpv,1998
2313,cpv,1999
2352,cpv,2000
2451,cpv,2001
2584,cpv,2002
2632,cpv,2003
2779,cpv,2004
2846,cpv,2005
3098,cpv,2006
3467,cpv,2007
3696,cpv,2008
3677,cpv,2009
3910,cpv,2010
962,caf,1960
1018,caf,1961
970.1,caf,1962
945.4,caf,1963
967.1,caf,1964
960.8,caf,1965
946.6,caf,1966
1050,caf,1967
991.1,caf,1968
988.8,caf,1969
1006,caf,1970
933.1,caf,1971
881.7,caf,1972
917.7,caf,1973
888.4,caf,1974
853.1,caf,1975
821.9,caf,1976
873.2,caf,1977
868.4,caf,1978
835.1,caf,1979
787.8,caf,1980
860.5,caf,1981
859,caf,1982
764.7,caf,1983
814,caf,1984
