alternative_gdp_per_capita_ppp_pwt_7_1,geo,time
823.3,caf,1985
841.1,caf,1986
740.3,caf,1987
743.8,caf,1988
733.2,caf,1989
678.4,caf,1990
650.5,caf,1991
612.2,caf,1992
589.2,caf,1993
587.8,caf,1994
600.4,caf,1995
556.3,caf,1996
579.2,caf,1997
579.3,caf,1998
606.8,caf,1999
605.8,caf,2000
595.5,caf,2001
581.7,caf,2002
527.7,caf,2003
532.7,caf,2004
532.3,caf,2005
516.4,caf,2006
528.3,caf,2007
537.2,caf,2008
520.9,caf,2009
587,caf,2010
812,tcd,1960
811.5,tcd,1961
880.6,tcd,1962
827.6,tcd,1963
811.6,tcd,1964
821.7,tcd,1965
807.2,tcd,1966
814.3,tcd,1967
809.1,tcd,1968
849.6,tcd,1969
889,tcd,1970
885.7,tcd,1971
807,tcd,1972
756.2,tcd,1973
821,tcd,1974
918.6,tcd,1975
886.1,tcd,1976
814.7,tcd,1977
793.2,tcd,1978
609.3,tcd,1979
572.7,tcd,1980
579.7,tcd,1981
582.5,tcd,1982
641.5,tcd,1983
647.7,tcd,1984
782.5,tcd,1985
729,tcd,1986
688.6,tcd,1987
771.4,tcd,1988
785.7,tcd,1989
738.8,tcd,1990
775,tcd,1991
802.5,tcd,1992
786.3,tcd,1993
799.9,tcd,1994
793.6,tcd,1995
718.8,tcd,1996
741.7,tcd,1997
775.4,tcd,1998
750.7,tcd,1999
729.9,tcd,2000
771.3,tcd,2001
824.4,tcd,2002
910.8,tcd,2003
1244,tcd,2004
1296,tcd,2005
1263,tcd,2006
1212,tcd,2007
1181,tcd,2008
1293,tcd,2009
1332,tcd,2010
3222,chl,1951
3281,chl,1952
3545,chl,1953
3229,chl,1954
3363,chl,1955
3330,chl,1956
3485,chl,1957
3550,chl,1958
3391,chl,1959
3700,chl,1960
3746,chl,1961
3851,chl,1962
3991,chl,1963
3975,chl,1964
3878,chl,1965
4186,chl,1966
4219,chl,1967
4329,chl,1968
4437,chl,1969
4465,chl,1970
4763,chl,1971
4604,chl,1972
4283,chl,1973
4352,chl,1974
3629,chl,1975
3694,chl,1976
4021,chl,1977
4314,chl,1978
4656,chl,1979
4970,chl,1980
5199,chl,1981
4308,chl,1982
4076,chl,1983
4280,chl,1984
4265,chl,1985
4437,chl,1986
4666,chl,1987
4940,chl,1988
5415,chl,1989
5529,chl,1990
5872,chl,1991
6527,chl,1992
6898,chl,1993
7235,chl,1994
7968,chl,1995
8496,chl,1996
8978,chl,1997
9176,chl,1998
9024,chl,1999
9338,chl,2000
9577,chl,2001
9664,chl,2002
9938,chl,2003
10510,chl,2004
11070,chl,2005
11490,chl,2006
11980,chl,2007
12430,chl,2008
11830,chl,2009
12530,chl,2010
530.6,chn,1952
558.8,chn,1953
558.8,chn,1954
575.9,chn,1955
610.6,chn,1956
639.3,chn,1957
747,chn,1958
789.2,chn,1959
771.7,chn,1960
623,chn,1961
584.8,chn,1962
615.7,chn,1963
682.9,chn,1964
731.3,chn,1965
770.6,chn,1966
716.4,chn,1967
670.3,chn,1968
734.4,chn,1969
818.8,chn,1970
840.8,chn,1971
842,chn,1972
884,chn,1973
881.1,chn,1974
925.9,chn,1975
882.4,chn,1976
919.3,chn,1977
1011,chn,1978
1059,chn,1979
1085,chn,1980
1135,chn,1981
1216,chn,1982
1282,chn,1983
1406,chn,1984
1494,chn,1985
1569,chn,1986
1684,chn,1987
1732,chn,1988
1714,chn,1989
1718,chn,1990
1802,chn,1991
1929,chn,1992
2036,chn,1993
2240,chn,1994
2559,chn,1995
2631,chn,1996
2869,chn,1997
2867,chn,1998
3004,chn,1999
3174,chn,2000
3365,chn,2001
3747,chn,2002
4054,chn,2003
4458,chn,2004
4802,chn,2005
5326,chn,2006
5955,chn,2007
6500,chn,2008
7075,chn,2009
7746,chn,2010
2622,col,1950
2581,col,1951
2670,col,1952
2768,col,1953
2911,col,1954
2942,col,1955
2921,col,1956
2856,col,1957
2786,col,1958
2870,col,1959
2941,col,1960
3028,col,1961
3078,col,1962
3081,col,1963
3240,col,1964
3153,col,1965
3255,col,1966
3262,col,1967
3384,col,1968
3518,col,1969
3666,col,1970
3804,col,1971
3940,col,1972
4089,col,1973
4272,col,1974
4215,col,1975
4370,col,1976
4499,col,1977
4785,col,1978
4908,col,1979
5031,col,1980
5089,col,1981
5053,col,1982
4983,col,1983
4990,col,1984
4962,col,1985
5083,col,1986
5224,col,1987
5329,col,1988
5349,col,1989
5418,col,1990
5368,col,1991
5572,col,1992
5785,col,1993
5950,col,1994
6149,col,1995
6091,col,1996
6162,col,1997
6082,col,1998
5675,col,1999
5795,col,2000
5833,col,2001
5901,col,2002
6053,col,2003
6286,col,2004
6491,col,2005
6830,col,2006
7205,col,2007
7354,col,2008
7386,col,2009
7534,col,2010
744.7,com,1960
803.1,com,1961
907.6,com,1962
977,com,1963
1048,com,1964
1021,com,1965
1109,com,1966
1232,com,1967
1180,com,1968
1118,com,1969
1203,com,1970
1220,com,1971
1212,com,1972
1263,com,1973
1265,com,1974
1309,com,1975
1274,com,1976
1224,com,1977
1220,com,1978
1296,com,1979
1365,com,1980
1360,com,1981
1421,com,1982
1444,com,1983
1507,com,1984
1456,com,1985
1423,com,1986
1406,com,1987
1390,com,1988
1317,com,1989
1277,com,1990
1232,com,1991
1219,com,1992
1190,com,1993
1090,com,1994
1174,com,1995
1101,com,1996
1079,com,1997
1044,com,1998
1015,com,1999
945.6,com,2000
980.3,com,2001
1004,com,2002
976.4,com,2003
936.8,com,2004
939.8,com,2005
926.9,com,2006
909.1,com,2007
872.1,com,2008
852.4,com,2009
856.2,com,2010
520.8,cod,1950
619.2,cod,1951
679.8,cod,1952
746.3,cod,1953
756.7,cod,1954
791.4,cod,1955
810.5,cod,1956
793.3,cod,1957
733.6,cod,1958
695.3,cod,1959
691.3,cod,1960
607.8,cod,1961
681.5,cod,1962
765.9,cod,1963
743.2,cod,1964
731.8,cod,1965
752.6,cod,1966
709.1,cod,1967
696.2,cod,1968
769.5,cod,1969
738.2,cod,1970
825.9,cod,1971
795.5,cod,1972
818,cod,1973
820.4,cod,1974
735.2,cod,1975
667.6,cod,1976
739.4,cod,1977
597.4,cod,1978
633.8,cod,1979
670,cod,1980
638.8,cod,1981
585.6,cod,1982
606,cod,1983
642.3,cod,1984
641.4,cod,1985
637,cod,1986
636.1,cod,1987
619,cod,1988
609.8,cod,1989
467.9,cod,1990
422.1,cod,1991
363.6,cod,1992
302.8,cod,1993
279.8,cod,1994
273.7,cod,1995
258.6,cod,1996
242.1,cod,1997
228.5,cod,1998
206.1,cod,1999
180,cod,2000
187,cod,2001
201.7,cod,2002
181.8,cod,2003
195.7,cod,2004
207.5,cod,2005
213.8,cod,2006
222.4,cod,2007
230.6,cod,2008
231.4,cod,2009
240.5,cod,2010
1000,cog,1960
1128,cog,1961
1066,cog,1962
984.7,cog,1963
989.1,cog,1964
1004,cog,1965
1030,cog,1966
1112,cog,1967
1179,cog,1968
1262,cog,1969
1351,cog,1970
1439,cog,1971
1507,cog,1972
1869,cog,1973
1859,cog,1974
1608,cog,1975
1653,cog,1976
1481,cog,1977
1547,cog,1978
1731,cog,1979
1877,cog,1980
2113,cog,1981
2506,cog,1982
2671,cog,1983
2800,cog,1984
2616,cog,1985
2392,cog,1986
2368,cog,1987
2418,cog,1988
2434,cog,1989
2437,cog,1990
2132,cog,1991
2215,cog,1992
2107,cog,1993
2009,cog,1994
2126,cog,1995
2230,cog,1996
2242,cog,1997
2338,cog,1998
2231,cog,1999
2256,cog,2000
2157,cog,2001
2152,cog,2002
2061,cog,2003
2047,cog,2004
2183,cog,2005
2226,cog,2006
1992,cog,2007
2077,cog,2008
2133,cog,2009
2254,cog,2010
3429,cri,1950
3440,cri,1951
3751,cri,1952
4219,cri,1953
4255,cri,1954
4542,cri,1955
4349,cri,1956
4472,cri,1957
4785,cri,1958
4772,cri,1959
4953,cri,1960
4775,cri,1961
4940,cri,1962
5076,cri,1963
5138,cri,1964
5523,cri,1965
5676,cri,1966
5791,cri,1967
5955,cri,1968
6088,cri,1969
6390,cri,1970
6590,cri,1971
6800,cri,1972
7067,cri,1973
7267,cri,1974
7254,cri,1975
7470,cri,1976
8014,cri,1977
8168,cri,1978
8314,cri,1979
8236,cri,1980
7530,cri,1981
6754,cri,1982
6802,cri,1983
7075,cri,1984
7022,cri,1985
7214,cri,1986
7210,cri,1987
7190,cri,1988
7298,cri,1989
7340,cri,1990
7159,cri,1991
7595,cri,1992
7935,cri,1993
8063,cri,1994
8093,cri,1995
7921,cri,1996
8162,cri,1997
8554,cri,1998
8898,cri,1999
8870,cri,2000
8906,cri,2001
9023,cri,2002
9361,cri,2003
9585,cri,2004
9939,cri,2005
10620,cri,2006
11230,cri,2007
11470,cri,2008
11150,cri,2009
11500,cri,2010
958.6,civ,1960
1031,civ,1961
1016,civ,1962
1093,civ,1963
1223,civ,1964
1138,civ,1965
1214,civ,1966
1212,civ,1967
1324,civ,1968
1351,civ,1969
1398,civ,1970
1460,civ,1971
1455,civ,1972
1455,civ,1973
1454,civ,1974
1513,civ,1975
1629,civ,1976
1659,civ,1977
1746,civ,1978
1730,civ,1979
1509,civ,1980
1501,civ,1981
1562,civ,1982
1595,civ,1983
1563,civ,1984
1580,civ,1985
1587,civ,1986
1538,civ,1987
1502,civ,1988
1660,civ,1989
1558,civ,1990
1478,civ,1991
1441,civ,1992
1374,civ,1993
1332,civ,1994
1377,civ,1995
1449,civ,1996
1481,civ,1997
1518,civ,1998
1526,civ,1999
1477,civ,2000
1410,civ,2001
1344,civ,2002
1308,civ,2003
1297,civ,2004
1298,civ,2005
1286,civ,2006
1283,civ,2007
1297,civ,2008
1273,civ,2009
1283,civ,2010
12890,hrv,1990
10350,hrv,1991
8868,hrv,1992
8229,hrv,1993
8451,hrv,1994
9236,hrv,1995
9928,hrv,1996
10820,hrv,1997
11050,hrv,1998
10900,hrv,1999
11320,hrv,2000
11730,hrv,2001
12250,hrv,2002
12900,hrv,2003
13440,hrv,2004
14030,hrv,2005
14740,hrv,2006
15500,hrv,2007
15850,hrv,2008
14880,hrv,2009
14670,hrv,2010
4467,cub,1970
4778,cub,1971
4917,cub,1972
4991,cub,1973
4958,cub,1974
5345,cub,1975
5555,cub,1976
5966,cub,1977
6300,cub,1978
6325,cub,1979
6034,cub,1980
7173,cub,1981
7780,cub,1982
8142,cub,1983
8724,cub,1984
8572,cub,1985
8634,cub,1986
8590,cub,1987
8770,cub,1988
8758,cub,1989
8279,cub,1990
7797,cub,1991
6899,cub,1992
6134,cub,1993
6168,cub,1994
6143,cub,1995
6373,cub,1996
6506,cub,1997
6564,cub,1998
6931,cub,1999
7194,cub,2000
7433,cub,2001
7624,cub,2002
8017,cub,2003
8366,cub,2004
8948,cub,2005
10050,cub,2006
10740,cub,2007
10900,cub,2008
11310,cub,2009
11510,cub,2010
2596,cyp,1950
2618,cyp,1951
2851,cyp,1952
3125,cyp,1953
3243,cyp,1954
3360,cyp,1955
3794,cyp,1956
4014,cyp,1957
3522,cyp,1958
3679,cyp,1959
3321,cyp,1960
3590,cyp,1961
4079,cyp,1962
4190,cyp,1963
3648,cyp,1964
4424,cyp,1965
4658,cyp,1966
5149,cyp,1967
5381,cyp,1968
5946,cyp,1969
5959,cyp,1970
6498,cyp,1971
6754,cyp,1972
6817,cyp,1973
5433,cyp,1974
4639,cyp,1975
5688,cyp,1976
7006,cyp,1977
7746,cyp,1978
8442,cyp,1979
8950,cyp,1980
9005,cyp,1981
9388,cyp,1982
9741,cyp,1983
10440,cyp,1984
10640,cyp,1985
10700,cyp,1986
11450,cyp,1987
12560,cyp,1988
13390,cyp,1989
13920,cyp,1990
13660,cyp,1991
14500,cyp,1992
13860,cyp,1993
14430,cyp,1994
15550,cyp,1995
15450,cyp,1996
15420,cyp,1997
15940,cyp,1998
16390,cyp,1999
17070,cyp,2000
17430,cyp,2001
17570,cyp,2002
17500,cyp,2003
17990,cyp,2004
18240,cyp,2005
18620,cyp,2006
19330,cyp,2007
19720,cyp,2008
18880,cyp,2009
18750,cyp,2010
15740,cze,1990
13480,cze,1991
13660,cze,1992
13760,cze,1993
14250,cze,1994
15060,cze,1995
15850,cze,1996
15780,cze,1997
15710,cze,1998
16000,cze,1999
16590,cze,2000
17150,cze,2001
17570,cze,2002
18260,cze,2003
19100,cze,2004
20350,cze,2005
21770,cze,2006
23010,cze,2007
23750,cze,2008
22700,cze,2009
23390,cze,2010
8936,dnk,1950
8645,dnk,1951
8761,dnk,1952
9272,dnk,1953
9655,dnk,1954
9503,dnk,1955
9670,dnk,1956
10010,dnk,1957
10150,dnk,1958
10990,dnk,1959
11610,dnk,1960
12280,dnk,1961
12940,dnk,1962
12930,dnk,1963
14020,dnk,1964
14500,dnk,1965
14850,dnk,1966
15620,dnk,1967
16350,dnk,1968
17430,dnk,1969
17690,dnk,1970
18010,dnk,1971
18540,dnk,1972
19360,dnk,1973
19000,dnk,1974
18720,dnk,1975
20040,dnk,1976
20330,dnk,1977
20720,dnk,1978
21460,dnk,1979
21260,dnk,1980
21000,dnk,1981
21770,dnk,1982
22310,dnk,1983
23310,dnk,1984
24370,dnk,1985
25760,dnk,1986
25720,dnk,1987
25670,dnk,1988
25850,dnk,1989
26170,dnk,1990
26410,dnk,1991
26830,dnk,1992
26640,dnk,1993
28130,dnk,1994
28970,dnk,1995
29620,dnk,1996
30600,dnk,1997
31250,dnk,1998
31890,dnk,1999
33110,dnk,2000
33180,dnk,2001
33270,dnk,2002
33220,dnk,2003
33920,dnk,2004
34680,dnk,2005
35880,dnk,2006
36330,dnk,2007
35860,dnk,2008
33370,dnk,2009
33720,dnk,2010
4793,dji,1970
4868,dji,1971
4808,dji,1972
4819,dji,1973
4438,dji,1974
4712,dji,1975
4884,dji,1976
4077,dji,1977
3428,dji,1978
3352,dji,1979
3193,dji,1980
3102,dji,1981
2873,dji,1982
2752,dji,1983
2784,dji,1984
2774,dji,1985
2728,dji,1986
2610,dji,1987
2557,dji,1988
2391,dji,1989
2129,dji,1990
1796,dji,1991
1979,dji,1992
2003,dji,1993
2084,dji,1994
2198,dji,1995
2060,dji,1996
1991,dji,1997
1834,dji,1998
2030,dji,1999
1976,dji,2000
1806,dji,2001
1797,dji,2002
1873,dji,2003
2006,dji,2004
2010,dji,2005
2139,dji,2006
2101,dji,2007
2086,dji,2008
2267,dji,2009
2412,dji,2010
1875,dma,1970
2018,dma,1971
2079,dma,1972
2243,dma,1973
2363,dma,1974
2375,dma,1975
2471,dma,1976
2601,dma,1977
2917,dma,1978
2550,dma,1979
2848,dma,1980
3157,dma,1981
3183,dma,1982
3207,dma,1983
3422,dma,1984
3505,dma,1985
3690,dma,1986
4031,dma,1987
4380,dma,1988
4473,dma,1989
4659,dma,1990
4810,dma,1991
4957,dma,1992
4954,dma,1993
5027,dma,1994
5012,dma,1995
4975,dma,1996
5094,dma,1997
5557,dma,1998
5575,dma,1999
5640,dma,2000
5570,dma,2001
5396,dma,2002
5771,dma,2003
5932,dma,2004
5927,dma,2005
6180,dma,2006
6531,dma,2007
6945,dma,2008
6965,dma,2009
7350,dma,2010
1785,dom,1951
1877,dom,1952
1815,dom,1953
1881,dom,1954
1909,dom,1955
2028,dom,1956
2063,dom,1957
2096,dom,1958
2168,dom,1959
2316,dom,1960
2199,dom,1961
2541,dom,1962
2634,dom,1963
2714,dom,1964
2364,dom,1965
2517,dom,1966
2484,dom,1967
2396,dom,1968
2551,dom,1969
2899,dom,1970
3154,dom,1971
3427,dom,1972
3761,dom,1973
3703,dom,1974
3847,dom,1975
4145,dom,1976
4226,dom,1977
4224,dom,1978
4222,dom,1979
4369,dom,1980
4535,dom,1981
4652,dom,1982
4759,dom,1983
4747,dom,1984
4502,dom,1985
4534,dom,1986
4898,dom,1987
4867,dom,1988
4999,dom,1989
4714,dom,1990
4665,dom,1991
5122,dom,1992
5401,dom,1993
5465,dom,1994
5613,dom,1995
5884,dom,1996
6292,dom,1997
6733,dom,1998
7012,dom,1999
7280,dom,2000
7308,dom,2001
7600,dom,2002
7228,dom,2003
7232,dom,2004
7896,dom,2005
8676,dom,2006
9310,dom,2007
9744,dom,2008
9866,dom,2009
10510,dom,2010
2069,ecu,1951
2135,ecu,1952
2234,ecu,1953
2378,ecu,1954
2396,ecu,1955
2408,ecu,1956
2439,ecu,1957
2403,ecu,1958
2465,ecu,1959
2579,ecu,1960
2551,ecu,1961
2545,ecu,1962
2577,ecu,1963
2704,ecu,1964
2692,ecu,1965
2674,ecu,1966
2805,ecu,1967
2848,ecu,1968
2814,ecu,1969
2915,ecu,1970
3070,ecu,1971
3226,ecu,1972
3796,ecu,1973
4067,ecu,1974
4265,ecu,1975
4448,ecu,1976
4710,ecu,1977
4927,ecu,1978
4990,ecu,1979
5131,ecu,1980
5071,ecu,1981
5074,ecu,1982
4614,ecu,1983
4643,ecu,1984
4714,ecu,1985
4723,ecu,1986
4353,ecu,1987
4596,ecu,1988
4504,ecu,1989
4429,ecu,1990
4665,ecu,1991
4736,ecu,1992
4709,ecu,1993
4820,ecu,1994
4801,ecu,1995
4775,ecu,1996
4873,ecu,1997
4894,ecu,1998
4490,ecu,1999
4628,ecu,2000
4824,ecu,2001
4960,ecu,2002
5012,ecu,2003
5311,ecu,2004
5520,ecu,2005
5688,ecu,2006
5742,ecu,2007
6074,ecu,2008
5966,ecu,2009
6226,ecu,2010
814.6,egy,1950
791.1,egy,1951
831.1,egy,1952
850.6,egy,1953
802.1,egy,1954
780,egy,1955
780.5,egy,1956
795.7,egy,1957
856.5,egy,1958
872.9,egy,1959
924,egy,1960
934.1,egy,1961
929.6,egy,1962
939.8,egy,1963
1070,egy,1964
1089,egy,1965
1070,egy,1966
1067,egy,1967
1102,egy,1968
1137,egy,1969
1173,egy,1970
1196,egy,1971
1232,egy,1972
1187,egy,1973
1148,egy,1974
1096,egy,1975
1079,egy,1976
1274,egy,1977
1298,egy,1978
1386,egy,1979
1446,egy,1980
1441,egy,1981
1550,egy,1982
1806,egy,1983
1941,egy,1984
2033,egy,1985
2035,egy,1986
2209,egy,1987
2333,egy,1988
2429,egy,1989
2540,egy,1990
2680,egy,1991
2869,egy,1992
2969,egy,1993
3025,egy,1994
3121,egy,1995
3233,egy,1996
3271,egy,1997
3394,egy,1998
3533,egy,1999
3656,egy,2000
3725,egy,2001
3756,egy,2002
3809,egy,2003
3889,egy,2004
3968,egy,2005
4166,egy,2006
4340,egy,2007
4559,egy,2008
4711,egy,2009
4853,egy,2010
2842,slv,1950
2880,slv,1951
3013,slv,1952
3158,slv,1953
3157,slv,1954
3217,slv,1955
3337,slv,1956
3397,slv,1957
3334,slv,1958
3292,slv,1959
3354,slv,1960
3308,slv,1961
3543,slv,1962
3572,slv,1963
3794,slv,1964
3887,slv,1965
4058,slv,1966
4094,slv,1967
4032,slv,1968
4060,slv,1969
4087,slv,1970
4148,slv,1971
4227,slv,1972
4401,slv,1973
4557,slv,1974
4645,slv,1975
4808,slv,1976
5094,slv,1977
5204,slv,1978
4780,slv,1979
4334,slv,1980
4068,slv,1981
3896,slv,1982
3820,slv,1983
3883,slv,1984
3924,slv,1985
3924,slv,1986
3911,slv,1987
3943,slv,1988
3974,slv,1989
3918,slv,1990
4000,slv,1991
4233,slv,1992
4483,slv,1993
4718,slv,1994
4988,slv,1995
4946,slv,1996
5057,slv,1997
5188,slv,1998
5268,slv,1999
5327,slv,2000
5423,slv,2001
5501,slv,2002
5604,slv,2003
5688,slv,2004
5888,slv,2005
6123,slv,2006
6358,slv,2007
6389,slv,2008
6083,slv,2009
6168,slv,2010
629.3,gnq,1960
622.7,gnq,1961
616.2,gnq,1962
653.8,gnq,1963
675.9,gnq,1964
671,gnq,1965
697.8,gnq,1966
734.6,gnq,1967
747.7,gnq,1968
760.3,gnq,1969
758.1,gnq,1970
813.3,gnq,1971
785.1,gnq,1972
926.6,gnq,1973
1076,gnq,1974
1313,gnq,1975
1514,gnq,1976
1609,gnq,1977
1176,gnq,1978
969,gnq,1979
895,gnq,1980
914.7,gnq,1981
908.6,gnq,1982
797.9,gnq,1983
763.2,gnq,1984
901.2,gnq,1985
815.4,gnq,1986
838,gnq,1987
863.4,gnq,1988
786.7,gnq,1989
665.6,gnq,1990
709.7,gnq,1991
763.3,gnq,1992
792.5,gnq,1993
616.7,gnq,1994
783.8,gnq,1995
1509,gnq,1996
3250,gnq,1997
3794,gnq,1998
4765,gnq,1999
5942,gnq,2000
8745,gnq,2001
10330,gnq,2002
11230,gnq,2003
15010,gnq,2004
14910,gnq,2005
14410,gnq,2006
15200,gnq,2007
15490,gnq,2008
15000,gnq,2009
13950,gnq,2010
632.4,eri,1992
695.2,eri,1993
789.1,eri,1994
821.7,eri,1995
815.7,eri,1996
819.9,eri,1997
917.9,eri,1998
917.3,eri,1999
815.5,eri,2000
808.4,eri,2001
787.6,eri,2002
763.1,eri,2003
710,eri,2004
704.6,eri,2005
654.2,eri,2006
651.9,eri,2007
583.5,eri,2008
577.8,eri,2009
586.8,eri,2010
9274,est,1990
9507,est,1991
7439,est,1992
7109,est,1993
7073,est,1994
7660,est,1995
8145,est,1996
9094,est,1997
9793,est,1998
9972,est,1999
10990,est,2000
11740,est,2001
12530,est,2002
13590,est,2003
14570,est,2004
15960,est,2005
17640,est,2006
19070,est,2007
18350,est,2008
16480,est,2009
17020,est,2010
287.1,eth,1950
322.1,eth,1951
327.1,eth,1952
349.4,eth,1953
348.7,eth,1954
357.3,eth,1955
361.7,eth,1956
353.5,eth,1957
368.2,eth,1958
363.2,eth,1959
384.6,eth,1960
392.9,eth,1961
399.3,eth,1962
405.4,eth,1963
413.2,eth,1964
430.9,eth,1965
440.4,eth,1966
450.7,eth,1967
463.5,eth,1968
472.5,eth,1969
459.5,eth,1970
470.7,eth,1971
480.8,eth,1972
481.2,eth,1973
473.8,eth,1974
455.4,eth,1975
449.1,eth,1976
441.5,eth,1977
421.3,eth,1978
446.2,eth,1979
463.2,eth,1980
457.1,eth,1981
441.6,eth,1982
447.9,eth,1983
424.8,eth,1984
411,eth,1985
417,eth,1986
345.6,eth,1987
438.8,eth,1988
406.4,eth,1989
412.5,eth,1990
376.1,eth,1991
335.7,eth,1992
370.6,eth,1993
368.8,eth,1994
387.9,eth,1995
419.9,eth,1996
427.7,eth,1997
398.5,eth,1998
411.7,eth,1999
414.9,eth,2000
432,eth,2001
426.9,eth,2002
405.6,eth,2003
428.9,eth,2004
475.1,eth,2005
513.6,eth,2006
558.1,eth,2007
602.4,eth,2008
641.4,eth,2009
681,eth,2010
1994,fji,1960
1975,fji,1961
1984,fji,1962
2076,fji,1963
2110,fji,1964
2018,fji,1965
1960,fji,1966
2176,fji,1967
2325,fji,1968
2335,fji,1969
2544,fji,1970
2716,fji,1971
2879,fji,1972
3259,fji,1973
3160,fji,1974
3118,fji,1975
3102,fji,1976
3229,fji,1977
3297,fji,1978
3744,fji,1979
3635,fji,1980
3569,fji,1981
3409,fji,1982
3142,fji,1983
3330,fji,1984
3450,fji,1985
3153,fji,1986
3092,fji,1987
3020,fji,1988
3253,fji,1989
3529,fji,1990
3389,fji,1991
3473,fji,1992
3522,fji,1993
3558,fji,1994
3705,fji,1995
3842,fji,1996
3996,fji,1997
3901,fji,1998
3894,fji,1999
4227,fji,2000
4115,fji,2001
4164,fji,2002
4254,fji,2003
4223,fji,2004
4431,fji,2005
4470,fji,2006
4393,fji,2007
4336,fji,2008
4210,fji,2009
4153,fji,2010
6107,fin,1950
6641,fin,1951
6927,fin,1952
6735,fin,1953
7284,fin,1954
7802,fin,1955
7947,fin,1956
7887,fin,1957
7790,fin,1958
8317,fin,1959
9034,fin,1960
9659,fin,1961
9844,fin,1962
10130,fin,1963
10620,fin,1964
11170,fin,1965
11380,fin,1966
11510,fin,1967
11670,fin,1968
12800,fin,1969
13830,fin,1970
14080,fin,1971
14890,fin,1972
15700,fin,1973
16510,fin,1974
16460,fin,1975
16180,fin,1976
16450,fin,1977
16630,fin,1978
17870,fin,1979
18880,fin,1980
19130,fin,1981
19670,fin,1982
20090,fin,1983
20670,fin,1984
21000,fin,1985
21470,fin,1986
22240,fin,1987
23480,fin,1988
24920,fin,1989
24500,fin,1990
22530,fin,1991
21450,fin,1992
20870,fin,1993
21700,fin,1994
22970,fin,1995
23510,fin,1996
25050,fin,1997
26620,fin,1998
27550,fin,1999
28930,fin,2000
29450,fin,2001
29780,fin,2002
30150,fin,2003
31350,fin,2004
32290,fin,2005
33620,fin,2006
35510,fin,2007
35540,fin,2008
31730,fin,2009
32990,fin,2010
7083,fra,1950
7454,fra,1951
7676,fra,1952
7904,fra,1953
8228,fra,1954
8589,fra,1955
9034,fra,1956
9405,fra,1957
9488,fra,1958
9570,fra,1959
10190,fra,1960
10570,fra,1961
11120,fra,1962
11650,fra,1963
12290,fra,1964
12700,fra,1965
13260,fra,1966
13810,fra,1967
14310,fra,1968
15210,fra,1969
15940,fra,1970
16590,fra,1971
17210,fra,1972
18190,fra,1973
18840,fra,1974
18470,fra,1975
19320,fra,1976
19850,fra,1977
20510,fra,1978
21150,fra,1979
21420,fra,1980
21430,fra,1981
21910,fra,1982
21950,fra,1983
22090,fra,1984
22410,fra,1985
22980,fra,1986
23490,fra,1987
24480,fra,1988
25240,fra,1989
25770,fra,1990
25820,fra,1991
25990,fra,1992
25590,fra,1993
26070,fra,1994
26490,fra,1995
26610,fra,1996
27020,fra,1997
27890,fra,1998
28720,fra,1999
29660,fra,2000
30030,fra,2001
30110,fra,2002
30210,fra,2003
30830,fra,2004
31230,fra,2005
31830,fra,2006
32400,fra,2007
32170,fra,2008
31010,fra,2009
31300,fra,2010
4896,gab,1960
5547,gab,1961
5897,gab,1962
6184,gab,1963
6407,gab,1964
6841,gab,1965
7034,gab,1966
7202,gab,1967
7290,gab,1968
7821,gab,1969
8349,gab,1970
8984,gab,1971
9677,gab,1972
10270,gab,1973
13870,gab,1974
15190,gab,1975
19370,gab,1976
16360,gab,1977
12190,gab,1978
12150,gab,1979
12520,gab,1980
12680,gab,1981
11870,gab,1982
11940,gab,1983
12600,gab,1984
11870,gab,1985
11280,gab,1986
9173,gab,1987
10270,gab,1988
11160,gab,1989
11630,gab,1990
12060,gab,1991
11390,gab,1992
11530,gab,1993
11870,gab,1994
12160,gab,1995
12180,gab,1996
12750,gab,1997
12520,gab,1998
11000,gab,1999
10880,gab,2000
10500,gab,2001
10150,gab,2002
10120,gab,2003
9789,gab,2004
10120,gab,2005
9553,gab,2006
9895,gab,2007
9867,gab,2008
9487,gab,2009
9900,gab,2010
1114,gmb,1960
1038,gmb,1961
986.5,gmb,1962
1084,gmb,1963
1097,gmb,1964
1242,gmb,1965
1259,gmb,1966
1219,gmb,1967
1278,gmb,1968
1277,gmb,1969
1285,gmb,1970
1251,gmb,1971
1210,gmb,1972
1225,gmb,1973
1310,gmb,1974
1355,gmb,1975
1281,gmb,1976
1267,gmb,1977
1330,gmb,1978
1275,gmb,1979
1227,gmb,1980
1391,gmb,1981
1458,gmb,1982
1336,gmb,1983
1343,gmb,1984
1339,gmb,1985
1319,gmb,1986
1289,gmb,1987
1343,gmb,1988
1283,gmb,1989
1273,gmb,1990
1258,gmb,1991
1245,gmb,1992
1232,gmb,1993
1218,gmb,1994
1087,gmb,1995
1146,gmb,1996
1089,gmb,1997
1119,gmb,1998
1160,gmb,1999
1223,gmb,2000
1234,gmb,2001
1221,gmb,2002
1205,gmb,2003
1130,gmb,2004
1110,gmb,2005
1135,gmb,2006
1124,gmb,2007
1201,gmb,2008
1258,gmb,2009
1271,gmb,2010
2126,geo,1993
1915,geo,1994
1926,geo,1995
2535,geo,1996
2618,geo,1997
2547,geo,1998
2568,geo,1999
2906,geo,2000
2891,geo,2001
3008,geo,2002
3177,geo,2003
3514,geo,2004
