geo,year,child_mortality_rate_percent
bgr,1967,4.38
bgr,1968,4.26
bgr,1969,4.09
bgr,1970,3.89
bgr,1971,3.73
bgr,1972,3.62
bgr,1973,3.56
bgr,1974,3.5
bgr,1975,3.43
bgr,1976,3.35
bgr,1977,3.25
bgr,1978,3.12
bgr,1979,3
bgr,1980,2.87
bgr,1981,2.76
bgr,1982,2.66
bgr,1983,2.57
bgr,1984,2.47
bgr,1985,2.36
bgr,1986,2.25
bgr,1987,2.18
bgr,1988,2.14
bgr,1989,2.15
bgr,1990,2.21
bgr,1991,2.26
bgr,1992,2.29
bgr,1993,2.3
bgr,1994,2.31
bgr,1995,2.32
bgr,1996,2.32
bgr,1997,2.31
bgr,1998,2.27
bgr,1999,2.2
bgr,2000,2.11
bgr,2001,2.01
bgr,2002,1.91
bgr,2003,1.81
bgr,2004,1.7
bgr,2005,1.59
bgr,2006,1.5
bgr,2007,1.43
bgr,2008,1.37
bgr,2009,1.33
bgr,2010,1.3
bgr,2011,1.26
bgr,2012,1.21
bgr,2013,1.16
bgr,2014,1.11
bgr,2015,1.07
bgr,2016,1.011486381
bgr,2017,0.997890385
bgr,2018,0.984828705
bgr,2019,0.972420815
bgr,2020,0.960788971
bgr,2021,0.949745693
bgr,2022,0.939307673
bgr,2023,0.929069346
bgr,2024,0.919145318
bgr,2025,0.909332113
bgr,2026,0.899313036
bgr,2027,0.889304782
bgr,2028,0.879202481
bgr,2029,0.868898482
bgr,2030,0.858503219
bgr,2031,0.848018777
bgr,2032,0.837559067
bgr,2033,0.827240781
bgr,2034,0.81707018
bgr,2035,0.807281341
bgr,2036,0.797540882
bgr,2037,0.788198879
bgr,2038,0.77903377
bgr,2039,0.770285201
bgr,2040,0.761963603
bgr,2041,0.749990057
bgr,2042,0.738838225
bgr,2043,0.728625495
bgr,2044,0.719351866
bgr,2045,0.710899951
bgr,2046,0.703387138
bgr,2047,0.696461263
bgr,2048,0.690122327
bgr,2049,0.684018166
bgr,2050,0.678266169
bgr,2051,0.672514171
bgr,2052,0.666762173
bgr,2053,0.661010176
bgr,2054,0.655023403
bgr,2055,0.64903663
bgr,2056,0.642815081
bgr,2057,0.636476145
bgr,2058,0.630137209
bgr,2059,0.623798273
bgr,2060,0.617459337
bgr,2061,0.611237788
bgr,2062,0.605133627
bgr,2063,0.599146854
bgr,2064,0.593277469
bgr,2065,0.587642859
bgr,2066,0.582360412
bgr,2067,0.577195353
bgr,2068,0.57226507
bgr,2069,0.567569561
bgr,2070,0.562991441
bgr,2071,0.55841332
bgr,2072,0.5538352
bgr,2073,0.549257079
bgr,2074,0.544678958
bgr,2075,0.540100838
bgr,2076,0.535522717
bgr,2077,0.53129676
bgr,2078,0.52718819
bgr,2079,0.523314396
bgr,2080,0.519557989
bgr,2081,0.515801583
bgr,2082,0.511810401
bgr,2083,0.507701831
bgr,2084,0.503358486
bgr,2085,0.498897753
bgr,2086,0.49443702
bgr,2087,0.490093675
bgr,2088,0.485985105
bgr,2089,0.482228699
bgr,2090,0.47858968
bgr,2091,0.475302824
bgr,2092,0.472133356
bgr,2093,0.468963888
bgr,2094,0.465911807
bgr,2095,0.462859727
bgr,2096,0.459807647
bgr,2097,0.456755566
bgr,2098,0.453586098
bgr,2099,0.450534018
bfa,1800,45.469
bfa,1801,45.469
bfa,1802,45.469
bfa,1803,45.469
bfa,1804,45.469
bfa,1805,45.469
bfa,1806,45.469
bfa,1807,45.469
bfa,1808,45.469
bfa,1809,45.469
bfa,1810,45.469
bfa,1811,45.469
bfa,1812,45.469
bfa,1813,45.469
bfa,1814,45.469
bfa,1815,45.469
bfa,1816,45.469
bfa,1817,45.469
bfa,1818,45.469
bfa,1819,45.469
bfa,1820,45.469
bfa,1821,45.469
bfa,1822,45.469
bfa,1823,45.469
bfa,1824,45.469
bfa,1825,45.469
bfa,1826,45.469
bfa,1827,45.469
bfa,1828,45.469
bfa,1829,45.469
bfa,1830,45.469
bfa,1831,45.469
bfa,1832,45.469
bfa,1833,45.469
bfa,1834,45.469
bfa,1835,45.469
bfa,1836,45.469
bfa,1837,45.469
bfa,1838,45.469
bfa,1839,45.469
bfa,1840,45.469
bfa,1841,45.469
bfa,1842,45.469
bfa,1843,45.469
bfa,1844,45.469
bfa,1845,45.469
bfa,1846,45.469
bfa,1847,45.469
bfa,1848,45.469
bfa,1849,45.469
bfa,1850,45.469
bfa,1851,45.469
bfa,1852,45.469
bfa,1853,45.469
bfa,1854,45.469
bfa,1855,45.469
bfa,1856,45.469
bfa,1857,45.469
bfa,1858,45.469
bfa,1859,45.469
bfa,1860,45.469
bfa,1861,45.469
bfa,1862,45.469
bfa,1863,45.469
bfa,1864,45.469
bfa,1865,45.469
bfa,1866,45.469
bfa,1867,45.469
bfa,1868,45.469
bfa,1869,45.469
bfa,1870,45.469
bfa,1871,45.469
bfa,1872,45.469
bfa,1873,45.469
bfa,1874,45.469
bfa,1875,45.469
bfa,1876,45.469
bfa,1877,45.469
bfa,1878,45.469
bfa,1879,45.469
bfa,1880,45.469
bfa,1881,45.469
bfa,1882,45.469
bfa,1883,45.469
bfa,1884,45.469
bfa,1885,45.469
bfa,1886,45.469
bfa,1887,45.469
bfa,1888,45.469
bfa,1889,45.469
bfa,1890,45.469
bfa,1891,45.469
bfa,1892,45.469
bfa,1893,45.469
bfa,1894,45.468
bfa,1895,45.464
bfa,1896,45.457
bfa,1897,45.445
bfa,1898,45.427
bfa,1899,45.403
bfa,1900,45.371
bfa,1901,45.331
bfa,1902,45.285
bfa,1903,45.232
bfa,1904,45.171
bfa,1905,45.104
bfa,1906,45.029
bfa,1907,44.947
bfa,1908,44.858
bfa,1909,44.764
bfa,1910,44.664
bfa,1911,44.56616949
bfa,1912,44.46531439
bfa,1913,44.36443469
bfa,1914,44.26252993
bfa,1915,44.16060035
bfa,1916,44.05864594
bfa,1917,43.95766752
bfa,1918,43.85566357
bfa,1919,43.7536348
bfa,1920,43.65258237
bfa,1921,43.55050406
bfa,1922,43.44840093
bfa,1923,43.34727448
bfa,1924,43.24512181
bfa,1925,43.14294432
bfa,1926,43.04174385
bfa,1927,42.93951682
bfa,1928,42.83726497
bfa,1929,42.73498828
bfa,1930,42.6336891
bfa,1931,42.53136288
bfa,1932,42.42901183
bfa,1933,42.32763863
bfa,1934,42.22523805
bfa,1935,42.12281265
bfa,1936,42.02136543
bfa,1937,41.91889049
bfa,1938,41.81639072
bfa,1939,41.71386613
bfa,1940,41.61232019
bfa,1941,41.34022205
bfa,1942,41.06990259
bfa,1943,40.80135017
bfa,1944,39.91
bfa,1945,39.78
bfa,1946,39.65
bfa,1947,39.5
bfa,1948,39.32
bfa,1949,39.17
bfa,1950,38.97
bfa,1951,38.7
bfa,1952,38.41
bfa,1953,38.04
bfa,1954,37.65
bfa,1955,37.23
bfa,1956,36.75
bfa,1957,36.31
bfa,1958,35.8
bfa,1959,35.23
bfa,1960,34.76
bfa,1961,34.31
bfa,1962,33.87
bfa,1963,33.45
bfa,1964,33.1
bfa,1965,32.8
bfa,1966,32.52
bfa,1967,32.29
bfa,1968,32.14
bfa,1969,32.01
bfa,1970,31.91
bfa,1971,31.73
bfa,1972,31.39
bfa,1973,30.79
bfa,1974,29.92
bfa,1975,28.85
bfa,1976,27.7
bfa,1977,26.57
bfa,1978,25.58
bfa,1979,24.78
bfa,1980,24.12
bfa,1981,23.61
bfa,1982,23.18
bfa,1983,22.78
bfa,1984,22.37
bfa,1985,21.92
bfa,1986,21.44
bfa,1987,20.96
bfa,1988,20.58
bfa,1989,20.34
bfa,1990,20.22
bfa,1991,20.18
bfa,1992,20.21
bfa,1993,20.2
bfa,1994,20.11
bfa,1995,19.94
bfa,1996,19.7
bfa,1997,19.4
bfa,1998,19.13
bfa,1999,18.85
bfa,2000,18.57
bfa,2001,18.24
bfa,2002,17.83
bfa,2003,17.31
bfa,2004,16.63
bfa,2005,15.83
bfa,2006,14.94
bfa,2007,13.99
bfa,2008,13.04
bfa,2009,12.14
bfa,2010,11.35
bfa,2011,10.69
bfa,2012,10.14
bfa,2013,9.66
bfa,2014,9.24
bfa,2015,8.86
bfa,2016,9.890544233
bfa,2017,9.643934141
bfa,2018,9.403264524
bfa,2019,9.165933293
bfa,2020,8.930439819
bfa,2021,8.696483117
bfa,2022,8.465957959
bfa,2023,8.240457561
bfa,2024,8.020276727
bfa,2025,7.806308107
bfa,2026,7.599443275
bfa,2027,7.399974883
bfa,2028,7.207995999
bfa,2029,7.023002081
bfa,2030,6.844290083
bfa,2031,6.670660184
bfa,2032,6.500913997
bfa,2033,6.334152957
bfa,2034,6.169777869
bfa,2035,6.007786672
bfa,2036,5.848276678
bfa,2037,5.692040478
bfa,2038,5.539770392
bfa,2039,5.391462927
bfa,2040,5.247412345
bfa,2041,5.109252024
bfa,2042,4.975161081
bfa,2043,4.845040262
bfa,2044,4.718591807
bfa,2045,4.595617212
bfa,2046,4.476017222
bfa,2047,4.359494078
bfa,2048,4.245849274
bfa,2049,4.134785051
bfa,2050,4.025805143
bfa,2051,3.918512538
bfa,2052,3.812907235
bfa,2053,3.709088489
bfa,2054,3.607354057
bfa,2055,3.50829946
bfa,2056,3.412520215
bfa,2057,3.320711094
bfa,2058,3.233070603
bfa,2059,3.149697996
bfa,2060,3.070394766
bfa,2061,2.994962407
bfa,2062,2.922706147
bfa,2063,2.852732709
bfa,2064,2.784545827
bfa,2065,2.717152969
bfa,2066,2.649760112
bfa,2067,2.582069495
bfa,2068,2.514378878
bfa,2069,2.44728378
bfa,2070,2.381776732
bfa,2071,2.319445783
bfa,2072,2.261581223
bfa,2073,2.208679319
bfa,2074,2.160839323
bfa,2075,2.117763476
bfa,2076,2.078161487
bfa,2077,2.04084232
bfa,2078,2.004416431
bfa,2079,1.968288301
bfa,2080,1.932358678
bfa,2081,1.896826067
bfa,2082,1.862285986
bfa,2083,1.828936944
bfa,2084,1.796580432
bfa,2085,1.764819439
bfa,2086,1.732661433
bfa,2087,1.699907909
bfa,2088,1.66636036
bfa,2089,1.631919533
bfa,2090,1.597280199
bfa,2091,1.562839372
bfa,2092,1.529291823
bfa,2093,1.497133818
bfa,2094,1.466960874
bfa,2095,1.438971499
bfa,2096,1.413364198
bfa,2097,1.390238225
bfa,2098,1.369692832
bfa,2099,1.351529514
bdi,1800,42.395
bdi,1801,42.395
bdi,1802,42.395
bdi,1803,42.395
bdi,1804,42.395
bdi,1805,42.395
bdi,1806,42.395
bdi,1807,42.395
bdi,1808,42.395
bdi,1809,42.395
bdi,1810,42.395
bdi,1811,42.395
bdi,1812,42.395
bdi,1813,42.395
bdi,1814,42.395
bdi,1815,42.395
bdi,1816,42.395
bdi,1817,42.395
bdi,1818,42.395
bdi,1819,42.395
bdi,1820,42.395
bdi,1821,42.395
bdi,1822,42.395
bdi,1823,42.395
bdi,1824,42.395
bdi,1825,42.395
bdi,1826,42.395
bdi,1827,42.395
bdi,1828,42.395
bdi,1829,42.395
bdi,1830,42.395
bdi,1831,42.395
bdi,1832,42.395
bdi,1833,42.395
bdi,1834,42.395
bdi,1835,42.395
bdi,1836,42.395
bdi,1837,42.395
bdi,1838,42.395
bdi,1839,42.395
bdi,1840,42.395
bdi,1841,42.395
bdi,1842,42.395
bdi,1843,42.395
bdi,1844,42.395
bdi,1845,42.395
bdi,1846,42.395
bdi,1847,42.395
bdi,1848,42.395
bdi,1849,42.395
bdi,1850,42.395
bdi,1851,42.395
bdi,1852,42.395
bdi,1853,42.395
bdi,1854,42.395
bdi,1855,42.395
bdi,1856,42.395
bdi,1857,42.395
bdi,1858,42.395
bdi,1859,42.395
bdi,1860,42.395
bdi,1861,42.395
bdi,1862,42.395
bdi,1863,42.395
bdi,1864,42.395
bdi,1865,42.395
bdi,1866,42.395
bdi,1867,42.395
bdi,1868,42.395
bdi,1869,42.395
bdi,1870,42.395
bdi,1871,42.395
bdi,1872,42.395
bdi,1873,42.395
bdi,1874,42.395
bdi,1875,42.395
bdi,1876,42.395
bdi,1877,42.395
bdi,1878,42.395
bdi,1879,42.395
bdi,1880,42.395
bdi,1881,42.395
bdi,1882,42.395
bdi,1883,42.395
bdi,1884,42.395
bdi,1885,42.395
bdi,1886,42.395
bdi,1887,42.395
bdi,1888,42.395
bdi,1889,42.395
bdi,1890,42.395
bdi,1891,42.395
bdi,1892,42.395
bdi,1893,42.395
bdi,1894,42.394
bdi,1895,42.39
bdi,1896,42.384
bdi,1897,42.373
bdi,1898,42.356
bdi,1899,42.333
bdi,1900,42.303
bdi,1901,42.267
bdi,1902,42.223
bdi,1903,42.174
bdi,1904,42.117
bdi,1905,42.054
bdi,1906,41.985
bdi,1907,41.908
bdi,1908,41.826
bdi,1909,41.737
bdi,1910,41.644
bdi,1911,41.548
bdi,1912,41.45
bdi,1913,41.35
bdi,1914,41.251
bdi,1915,41.151
bdi,1916,41.052
bdi,1917,40.952
bdi,1918,40.853
bdi,1919,40.753
bdi,1920,40.654
bdi,1921,40.554
bdi,1922,40.455
bdi,1923,40.355
bdi,1924,40.256
bdi,1925,40.13484814
bdi,1926,40.01480057
bdi,1927,39.89385887
bdi,1928,39.77402042
bdi,1929,39.6532889
bdi,1930,39.53365956
bdi,1931,39.41413452
bdi,1932,39.29371799
bdi,1933,39.17440207
bdi,1934,39.05419571
bdi,1935,38.9350889
bdi,1936,38.81509271
bdi,1937,38.69619502
bdi,1938,38.576409
bdi,1939,38.45772042
bdi,1940,38.33814457
bdi,1941,38.21966511
bdi,1942,38.10029943
bdi,1943,37.98202909
bdi,1944,37.86287358
bdi,1945,37.74481236
bdi,1946,36.02958217
bdi,1947,34.37543181
bdi,1948,32.77338023
bdi,1949,31.32202998
bdi,1950,30.57056166
bdi,1951,29.83711381
bdi,1952,29.12125451
bdi,1953,28.42256215
bdi,1954,27.74062525
bdi,1955,27.07504217
bdi,1956,26.4254209
bdi,1957,25.79137882
bdi,1958,25.17254249
bdi,1959,24.56854741
bdi,1960,24.45725932
bdi,1961,24.35588169
bdi,1962,24.25459887
bdi,1963,24.18279457
bdi,1964,24.16
bdi,1965,24.3
bdi,1966,24.45
bdi,1967,24.58
bdi,1968,24.67
bdi,1969,24.73
bdi,1970,24.76
bdi,1971,24.75
bdi,1972,24.73
bdi,1973,24.71
bdi,1974,24.69
bdi,1975,24.65
bdi,1976,24.5
bdi,1977,24.2
bdi,1978,23.69
bdi,1979,23.02
bdi,1980,22.18
bdi,1981,21.23
bdi,1982,20.23
bdi,1983,19.26
bdi,1984,18.42
bdi,1985,17.75
bdi,1986,17.29
bdi,1987,17.06
bdi,1988,17.01
bdi,1989,17.07
bdi,1990,17.18
bdi,1991,17.29
bdi,1992,17.35
bdi,1993,17.35
bdi,1994,17.25
bdi,1995,17.05
bdi,1996,16.77
bdi,1997,16.44
bdi,1998,16.05
bdi,1999,15.64
bdi,2000,15.22
bdi,2001,14.78
bdi,2002,14.32
bdi,2003,13.83
bdi,2004,13.3
bdi,2005,12.71
bdi,2006,12.09
bdi,2007,11.45
bdi,2008,10.86
bdi,2009,10.35
bdi,2010,9.88
bdi,2011,9.49
bdi,2012,9.12
bdi,2013,8.78
bdi,2014,8.46
bdi,2015,8.17
bdi,2016,11.47689696
bdi,2017,11.29001344
bdi,2018,11.1112504
bdi,2019,10.93868077
bdi,2020,10.7697389
bdi,2021,10.6017206
bdi,2022,10.43198624
bdi,2023,10.25806535
bdi,2024,10.07827905
bdi,2025,9.891029524
bdi,2026,9.695424914
bdi,2027,9.493063117
bdi,2028,9.285878141
bdi,2029,9.07509628
bdi,2030,8.862592212
bdi,2031,8.649949027
bdi,2032,8.438982774
bdi,2033,8.231214406
bdi,2034,8.027757869
bdi,2035,7.829313082
bdi,2036,7.635514754
bdi,2037,7.445561132
bdi,2038,7.258855372
bdi,2039,7.075876357
bdi,2040,6.896782286
bdi,2041,6.700461643
bdi,2042,6.510231833
bdi,2043,6.326636683
bdi,2044,6.150002485
bdi,2045,5.980981831
bdi,2046,5.82022731
bdi,2047,5.667521391
bdi,2048,5.52232025
bdi,2049,5.384188827
bdi,2050,5.252257004
bdi,2051,5.125437131
bdi,2052,5.002750324
bdi,2053,4.883326464
bdi,2054,4.766186667
bdi,2055,4.650787109
bdi,2056,4.536801494
bdi,2057,4.424773647
bdi,2058,4.314812334
bdi,2059,4.207243848
bdi,2060,4.10163313
bdi,2061,3.998088946
bdi,2062,3.896611295
bdi,2063,3.798070296
bdi,2064,3.703336068
bdi,2065,3.613605026
bdi,2066,3.530617407
bdi,2067,3.455025802
bdi,2068,3.38704774
bdi,2069,3.326574456
bdi,2070,3.272627065
bdi,2071,3.224009155
bdi,2072,3.178980487
bdi,2073,3.135909587
bdi,2074,3.09381757
bdi,2075,3.051725554
bdi,2076,3.009742303
bdi,2077,2.967976582
bdi,2078,2.926972214
bdi,2079,2.886511672
bdi,2080,2.846486189
bdi,2081,2.806895765
bdi,2082,2.767849166
bdi,2083,2.729455157
bdi,2084,2.691604972
bdi,2085,2.654189846
bdi,2086,2.61742731
bdi,2087,2.581099833
bdi,2088,2.545207417
bdi,2089,2.509750059
bdi,2090,2.474727762
bdi,2091,2.440140524
bdi,2092,2.40587958
bdi,2093,2.371944931
bdi,2094,2.338445342
bdi,2095,2.305272048
bdi,2096,2.272425048
bdi,2097,2.239904343
bdi,2098,2.207818698
bdi,2099,2.176059347
khm,1800,37.999
khm,1801,37.999
khm,1802,37.999
khm,1803,37.999
khm,1804,37.999
khm,1805,37.999
khm,1806,37.999
khm,1807,37.999
khm,1808,37.999
khm,1809,37.999
khm,1810,37.999
khm,1811,37.999
khm,1812,37.999
khm,1813,37.999
khm,1814,37.999
khm,1815,37.999
khm,1816,37.999
khm,1817,37.999
khm,1818,37.999
khm,1819,37.999
khm,1820,37.999
khm,1821,37.999
khm,1822,37.999
khm,1823,37.999
khm,1824,37.999
khm,1825,37.999
khm,1826,37.999
khm,1827,37.999
khm,1828,37.999
khm,1829,37.999
khm,1830,37.999
khm,1831,37.999
khm,1832,37.999
khm,1833,37.999
khm,1834,37.999
khm,1835,37.999
khm,1836,37.999
khm,1837,37.999
khm,1838,37.999
khm,1839,37.999
khm,1840,37.999
khm,1841,37.999
khm,1842,37.999
khm,1843,37.999
khm,1844,37.999
khm,1845,37.999
khm,1846,37.999
khm,1847,37.999
khm,1848,37.999
khm,1849,37.999
khm,1850,37.999
khm,1851,37.999
khm,1852,37.999
khm,1853,37.999
khm,1854,37.999
khm,1855,37.999
khm,1856,37.999
khm,1857,37.999
khm,1858,37.999
khm,1859,37.999
khm,1860,37.999
khm,1861,37.999
khm,1862,37.999
khm,1863,37.999
khm,1864,37.999
khm,1865,37.999
khm,1866,37.999
khm,1867,37.999
khm,1868,37.999
khm,1869,37.999
khm,1870,37.999
khm,1871,37.999
khm,1872,37.999
khm,1873,37.999
khm,1874,37.999
khm,1875,37.999
khm,1876,37.999
khm,1877,37.999
khm,1878,37.999
khm,1879,37.999
khm,1880,37.999
khm,1881,37.999
khm,1882,37.999
khm,1883,37.999
khm,1884,37.999
khm,1885,37.999
khm,1886,37.999
khm,1887,37.999
khm,1888,37.999
khm,1889,37.999
khm,1890,37.999
khm,1891,37.999
khm,1892,37.999
khm,1893,37.999
khm,1894,37.998
khm,1895,37.995
khm,1896,37.989
khm,1897,37.979
khm,1898,37.965
khm,1899,37.944
khm,1900,37.917
khm,1901,37.884
khm,1902,37.846
khm,1903,37.801
khm,1904,37.751
khm,1905,37.694
khm,1906,37.632
khm,1907,37.563
khm,1908,37.489
khm,1909,37.41
khm,1910,37.327
khm,1911,37.24
khm,1912,37.152
khm,1913,37.063
khm,1914,36.974
khm,1915,36.885
khm,1916,36.796
khm,1917,36.706
khm,1918,36.617
khm,1919,36.528
khm,1920,36.439
khm,1921,36.35
khm,1922,36.261
khm,1923,36.171
khm,1924,36.082
khm,1925,35.993
khm,1926,35.904
khm,1927,35.815
khm,1928,35.725
khm,1929,35.636
khm,1930,35.547
khm,1931,35.458
khm,1932,35.369
khm,1933,35.28
khm,1934,35.19
khm,1935,35.101
khm,1936,35.01483269
khm,1937,34.92865097
khm,1938,34.84245485
khm,1939,34.75624434
khm,1940,34.66901901
khm,1941,34.58277961
khm,1942,34.49652581
khm,1943,34.41025761
khm,1944,34.323975
khm,1945,34.23767799
khm,1946,33.07440898
khm,1947,32.04408058
khm,1948,30.9304979
khm,1949,29.94387864
khm,1950,28.87800364
khm,1951,28.70611197
khm,1952,28.3409267
khm,1953,28.03977524
khm,1954,27.70352095
khm,1955,27.42730906
khm,1956,27.11599272
khm,1957,26.77056521
khm,1958,26.39001642
khm,1959,26.01341359
khm,1960,25.63775162
khm,1961,25.26102654
khm,1962,24.79705024
khm,1963,24.33299871
khm,1964,23.86686723
khm,1965,23.40066019
khm,1966,23.23082373
khm,1967,23.06221975
khm,1968,22.8948393
khm,1969,22.72867352
khm,1970,22.56371359
khm,1971,24.04367269
khm,1972,25.62070247
khm,1973,27.30116981
khm,1974,29.09185916
khm,1975,31
khm,1976,28.56
khm,1977,26.19
khm,1978,23.59
khm,1979,20.78
khm,1980,18.14
khm,1981,15.91
khm,1982,14.2
khm,1983,13.04
khm,1984,12.41
khm,1985,12.12
khm,1986,11.96
khm,1987,11.84
khm,1988,11.76
khm,1989,11.74
khm,1990,11.73
khm,1991,11.74
khm,1992,11.78
khm,1993,11.86
khm,1994,12
khm,1995,12.15
khm,1996,12.26
khm,1997,12.25
khm,1998,12.04
khm,1999,11.57
khm,2000,10.83
khm,2001,9.87
khm,2002,8.83
khm,2003,7.88
khm,2004,7.13
khm,2005,6.54
khm,2006,6.04
khm,2007,5.58
khm,2008,5.15
khm,2009,4.73
khm,2010,4.31
khm,2011,3.93
khm,2012,3.58
khm,2013,3.29
khm,2014,3.06
khm,2015,2.87
khm,2016,2.597196119
khm,2017,2.361035004
khm,2018,2.143633447
khm,2019,1.941902373
khm,2020,1.754578843
khm,2021,1.582768448
khm,2022,1.428311707
khm,2023,1.29190434
khm,2024,1.172118337
khm,2025,1.06717129
khm,2026,0.975052526
khm,2027,0.893327645
khm,2028,0.819809711
khm,2029,0.752771528
khm,2030,0.691124294
khm,2031,0.634212009
khm,2032,0.582106136
khm,2033,0.53464907
khm,2034,0.491288544
khm,2035,0.451572291
khm,2036,0.415321108
khm,2037,0.382414726
khm,2038,0.35255421
khm,2039,0.325455558
khm,2040,0.300743038
khm,2041,0.288316522
khm,2042,0.277009991
khm,2043,0.266716782
khm,2044,0.257170231
khm,2045,0.248157006
khm,2046,0.239623776
khm,2047,0.231517207
khm,2048,0.223730634
khm,2049,0.216210725
khm,2050,0.208850814
khm,2051,0.201757566
khm,2052,0.194930982
khm,2053,0.188424393
khm,2054,0.182184469
khm,2055,0.17626454
khm,2056,0.170611275
khm,2057,0.165224673
khm,2058,0.160104735
khm,2059,0.155144795
khm,2060,0.150398186
khm,2061,0.14591824
khm,2062,0.141651624
khm,2063,0.13759834
khm,2064,0.133758386
khm,2065,0.130025098
khm,2066,0.126451808
khm,2067,0.122878518
khm,2068,0.11935856
khm,2069,0.115838602
khm,2070,0.112371978
khm,2071,0.108958685
khm,2072,0.105652059
khm,2073,0.10250543
khm,2074,0.099465467
khm,2075,0.096638834
khm,2076,0.094025532
khm,2077,0.091518896
khm,2078,0.089172258
khm,2079,0.086932285
khm,2080,0.08485231
khm,2081,0.082825667
khm,2082,0.080852358
khm,2083,0.078985714
khm,2084,0.07711907
khm,2085,0.075359091
khm,2086,0.073652445
khm,2087,0.071999131
khm,2088,0.070452483
khm,2089,0.069012501
khm,2090,0.067625851
khm,2091,0.066345866
khm,2092,0.065065882
khm,2093,0.06383923
khm,2094,0.062665911
khm,2095,0.061492591
khm,2096,0.060372605
khm,2097,0.059252618
khm,2098,0.058185965
khm,2099,0.057119311
cmr,1800,46.021
cmr,1801,46.021
cmr,1802,46.021
cmr,1803,46.021
cmr,1804,46.021
cmr,1805,46.021
cmr,1806,46.021
cmr,1807,46.021
cmr,1808,46.021
cmr,1809,46.021
cmr,1810,46.021
cmr,1811,46.021
cmr,1812,46.021
cmr,1813,46.021
cmr,1814,46.021
cmr,1815,46.021
cmr,1816,46.021
cmr,1817,46.021
cmr,1818,46.021
cmr,1819,46.021
cmr,1820,46.021
cmr,1821,46.021
cmr,1822,46.021
cmr,1823,46.021
cmr,1824,46.021
cmr,1825,46.021
cmr,1826,46.021
cmr,1827,46.021
cmr,1828,46.021
cmr,1829,46.021
cmr,1830,46.021
cmr,1831,46.021
cmr,1832,46.021
cmr,1833,46.021
cmr,1834,46.021
cmr,1835,46.021
cmr,1836,46.021
cmr,1837,46.021
cmr,1838,46.021
cmr,1839,46.021
cmr,1840,46.021
cmr,1841,46.021
cmr,1842,46.021
cmr,1843,46.021
cmr,1844,46.021
cmr,1845,46.021
cmr,1846,46.021
cmr,1847,46.021
cmr,1848,46.021
cmr,1849,46.021
cmr,1850,46.021
cmr,1851,46.021
cmr,1852,46.021
cmr,1853,46.021
cmr,1854,46.021
cmr,1855,46.021
cmr,1856,46.021
cmr,1857,46.021
cmr,1858,46.021
cmr,1859,46.021
cmr,1860,46.021
cmr,1861,46.021
cmr,1862,46.021
cmr,1863,46.021
cmr,1864,46.021
cmr,1865,46.021
cmr,1866,46.021
cmr,1867,46.021
cmr,1868,46.021
cmr,1869,46.021
cmr,1870,46.021
cmr,1871,46.021
cmr,1872,46.021
cmr,1873,46.021
cmr,1874,46.021
cmr,1875,46.021
cmr,1876,46.021
cmr,1877,46.021
cmr,1878,46.021
cmr,1879,46.021
cmr,1880,46.021
cmr,1881,46.021
cmr,1882,46.021
cmr,1883,46.021
cmr,1884,46.021
cmr,1885,46.021
cmr,1886,46.021
cmr,1887,46.021
cmr,1888,46.021
cmr,1889,46.021
cmr,1890,46.021
cmr,1891,46.021
cmr,1892,46.021
cmr,1893,46.021
cmr,1894,46.019
cmr,1895,46.016
cmr,1896,46.009
cmr,1897,45.997
cmr,1898,45.979
cmr,1899,45.953
cmr,1900,45.921
cmr,1901,45.881
cmr,1902,45.835
cmr,1903,45.781
cmr,1904,45.719
cmr,1905,45.651
cmr,1906,45.575
cmr,1907,45.493
cmr,1908,45.403
cmr,1909,45.307
cmr,1910,45.206
cmr,1911,45.101
cmr,1912,44.995
cmr,1913,44.887
cmr,1914,44.78736585
cmr,1915,44.68769135
cmr,1916,44.58797649
cmr,1917,44.48822128
cmr,1918,44.38842572
cmr,1919,44.2885898
cmr,1920,44.18871353
cmr,1921,44.0887969
cmr,1922,43.98883992
cmr,1923,43.88884258
cmr,1924,43.78880489
cmr,1925,43.68872685
cmr,1926,43.58860845
cmr,1927,43.4884497
cmr,1928,43.38825059
cmr,1929,43.28801113
cmr,1930,43.18773131
cmr,1931,43.08741114
cmr,1932,42.98705062
cmr,1933,42.88664974
cmr,1934,42.7862085
cmr,1935,42.68572692
cmr,1936,42.58520498
cmr,1937,42.48464268
cmr,1938,42.38404003
cmr,1939,42.28339702
cmr,1940,42.18271367
cmr,1941,42.08198995
cmr,1942,41.98122589
cmr,1943,41.88042146
cmr,1944,41.77957669
cmr,1945,41.14458531
cmr,1946,40.51924352
cmr,1947,39.9034047
cmr,1948,39.29692446
cmr,1949,38.6996606
cmr,1950,38.11147309
cmr,1951,37.53222402
cmr,1952,36.96177757
cmr,1953,36.4
cmr,1954,34.96
cmr,1955,33.56
cmr,1956,32.28
cmr,1957,31.06
cmr,1958,29.95
cmr,1959,28.98
cmr,1960,28.19
cmr,1961,27.56
cmr,1962,27.07
cmr,1963,26.7
cmr,1964,26.28
cmr,1965,25.76
cmr,1966,25.07
cmr,1967,24.21
cmr,1968,23.24
cmr,1969,22.24
cmr,1970,21.28
cmr,1971,20.45
cmr,1972,19.82
cmr,1973,19.4
cmr,1974,19.19
cmr,1975,19.1
cmr,1976,19.07
